"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0.01,0,0,0,0.00999983,0,0
0.04,0.00059994,3.99983e-06,0.00059994,0.0405933,0.00059595,0.00059196
0.06,0.00149963,1.99976e-05,0.00149963,0.0614838,0.00147978,0.00145993
0.09,0.00359784,8.39734e-05,0.00359784,0.0935616,0.00351511,0.00343239
0.12,0.00659274,0.000219868,0.00659274,0.12653,0.00637775,0.00616275
0.14,0.00908621,0.000363694,0.00908621,0.149003,0.00873232,0.00837843
0.16,0.011976,0.000559372,0.011976,0.171872,0.0114344,0.0108928
0.18,0.015261,0.000814824,0.015261,0.195137,0.0144759,0.0136908
0.2,0.0189399,0.00113795,0.0189399,0.218797,0.0178488,0.0167578
0.22,0.0230112,0.00153661,0.0230112,0.242853,0.0215451,0.020079
0.24,0.0274733,0.00201866,0.0274733,0.267305,0.0255566,0.0236399
0.27,0.0348951,0.00291514,0.0348951,0.304725,0.0321474,0.0293996
0.29,0.040326,0.00363972,0.040326,0.330167,0.0369118,0.0334976
0.31,0.0461407,0.00447483,0.0461407,0.356006,0.0419634,0.0377861
0.33,0.052337,0.00542815,0.052337,0.382241,0.0472941,0.0422512
0.35,0.0589123,0.0065073,0.0589123,0.408873,0.0528958,0.0468793
0.37,0.065864,0.00771983,0.065864,0.435903,0.0587606,0.0516572
0.39,0.0731894,0.00907327,0.0731894,0.463331,0.0648805,0.0565716
0.41,0.0808854,0.0105751,0.0808854,0.491157,0.0712474,0.0616094
0.43,0.0889491,0.0122326,0.0889491,0.519382,0.0778534,0.0667577
0.45,0.0973772,0.0140533,0.0973772,0.548007,0.0846906,0.0720039
0.47,0.106166,0.0160444,0.106166,0.577032,0.0917509,0.0773353
0.49,0.115313,0.018213,0.115313,0.606459,0.0990264,0.0827397
0.52,0.129695,0.0218144,0.129695,0.651354,0.110326,0.0909565
0.54,0.139719,0.024458,0.139719,0.681789,0.118105,0.0964902
0.56,0.150088,0.0273038,0.150088,0.712629,0.126071,0.102055
0.58,0.160796,0.0303587,0.160796,0.743875,0.134218,0.107639
0.6,0.17184,0.0336294,0.17184,0.775528,0.142536,0.113232
0.62,0.183215,0.0371227,0.183215,0.807591,0.151018,0.118821
0.64,0.194917,0.0408451,0.194917,0.840065,0.159656,0.124396
0.66,0.20694,0.0448031,0.20694,0.872952,0.168443,0.129946
0.68,0.219281,0.0490033,0.219281,0.906253,0.177371,0.135461
0.7,0.231935,0.0534518,0.231935,0.939971,0.186432,0.140929
0.72,0.244895,0.0581549,0.244895,0.974108,0.195618,0.14634
0.74,0.258158,0.0631187,0.258158,1.00867,0.204922,0.151685
0.76,0.271717,0.0683493,0.271717,1.04365,0.214336,0.156954
0.78,0.285568,0.0738525,0.285568,1.07905,0.223852,0.162136
0.8,0.299704,0.0796342,0.299704,1.11489,0.233463,0.167223
0.82,0.31412,0.0857,0.31412,1.15116,0.243162,0.172204
0.84,0.328811,0.0920556,0.328811,1.18786,0.252941,0.17707
0.86,0.34377,0.0987063,0.34377,1.225,0.262792,0.181814
0.88,0.358992,0.105657,0.358992,1.26259,0.272708,0.186425
0.9,0.37447,0.112914,0.37447,1.30062,0.282683,0.190895
0.92,0.390199,0.120482,0.390199,1.3391,0.292707,0.195216
0.94,0.406171,0.128366,0.406171,1.37803,0.302775,0.199379
0.96,0.422381,0.13657,0.422381,1.41742,0.312879,0.203377
0.98,0.438821,0.145099,0.438821,1.45727,0.323011,0.207201
1,0.455487,0.153959,0.455487,1.49759,0.333166,0.210845
1.02,0.47237,0.163153,0.47237,1.53838,0.343334,0.214299
1.04,0.489464,0.172685,0.489464,1.57965,0.353511,0.217558
1.06,0.506762,0.182561,0.506762,1.62141,0.363688,0.220614
1.08,0.524257,0.192783,0.524257,1.66365,0.373859,0.223461
1.1,0.541943,0.203357,0.541943,1.70638,0.384017,0.22609
1.12,0.559812,0.214285,0.559812,1.74962,0.394155,0.228497
1.14,0.577857,0.225571,0.577857,1.79336,0.404266,0.230675
1.16,0.596071,0.237219,0.596071,1.83762,0.414345,0.232618
1.18,0.614447,0.249232,0.614447,1.8824,0.424383,0.234319
1.2,0.632977,0.261613,0.632977,1.92771,0.434375,0.235773
1.22,0.651653,0.274366,0.651653,1.97355,0.444314,0.236975
1.24,0.670469,0.287493,0.670469,2.01994,0.454194,0.23792
1.26,0.689417,0.300997,0.689417,2.06687,0.464009,0.238601
1.28,0.708489,0.314881,0.708489,2.11437,0.473752,0.239015
1.3,0.727677,0.329146,0.727677,2.16244,0.483417,0.239157
1.32,0.746975,0.343796,0.746975,2.21109,0.492998,0.239021
1.34,0.766373,0.358832,0.766373,2.26033,0.502489,0.238605
1.36,0.785865,0.374257,0.785865,2.31016,0.511884,0.237903
1.38,0.805443,0.390072,0.805443,2.36061,0.521178,0.236912
1.4,0.825099,0.406279,0.825099,2.41167,0.530364,0.235629
