"time","egsCarSpeed","   egsGear","  egsState","egsTargetGear","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3"
0.32,0,0,0,0,0,0.62,0.62,0,0,1.1849e-15,2,-2,0,0
0.33,0,0,0,0,0,0.64,0.64,0,0,0.84006,2,-2,0,0
0.34,0,0,0,0,0,0.66,0.66,0,0,-0.81719,2,-2,0,0
0.35,0,0,0,0,0,0.68,0.68,0,0,-0.40116,2,-2,0,0
0.36,0,0,0,0,0,0.7,0.7,0,0,0.012414,2,-2,0,0
0.37,0,0,0,0,0,0.72,0.72,0,0,0.1181,2,-2,0,0
0.38,0,0,0,0,0,0.74,0.74,0,0,0.13805,2,-2,0,0
0.39,0,0,0,0,0,0.76,0.76,0,0,0.14554,2,-2,0,0
0.4,0,0,0,0,0,0.78,0.78,0,0,0.15275,2,-2,0,0
0.41,0,0,0,0,0,0.8,0.8,0,0,0.16035,2,-2,0,0
0.42,0,0,0,0,0,0.82,0.82,0,0,0.16807,2,-2,0,0
0.43,0,0,0,0,0,0.84,0.84,0,0,0.17581,2,-2,0,0
0.44,0,0,0,0,0,0.86,0.86,0,0,0.18356,2,-2,0,0
0.45,0,0,0,0,0,0.88,0.88,0,0,0.1913,2,-2,0,0
0.46,0,0,0,0,0,0.9,0.9,0,0,0.19903,2,-2,0,0
0.47,0,0,0,0,0,0.92,0.92,0,0,0.20676,2,-2,0,0
0.48,0,0,0,0,0,0.94,0.94,0,0,0.22164,2,-2,0,0
0.49,0,0,0,0,0,0.96,0.96,0,0,0.25606,2,-2,0,0
0.5,0,0,0,0,0,0.98,0.98,0,0,0.31711,2,-2,0,0
0.51,0,0,0,0,0,1,1,0,0,0.2669,2,-2,0,0
0.52,0,0,0,0,0,1,1,0,0,0.22949,2,-2,0,0
0.53,0,0,0,0,0,1,1,0,0,0.15137,2,-2,0,0
0.54,0,0,0,0,0,1,1,0,0,0.21441,2,-2,0,0
0.55,0,0,0,0,0,1,1,0,0,0.23658,2,-2,0,0
0.56,0,0,0,0,0,1,1,0,0,0.24422,2,-2,0,0
0.57,0,0,0,0,0,1,1,0,0,0.24673,2,-2,0,0
0.58,0,0,0,0,0,1,1,0,0,0.24743,2,-2,0,0
0.59,0,0,0,0,0,1,1,0,0,0.24748,2,-2,0,0
0.6,0,0,0,0,0,1,1,0,0,0.2473,2,-2,0,0
0.61,0,0,0,0,0,1,1,0,0,0.24704,2,-2,0,0
0.62,0,0,0,0,0,1,1,0,0,0.24675,2,-2,0,0
0.63,0,0,0,0,0,1,1,0,0,0.24646,2,-2,0,0
0.64,0,0,0,0,0,1,1,0,0,0.24615,2,-2,0,0
0.65,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0,0
0.66,0,0,0,0,0,1,1,0,0,0.24555,2,-2,0,0
0.67,0,0,0,0,0,1,1,0,0,0.24524,2,-2,0,0
0.68,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0,0
0.69,0,0,0,0,0,1,1,0,0,0.24464,2,-2,0,0
0.7,0,0,0,0,0,1,1,0,0,0.24434,2,-2,0,0
0.71,0,0,0,0,0,1,1,0,0,0.24403,2,-2,0,0
0.72,0,0,0,0,0,1,1,0,0,0.24373,2,-2,0,0
0.73,0,0,0,0,0,1,1,0,0,0.24343,2,-2,0,0
0.74,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0,0
0.75,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0,0
0.76,0,0,0,0,0,1,1,0,0,0.24253,2,-2,0,0
0.77,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0,0
0.78,0,0,0,0,0,1,1,0,0,0.24193,2,-2,0,0
0.79,0,0,0,0,0,1,1,0,0,0.24163,2,-2,0,0
0.8,0,0,0,0,0,1,1,0,0,0.24133,2,-2,0,0
0.81,0,0,0,0,0,1,1,0,0,0.24103,2,-2,0,0
0.82,0,0,0,0,0,1,1,0,0,0.24074,2,-2,0,0
0.83,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0,0
0.84,0,0,0,0,0,1,1,0,0,0.24014,2,-2,0,0
0.85,0,0,0,0,0,1,1,0,0,0.23985,2,-2,0,0
0.86,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0,0
0.87,0,0,0,0,0,1,1,0,0,0.23925,2,-2,0,0
0.88,0,0,0,0,0,1,1,0,0,0.23896,2,-2,0,0
0.89,0,0,0,0,0,1,1,0,0,0.23866,2,-2,0,0
0.9,0,0,0,0,0,1,1,0,0,0.23837,2,-2,0,0
0.91,0,0,0,0,0,1,1,0,0,0.23807,2,-2,0,0
0.92,0,0,0,0,0,1,1,0,0,0.23778,2,-2,0,0
0.93,0,0,0,0,0,1,1,0,0,0.23749,2,-2,0,0
0.94,0,0,0,0,0,1,1,0,0,0.23719,2,-2,0,0
0.95,0,0,0,0,0,1,1,0,0,0.2369,2,-2,0,0
0.96,0,0,0,0,0,1,1,0,0,0.23661,2,-2,0,0
0.97,0,0,0,0,0,1,1,0,0,0.23631,2,-2,0,0
0.98,0,0,0,0,0,1,1,0,0,0.23602,2,-2,0,0
0.99,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0,0
1,0,0,0,0,0,1,1,0,0,0.23544,2,-2,0,0
1.01,0,0,0,0,0,1,1,0,0,0.23515,2,-2,0,0
1.02,0,0,0,0,0,1,1,0,0,0.23486,1,0,0,0
1.03,0,0,0,0,0,1,1,0,0,0.23457,2,0,1,1.02
1.04,0,0,0,0,0,0.98,1,0,0.02,0.23428,2,0,1,1.02
1.05,0,0,0,0,0,0.96,1,0,0.04,0.23399,2,0,1,1.02
1.06,0,0,0,0,0,0.94,1,0,0.06,0.68761,2,0,1,1.02
1.07,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1,1.02
1.08,0,0,0,0,0,0.9,1,0,0.1,0.94901,2,0,1,1.02
1.09,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1,1.02
1.1,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1,1.02
1.11,0,0,0,0,0,0.84,1,0,0.16,1.4027,2,0,1,1.02
1.12,0,0,0,0,0,0.82,1,0,0.18,1.6057,2,0,1,1.02
1.13,0,0,0,0,0,0.8,1,0,0.2,1.8403,2,0,1,1.02
1.14,0,0,0,0,0,0.78,1,0,0.22,0.86302,2,0,1,1.02
1.15,0,0,0,0,0,0.76,1,0,0.24,1.7724,2,0,1,1.02
1.16,0,0,0,0,0,0.74,1,0,0.26,2.2433,2,0,1,1.02
1.17,0,0,0,0,0,0.72,1,0,0.28,2.5732,2,0,1,1.02
1.18,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1,1.02
1.19,0,0,0,0,0,0.68,1,0,0.32,3.1731,2,0,1,1.02
1.2,0,0,0,0,0,0.66,1,0,0.34,3.4895,2,0,1,1.02
1.21,0,0,0,0,0,0.64,1,0,0.36,3.8251,2,0,1,1.02
1.22,0,0,0,0,0,0.62,1,0,0.38,4.1811,2,0,1,1.02
1.23,0,0,0,0,0,0.6,1,0,0.4,4.5579,2,0,1,1.02
1.24,0,0,0,0,0,0.58,1,0,0.42,4.9579,2,0,1,1.02
1.25,0,0,0,0,0,0.56,1,0,0.44,5.3798,2,0,1,1.02
1.26,0,0,0,0,0,0.54,1,0,0.46,5.8136,2,0,1,1.02
1.27,0,0,0,0,0,0.52,1,0,0.48,6.2057,2,0,1,1.02
1.28,0,0,0,0,0,0.5,1,0,0.5,6.3196,2,0,1,1.02
1.29,0,0,0,0,0,0.48,1,0,0.52,6.6501,2,0,1,1.02
1.3,0,0,0,0,0,0.46,1,0,0.54,7.0613,2,0,1,1.02
1.31,0,0,0,0,0,0.44,1,0,0.56,7.5069,2,0,1,1.02
1.32,0,0,0,0,0,0.42,1,0,0.58,8.0557,2,0,1,1.02
1.33,0,0,0,0,0,0.4,1,0,0.6,8.6279,2,0,1,1.02
1.34,0,0,0,0,0,0.38,1,0,0.62,9.1746,2,0,1,1.02
1.35,0,0,0,0,0,0.36,1,0,0.64,9.695,2,0,1,1.02
1.36,0,0,0,0,0,0.34,1,0,0.66,10.208,2,0,1,1.02
1.37,0,0,0,0,0,0.32,1,0,0.68,10.726,2,0,1,1.02
1.38,0,0,0,0,0,0.3,1,0,0.7,11.246,2,0,1,1.02
1.39,0,0,0,0,0,0.28,1,0,0.72,11.787,2,0,1,1.02
1.4,0,0,0,0,0,0.26,1,0,0.74,11.731,2,0,1,1.02
1.41,0,0,0,0,0,0.24,1,0,0.76,11.019,2,0,1,1.02
1.42,0,0,0,0,0,0.22,1,0,0.78,11.26,2,0,1,1.02
1.43,0,0,0,0,0,0.2,1,0,0.8,12.059,2,0,1,1.02
1.44,0,0,0,0,0,0.18,1,0,0.82,13.019,2,0,1,1.02
1.45,0,0,0,0,0,0.16,1,0,0.84,13.871,2,0,1,1.02
1.46,0,0,0,0,0,0.14,1,0,0.86,14.508,2,0,1,1.02
1.47,0,0,0,0,0,0.12,1,0,0.88,14.941,2,0,1,1.02
1.48,0,0,0,0,0,0.1,1,0,0.9,15.237,2,0,1,1.02
1.49,0,0,0,0,0,0.08,1,0,0.92,15.479,2,0,1,1.02
1.5,0,0,0,0,0,0.06,1,0,0.94,15.73,2,0,1,1.02
1.51,0,0,0,0,0,0.04,1,0,0.96,16.014,2,0,1,1.02
1.52,0,0,0,0,0,0.02,1,0,0.98,16.331,2,0,1,1.02
1.53,0,0,0,0,0,0,1,0,1,16.669,2,0,1,1.02
1.54,0,0,0,0,0,0,1,0,1,17.015,2,0,1,1.02
1.55,0,0,0,0,0,0,1,0,1,17.358,2,0,1,1.02
1.56,0,0,0,0,0,0,1,0,1,17.693,2,0,1,1.02
1.57,0,0,0,0,0,0,1,0,1,18.018,2,0,1,1.02
1.58,0,0,0,0,0,0,1,0,1,18.335,2,0,1,1.02
1.59,0,0,0,0,0,0,1,0,1,18.647,2,0,1,1.02
1.6,0,0,0,0,0,0,1,0,1,18.955,2,0,1,1.02
1.61,0,0,0,0,0,0,1,0,1,19.262,2,0,1,1.02
1.62,0,0,0,0,0,0,1,0,1,19.568,2,0,1,1.02
1.63,0,0,0,0,0,0,1,0,1,19.873,2,0,1,1.02
1.64,0,0,0,0,0,0,1,0,1,20.176,2,0,1,1.02
1.65,0,0,0,0,0,0,1,0,1,20.477,2,0,1,1.02
1.66,0,0,0,0,0,0,1,0,1,20.776,2,0,1,1.02
1.67,0,0,0,0,0,0,1,0,1,21.073,2,0,1,1.02
1.68,0,0,0,0,0,0,1,0,1,21.367,2,0,1,1.02
1.69,0,0,0,0,0,0,1,0,1,21.659,2,0,1,1.02
1.7,0,0,0,0,0,0,1,0,1,21.949,2,0,1,1.02
1.71,0,0,0,0,0,0,1,0,1,22.238,2,0,1,1.02
1.72,0,0,0,0,0,0,1,0,1,22.524,2,0,1,1.02
1.73,0,0,0,0,0,0,1,0,1,22.808,2,0,1,1.02
1.74,0,0,0,0,0,0,1,0,1,23.09,2,0,1,1.02
1.75,0,0,0,0,0,0,1,0,1,23.371,2,0,1,1.02
1.76,0,0,0,0,0,0,1,0,1,23.649,2,0,1,1.02
1.77,0,0,0,0,0,0,1,0,1,23.926,2,0,1,1.02
1.78,0,0,0,0,0,0,1,0,1,24.201,2,0,1,1.02
1.79,0,0,0,0,0,0,1,0,1,24.474,2,0,1,1.02
1.8,0,0,0,0,0,0,1,0,1,24.745,2,0,1,1.02
1.81,0,0,0,0,0,0,1,0,1,25.015,2,0,1,1.02
1.82,0,0,0,0,0,0,1,0,1,25.282,2,0,1,1.02
1.83,0,0,0,0,0,0,1,0,1,25.548,2,0,1,1.02
1.84,0,0,0,0,0,0,1,0,1,25.813,2,0,1,1.02
1.85,0,0,0,0,0,0,1,0,1,26.066,2,0,1,1.02
1.86,0,0,0,0,0,0,1,0,1,26.307,2,0,1,1.02
1.87,0,0,0,0,0,0,1,0,1,26.555,2,0,1,1.02
1.88,0,0,0,0,0,0,1,0,1,26.822,2,0,1,1.02
1.89,0,0,0,0,0,0,1,0,1,27.104,2,0,1,1.02
1.9,0,0,0,0,0,0,1,0,1,27.387,2,0,1,1.02
1.91,0,0,0,0,0,0,1,0,1,27.662,2,0,1,1.02
1.92,0,0,0,0,0,0,1,0,1,27.925,2,0,1,1.02
1.93,0,0,0,0,0,0,1,0,1,28.175,2,0,1,1.02
1.94,0,0,0,0,0,0,1,0,1,28.416,2,0,1,1.02
1.95,0,0,0,0,0,0,1,0,1,28.653,2,0,1,1.02
1.96,0,0,0,0,0,0,1,0,1,28.891,2,0,1,1.02
1.97,0,0,0,0,0,0,1,0,1,29.132,2,0,1,1.02
1.98,0,0,0,0,0,0,1,0,1,29.376,2,0,1,1.02
1.99,0,0,0,0,0,0,1,0,1,29.623,2,0,1,1.02
2,0,0,0,0,0,0,1,0,1,29.872,2,0,1,1.02
2.01,0,0,0,0,0,0,1,0,1,30.122,2,0,1,1.02
2.02,0,0,0,0,0,0,1,0,1,30.371,2,0,1,1.02
2.03,0,0,0,0,0,0,1,0,1,30.618,2,0,1,1.02
2.04,0,0,0,0,0,0,1,0,1,30.863,1,1,1,1.02
2.05,0,0,0,0,0,0,1,0,1,31.106,1,1,1,1.02
2.06,0,0,0,0,0,0,1,0,1,31.347,1,1,1,1.02
2.07,0,0,0,0,0,0,1,0,1,31.586,1,1,1,1.02
2.08,0,0,0,0,0,0,1,0,1,31.824,1,1,1,1.02
2.09,0,0,0,0,0,0,1,0,1,32.062,1,1,1,1.02
2.1,0,0,0,0,0,0,1,0,1,32.298,1,1,1,1.02
2.11,0,0,0,0,0,0,1,0,1,32.535,1,1,1,1.02
2.12,0,0,0,0,0,0,1,0,1,32.77,1,1,1,1.02
2.13,0,0,0,0,0,0,1,0,1,33.005,1,1,1,1.02
2.14,0,0,0,0,0,0,1,0,1,33.239,1,1,1,1.02
2.15,0,0,0,0,0,0,1,0,1,33.473,1,1,1,1.02
2.16,0,0,0,0,0,0,1,0,1,33.705,1,1,1,1.02
2.17,0,0,0,0,0,0,1,0,1,33.936,1,1,1,1.02
2.18,0,0,0,0,0,0,1,0,1,34.166,1,1,1,1.02
2.19,0,0,0,0,0,0,1,0,1,34.395,1,1,1,1.02
2.2,0,0,0,0,0,0,1,0,1,34.623,1,1,1,1.02
2.21,0,0,0,0,0,0,1,0,1,34.851,1,1,1,1.02
2.22,0,0,0,0,0,0,1,0,1,35.077,1,1,1,1.02
2.23,0,0,0,0,0,0,1,0,1,35.303,1,1,1,1.02
2.24,0,0,0,0,0,0,1,0,1,35.527,1,1,1,1.02
2.25,0,0,0,0,0,0,1,0,1,35.751,1,1,1,1.02
2.26,0,0,0,0,0,0,1,0,1,35.974,1,1,1,1.02
2.27,0,0,0,0,0,0,1,0,1,36.196,1,1,1,1.02
2.28,0,0,0,0,0,0,1,0,1,36.417,1,1,1,1.02
2.29,0,0,0,0,0,0,1,0,1,36.638,1,1,1,1.02
2.3,0,0,0,0,0,0,1,0,1,36.857,1,1,1,1.02
2.31,0,0,0,0,0,0,1,0,1,37.076,1,1,1,1.02
2.32,0,0,0,0,0,0,1,0,1,37.293,1,1,1,1.02
2.33,0,0,0,0,0,0,1,0,1,37.51,1,1,1,1.02
2.34,0,0,0,0,0,0,1,0,1,37.726,1,1,1,1.02
2.35,0,0,0,0,0,0,1,0,1,37.941,1,1,1,1.02
2.36,0,0,0,0,0,0,1,0,1,38.155,1,1,1,1.02
2.37,0,0,0,0,0,0,1,0,1,38.368,1,1,1,1.02
2.38,0,0,0,0,0,0,1,0,1,38.582,1,1,1,1.02
2.39,0,0,0,0,0,0,1,0,1,38.794,1,1,1,1.02
2.4,0,0,0,0,0,0,1,0,1,39.005,1,1,1,1.02
2.41,0,0,0,0,0,0,1,0,1,39.215,1,1,1,1.02
2.42,0,0,0,0,0,0,1,0,1,39.424,1,1,1,1.02
2.43,0,0,0,0,0,0,1,0,1,39.632,1,1,1,1.02
2.44,0,0,0,0,0,0,1,0,1,39.839,1,1,1,1.02
2.45,1,0,0,0,0,0,1,0,1,40.046,2,1,2,2.44
2.46,1,0,0,0,0,0,0.98,0,0.98,40.251,2,1,2,2.44
2.47,1,0,0,0,0,0,0.96,0,0.96,40.456,2,1,2,2.44
2.48,1,0,0,0,0,0,0.94,0,0.94,40.388,2,1,2,2.44
2.49,1,0,0,0,0,0,0.92,0,0.92,40.254,2,1,2,2.44
2.5,1,0,0,0,0,0,0.9,0,0.9,40.132,2,1,2,2.44
2.51,1,0,0,0,0,0,0.88,0,0.88,40.067,2,1,2,2.44
2.52,1,0,0,0,0,0,0.86,0,0.86,40.065,2,1,2,2.44
2.53,1,0,0,0,0,0,0.84,0,0.84,40.126,2,1,2,2.44
2.54,1,0,0,0,0,0,0.82,0,0.82,40.195,2,1,2,2.44
2.55,1,0,0,0,0,0,0.8,0,0.8,40.254,2,1,2,2.44
2.56,1,0,0,0,0,0,0.78,0,0.78,40.278,2,1,2,2.44
2.57,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2,2.44
2.58,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2,2.44
2.59,1,0,0,0,0,0,0.72,0,0.72,40.05,2,1,2,2.44
2.6,1,0,0,0,0,0,0.7,0,0.7,39.886,2,1,2,2.44
2.61,1,0,0,0,0,0,0.68,0,0.68,39.696,2,1,2,2.44
2.62,1,0,0,0,0,0,0.66,0,0.66,40.27,2,1,2,2.44
2.63,1,0,0,0,0,0,0.64,0,0.64,40.983,2,1,2,2.44
2.64,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2,2.44
2.65,1,0,0,0,0,0,0.6,0,0.6,41.292,2,1,2,2.44
2.66,1,0,0,0,0,0,0.58,0,0.58,41.268,2,1,2,2.44
2.67,1,0,0,0,0,0,0.56,0,0.56,41.218,2,1,2,2.44
2.68,1,0,0,0,0,0,0.54,0,0.54,39.501,2,1,2,2.44
2.69,1,0,0,0,0,0,0.52,0,0.52,38.496,2,1,2,2.44
2.7,1,0,0,0,0,0,0.5,0,0.5,39.473,2,1,2,2.44
2.71,1,0,0,0,0,0,0.48,0,0.48,40.23,2,1,2,2.44
2.72,1,0,0,0,0,0,0.46,0,0.46,40.523,2,1,2,2.44
2.73,1,0,0,0,0,0,0.44,0,0.44,40.576,2,1,2,2.44
2.74,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2,2.44
2.75,1,0,0,0,0,0,0.4,0,0.4,40.566,2,1,2,2.44
2.76,1,0,0,0,0,0,0.38,0,0.38,40.599,2,1,2,2.44
2.77,1,0,0,0,0,0,0.36,0,0.36,40.62,2,1,2,2.44
2.78,1,0,0,0,0,0,0.34,0,0.34,40.658,2,1,2,2.44
2.79,1,0,0,0,0,0,0.32,0,0.32,40.7,2,1,2,2.44
2.8,1,0,0,0,0,0,0.3,0,0.3,40.75,2,1,2,2.44
2.81,1,0,0,0,0,0,0.28,0,0.28,40.801,2,1,2,2.44
2.82,1,0,0,0,0,0,0.26,0,0.26,40.862,2,1,2,2.44
2.83,1,0,0,0,0,0,0.24,0,0.24,40.923,2,1,2,2.44
2.84,1,0,0,0,0,0,0.22,0,0.22,40.998,2,1,2,2.44
2.85,1,0,0,0,0,0,0.2,0,0.2,41.074,2,1,2,2.44
2.86,1,0,0,0,0,0,0.18,0,0.18,41.163,2,1,2,2.44
2.87,1,0,0,0,0,0,0.16,0,0.16,41.256,2,1,2,2.44
2.88,1,0,0,0,0,0,0.14,0,0.14,41.352,2,1,2,2.44
2.89,1,0,0,0,0,0,0.12,0,0.12,41.466,2,1,2,2.44
2.9,1,0,0,0,0,0,0.1,0,0.1,41.576,2,1,2,2.44
2.91,1,0,0,0,0,0,0.08,0,0.08,41.692,2,1,2,2.44
2.92,1,0,0,0,0,0,0.06,0,0.06,41.818,2,1,2,2.44
2.93,1,0,0,0,0,0,0.04,0,0.04,41.959,2,1,2,2.44
2.94,1,0,0,0,0,0,0.02,0,0.02,42.094,2,1,2,2.44
2.95,1,0,0,0,0,0,0,0,0,42.243,2,1,2,2.44
2.96,1,0,0,0,0,0,0,0,0,42.396,2,1,2,2.44
2.97,1,0,0,0,0,0,0,0,0,42.552,2,1,2,2.44
2.98,1,0,0,0,0,0,0,0,0,42.595,2,1,2,2.44
2.99,1,0,0,0,0,0,0,0,0,42.689,2,1,2,2.44
3,1,0,0,0,0,0,0,0,0,42.828,2,1,2,2.44
3.01,1,0,0,0,0,0,0,0,0,42.986,2,1,2,2.44
3.02,1,0,0,0,0,0,0,0,0,43.148,2,1,2,2.44
3.03,1,0,0,0,0,0,0,0,0,43.311,2,1,2,2.44
3.04,1,0,0,0,0,0,0,0,0,43.471,2,1,2,2.44
3.05,1,0,0,0,0,0,0,0,0,43.63,2,1,2,2.44
3.06,1,0,0,0,0,0,0,0,0,43.789,2,1,2,2.44
3.07,1,0,0,0,0,0,0,0,0,43.947,2,1,2,2.44
3.08,1,0,0,0,0,0,0,0,0,44.104,2,1,2,2.44
3.09,1,0,0,0,0,0,0,0,0,44.261,2,1,2,2.44
3.1,1,0,0,0,0,0,0,0,0,44.418,2,1,2,2.44
3.11,1,0,0,0,0,0,0,0,0,44.574,2,1,2,2.44
3.12,1,0,0,0,0,0,0,0,0,44.73,2,1,2,2.44
3.13,1,0,0,0,0,0,0,0,0,44.886,2,1,2,2.44
3.14,1,0,0,0,0,0,0,0,0,45.042,2,1,2,2.44
3.15,1,0,0,0,0,0,0,0,0,45.197,2,1,2,2.44
3.16,1,0,0,0,0,0,0,0,0,45.351,2,1,2,2.44
3.17,1,0,0,0,0,0,0,0,0,45.506,2,1,2,2.44
3.18,1,0,0,0,0,0,0,0,0,45.66,2,1,2,2.44
3.19,1,0,0,0,0,0,0,0,0,45.814,2,1,2,2.44
3.2,1,0,0,0,0,0,0,0,0,45.967,2,1,2,2.44
3.21,1,0,0,0,0,0,0,0,0,46.12,2,1,2,2.44
3.22,1,0,0,0,0,0,0,0,0,46.273,2,1,2,2.44
3.23,1,0,0,0,0,0,0,0,0,46.425,2,1,2,2.44
3.24,1,0,0,0,0,0,0,0,0,46.572,2,1,2,2.44
3.25,1,0,0,0,0,0,0,0,0,46.72,2,1,2,2.44
3.26,1,0,0,0,0,0,0,0,0,46.876,2,1,2,2.44
3.27,1,0,0,0,0,0,0,0,0,47.03,2,1,2,2.44
3.28,1,0,0,0,0,0,0,0,0,47.187,2,1,2,2.44
3.29,1,0,0,0,0,0,0,0,0,47.343,2,1,2,2.44
3.3,1,0,0,0,0,0,0,0,0,47.494,2,1,2,2.44
3.31,1,0,0,0,0,0,0,0,0,47.646,2,1,2,2.44
3.32,1,0,0,0,0,0,0,0,0,47.795,2,1,2,2.44
3.33,1,0,0,0,0,0,0,0,0,47.943,2,1,2,2.44
3.34,1,0,0,0,0,0,0,0,0,48.093,2,1,2,2.44
3.35,1,0,0,0,0,0,0,0,0,48.244,2,1,2,2.44
3.36,1,0,0,0,0,0,0,0,0,48.395,2,1,2,2.44
3.37,1,0,0,0,0,0,0,0,0,48.546,2,1,2,2.44
3.38,1,0,0,0,0,0,0,0,0,48.697,2,1,2,2.44
3.39,1,0,0,0,0,0,0,0,0,48.847,2,1,2,2.44
3.4,1,0,0,0,0,0,0,0,0,48.996,2,1,2,2.44
3.41,1,0,0,0,0,0,0,0,0,49.145,2,1,2,2.44
3.42,1,0,0,0,0,0,0,0,0,49.293,2,1,2,2.44
3.43,1,0,0,0,0,0,0,0,0,49.441,2,1,2,2.44
3.44,1,0,0,0,0,0,0,0,0,49.591,2,1,2,2.44
3.45,1,0,0,0,0,0,0,0,0,49.741,2,1,2,2.44
3.46,1,0,0,0,0,0,0,0,0,49.891,1,2,2,2.44
3.47,1,0,0,0,0,0,0,0,0,50.04,1,2,2,2.44
3.48,1,0,0,0,0,0,0,0,0,50.189,1,2,2,2.44
3.49,1,0,0,0,0,0,0,0,0,50.338,1,2,2,2.44
3.5,1,0,0,0,0,0,0,0,0,50.487,1,2,2,2.44
3.51,1,0,0,0,0,0,0,0,0,50.635,1,2,2,2.44
3.52,1,0,0,0,0,0,0,0,0,50.783,1,2,2,2.44
3.53,1,0,0,0,0,0,0,0,0,50.931,1,2,2,2.44
3.54,1,0,0,0,0,0,0,0,0,51.079,1,2,2,2.44
3.55,1,0,0,0,0,0,0,0,0,51.227,1,2,2,2.44
3.56,1,0,0,0,0,0,0,0,0,51.374,1,2,2,2.44
3.57,1,0,0,0,0,0,0,0,0,51.522,1,2,2,2.44
3.58,1,0,0,0,0,0,0,0,0,51.669,1,2,2,2.44
3.59,1,0,0,0,0,0,0,0,0,51.816,1,2,2,2.44
3.6,1,0,0,0,0,0,0,0,0,51.962,1,2,2,2.44
3.61,1,0,0,0,0,0,0,0,0,52.109,1,2,2,2.44
3.62,1,0,0,0,0,0,0,0,0,52.255,1,2,2,2.44
