    "time",   "J1_w1",   "J2_w1",   "J3_w1",   "J4_w1"
         0,        10,         0,         0,         0
      0.01, 9.9155595,0.09999753,         0,         0
      0.02, 9.8607963,0.19998097,         0,         0
      0.03, 9.8312306,0.29993302,         0,         0
      0.04, 9.8200578,0.39983896,         0,         0
      0.05, 9.8186734,0.49968315,         0,         0
      0.06, 9.8174883,0.59944954,         0,         0
      0.07,  9.806801,0.69912212,         0,         0
      0.08,  9.777871,0.79868515,         0,         0
      0.09, 9.7238058,  0.898123,         0,         0
       0.1, 9.6402006,0.99742004,         0,         0
      0.11, 9.5255459, 1.0965606,         0,         0
      0.12,  9.381369,  1.195529,         0,         0
      0.13, 9.2121131, 1.2943096,         0,         0
      0.14, 9.0247205, 1.3928868,         0,         0
      0.15, 8.8279279, 1.4912451,         0,         0
      0.16, 8.6313965, 1.5893689,         0,         0
      0.17, 8.4447698, 1.6872427,         0,         0
      0.18, 8.2767447, 1.7848511,         0,         0
      0.19, 8.1342287, 1.8821786,         0,         0
       0.2, 8.0216632, 1.9792099,         0,         0
      0.21, 7.9405863, 2.0759297,         0,         0
      0.22, 7.8894818, 2.1723226,         0,         0
      0.23, 7.8639307, 2.2683736,         0,         0
      0.24, 7.8570747, 2.3640673,         0,         0
      0.25, 7.8602587, 2.4593887,         0,         0
      0.26, 7.8638647, 2.5543227,         0,         0
      0.27, 7.8582604, 2.6488544,         0,         0
      0.28, 7.8347527, 2.7429688,         0,         0
      0.29, 7.7864047, 2.8366511,         0,         0
       0.3, 7.7087589, 2.9298864,         0,         0
      0.31, 7.6003351,   3.02266,         0,         0
      0.32, 7.4627307, 3.1149574,         0,         0
      0.33, 7.3004226, 3.2067638,         0,         0
      0.34, 7.1203217, 3.2980649,         0,         0
      0.35, 6.9311214, 3.3888462,         0,         0
      0.36, 6.7424649, 3.4790933,         0,         0
      0.37, 6.5640038, 3.5687921,         0,         0
      0.38, 6.4044461, 3.6579282,         0,         0
      0.39, 6.2706999, 3.7464878,         0,         0
       0.4, 6.1672005, 3.8344568,         0,         0
      0.41, 6.0953952, 3.8218207,       0.1,         0
      0.42, 6.0535645, 3.8085657,       0.2,         0
      0.43, 6.0376562, 3.7946794,       0.3,         0
      0.44, 6.0408802, 3.7801479,       0.4,         0
      0.45, 6.0543103, 3.7649575,       0.5,         0
      0.46, 6.0685669, 3.7490945,       0.6,         0
      0.47, 6.0740174, 3.7325456,       0.7,         0
      0.48, 6.0620418, 3.7152978,       0.8,         0
      0.49, 6.0256032,  3.697338,       0.9,         0
       0.5,  5.960164, 3.6786533,         1,         0
      0.51,  5.864169, 3.6592307,       1.1,         0
      0.52, 5.7391683, 3.6390577,       1.2,         0
      0.53, 5.5896224, 3.6181214,       1.3,         0
      0.54, 5.4224533, 3.5964096,       1.4,         0
      0.55, 5.2463722, 3.5739097,       1.5,         0
      0.56, 5.0710368, 3.5506096,       1.6,         0
      0.57, 4.9061117, 3.5264972,       1.7,         0
      0.58, 4.7603244, 3.5015604,       1.8,         0
      0.59, 4.6406518, 3.4757875,       1.9,         0
       0.6, 4.5516344, 3.4491667,         2,         0
