"Time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0,0.000000000000000E+00,-1.200000000000000E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-02,1.019999666668300E+00,3.019999666668300E+00,0.000000000000000E+00,1.699971666808300E-02,0,0.000000000000000E+00,-1.200000000000000E+01,3.999933333666700E-02,1.000000000000000E-01,1.256430363125200E-01
2.000000000000000E-02,1.039997333386700E+00,3.039997333386700E+00,0.000000000000000E+00,3.399773337866600E-02,0,0.000000000000000E+00,-1.200000000000000E+01,7.999466677333200E-02,1.000000000000000E-01,2.511620781172700E-01
3.000000000000000E-02,1.059991000405000E+00,3.059991000405000E+00,0.000000000000000E+00,5.099235034424300E-02,0,0.000000000000000E+00,-1.200000000000000E+01,1.199820008099800E-01,1.000000000000000E-01,3.764332532740800E-01
4.000000000000000E-02,1.079978668373300E+00,3.079978668373300E+00,0.000000000000000E+00,6.798186811727799E-02,0,0.000000000000000E+00,-1.200000000000000E+01,1.599573367465400E-01,1.000000000000000E-01,5.013329342572500E-01
5.000000000000000E-02,1.099958338541400E+00,3.099958338541400E+00,0.000000000000000E+00,8.496458776015300E-02,0,0.000000000000000E+00,-1.200000000000000E+01,1.999166770827100E-01,1.000000000000000E-01,6.257378601609600E-01
6.000000000000000E-02,1.119928012958900E+00,3.119928012958900E+00,0.000000000000000E+00,1.019388110150600E-01,0,0.000000000000000E+00,-1.200000000000000E+01,2.398560259177800E-01,1.000000000000000E-01,7.495252583429500E-01
7.000000000000001E-02,1.139885694675100E+00,3.139885694675100E+00,0.000000000000000E+00,1.189028404738100E-01,0,5.000000000000000E-01,-1.200000000000000E+01,2.797713893501300E-01,1.000000000000000E-01,8.725729655862300E-01
8.000000000000000E-02,1.159829387938300E+00,3.159829387938300E+00,0.000000000000000E+00,1.358549797475900E-01,0,5.000000000000000E-01,-1.200000000000000E+01,3.196587758766900E-01,1.000000000000000E-01,9.947595486594800E-01
9.000000000000000E-02,1.179757098396000E+00,3.179757098396000E+00,0.000000000000000E+00,1.527935336366200E-01,0,5.000000000000000E-01,-1.200000000000000E+01,3.595141967920400E-01,1.000000000000000E-01,1.115964424157000E+00
1.000000000000000E-01,1.199666833293700E+00,3.199666833293700E+00,0.000000000000000E+00,1.697168082996100E-01,0,5.000000000000000E-01,-1.200000000000000E+01,3.993336665873100E-01,1.000000000000000E-01,1.236067977499900E+00
1.100000000000000E-01,1.219556601674300E+00,3.219556601674300E+00,0.000000000000000E+00,1.866231114232000E-01,0,5.000000000000000E-01,-1.200000000000000E+01,4.391132033487000E-01,1.000000000000000E-01,1.354951680981300E+00
1.200000000000000E-01,1.239424414577800E+00,3.239424414577800E+00,0.000000000000000E+00,2.035107523911600E-01,0,5.000000000000000E-01,-1.200000000000000E+01,4.788488291556800E-01,1.000000000000000E-01,1.472498210738800E+00
1.300000000000000E-01,1.259268285239400E+00,3.259268285239400E+00,0.000000000000000E+00,2.203780424534800E-01,0,5.000000000000000E-01,1.200000000000000E+01,5.000000000000000E-01,1.000000000000000E-01,1.588591562539200E+00
1.400000000000000E-01,1.279086229288500E+00,3.279086229288500E+00,0.000000000000000E+00,2.372232948952000E-01,0,5.000000000000000E-01,1.200000000000000E+01,5.000000000000000E-01,1.000000000000000E-01,1.703117166260400E+00
1.500000000000000E-01,1.298876264947200E+00,3.298876264947200E+00,0.000000000000000E+00,2.540448252051200E-01,0,5.000000000000000E-01,1.200000000000000E+01,5.000000000000000E-01,1.000000000000000E-01,1.815961998958300E+00
1.600000000000000E-01,1.318636413228500E+00,3.318636413228500E+00,0.000000000000000E+00,2.708409512442200E-01,0,5.000000000000000E-01,1.200000000000000E+01,5.000000000000000E-01,1.000000000000000E-01,1.927014696407000E+00
