"time","y_sum","y_product","y_triggeredAdd","y_multiSwitch","integerStep"
4.72,5,15,4,6,3
4.74,4,12,4,6,3
4.76,4,12,4,6,3
4.78,4,12,4,6,3
4.8,4,12,4,6,3
4.82,4,12,4,6,3
4.84,4,12,4,6,3
4.86,4,12,4,6,3
4.88,4,12,4,6,3
4.9,4,12,4,6,3
4.92,4,12,4,6,3
4.94,4,12,4,6,3
4.96,4,12,4,6,3
4.98,4,12,4,6,3
5,4,12,5,4,3
5.02,4,12,5,4,3
5.04,4,12,5,4,3
5.06,4,12,5,4,3
5.08,4,12,5,4,3
5.1,4,12,5,4,3
5.12,4,12,5,4,3
5.14,4,12,5,4,3
5.16,4,12,5,4,3
5.18,4,12,5,4,3
5.2,4,12,5,4,3
5.22,4,12,5,4,3
5.24,4,12,5,4,3
5.26,4,12,5,4,3
5.28,3,9,5,4,3
5.3,3,9,5,4,3
5.32,3,9,5,4,3
5.34,3,9,5,4,3
5.36,3,9,5,4,3
5.38,3,9,5,4,3
5.4,3,9,5,4,3
5.42,3,9,5,4,3
5.44,3,9,5,4,3
5.46,3,9,5,4,3
5.48,3,9,5,4,3
5.5,3,9,5,6,3
5.52,3,9,5,6,3
5.54,3,9,5,6,3
5.56,3,9,5,6,3
5.58,3,9,5,6,3
5.6,3,9,5,2,3
5.62,3,9,5,2,3
5.64,3,9,5,2,3
5.66,3,9,5,2,3
5.68,3,9,5,2,3
5.7,3,9,5,2,3
5.72,3,9,5,2,3
5.74,3,9,5,2,3
5.76,3,9,5,2,3
5.78,3,9,5,2,3
5.8,3,9,5,2,3
5.82,3,9,5,2,3
5.84,2,6,5,2,3
5.86,2,6,5,2,3
5.88,2,6,5,2,3
5.9,2,6,5,2,3
5.92,2,6,5,2,3
5.94,2,6,5,2,3
5.96,2,6,5,2,3
5.98,2,6,5,2,3
6,2,6,6,4,3
6.02,2,6,6,4,3
6.04,2,6,6,4,3
6.06,2,6,6,4,3
6.08,2,6,6,4,3
6.1,2,6,6,4,3
6.12,2,6,6,4,3
6.14,2,6,6,4,3
6.16,2,6,6,4,3
6.18,2,6,6,4,3
6.2,2,6,6,4,3
6.22,2,6,6,4,3
6.24,2,6,6,4,3
6.26,2,6,6,4,3
6.28,2,6,6,4,3
6.3,2,6,6,4,3
6.32,2,6,6,4,3
6.34,2,6,6,4,3
6.36,2,6,6,4,3
6.38,2,6,6,4,3
6.4,2,6,6,4,3
6.42,2,6,6,4,3
6.44,2,6,6,4,3
6.46,2,6,6,4,3
6.48,2,6,6,4,3
6.5,2,6,6,6,3
6.52,2,6,6,6,3
6.54,2,6,6,6,3
6.56,2,6,6,6,3
6.58,1,3,6,6,3
6.6,1,3,6,6,3
6.62,1,3,6,6,3
6.64,1,3,6,6,3
6.66,1,3,6,6,3
6.68,1,3,6,6,3
6.7,1,3,6,6,3
6.72,1,3,6,6,3
6.74,1,3,6,6,3
6.76,1,3,6,6,3
6.78,1,3,6,6,3
6.8,1,3,6,6,3
6.82,1,3,6,6,3
6.84,1,3,6,6,3
6.86,1,3,6,6,3
6.88,1,3,6,6,3
6.9,1,3,6,6,3
6.92,1,3,6,6,3
6.94,1,3,6,6,3
6.96,1,3,6,6,3
6.98,1,3,6,6,3
7,1,3,7,4,3
7.02,1,3,7,4,3
7.04,1,3,7,4,3
7.06,1,3,7,4,3
7.08,1,3,7,4,3
7.1,1,3,7,4,3
7.12,1,3,7,4,3
7.14,1,3,7,4,3
7.16,1,3,7,4,3
7.18,1,3,7,4,3
7.2,1,3,7,4,3
7.22,1,3,7,4,3
7.24,1,3,7,4,3
7.26,1,3,7,4,3
7.28,1,3,7,4,3
7.3,1,3,7,4,3
7.32,1,3,7,4,3
7.34,1,3,7,4,3
7.36,1,3,7,4,3
7.38,1,3,7,4,3
7.4,1,3,7,4,3
7.42,1,3,7,4,3
7.44,1,3,7,4,3
7.46,1,3,7,4,3
7.48,1,3,7,4,3
7.5,1,3,7,6,3
7.52,1,3,7,6,3
7.54,1,3,7,6,3
7.56,1,3,7,6,3
7.58,1,3,7,6,3
7.6,1,3,7,2,3
7.62,1,3,7,2,3
7.64,1,3,7,2,3
7.66,1,3,7,2,3
7.68,1,3,7,2,3
7.7,1,3,7,2,3
7.72,1,3,7,2,3
7.74,1,3,7,2,3
7.76,1,3,7,2,3
7.78,1,3,7,2,3
7.8,1,3,7,2,3
7.82,1,3,7,2,3
7.84,1,3,7,2,3
7.86,1,3,7,2,3
7.88,1,3,7,2,3
7.9,1,3,7,2,3
7.92,1,3,7,2,3
7.94,1,3,7,2,3
7.96,1,3,7,2,3
7.98,1,3,7,2,3
8,1,3,8,4,3
8.02,1,3,8,4,3
8.04,1,3,8,4,3
8.06,1,3,8,4,3
8.08,1,3,8,4,3
8.1,1,3,8,4,3
8.12,1,3,8,4,3
8.14,1,3,8,4,3
8.16,1,3,8,4,3
8.18,1,3,8,4,3
8.2,1,3,8,4,3
8.22,1,3,8,4,3
8.24,1,3,8,4,3
8.26,1,3,8,4,3
8.28,1,3,8,4,3
8.3,1,3,8,4,3
8.32,1,3,8,4,3
8.34,1,3,8,4,3
8.36,1,3,8,4,3
8.38,1,3,8,4,3
8.4,1,3,8,4,3
8.42,1,3,8,4,3
8.44,2,6,8,4,3
8.46,2,6,8,4,3
8.48,2,6,8,4,3
8.5,2,6,8,6,3
8.52,2,6,8,6,3
8.54,2,6,8,6,3
8.56,2,6,8,6,3
8.58,2,6,8,6,3
8.6,2,6,8,6,3
8.62,2,6,8,6,3
8.64,2,6,8,6,3
8.66,2,6,8,6,3
8.68,2,6,8,6,3
8.7,2,6,8,6,3
8.72,2,6,8,6,3
8.74,2,6,8,6,3
8.76,2,6,8,6,3
8.78,2,6,8,6,3
8.8,2,6,8,6,3
8.82,2,6,8,6,3
8.84,2,6,8,6,3
8.86,2,6,8,6,3
8.88,2,6,8,6,3
8.9,2,6,8,6,3
8.92,2,6,8,6,3
8.94,2,6,8,6,3
8.96,2,6,8,6,3
8.98,2,6,8,6,3
9,2,6,9,4,3
9.02,2,6,9,4,3
9.04,2,6,9,4,3
9.06,2,6,9,4,3
9.08,2,6,9,4,3
9.1,2,6,9,4,3
9.12,2,6,9,4,3
9.14,2,6,9,4,3
9.16,2,6,9,4,3
9.18,3,9,9,4,3
9.2,3,9,9,4,3
9.22,3,9,9,4,3
9.24,3,9,9,4,3
9.26,3,9,9,4,3
9.28,3,9,9,4,3
9.3,3,9,9,4,3
9.32,3,9,9,4,3
9.34,3,9,9,4,3
9.36,3,9,9,4,3
9.38,3,9,9,4,3
9.4,3,9,9,4,3
9.42,3,9,9,4,3
9.44,3,9,9,4,3
9.46,3,9,9,4,3
9.48,3,9,9,4,3
9.5,3,9,9,6,3
9.52,3,9,9,6,3
9.54,3,9,9,6,3
9.56,3,9,9,6,3
9.58,3,9,9,6,3
9.6,3,9,9,2,3
9.62,3,9,9,2,3
9.64,3,9,9,2,3
9.66,3,9,9,2,3
9.68,3,9,9,2,3
9.7,3,9,9,2,3
9.72,3,9,9,2,3
9.74,4,12,9,2,3
9.76,4,12,9,2,3
9.78,4,12,9,2,3
9.8,4,12,9,2,3
9.82,4,12,9,2,3
9.84,4,12,9,2,3
9.86,4,12,9,2,3
9.88,4,12,9,2,3
9.9,4,12,9,2,3
9.92,4,12,9,2,3
9.94,4,12,9,2,3
9.96,4,12,9,2,3
9.98,4,12,9,2,3
