"time","tankLevel","tankLevel2","tankLevel3"
0,0,0,0
0.3,0.208333,0,0
0.6,0.902778,0,0
0.9,1.73611,0,0
1.2,2.56944,0,0
1.5,3.40278,0,0
1.8,4.23611,0,0
2.1,5.06944,0,0
2.4,5.90278,0,0
2.7,6.73611,0,0
3,7.56944,0,0
3.3,8.40278,0,0
3.6,9.23611,0,0
3.9,10.0694,0,0
4.2,10.9028,0,0
4.5,11.7361,0,0
4.8,12.5695,0,0
5.1,13.4028,0,0
5.4,14.2361,0,0
5.7,15.0695,0,0
6,15.9028,0,0
6.3,16.7361,0,0
6.6,17.5695,0,0
6.9,18.4028,0,0
7.2,19.2361,0,0
7.5,20.0695,0,0
7.8,20.9028,0,0
8.1,21.7362,0,0
8.4,22.5695,0,0
8.7,23.4028,0,0
9,24.2362,0,0
9.3,25.0695,0,0
9.6,25.9028,0,0
9.9,26.7362,0,0
10.2,27.5695,0,0
10.5,28.4028,0,0
10.8,29.2362,0,0
11.1,30.0695,0,0
11.4,30.9028,0,0
11.7,31.7362,0,0
12,32.5695,0,0
12.3,33.4029,0,0
12.6,34.2362,0,0
12.9,35.0695,0,0
13.2,35.9029,0,0
13.5,36.7362,0,0
13.8,37.5695,0,0
14.1,38.4029,0,0
14.4,39.2362,0,0
14.7,40.0695,0,0
15,40.9029,0,0
15.3,41.7362,0,0
15.6,42.5695,0,0
15.9,43.4029,0,0
16.2,44.2362,0,0
16.5,45.0696,0,0
16.8,45.9029,0,0
17.1,46.7362,0,0
17.4,47.5696,0,0
17.7,48.4029,0,0
18,49.2362,0,0
18.3,50.0696,0,0
18.6,50.9029,0,0
18.9,51.7362,0,0
19.2,52.5696,0,0
19.5,53.4029,0,0
19.8,54.2362,0,0
20.1,55.0696,0,0
20.4,55.9029,0,0
20.7,56.7363,0,0
21,57.5696,0,0
21.3,58.4029,0,0
21.6,59.2363,0,0
21.9,60.0696,0,0
22.2,60.9029,0,0
22.5,61.7363,0,0
22.8,62.5696,0,0
23.1,63.4029,0,0
23.4,64.2363,0,0
23.7,65.0696,0,0
24,65.9029,0,0
24.3,66.7362,0,0
24.6,67.5695,0,0
24.9,68.4028,0,0
25.2,69.2362,0,0
25.5,70.0695,0,0
25.8,70.9028,0,0
26.1,71.7361,0,0
26.4,72.5694,0,0
26.7,73.4027,0,0
27,74.236,0,0
27.3,75.0693,0,0
27.6,75.9027,0,0
27.9,76.736,0,0
28.2,77.5693,0,0
28.5,78.4026,0,0
28.8,79.2359,0,0
29.1,80.0692,0,0
29.4,80.9025,0,0
29.7,81.7358,0,0
30,82.5692,0,0
30.3,83.4025,0,0
30.6,84.2358,0,0
30.9,85.0691,0,0
31.2,85.9024,0,0
31.5,86.7357,0,0
31.8,87.569,0,0
32.1,88.4024,0,0
32.4,89.2357,0,0
32.7,90.069,0,0
33,90.9023,0,0
33.3,91.7356,0,0
33.6,92.5689,0,0
33.9,93.4022,0,0
34.2,94.2355,0,0
34.5,95.0689,0,0
34.8,95.9022,0,0
35.1,96.7355,0,0
35.4,97.5688,0,0
35.7,98.4021,0,0
36,99.2354,0,0
36.3,100,0,0
36.6,100,0,0
36.9,99.6528,0,0.416667
37.2,98.9583,0,1.11111
37.5,98.125,0,1.94444
37.8,97.2917,0,2.77778
38.1,96.4584,0,3.61111
38.4,95.6251,0,4.44444
38.7,94.7918,0,5.27778
39,93.9585,0,6.11111
39.3,93.1251,0,6.94444
39.6,92.2918,0,7.77778
39.9,91.4585,0,8.61111
40.2,90.6252,0,9.44445
40.5,89.7919,0,10.2778
40.8,88.9586,0,11.1111
41.1,88.1253,0,11.9445
41.4,87.2919,0,12.7778
41.7,86.4586,0,13.6111
42,85.6253,0,14.4445
42.3,84.792,0,15.2778
42.6,83.9587,0,16.1111
42.9,83.1254,0,16.9445
43.2,82.2921,0,17.7778
43.5,81.4588,0,18.6111
43.8,80.6254,0,19.4445
44.1,79.7921,0,20.2778
44.4,78.9588,0,21.1111
44.7,78.1255,0,21.9445
45,77.2922,0,22.7778
45.3,76.4589,0,23.6112
45.6,75.6256,0,24.4445
45.9,74.7923,0,25.2778
46.2,73.9589,0,26.1112
46.5,73.1256,0,26.9445
46.8,72.2923,0,27.7778
47.1,71.459,0,28.6112
47.4,70.6257,0,29.4445
47.7,69.7924,0,30.2778
48,68.9591,0,31.1112
48.3,68.1257,0,31.9445
48.6,67.2924,0,32.7779
48.9,66.4591,0,33.6112
49.2,65.6258,0,34.4445
49.5,64.7925,0,35.2779
49.8,63.9592,0,36.1112
50.1,63.1258,0,36.9445
50.4,62.2925,0,37.7779
50.7,61.4592,0,38.6112
51,60.6258,0,39.4445
51.3,59.7925,0,40.2779
51.6,58.9592,0,41.1112
51.9,58.1258,0,41.9445
52.2,57.2925,0,42.7779
52.5,56.4592,0,43.6112
52.8,55.6258,0,44.4446
53.1,54.7925,0,45.2779
53.4,53.9591,0,46.1112
53.7,53.1258,0,46.9446
54,52.2925,0,47.7779
54.3,51.4591,0,48.6112
54.6,50.6258,0,49.4446
54.9,49.7925,0,50.2779
55.2,48.9591,0,51.1112
55.5,48.1258,0,51.9446
55.8,47.2925,0,52.7779
56.1,46.4591,0,53.6112
56.4,45.6258,0,54.4446
56.7,44.7925,0,55.2779
57,43.9591,0,56.1113
57.3,43.1258,0,56.9446
57.6,42.2924,0,57.7779
57.9,41.4591,0,58.6113
58.2,40.6258,0,59.4446
58.5,39.7924,0,60.2779
58.8,38.9591,0,61.1113
59.1,38.1258,0,61.9446
59.4,37.2924,0,62.7779
59.7,36.4591,0,63.6113
60,35.6258,0,64.4446
60.3,34.7924,0,65.2779
60.6,33.9591,0,66.1112
60.9,33.1258,0,66.9445
61.2,32.2924,0,67.7779
61.5,31.4591,0,68.6112
61.8,30.6257,0,69.4445
62.1,29.7924,0,70.2778
62.4,28.9591,0,71.1111
62.7,28.1257,0,71.9444
63,27.2924,0,72.7777
63.3,26.4591,0,73.611
63.6,25.6257,0,74.4444
63.9,24.7924,0,75.2777
64.2,23.9591,0,76.111
64.5,23.1257,0,76.9443
64.8,22.2924,0,77.7776
65.1,21.459,0,78.6109
65.4,20.6257,0,79.4442
65.7,19.7924,0,80.2775
66,18.959,0,81.1109
66.3,18.1257,0,81.9442
66.6,17.2924,0,82.7775
66.9,16.459,0,83.6108
67.2,15.6257,0,84.4441
67.5,14.7924,0,85.2774
67.8,13.959,0,86.1107
68.1,13.1257,0,86.9441
68.4,12.2924,0,87.7774
68.7,11.459,0,88.6107
69,10.6257,0,89.444
69.3,9.79235,0,90.2773
69.6,8.95901,0,91.1106
69.9,8.12568,0,91.9439
70.2,7.29234,0,92.7772
70.5,6.45901,0,93.6106
70.8,5.62568,0,94.4439
71.1,4.79234,0,95.2772
71.4,3.95901,0,96.1105
71.7,3.12568,0,96.9438
72,2.29234,0,97.7771
72.3,1.51457,0,98.5688
72.6,1.32012,0,99.1382
72.9,2.08401,0,99.166
73.2,2.91734,0,99.166
73.5,3.75068,0,99.166
73.8,4.58401,0,99.166
74.1,5.41734,0,99.166
74.4,6.25068,0,99.166
74.7,7.08401,0,99.166
75,7.91734,0,99.166
75.3,8.75068,0,99.166
75.6,9.58401,0,99.166
75.9,10.4173,0,99.166
76.2,11.2507,0,99.166
76.5,12.084,0,99.166
76.8,12.9174,0,99.166
77.1,13.7507,0,99.166
