"time","TAmb","TDif","heatCapacitor.T","TRes"
0,293.15,2,293.15,293.15
0.01,293.15,2,293.25,293.25
0.02,293.15,2,293.35,293.35
0.03,293.15,2,293.45,293.45
0.04,293.15,2,293.55,293.55
0.05,293.15,2,293.65,293.65
0.06,293.15,2,293.75,293.75
0.07,293.15,2,293.85,293.85
0.08,293.15,2,293.95,293.95
0.09,293.15,2,294.04,294.04
0.1,293.15,2,294.14,294.14
0.11,293.15,2,294.24,294.24
0.12,293.15,2,294.34,294.34
0.13,293.15,2,294.44,294.44
0.14,293.15,2,294.54,294.54
0.15,293.15,2,294.63,294.63
0.16,293.15,2,294.73,294.73
0.17,293.15,2,294.83,294.83
0.18,293.15,2,294.93,294.93
0.19,293.15,2,295.03,295.03
0.2,293.15,2,295.12,295.12
0.21,293.15,2,295.22,295.22
0.22,293.15,2,295.32,295.32
0.23,293.15,2,295.41,295.41
0.24,293.15,2,295.51,295.51
0.25,293.15,2,295.61,295.61
0.26,293.15,2,295.7,295.7
0.27,293.15,2,295.8,295.8
0.28,293.15,2,295.9,295.9
0.29,293.15,2,295.99,295.99
0.3,293.15,2,296.09,296.09
0.31,293.15,2,296.18,296.18
0.32,293.15,2,296.28,296.28
0.33,293.15,2,296.38,296.38
0.34,293.15,2,296.47,296.47
0.35,293.15,2,296.57,296.57
0.36,293.15,2,296.66,296.66
0.37,293.15,2,296.76,296.76
0.38,293.15,2,296.85,296.85
0.39,293.15,2,296.95,296.95
0.4,293.15,2,297.04,297.04
0.41,293.15,2,297.14,297.14
0.42,293.15,2,297.23,297.23
0.43,293.15,2,297.32,297.32
0.44,293.15,2,297.42,297.42
0.45,293.15,2,297.51,297.51
0.46,293.15,2,297.61,297.61
0.47,293.15,2,297.7,297.7
0.48,293.15,2,297.79,297.79
0.49,293.15,2,297.89,297.89
0.5,293.15,2,297.98,297.98
0.51,293.15,2,298.07,298.07
0.52,293.15,2,298.17,298.17
0.53,293.15,2,298.26,298.26
0.54,293.15,2,298.35,298.35
0.55,293.15,2,298.45,298.45
0.56,293.15,2,298.54,298.54
0.57,293.15,2,298.63,298.63
0.58,293.15,2,298.72,298.72
0.59,293.15,2,298.82,298.82
0.6,293.15,2,298.91,298.91
0.61,293.15,2,299,299
0.62,293.15,2,299.09,299.09
0.63,293.15,2,299.15,299.15
0.64,293.15,2,299.14,299.14
0.65,293.15,2,299.14,299.14
0.66,293.15,2,299.13,299.13
0.67,293.15,2,299.12,299.12
0.68,293.15,2,299.12,299.12
0.69,293.15,2,299.11,299.11
0.7,293.15,2,299.11,299.11
0.71,293.15,2,299.1,299.1
0.72,293.15,2,299.09,299.09
0.73,293.15,2,299.09,299.09
0.74,293.15,2,299.08,299.08
0.75,293.15,2,299.08,299.08
0.76,293.15,2,299.07,299.07
0.77,293.15,2,299.06,299.06
0.78,293.15,2,299.06,299.06
0.79,293.15,2,299.05,299.05
