"time","p1@general_hydraulic_chamber","p1@hydraulic_4","q@volumesensor"
0,200,200,0
6.1e-05,200.05,200.003,0
0.000122,200.053,200.095,0
0.000183,200.053,200.104,0
0.000244,200.054,200.038,0
0.000304,200.054,200.007,0
0.000364,200.053,200.03,0
0.000424,200.053,200.094,0
0.000484,200.053,200.093,0
0.000544,200.054,138.766,-6
0.000604,198.419,137.198,-6
0.000664,195.334,250.208,-6
0.000724,192.897,250.445,-6
0.000784,192.908,200.642,-6
0.000844,192.778,133.155,-6
0.000904,190.551,148.446,-6
0.000964,187.606,243.17,-6
0.001025,185.899,235,-6
0.001086,185.884,160.08,-6
0.001147,185.2,131.462,-6
0.001208,182.528,172.652,-6
0.001269,179.869,234.409,-6
0.00133,178.901,208.867,-6
0.001391,178.714,134.418,-6
0.001452,177.338,135.485,-6
0.001513,174.554,265.811,0
0.001574,172.654,282.356,0
0.001635,175.273,214.483,0
0.001696,177.923,73.2137,0
0.001757,177.036,103.304,0
0.001818,174.519,268.336,0
0.001879,174.197,263.137,0
0.00194,176.931,141.578,0
0.002,178.57,83.7612,0
0.00206,176.878,152.147,0
0.00212,174.943,269.155,0
0.00218,175.688,236.397,0
0.00224,178.132,116.445,0
0.0023,178.862,101,0
0.00236,176.985,190.136,0
0.00242,175.718,261.243,0
0.00248,177.082,206.102,0
0.00254,179.102,107.406,0
0.0026,179.051,123.611,0
0.00266,177.261,216.028,0
0.00272,176.703,247.959,0
0.00278,178.368,178.256,0
0.00284,179.853,109.167,0
0.0029,179.233,148.587,0
0.00296,177.724,230.171,0
0.00302,177.807,230.54,0
0.00308,179.513,157.002,0
0.00314,180.428,118.602,0
0.0032,179.471,172.277,0
0.00326,178.366,234.463,0
0.00332,178.953,211.42,0
0.00338,180.505,143.763,0
0.00344,180.886,132.68,0
0.0035,179.809,191.716,0
0.00356,179.158,231.318,0
0.00362,180.078,193.037,0
0.00368,181.347,138.342,0
0.00374,181.288,149.06,0
0.0038,180.267,205.503,0
0.00386,180.058,222.982,0
0.00392,181.138,177.528,0
0.00398,182.059,139.645,0
0.00404,181.687,165.511,0
0.0041,180.847,213.276,0
0.00416,181.02,211.908,0
0.00422,182.11,166.162,0
0.00428,182.672,145.797,0
0.00434,182.121,180.11,0
0.0044,181.538,215.582,0
0.00446,182,200.066,0
0.00452,182.983,159.408,0
0.00458,183.223,154.959,0
0.00464,182.618,191.708,0
0.0047,182.318,213.473,0
0.00476,182.963,189.076,0
0.00482,183.765,157.224,0
0.00488,183.746,165.473,0
0.00494,183.189,199.736,0
0.005,183.158,208.38,0
0.00506,183.884,180.169,0
0.00512,184.469,158.843,0
0.00518,184.272,175.797,0
0.00524,183.836,204.149,0
0.0053,184.031,201.745,0
0.00536,184.749,173.934,0
0.00542,185.117,163.24,0
0.00548,184.823,184.818,0
0.00554,184.549,205.336,0
0.0056,184.911,194.774,0
0.00566,185.555,170.566,0
0.00572,185.729,169.335,0
0.00578,185.414,191.894,0
0.00584,185.313,203.948,0
0.0059,185.777,188.46,0
0.00596,186.305,169.937,0
0.00602,186.328,176.094,0
0.00608,186.051,196.741,0
0.00614,186.112,200.9,0
0.0062,186.616,183.514,0
0.00626,187.01,171.539,0
0.00632,186.931,182.619,0
0.00638,186.734,199.385,0
0.00644,186.928,197.029,0
0.0065,187.42,180.245,0
0.00656,187.681,174.731,0
0.00662,187.552,188.265,0
0.00668,187.456,200.107,0
0.00674,187.746,193.062,0
0.0068,188.188,178.736,0
0.00686,188.334,178.852,0
0.00692,188.198,192.679,0
0.00698,188.208,199.336,0
0.00704,188.555,189.578,0
0.0071,188.922,178.873,0
0.00716,188.98,183.29,0
0.00722,188.872,195.713,0
0.00728,188.979,197.628,0
0.00734,189.345,186.978,0
0.0074,189.63,180.32,0
0.00746,189.63,187.508,0
0.00752,189.574,197.412,0
0.00758,189.76,195.495,0
0.00764,190.114,185.422,0
0.0077,190.318,182.675,0
0.00776,190.292,191.141,0
0.00782,190.299,197.971,0
0.007881,190.546,193.216,0
0.007942,190.869,184.775,0
0.008003,190.997,185.86,0
0.008064,190.969,194.535,0
0.008125,191.058,197.48,0
0.008186,191.346,190.748,0
0.008247,191.608,185.282,0
0.008308,191.671,189.534,0
0.008369,191.672,196.758,0
0.00843,191.836,196.064,0
0.008491,192.127,189.157,0
0.008552,192.321,187.044,0
0.008613,192.351,192.904,0
0.008674,192.403,197.652,0
0.008735,192.62,194.362,0
0.008796,192.886,188.677,0
0.008857,193.018,189.563,0
0.008918,193.045,195.548,0
0.008979,193.154,197.514,0
0.00904,193.398,192.917,0
0.009101,193.623,189.289,0
0.009162,193.711,192.318,0
0.009223,193.759,197.266,0
0.009284,193.919,196.762,0
0.009345,194.165,192.079,0
0.009406,194.342,190.759,0
0.009467,194.408,194.845,0
0.009528,194.491,198.085,0
0.009589,194.687,195.827,0
0.00965,194.915,192.013,0
0.009711,195.05,192.731,0
0.009772,195.115,196.869,0
0.009833,195.237,198.204,0
0.009894,195.451,195.076,0
0.009955,195.65,192.689,0
0.010016,195.756,194.847,0
0.010077,195.836,198.258,0
0.010138,195.992,197.906,0
0.010199,196.207,194.751,0
0.01026,196.373,193.941,0
0.010321,196.464,196.802,0
0.010382,196.568,199.029,0
0.010443,196.749,197.494,0
0.010504,196.951,194.952,0
0.010565,197.09,195.53,0
0.010626,197.18,198.408,0
0.010687,197.311,199.325,0
0.010748,197.504,197.219,0
0.010809,197.686,195.66,0
0.01087,197.804,197.21,0
0.010931,197.905,199.573,0
0.010992,198.059,199.347,0
0.011053,198.252,197.236,0
0.011114,198.412,196.759,0
0.011175,198.521,198.776,0
0.011236,198.639,200.321,0
0.011297,198.809,199.297,0
0.011358,198.993,197.616,0
0.011419,199.134,198.087,0
0.01148,199.242,200.098,0
0.011541,199.378,200.748,0
0.011602,199.557,199.343,0
0.011663,199.727,198.344,0
0.011724,199.854,199.466,0
0.011785,199.97,201.119,0
0.011846,200.051,200.991,0
0.011907,200.064,199.503,0
0.011968,200.055,198.929,0
0.012029,200.044,200.057,0
0.01209,200.047,201.123,0
0.012151,200.059,200.535,0
0.012212,200.062,199.283,0
0.012273,200.052,199.262,0
0.012334,200.045,200.412,0
0.012395,200.051,200.967,0
0.012456,200.06,200.139,0
0.012517,200.059,199.242,0
0.012578,200.049,199.612,0
0.012639,200.047,200.613,0
0.0127,200.054,200.726,0
0.012761,200.06,199.844,0
0.012822,200.056,199.332,0
0.012883,200.048,199.926,0
0.012944,200.049,200.674,0
0.013005,200.056,200.458,0
0.013066,200.059,199.664,0
0.013127,200.053,199.501,0
0.013188,200.048,200.169,0
0.013249,200.051,200.627,0
0.01331,200.057,200.209,0
0.013371,200.057,199.592,0
0.013432,200.052,199.701,0
0.013493,200.049,200.326,0
0.013554,200.053,200.511,0
0.013615,200.057,200.01,0
0.013676,200.055,199.609,0
0.013737,200.051,199.895,0
0.013798,200.05,200.399,0
0.013859,200.054,200.362,0
0.01392,200.057,199.875,0
0.013981,200.054,199.686,0
0.014042,200.05,200.056,0
0.014103,200.051,200.401,0
0.014164,200.055,200.212,0
0.014225,200.056,199.804,0
0.014286,200.053,199.795,0
0.014347,200.051,200.171,0
0.014408,200.053,200.352,0
0.014469,200.056,200.082,0
0.01453,200.055,199.79,0
0.014591,200.052,199.909,0
0.014652,200.051,200.236,0
0.014713,200.054,200.274,0
0.014774,200.055,199.986,0
0.014835,200.054,199.819,0
0.014896,200.052,200.012,0
0.014957,200.052,200.256,0
0.015018,200.054,200.186,0
0.015079,200.055,199.927,0
0.01514,200.053,199.874,0
0.015201,200.052,200.091,0
0.015262,200.053,200.241,0
0.015323,200.055,200.105,0
0.015384,200.055,199.904,0
0.015445,200.053,199.939,0
0.015506,200.052,154.047,-6
0.015567,199.969,137.878,-6
0.015628,197.173,150.166,-6
0.015688,194.142,253.967,-6
0.015748,192.835,247.149,-6
0.015808,192.92,144.318,-6
0.015868,192.234,135.771,-6
0.015928,189.337,185.141,-6
0.015988,186.629,243.743,-6
0.016048,185.887,220.357,-6
0.016108,185.8,132.601,-6
0.016168,184.454,137.62,-6
0.016228,181.575,203.154,-6
0.016288,179.332,230.569,-6
0.016348,178.889,189.398,-6
0.016408,178.518,125.947,-6
0.016468,176.659,144.978,-6
0.016528,173.914,272.722,0
0.016588,173.018,276.722,0
0.016648,175.92,157.408,0
0.016708,178.177,73.7744,0
0.016768,176.554,123.279,0
0.016828,174.213,275.902,0
0.016888,174.546,255.68,0
0.016948,177.266,119.936,0
0.017008,178.53,87.5137,0
0.017068,176.562,171.757,0
0.017128,174.839,270.073,0
0.017188,176.02,224.856,0
0.017248,178.382,104.358,0
0.017308,178.712,107.721,0
0.017368,176.723,206.749,0
0.017428,175.743,258.887,0
0.017488,177.398,192.548,0
0.017548,179.251,102.073,0
0.017608,178.849,133.009,0
0.017668,177.071,227.667,0
0.017728,176.824,242.552,0
0.017788,178.643,165.532,0
0.017848,179.904,108.849,0
0.017908,179.02,159.272,0
0.017968,177.616,236.85,0
0.018028,177.987,223.079,0
0.018088,179.731,146.921,0
0.018148,180.399,121.641,0
0.018208,179.278,182.516,0
0.018268,178.338,236.831,0
0.018328,179.157,202.9,0
0.018388,180.657,137.122,0
0.018448,180.802,138.143,0
0.018508,179.656,200.294,0
0.018568,179.199,230.167,0
0.018628,180.277,184.639,0
0.018688,181.433,135.185,0
0.018748,181.175,155.765,0
0.018808,180.164,211.714,0
0.018868,180.149,219.516,0
0.018928,181.313,170.213,0
0.018988,182.086,139.366,0
0.019048,181.567,172.377,0
0.019108,180.798,216.889,0
0.019168,181.142,207.033,0
0.019228,182.247,160.545,0
0.019288,182.655,147.818,0
0.019348,182.014,186.337,0
0.019408,181.538,216.679,0
0.019468,182.133,194.644,0
0.019528,183.079,155.845,0
0.019588,183.175,158.475,0
0.019648,182.537,196.737,0
0.019708,182.358,212.593,0
0.019768,183.091,183.933,0
0.019828,183.821,155.616,0
0.019888,183.683,169.662,0
0.019948,183.14,203.277,0
0.020008,183.227,206.144,0
0.020068,183.996,175.807,0
0.020128,184.49,158.941,0
0.020188,184.208,180.017,0
0.020248,183.819,206.076,0
0.020308,184.116,198.673,0
0.020368,184.838,170.696,0
0.020428,185.111,164.668,0
0.020488,184.768,188.568,0
0.020548,184.561,205.777,0
0.020608,185.001,191.446,0
0.020668,185.618,168.592,0
0.020728,185.706,171.588,0
0.020788,185.376,194.861,0
0.020848,185.349,203.258,0
0.020908,185.864,185.367,0
0.020968,186.344,169.143,0
0.021028,186.297,178.7,0
0.021088,186.033,198.771,0
0.021148,186.165,199.431,0
0.021208,186.692,180.939,0
0.021268,187.028,171.759,0
0.021328,186.901,185.19,0
0.021388,186.735,200.424,0
0.021448,186.99,195.105,0
0.021508,187.481,178.384,0
0.021568,187.684,175.716,0
0.021628,187.528,190.511,0
0.021688,187.475,200.26,0
0.021748,187.811,191.033,0
0.021808,188.233,177.657,0
0.021868,188.327,180.298,0
0.021928,188.184,194.421,0
0.021988,188.241,198.826,0
0.022048,188.616,187.727,0
0.022108,188.952,178.505,0
0.022168,188.969,184.911,0
0.022228,188.871,196.871,0
0.022288,189.022,196.677,0
0.022348,189.399,185.465,0
0.022408,189.648,180.544,0
0.022468,189.621,189.072,0
0.022528,189.585,197.974,0
0.022588,189.807,194.302,0
0.022648,190.158,184.359,0
0.022708,190.327,183.34,0
0.022768,190.287,192.487,0
0.022828,190.321,198.005,0
0.022888,190.588,192.139,0
0.022948,190.895,184.359,0
0.023008,191,186.457,0
0.023068,190.972,195.024,0
0.023128,191.072,197.311,0
0.023188,191.359,190.483,0
0.023248,191.613,185.29,0
0.023308,191.674,189.539,0
0.023368,191.675,196.669,0
0.023428,191.83,196.233,0
0.023488,192.116,189.483,0
0.023548,192.317,186.905,0
0.023608,192.354,192.306,0
0.023668,192.394,197.518,0
0.023728,192.591,195.064,0
0.023788,192.859,189.19,0
0.023848,193.012,188.943,0
0.023908,193.043,194.602,0
0.023968,193.126,197.733,0
0.024028,193.349,194.055,0
0.024088,193.588,189.566,0
0.024148,193.704,191.146,0
0.024208,193.744,196.352,0
0.024268,193.867,197.537,0
0.024328,194.099,193.375,0
0.024388,194.306,190.491,0
0.024448,194.396,193.293,0
0.024508,194.456,197.559,0
0.024568,194.611,197.135,0
0.024628,194.841,193.106,0
0.024688,195.016,191.809,0
0.024748,195.093,195.229,0
0.024808,195.177,198.294,0
0.024868,195.357,196.706,0
0.024928,195.575,193.269,0
0.024988,195.72,193.357,0
0.025048,195.796,196.87,0
0.025108,195.906,198.663,0
0.025168,196.1,196.392,0
0.025228,196.3,193.833,0
0.025288,196.424,194.991,0
0.025348,196.506,198.17,0
0.025408,196.64,198.795,0
0.025468,196.839,196.29,0
0.025528,197.018,194.722,0
0.025588,197.128,196.571,0
0.025648,197.222,199.142,0
0.025708,197.376,198.819,0
0.025768,197.572,196.444,0
0.025828,197.732,195.836,0
0.025888,197.835,198.013,0
0.025948,197.944,199.835,0
0.026008,198.112,198.841,0
0.026068,198.3,196.861,0
0.026128,198.443,197.078,0
0.026188,198.545,199.269,0
0.026248,198.671,200.316,0
0.026308,198.846,198.946,0
0.026368,199.023,197.516,0
0.026428,199.153,198.355,0
0.026488,199.26,200.316,0
0.026548,199.4,200.664,0
0.026608,199.578,199.183,0
0.026668,199.742,198.363,0
0.026728,199.864,199.592,0
0.026788,199.979,201.164,0
0.026848,200.053,200.954,0
0.026908,200.064,199.48,0
0.026968,200.055,198.929,0
0.027028,200.044,200.031,0
0.027088,200.047,201.111,0
0.027148,200.059,200.597,0
0.027208,200.062,199.344,0
0.027268,200.053,199.201,0
0.027328,200.045,200.292,0
0.027388,200.05,200.981,0
0.027448,200.059,200.293,0
0.027508,200.06,199.308,0
0.027568,200.051,199.467,0
0.027628,200.046,200.46,0
0.027688,200.052,200.81,0
0.027748,200.059,200.055,0
0.027808,200.057,199.348,0
0.027868,200.05,199.708,0
0.027928,200.048,200.545,0
0.027988,200.054,200.624,0
0.028048,200.059,199.884,0
0.028108,200.056,199.438,0
0.028168,200.049,199.912,0
0.028228,200.049,200.563,0
0.028288,200.055,200.443,0
0.028348,200.058,199.776,0
0.028408,200.054,199.554,0
0.028468,200.049,200.069,0
0.028528,200.051,200.532,0
0.028588,200.056,200.279,0
0.028648,200.057,199.722,0
0.028708,200.053,199.681,0
0.028768,200.05,200.181,0
0.028828,200.052,200.469,0
0.028888,200.056,200.143,0
0.028948,200.056,199.712,0
0.029008,200.052,199.803,0
0.029068,200.05,200.25,0
0.029128,200.053,200.389,0
0.029188,200.056,200.039,0
0.029248,200.055,199.735,0
0.029308,200.052,199.912,0
0.029368,200.051,200.284,0
0.029428,200.054,200.303,0
0.029488,200.056,199.965,0
0.029548,200.054,199.778,0
0.029608,200.051,200.002,0
0.029668,200.052,200.288,0
0.029728,200.054,200.22,0
0.029788,200.055,199.92,0
0.029848,200.054,199.833,0
0.029908,200.051,200.071,0
0.029968,200.052,200.27,0
0.03,200.053,200.243,0
