"Time","iAC[3]","iAC[2]","iAC[1]"
0.0252202,-2.09537,-465.684,467.779
0.0252402,-3.71786,-453.535,457.253
0.0252602,-5.9112,-440.781,446.692
0.0252802,-8.67432,-427.421,436.095
0.0253002,-12.0061,-413.454,425.461
0.0253202,-15.9056,-398.882,414.788
0.0253402,-20.3715,-383.704,404.076
0.0253602,-25.4029,-367.92,393.323
0.0253802,-30.9984,-351.531,382.529
0.0254002,-37.1571,-334.535,371.692
0.0254202,-43.8777,-316.934,360.812
0.0254402,-51.159,-298.728,349.887
0.0254602,-58.9998,-279.916,338.916
0.0254802,-67.399,-260.499,327.898
0.0255002,-76.3553,-240.478,316.833
0.0255202,-85.8674,-219.852,305.719
0.0255402,-95.9341,-198.622,294.556
0.0255602,-106.554,-176.788,283.342
0.0255802,-117.726,-154.35,272.076
0.0256002,-129.449,-131.31,260.759
0.0256202,-141.721,-107.667,249.388
0.0256402,-154.542,-83.4222,237.964
0.0256602,-167.909,-58.5757,226.485
0.0256802,-181.822,-33.1283,214.95
0.0257002,-196.279,-7.08044,203.359
0.0257202,-201.351,-0.287112,201.638
0.0257402,-203.269,-0.281221,203.55
0.0257602,-205.423,-0.275318,205.698
0.0257802,-207.808,-0.269405,208.077
0.0258002,-210.42,-0.26348,210.683
0.0258202,-213.255,-0.257546,213.513
0.0258402,-216.309,-0.251601,216.561
0.0258602,-219.578,-0.245646,219.823
0.0258802,-223.056,-0.239682,223.296
0.0259002,-226.74,-0.233708,226.973
0.0259202,-230.625,-0.227725,230.852
0.0259402,-234.706,-0.221733,234.928
0.0259602,-238.979,-0.215732,239.195
0.0259802,-243.44,-0.209722,243.649
0.0260002,-248.083,-0.203705,248.286
0.0260202,-252.904,-0.197679,253.101
0.0260402,-257.897,-0.191646,258.089
0.0260602,-263.06,-0.185605,263.245
0.0260802,-268.385,-0.179556,268.565
0.0261002,-273.869,-0.173501,274.043
0.0261202,-279.507,-0.167438,279.674
0.0261402,-285.293,-0.161369,285.454
0.0261602,-291.223,-0.155294,291.378
0.0261802,-297.291,-0.149213,297.441
0.0262002,-303.493,-0.143125,303.636
0.0262202,-309.823,-0.137032,309.96
0.0262402,-316.277,-0.130934,316.408
0.0262602,-322.849,-0.12483,322.973
0.0262802,-329.533,-0.118722,329.652
0.0263002,-336.325,-0.112609,336.438
0.0263202,-343.22,-0.106491,343.326
0.0263402,-350.212,-0.100369,350.312
0.0263602,-357.295,-0.0942435,357.39
0.0263802,-364.466,-0.088114,364.554
0.0264002,-371.717,-0.081981,371.799
0.0264202,-379.045,-0.0758448,379.121
0.0264402,-386.443,-0.0697055,386.513
0.0264602,-393.906,-0.0635636,393.97
0.0264802,-401.429,-0.0574191,401.487
0.0265002,-409.007,-0.0512724,409.058
0.0265202,-416.633,-0.0451236,416.678
0.0265402,-424.303,-0.038973,424.342
0.0265602,-432.011,-0.0328209,432.044
0.0265802,-439.752,-0.0266676,439.778
0.0266002,-447.52,-0.0205131,447.54
0.0266202,-455.309,-0.0143579,455.324
0.0266402,-463.115,-0.00820206,463.124
0.0266602,-470.932,-0.00204592,470.934
0.0266802,-478.755,0.0041103,478.75
0.0267002,-486.577,0.0102664,486.566
0.0267202,-494.393,0.016422,494.377
0.0267402,-502.199,0.022577,502.176
0.0267602,-509.988,0.0287311,509.959
0.0267802,-517.755,0.0348841,517.72
0.0268002,-525.495,0.0410357,525.454
0.0268202,-533.202,0.0471857,533.155
0.0268402,-540.871,0.0533338,540.818
0.0268602,-548.497,0.0594798,548.437
0.0268802,-556.073,0.0656235,556.008
0.0269002,-563.595,0.0717646,563.524
0.0269202,-571.058,0.0779028,570.98
0.0269402,-578.455,0.084038,578.371
0.0269602,-585.782,0.0901698,585.692
0.0269802,-593.033,0.0962981,592.937
0.0270002,-600.203,0.102423,600.101
0.0270202,-607.287,0.108543,607.179
0.0270402,-614.28,0.114659,614.165
0.0270602,-621.175,0.120771,621.055
0.0270802,-627.969,0.126878,627.842
0.0271002,-634.656,0.13298,634.523
0.0271202,-641.23,0.139076,641.091
0.0271402,-647.687,0.145167,647.542
0.0271602,-654.022,0.151253,653.871
0.0271802,-660.229,0.157332,660.072
0.0272002,-666.304,0.163405,666.141
0.0272202,-672.241,0.169472,672.072
0.0272402,-678.036,0.175532,677.861
0.0272602,-683.684,0.181585,683.502
0.0272802,-689.179,0.187631,688.992
0.0273002,-694.518,0.19367,694.324
0.0273202,-699.694,0.199701,699.495
0.0273402,-704.705,0.205724,704.499
0.0273602,-709.544,0.211739,709.332
0.0273802,-714.207,0.217745,713.989
0.0274002,-718.69,0.223743,718.466
0.0274202,-722.987,0.229732,722.757
0.0274402,-727.095,0.235712,726.86
0.0274602,-731.009,0.241683,730.768
0.0274802,-734.725,0.247644,734.478
0.0275002,-738.238,0.253596,737.984
0.0275202,-741.544,0.259537,741.284
0.0275402,-744.638,0.265468,744.373
0.0275602,-747.517,0.271389,747.246
0.0275802,-750.177,0.277299,749.899
0.0276002,-752.612,0.283198,752.329
0.0276202,-754.82,0.289086,754.531
0.0276402,-756.796,0.294962,756.501
0.0276602,-758.536,0.300827,758.235
0.0276802,-760.036,0.30668,759.73
0.0277002,-761.293,0.312521,760.981
0.0277202,-762.304,0.318349,761.985
0.0277402,-763.063,0.324165,762.739
0.0277602,-763.568,0.329968,763.238
0.0277802,-763.815,0.335758,763.48
0.0278002,-763.801,0.341535,763.46
0.0278202,-763.522,0.347298,763.175
0.0278402,-762.975,0.353048,762.622
0.0278602,-762.157,0.358784,761.798
0.0278802,-761.064,0.364505,760.699
0.0279002,-759.693,0.370212,759.323
0.0279202,-758.042,0.375905,757.666
0.0279402,-756.107,0.381582,755.726
0.0279602,-753.886,0.387245,753.498
0.0279802,-751.375,0.392892,750.982
0.0280002,-748.571,0.398524,748.173
0.0280202,-745.473,0.40414,745.069
0.0280402,-742.078,0.40974,741.668
0.0280602,-738.382,0.415324,737.967
0.0280802,-734.384,0.420892,733.963
0.0281002,-730.081,0.426443,729.655
0.0281202,-725.471,0.431977,725.039
0.0281402,-720.551,0.437494,720.114
0.0281602,-715.32,0.442994,714.877
0.0281802,-709.776,0.448476,709.327
0.0282002,-703.916,0.453941,703.462
0.0282202,-697.738,0.459387,697.279
0.0282402,-691.241,0.464816,690.777
0.0282602,-684.424,0.470226,683.953
0.0282802,-677.283,0.475618,676.808
0.0283002,-669.819,0.48099,669.338
0.0283202,-662.028,0.486344,661.542
0.0283402,-653.911,0.491679,653.419
0.0283602,-645.465,0.496994,644.968
0.0283802,-636.69,0.50229,636.187
0.0284002,-627.584,0.507565,627.076
0.0284202,-618.146,0.512821,617.633
0.0284402,-608.375,0.518057,607.857
0.0284602,-598.27,0.523272,597.747
0.0284802,-587.832,0.528466,587.303
0.0285002,-577.057,0.53364,576.524
0.0285202,-565.948,0.538792,565.409
0.0285402,-554.628,0.797019,553.831
0.0285602,-543.252,1.61544,541.636
0.0285802,-531.818,2.99385,528.824
0.0286002,-520.326,4.93133,515.395
0.0286202,-508.775,7.42695,501.348
0.0286402,-497.165,10.4798,486.685
0.0286602,-485.494,14.0889,471.405
0.0286802,-473.761,18.2533,455.508
0.0287002,-461.966,22.972,438.994
0.0287202,-450.108,28.244,421.864
0.0287402,-438.186,34.0683,404.118
0.0287602,-426.2,40.444,385.756
0.0287802,-414.149,47.37,366.779
0.0288002,-402.032,54.8452,347.187
0.0288202,-389.849,62.8686,326.98
0.0288402,-377.598,71.4391,306.159
0.0288602,-365.28,80.5558,284.725
0.0288802,-352.894,90.2174,262.677
0.0289002,-340.439,100.423,240.016
0.0289202,-327.915,111.171,216.743
0.0289402,-315.321,122.461,192.859
0.0289602,-302.656,134.292,168.364
0.0289802,-289.921,146.662,143.259
0.0290002,-277.115,159.57,117.545
0.0290202,-264.238,173.016,91.2219
0.0290402,-251.288,186.998,64.2909
0.0290602,-238.267,201.514,36.753
0.0290802,-225.173,216.564,8.60888
0.0291002,-222.213,221.939,0.273348
0.0291202,-223.644,223.377,0.267431
0.0291402,-225.299,225.037,0.261503
0.0291602,-227.172,226.917,0.255565
0.0291802,-229.26,229.011,0.249617
0.0292002,-231.559,231.315,0.243659
0.0292202,-234.064,233.827,0.237692
0.0292402,-236.772,236.54,0.231715
0.0292602,-239.677,239.452,0.225728
0.0292802,-242.776,242.557,0.219733
0.0293002,-246.065,245.851,0.21373
0.0293202,-249.538,249.33,0.207717
0.0293402,-253.191,252.99,0.201697
0.0293602,-257.021,256.825,0.195669
0.0293802,-261.021,260.832,0.189633
0.0294002,-265.189,265.005,0.183589
0.0294202,-269.518,269.341,0.177538
0.0294402,-274.005,273.833,0.171481
0.0294602,-278.644,278.479,0.165416
0.0294802,-283.432,283.272,0.159345
0.0295002,-288.362,288.209,0.153268
0.0295202,-293.431,293.284,0.147184
0.0295402,-298.633,298.492,0.141095
0.0295602,-303.964,303.829,0.135
0.0295802,-309.419,309.29,0.1289
0.0296002,-314.992,314.87,0.122795
0.0296202,-320.68,320.563,0.116685
0.0296402,-326.476,326.365,0.11057
0.0296602,-332.375,332.271,0.104451
0.0296802,-338.374,338.275,0.0983278
0.0297002,-344.466,344.373,0.0922007
0.0297202,-350.646,350.56,0.08607
0.0297402,-356.91,356.83,0.0799359
0.0297602,-363.253,363.179,0.0737987
0.0297802,-369.668,369.601,0.0676585
0.0298002,-376.152,376.09,0.0615157
0.0298202,-382.698,382.643,0.0553704
0.0298402,-389.302,389.253,0.049223
0.0298602,-395.959,395.916,0.0430736
0.0298802,-402.662,402.626,0.0369225
0.0299002,-409.408,409.377,0.0307699
0.0299202,-416.191,416.166,0.0246162
0.0299402,-423.005,422.986,0.0184615
0.0299602,-429.845,429.833,0.012306
0.0299802,-436.706,436.7,0.00615004
0.0300002,-443.583,443.583,-6.15627e-06
0.0300202,-450.471,450.477,-0.00616235
0.0300402,-457.364,457.376,-0.0123183
0.0300602,-464.257,464.275,-0.0184738
0.0300802,-471.145,471.169,-0.0246285
0.0301002,-478.022,478.053,-0.0307823
0.0301202,-484.883,484.92,-0.0369348
0.0301402,-491.724,491.767,-0.0430859
0.0301602,-498.538,498.588,-0.0492353
0.0301802,-505.321,505.377,-0.0553827
0.0302002,-512.067,512.129,-0.061528
0.0302202,-518.772,518.84,-0.0676708
0.0302402,-525.429,525.503,-0.073811
0.0302602,-532.034,532.114,-0.0799482
0.0302802,-538.582,538.668,-0.0860823
0.0303002,-545.068,545.16,-0.092213
0.0303202,-551.485,551.584,-0.09834
0.0303402,-557.83,557.935,-0.104463
0.0303602,-564.097,564.208,-0.110582
0.0303802,-570.281,570.398,-0.116697
0.0304002,-576.378,576.501,-0.122807
0.0304202,-582.381,582.51,-0.128912
0.0304402,-588.286,588.421,-0.135012
0.0304602,-594.089,594.23,-0.141107
0.0304802,-599.783,599.931,-0.147196
0.0305002,-605.365,605.518,-0.15328
0.0305202,-610.829,610.989,-0.159357
0.0305402,-616.171,616.336,-0.165428
0.0305602,-621.385,621.557,-0.171493
0.0305802,-626.467,626.645,-0.177551
0.0306002,-631.413,631.596,-0.183601
0.0306202,-636.217,636.406,-0.189645
0.0306402,-640.874,641.07,-0.195681
0.0306602,-645.381,645.583,-0.201709
0.0306802,-649.732,649.94,-0.20773
0.0307002,-653.923,654.137,-0.213742
0.0307202,-657.95,658.17,-0.219745
0.0307402,-661.808,662.033,-0.22574
0.0307602,-665.492,665.724,-0.231726
0.0307802,-668.998,669.236,-0.237703
0.0308002,-672.323,672.566,-0.243671
0.0308202,-675.46,675.71,-0.249629
0.0308402,-678.408,678.663,-0.255577
0.0308602,-681.16,681.421,-0.261515
0.0308802,-683.713,683.981,-0.267443
0.0309002,-686.063,686.337,-0.27336
0.0309202,-688.207,688.486,-0.279266
0.0309402,-690.139,690.424,-0.285162
0.0309602,-691.856,692.147,-0.291046
0.0309802,-693.354,693.651,-0.296918
0.0310002,-694.629,694.932,-0.302779
0.0310202,-695.678,695.987,-0.308628
0.0310402,-696.497,696.812,-0.314465
0.0310602,-697.083,697.403,-0.320289
0.0310802,-697.43,697.756,-0.326101
0.0311002,-697.537,697.869,-0.331899
0.0311202,-697.4,697.738,-0.337685
0.0311402,-697.015,697.358,-0.343458
0.0311602,-696.379,696.728,-0.349216
0.0311802,-695.488,695.843,-0.354961
0.0312002,-694.341,694.701,-0.360692
0.0312202,-692.932,693.299,-0.366409
0.0312402,-691.26,691.632,-0.372111
0.0312602,-689.322,689.699,-0.377799
0.0312802,-687.113,687.497,-0.383472
0.0313002,-684.633,685.022,-0.389129
0.0313202,-681.877,682.272,-0.394771
0.0313402,-678.843,679.244,-0.400398
0.0313602,-675.529,675.935,-0.406009
0.0313802,-671.932,672.343,-0.411603
0.0314002,-668.049,668.466,-0.417182
0.0314202,-663.878,664.301,-0.422744
0.0314402,-659.417,659.845,-0.428289
0.0314602,-654.663,655.097,-0.433818
0.0314802,-649.615,650.054,-0.439329
0.0315002,-644.269,644.714,-0.444823
0.0315202,-638.625,639.075,-0.450299
0.0315402,-632.679,633.135,-0.455758
0.0315602,-626.431,626.893,-0.461199
0.0315802,-619.879,620.345,-0.466621
0.0316002,-613.02,613.492,-0.472025
0.0316202,-605.853,606.33,-0.477411
0.0316402,-598.377,598.859,-0.482777
0.0316602,-590.589,591.077,-0.488125
0.0316802,-582.49,582.983,-0.493453
0.0317002,-574.076,574.575,-0.498761
0.0317202,-565.348,565.852,-0.504051
0.0317402,-556.303,556.813,-0.50932
0.0317602,-546.942,547.456,-0.514569
0.0317802,-537.262,537.782,-0.519797
0.0318002,-527.263,527.788,-0.525006
0.0318202,-516.945,517.475,-0.530193
0.0318402,-506.306,506.841,-0.53536
0.0318602,-495.298,495.932,-0.633868
0.0318802,-483.71,484.961,-1.25118
0.0319002,-471.514,473.953,-2.43878
0.0319202,-458.71,462.906,-4.19571
0.0319402,-445.299,451.82,-6.52097
0.0319602,-431.28,440.694,-9.41359
0.0319802,-416.654,429.526,-12.8725
0.0320002,-401.42,418.317,-16.8968
0.0320202,-385.579,407.064,-21.4853
0.0320402,-369.13,395.767,-26.637
0.0320602,-352.074,384.425,-32.3509
0.0320802,-334.412,373.038,-38.6258
0.0321002,-316.143,361.603,-45.4606
0.0321202,-297.267,350.121,-52.8543
0.0321402,-277.785,338.591,-60.8056
0.0321602,-257.698,327.011,-69.3135
0.0321802,-237.005,315.382,-78.3769
0.0322002,-215.707,303.701,-87.9944
0.0322202,-193.804,291.969,-98.165
0.0322402,-171.297,280.185,-108.887
0.0322602,-148.187,268.347,-120.16
0.0322802,-124.473,256.456,-131.983
0.0323002,-100.157,244.51,-144.354
0.0323202,-75.2383,232.509,-157.271
0.0323402,-49.7185,220.453,-170.734
0.0323602,-23.598,208.34,-184.742
0.0323802,-0.289074,197.876,-197.587
0.0324002,-0.283186,199.305,-199.022
0.0324202,-0.277287,200.972,-200.695
0.0324402,-0.271377,202.873,-202.601
0.0324602,-0.265456,205.003,-204.738
0.0324802,-0.259525,207.359,-207.099
0.0325002,-0.253584,209.936,-209.683
0.0325202,-0.247632,212.731,-212.483
0.0325402,-0.241671,215.738,-215.497
0.0325602,-0.2357,218.955,-218.719
0.0325802,-0.22972,222.375,-222.145
0.0326002,-0.223731,225.995,-225.771
0.0326202,-0.217733,229.81,-229.592
0.0326402,-0.211727,233.816,-233.604
0.0326602,-0.205712,238.007,-237.802
0.0326802,-0.199689,242.381,-242.181
0.0327002,-0.193658,246.931,-246.737
0.0327202,-0.187619,251.653,-251.466
0.0327402,-0.181573,256.543,-256.361
0.0327602,-0.17552,261.595,-261.419
0.0327802,-0.16946,266.805,-266.635
0.0328002,-0.163393,272.167,-272.004
0.0328202,-0.15732,277.678,-277.52
0.0328402,-0.15124,283.331,-283.18
0.0328602,-0.145155,289.123,-288.977
0.0328802,-0.139064,295.047,-294.908
0.0329002,-0.132967,301.099,-300.966
0.0329202,-0.126865,307.274,-307.148
0.0329402,-0.120759,313.567,-313.447
0.0329602,-0.114647,319.973,-319.858
0.0329802,-0.108531,326.486,-326.377
0.0330002,-0.10241,333.101,-332.999
0.0330202,-0.0962858,339.813,-339.717
0.0330402,-0.0901575,346.618,-346.528
0.0330602,-0.0840257,353.508,-353.424
0.0330802,-0.0778905,360.481,-360.403
0.0331002,-0.0717523,367.529,-367.457
0.0331202,-0.0656112,374.648,-374.582
0.0331402,-0.0594675,381.832,-381.773
0.0331602,-0.0533215,389.077,-389.023
0.0331802,-0.0471734,396.376,-396.329
0.0332002,-0.0410234,403.725,-403.684
0.0332202,-0.0348718,411.117,-411.082
0.0332402,-0.0287188,418.549,-418.52
0.0332602,-0.0225647,426.013,-425.991
0.0332802,-0.0164097,433.506,-433.489
0.0333002,-0.010254,441.021,-441.01
0.0333202,-0.00409799,448.553,-448.549
0.0333402,0.00205823,456.097,-456.099
0.0333602,0.00821437,463.647,-463.655
0.0333802,0.0143702,471.198,-471.212
0.0334002,0.0205254,478.744,-478.764
0.0334202,0.0266799,486.28,-486.307
0.0334402,0.0328333,493.802,-493.834
0.0334602,0.0389853,501.302,-501.341
0.0334802,0.0451359,508.776,-508.822
0.0335002,0.0512847,516.219,-516.271
0.0335202,0.0574314,523.626,-523.683
0.0335402,0.0635759,530.99,-531.053
0.0335602,0.0697178,538.306,-538.376
0.0335802,0.075857,545.57,-545.646
0.0336002,0.0819933,552.776,-552.858
0.0336202,0.0881262,559.918,-560.006
0.0336402,0.0942557,566.991,-567.085
0.0336602,0.100382,573.991,-574.091
0.0336802,0.106503,580.911,-581.018
0.0337002,0.112621,587.747,-587.86
0.0337202,0.118734,594.494,-594.612
0.0337402,0.124843,601.145,-601.27
0.0337602,0.130946,607.697,-607.828
0.0337802,0.137045,614.144,-614.281
0.0338002,0.143137,620.481,-620.624
0.0338202,0.149225,626.702,-626.852
0.0338402,0.155306,632.804,-632.959
0.0338602,0.161382,638.78,-638.941
0.0338802,0.16745,644.626,-644.794
0.0339002,0.173513,650.337,-650.511
0.0339202,0.179568,655.909,-656.088
0.0339402,0.185617,661.335,-661.521
0.0339602,0.191658,666.612,-666.804
0.0339802,0.197691,671.735,-671.932
0.0340002,0.203717,676.698,-676.902
0.0340202,0.209734,681.498,-681.707
0.0340402,0.215744,686.129,-686.345
0.0340602,0.221745,690.587,-690.809
0.0340802,0.227737,694.867,-695.095
0.0341002,0.23372,698.966,-699.2
0.0341202,0.239694,702.878,-703.117
0.0341402,0.245658,706.598,-706.844
0.0341602,0.251613,710.124,-710.376
0.0341802,0.257558,713.45,-713.707
0.0342002,0.263492,716.571,-716.835
0.0342202,0.269416,719.485,-719.754
0.0342402,0.27533,722.186,-722.462
0.0342602,0.281233,724.671,-724.952
0.0342802,0.287124,726.935,-727.222
0.0343002,0.293005,728.975,-729.268
0.0343202,0.298873,730.787,-731.085
0.0343402,0.30473,732.366,-732.67
0.0343602,0.310575,733.709,-734.019
0.0343802,0.316408,734.812,-735.128
0.0344002,0.322228,735.671,-735.994
0.0344202,0.328035,736.284,-736.612
0.0344402,0.33383,736.646,-736.979
0.0344602,0.339611,736.753,-737.093
0.0344802,0.345379,736.603,-736.948
0.0345002,0.351133,736.191,-736.543
0.0345202,0.356873,735.516,-735.873
0.0345402,0.362599,734.572,-734.935
0.0345602,0.368311,733.358,-733.727
0.0345802,0.374009,731.871,-732.245
0.0346002,0.379691,730.106,-730.486
0.0346202,0.385359,728.061,-728.447
0.0346402,0.391012,725.734,-726.125
0.0346602,0.396649,723.122,-723.518
0.0346802,0.40227,720.221,-720.623
0.0347002,0.407875,717.029,-717.437
0.0347202,0.413465,713.543,-713.957
0.0347402,0.419038,709.762,-710.181
0.0347602,0.424594,705.682,-706.107
0.0347802,0.430134,701.302,-701.732
0.0348002,0.435657,696.619,-697.054
0.0348202,0.441162,691.63,-692.071
0.0348402,0.446651,686.334,-686.78
0.0348602,0.452121,680.728,-681.18
0.0348802,0.457574,674.811,-675.269
0.0349002,0.463008,668.581,-669.044
0.0349202,0.468425,662.036,-662.504
0.0349402,0.473822,655.174,-655.648
0.0349602,0.479202,647.994,-648.473
0.0349802,0.484562,640.494,-640.978
0.0350002,0.489903,632.672,-633.162
0.0350202,0.495225,624.527,-625.023
0.0350402,0.500527,616.059,-616.559
0.0350602,0.505809,607.265,-607.771
0.0350802,0.511072,598.145,-598.656
0.0351002,0.516314,588.697,-589.213
0.0351202,0.521536,578.921,-579.442
0.0351402,0.526737,568.815,-569.342
0.0351602,0.531918,558.38,-558.912
0.0351802,0.537077,547.613,-548.15
0.0352002,0.766808,536.403,-537.17
0.0352202,1.55755,524.58,-526.138
0.0352402,2.91162,512.144,-515.055
0.0352602,4.82806,499.092,-503.92
0.0352802,7.3059,485.427,-492.733
0.0353002,10.3442,471.147,-481.492
0.0353202,13.9418,456.254,-470.196
0.0353402,18.0979,440.746,-458.844
0.0353602,22.8113,424.625,-447.436
0.0353802,28.0811,407.889,-435.97
0.0354002,33.9062,390.54,-424.447
0.0354202,40.2854,372.578,-412.864
0.0354402,47.2178,354.003,-401.221
0.0354602,54.7023,334.815,-389.518
0.0354802,62.7377,315.015,-377.753
0.0355002,71.3229,294.603,-365.926
0.0355202,80.4569,273.579,-354.036
0.0355402,90.1384,251.944,-342.082
0.0355602,100.366,229.698,-330.064
0.0355802,111.139,206.842,-317.982
0.0356002,122.457,183.377,-305.833
0.0356202,134.317,159.302,-293.619
0.0356402,146.719,134.619,-281.338
0.0356602,159.661,109.328,-268.989
0.0356802,173.143,83.4299,-256.573
0.0357002,187.163,56.9254,-244.088
0.0357202,201.72,29.8152,-231.535
0.0357402,216.812,2.1002,-218.912
0.0357602,219.191,0.275318,-219.466
0.0357802,220.889,0.269405,-221.159
0.0358002,222.812,0.26348,-223.076
0.0358202,224.955,0.257546,-225.213
0.0358402,227.315,0.251601,-227.567
0.0358602,229.887,0.245646,-230.133
0.0358802,232.667,0.239682,-232.906
0.0359002,235.65,0.233708,-235.884
0.0359202,238.833,0.227725,-239.06
0.0359402,242.21,0.221733,-242.432
0.0359602,245.778,0.215732,-245.994
0.0359802,249.532,0.209722,-249.742
0.0360002,253.467,0.203705,-253.671
0.0360202,257.58,0.197679,-257.777
0.0360402,261.864,0.191646,-262.056
0.0360602,266.316,0.185605,-266.502
0.0360802,270.931,0.179556,-271.111
0.0361002,275.704,0.173501,-275.878
0.0361202,280.631,0.167438,-280.798
0.0361402,285.706,0.161369,-285.867
0.0361602,290.925,0.155294,-291.08
0.0361802,296.283,0.149213,-296.432
0.0362002,301.774,0.143125,-301.917
0.0362202,307.395,0.137032,-307.532
0.0362402,313.14,0.130934,-313.271
0.0362602,319.003,0.12483,-319.128
0.0362802,324.981,0.118722,-325.1
0.0363002,331.068,0.112609,-331.181
0.0363202,337.258,0.106491,-337.365
0.0363402,343.548,0.100369,-343.648
0.0363602,349.931,0.0942435,-350.025
0.0363802,356.402,0.088114,-356.49
0.0364002,362.957,0.081981,-363.039
0.0364202,369.589,0.0758448,-369.665
0.0364402,376.295,0.0697055,-376.365
0.0364602,383.068,0.0635636,-383.132
0.0364802,389.904,0.0574191,-389.962
0.0365002,396.797,0.0512724,-396.848
0.0365202,403.742,0.0451236,-403.787
0.0365402,410.734,0.038973,-410.773
0.0365602,417.766,0.0328209,-417.799
0.0365802,424.835,0.0266676,-424.862
0.0366002,431.935,0.0205131,-431.955
0.0366202,439.06,0.0143579,-439.074
0.0366402,446.205,0.00820206,-446.213
0.0366602,453.365,0.00204592,-453.367
0.0366802,460.535,-0.0041103,-460.531
0.0367002,467.709,-0.0102664,-467.698
0.0367202,474.881,-0.016422,-474.865
0.0367402,482.047,-0.022577,-482.025
0.0367602,489.202,-0.0287311,-489.173
0.0367802,496.339,-0.0348841,-496.304
0.0368002,503.454,-0.0410357,-503.413
0.0368202,510.541,-0.0471857,-510.494
0.0368402,517.596,-0.0533338,-517.542
0.0368602,524.612,-0.0594798,-524.553
0.0368802,531.585,-0.0656235,-531.519
0.0369002,538.509,-0.0717646,-538.437
0.0369202,545.379,-0.0779028,-545.301
0.0369402,552.19,-0.084038,-552.106
0.0369602,558.936,-0.0901698,-558.846
0.0369802,565.613,-0.0962981,-565.517
0.0370002,572.216,-0.102423,-572.113
0.0370202,578.738,-0.108543,-578.629
0.0370402,585.175,-0.114659,-585.061
0.0370602,591.523,-0.120771,-591.402
0.0370802,597.775,-0.126878,-597.648
0.0371002,603.927,-0.13298,-603.794
0.0371202,609.974,-0.139076,-609.835
0.0371402,615.91,-0.145167,-615.765
0.0371602,621.732,-0.151253,-621.58
0.0371802,627.433,-0.157332,-627.276
0.0372002,633.009,-0.163405,-632.846
0.0372202,638.455,-0.169472,-638.286
0.0372402,643.767,-0.175532,-643.592
0.0372602,648.939,-0.181585,-648.758
0.0372802,653.967,-0.187631,-653.779
0.0373002,658.846,-0.19367,-658.652
0.0373202,663.571,-0.199701,-663.371
0.0373402,668.138,-0.205724,-667.932
0.0373602,672.542,-0.211739,-672.33
0.0373802,676.778,-0.217745,-676.56
0.0374002,680.843,-0.223743,-680.619
0.0374202,684.731,-0.229732,-684.501
0.0374402,688.438,-0.235712,-688.202
0.0374602,691.959,-0.241683,-691.718
0.0374802,695.291,-0.247644,-695.044
0.0375002,698.43,-0.253596,-698.176
0.0375202,701.37,-0.259537,-701.11
0.0375402,704.108,-0.265468,-703.842
0.0375602,706.639,-0.271389,-706.368
0.0375802,708.96,-0.277299,-708.683
0.0376002,711.066,-0.283198,-710.783
0.0376202,712.954,-0.289086,-712.665
0.0376402,714.62,-0.294962,-714.325
0.0376602,716.059,-0.300827,-715.758
0.0376802,717.268,-0.30668,-716.962
0.0377002,718.244,-0.312521,-717.931
0.0377202,718.982,-0.318349,-718.664
0.0377402,719.479,-0.324165,-719.155
0.0377602,719.732,-0.329968,-719.402
0.0377802,719.736,-0.335758,-719.4
0.0378002,719.489,-0.341535,-719.147
0.0378202,718.987,-0.347298,-718.64
0.0378402,718.227,-0.353048,-717.874
0.0378602,717.206,-0.358784,-716.847
0.0378802,715.92,-0.364505,-715.556
0.0379002,714.367,-0.370212,-713.996
0.0379202,712.543,-0.375905,-712.167
0.0379402,710.445,-0.381582,-710.064
0.0379602,708.071,-0.387245,-707.684
0.0379802,705.418,-0.392892,-705.025
0.0380002,702.483,-0.398524,-702.085
0.0380202,699.264,-0.40414,-698.859
0.0380402,695.757,-0.40974,-695.347
0.0380602,691.96,-0.415324,-691.545
0.0380802,687.872,-0.420892,-687.451
0.0381002,683.489,-0.426443,-683.062
0.0381202,678.809,-0.431977,-678.377
0.0381402,673.83,-0.437494,-673.392
0.0381602,668.55,-0.442994,-668.107
0.0381802,662.967,-0.448476,-662.518
0.0382002,657.078,-0.453941,-656.624
0.0382202,650.883,-0.459387,-650.424
0.0382402,644.379,-0.464816,-643.914
0.0382602,637.564,-0.470226,-637.094
0.0382802,630.437,-0.475618,-629.961
0.0383002,622.996,-0.48099,-622.515
0.0383202,615.24,-0.486344,-614.754
0.0383402,607.168,-0.491679,-606.676
0.0383602,598.777,-0.496994,-598.28
0.0383802,590.067,-0.50229,-589.564
0.0384002,581.036,-0.507565,-580.529
0.0384202,571.684,-0.512821,-571.172
0.0384402,562.01,-0.518057,-561.492
0.0384602,552.012,-0.523272,-551.489
0.0384802,541.69,-0.528466,-541.162
0.0385002,531.043,-0.53364,-530.509
0.0385202,520.072,-0.541559,-519.53
0.0385402,508.943,-0.887149,-508.056
0.0385602,497.772,-1.80036,-495.971
0.0385802,486.556,-3.28026,-483.276
0.0386002,475.296,-5.3259,-469.97
0.0386202,463.99,-7.93633,-456.054
0.0386402,452.638,-11.1106,-441.527
0.0386602,441.238,-14.8476,-426.39
0.0386802,429.789,-19.1464,-410.643
0.0387002,418.291,-24.0061,-394.285
0.0387202,406.743,-29.4254,-377.318
0.0387402,395.144,-35.4035,-359.741
