"Time","In1","Out1"
1.080000000000000E-01,1.077900000000000E-01,5.395150000000000E-03
1.090000000000000E-01,1.087840000000000E-01,5.395150000000000E-03
1.100000000000000E-01,1.097780000000000E-01,6.482990000000000E-03
1.110000000000000E-01,1.107720000000000E-01,6.482990000000000E-03
1.120000000000000E-01,1.117660000000000E-01,6.482990000000000E-03
1.130000000000000E-01,1.127600000000000E-01,6.482990000000000E-03
1.140000000000000E-01,1.137530000000000E-01,6.482990000000000E-03
1.150000000000000E-01,1.147470000000000E-01,6.482990000000000E-03
1.160000000000000E-01,1.157400000000000E-01,6.482990000000000E-03
1.170000000000000E-01,1.167330000000000E-01,6.482990000000000E-03
1.180000000000000E-01,1.177260000000000E-01,6.482990000000000E-03
1.190000000000000E-01,1.187190000000000E-01,6.482990000000000E-03
1.200000000000000E-01,1.197120000000000E-01,7.670180000000000E-03
1.210000000000000E-01,1.207050000000000E-01,7.670180000000000E-03
1.220000000000000E-01,1.216980000000000E-01,7.670180000000000E-03
1.230000000000000E-01,1.226900000000000E-01,7.670180000000000E-03
1.240000000000000E-01,1.236820000000000E-01,7.670180000000000E-03
1.250000000000000E-01,1.246750000000000E-01,7.670180000000000E-03
1.260000000000000E-01,1.256670000000000E-01,7.670180000000000E-03
1.270000000000000E-01,1.266590000000000E-01,7.670180000000000E-03
1.280000000000000E-01,1.276510000000000E-01,7.670180000000000E-03
1.290000000000000E-01,1.286430000000000E-01,7.670180000000000E-03
1.300000000000000E-01,1.296340000000000E-01,8.956610000000000E-03
1.310000000000000E-01,1.306260000000000E-01,8.956610000000000E-03
1.320000000000000E-01,1.316170000000000E-01,8.956610000000000E-03
1.330000000000000E-01,1.326080000000000E-01,8.956610000000000E-03
1.340000000000000E-01,1.335990000000000E-01,8.956610000000000E-03
1.350000000000000E-01,1.345900000000000E-01,8.956610000000000E-03
1.360000000000000E-01,1.355810000000000E-01,8.956610000000000E-03
1.370000000000000E-01,1.365720000000000E-01,8.956610000000000E-03
1.380000000000000E-01,1.375620000000000E-01,8.956610000000000E-03
1.390000000000000E-01,1.385530000000000E-01,8.956610000000000E-03
1.400000000000000E-01,1.395430000000000E-01,1.034214000000000E-02
1.410000000000000E-01,1.405330000000000E-01,1.034214000000000E-02
1.420000000000000E-01,1.415230000000000E-01,1.034214000000000E-02
1.430000000000000E-01,1.425130000000000E-01,1.034214000000000E-02
1.440000000000000E-01,1.435030000000000E-01,1.034214000000000E-02
1.450000000000000E-01,1.444920000000000E-01,1.034214000000000E-02
1.460000000000000E-01,1.454820000000000E-01,1.034214000000000E-02
1.470000000000000E-01,1.464710000000000E-01,1.034214000000000E-02
1.480000000000000E-01,1.474600000000000E-01,1.034214000000000E-02
1.490000000000000E-01,1.484490000000000E-01,1.034214000000000E-02
1.500000000000000E-01,1.494380000000000E-01,1.182663000000000E-02
1.510000000000000E-01,1.504270000000000E-01,1.182663000000000E-02
1.520000000000000E-01,1.514150000000000E-01,1.182663000000000E-02
1.530000000000000E-01,1.524040000000000E-01,1.182663000000000E-02
1.540000000000000E-01,1.533920000000000E-01,1.182663000000000E-02
1.550000000000000E-01,1.543800000000000E-01,1.182663000000000E-02
1.560000000000000E-01,1.553680000000000E-01,1.182663000000000E-02
1.570000000000000E-01,1.563560000000000E-01,1.182663000000000E-02
1.580000000000000E-01,1.573430000000000E-01,1.182663000000000E-02
1.590000000000000E-01,1.583310000000000E-01,1.182663000000000E-02
1.600000000000000E-01,1.593180000000000E-01,1.340994000000000E-02
1.610000000000000E-01,1.603050000000000E-01,1.340994000000000E-02
1.620000000000000E-01,1.612920000000000E-01,1.340994000000000E-02
1.630000000000000E-01,1.622790000000000E-01,1.340994000000000E-02
1.640000000000000E-01,1.632660000000000E-01,1.340994000000000E-02
1.650000000000000E-01,1.642520000000000E-01,1.340994000000000E-02
1.660000000000000E-01,1.652390000000000E-01,1.340994000000000E-02
1.670000000000000E-01,1.662250000000000E-01,1.340994000000000E-02
1.680000000000000E-01,1.672110000000000E-01,1.340994000000000E-02
1.690000000000000E-01,1.681970000000000E-01,1.340994000000000E-02
1.700000000000000E-01,1.691820000000000E-01,1.509191000000000E-02
1.710000000000000E-01,1.701680000000000E-01,1.509191000000000E-02
1.720000000000000E-01,1.711530000000000E-01,1.509191000000000E-02
1.730000000000000E-01,1.721380000000000E-01,1.509191000000000E-02
1.740000000000000E-01,1.731230000000000E-01,1.509191000000000E-02
1.750000000000000E-01,1.741080000000000E-01,1.509191000000000E-02
1.760000000000000E-01,1.750930000000000E-01,1.509191000000000E-02
1.770000000000000E-01,1.760770000000000E-01,1.509191000000000E-02
1.780000000000000E-01,1.770620000000000E-01,1.509191000000000E-02
1.790000000000000E-01,1.780460000000000E-01,1.509191000000000E-02
1.800000000000000E-01,1.790300000000000E-01,1.687237000000000E-02
1.810000000000000E-01,1.800130000000000E-01,1.687237000000000E-02
1.820000000000000E-01,1.809970000000000E-01,1.687237000000000E-02
1.830000000000000E-01,1.819800000000000E-01,1.687237000000000E-02
1.840000000000000E-01,1.829640000000000E-01,1.687237000000000E-02
1.850000000000000E-01,1.839470000000000E-01,1.687237000000000E-02
1.860000000000000E-01,1.849290000000000E-01,1.687237000000000E-02
1.870000000000000E-01,1.859120000000000E-01,1.687237000000000E-02
1.880000000000000E-01,1.868950000000000E-01,1.687237000000000E-02
1.890000000000000E-01,1.878770000000000E-01,1.687237000000000E-02
1.900000000000000E-01,1.888590000000000E-01,1.875114000000000E-02
1.910000000000000E-01,1.898410000000000E-01,1.875114000000000E-02
1.920000000000000E-01,1.908230000000000E-01,1.875114000000000E-02
1.930000000000000E-01,1.918040000000000E-01,1.875114000000000E-02
1.940000000000000E-01,1.927850000000000E-01,1.875114000000000E-02
1.950000000000000E-01,1.937670000000000E-01,1.875114000000000E-02
1.960000000000000E-01,1.947470000000000E-01,1.875114000000000E-02
1.970000000000000E-01,1.957280000000000E-01,1.875114000000000E-02
1.980000000000000E-01,1.967090000000000E-01,1.875114000000000E-02
1.990000000000000E-01,1.976890000000000E-01,1.875114000000000E-02
2.000000000000000E-01,1.986690000000000E-01,2.072803000000000E-02
2.010000000000000E-01,1.996490000000000E-01,2.072803000000000E-02
2.020000000000000E-01,2.006290000000000E-01,2.072803000000000E-02
2.030000000000000E-01,2.016090000000000E-01,2.072803000000000E-02
2.040000000000000E-01,2.025880000000000E-01,2.072803000000000E-02
2.050000000000000E-01,2.035670000000000E-01,2.072803000000000E-02
2.060000000000000E-01,2.045460000000000E-01,2.072803000000000E-02
2.070000000000000E-01,2.055250000000000E-01,2.072803000000000E-02
2.080000000000000E-01,2.065030000000000E-01,2.072803000000000E-02
2.090000000000000E-01,2.074820000000000E-01,2.072803000000000E-02
2.100000000000000E-01,2.084600000000000E-01,2.280285000000000E-02
2.110000000000000E-01,2.094380000000000E-01,2.280285000000000E-02
2.120000000000000E-01,2.104160000000000E-01,2.280285000000000E-02
2.130000000000000E-01,2.113930000000000E-01,2.280285000000000E-02
2.140000000000000E-01,2.123700000000000E-01,2.280285000000000E-02
2.150000000000000E-01,2.133470000000000E-01,2.280285000000000E-02
2.160000000000000E-01,2.143240000000000E-01,2.280285000000000E-02
2.170000000000000E-01,2.153010000000000E-01,2.280285000000000E-02
2.180000000000000E-01,2.162770000000000E-01,2.280285000000000E-02
2.190000000000000E-01,2.172540000000000E-01,2.280285000000000E-02
2.200000000000000E-01,2.182300000000000E-01,2.497539000000000E-02
2.210000000000000E-01,2.192050000000000E-01,2.497539000000000E-02
2.220000000000000E-01,2.201810000000000E-01,2.497539000000000E-02
2.230000000000000E-01,2.211560000000000E-01,2.497539000000000E-02
2.240000000000000E-01,2.221310000000000E-01,2.497539000000000E-02
2.250000000000000E-01,2.231060000000000E-01,2.497539000000000E-02
2.260000000000000E-01,2.240810000000000E-01,2.497539000000000E-02
2.270000000000000E-01,2.250560000000000E-01,2.497539000000000E-02
2.280000000000000E-01,2.260300000000000E-01,2.497539000000000E-02
2.290000000000000E-01,2.270040000000000E-01,2.497539000000000E-02
2.300000000000000E-01,2.279780000000000E-01,2.724543000000000E-02
2.310000000000000E-01,2.289510000000000E-01,2.724543000000000E-02
2.320000000000000E-01,2.299240000000000E-01,2.724543000000000E-02
2.330000000000000E-01,2.308970000000000E-01,2.724543000000000E-02
2.340000000000000E-01,2.318700000000000E-01,2.724543000000000E-02
2.350000000000000E-01,2.328430000000000E-01,2.724543000000000E-02
2.360000000000000E-01,2.338150000000000E-01,2.724543000000000E-02
2.370000000000000E-01,2.347880000000000E-01,2.724543000000000E-02
2.380000000000000E-01,2.357590000000000E-01,2.724543000000000E-02
2.390000000000000E-01,2.367310000000000E-01,2.724543000000000E-02
2.400000000000000E-01,2.377030000000000E-01,2.961274000000000E-02
2.410000000000000E-01,2.386740000000000E-01,2.961274000000000E-02
2.420000000000000E-01,2.396450000000000E-01,2.961274000000000E-02
2.430000000000000E-01,2.406160000000000E-01,2.961274000000000E-02
2.440000000000000E-01,2.415860000000000E-01,2.961274000000000E-02
2.450000000000000E-01,2.425560000000000E-01,2.961274000000000E-02
2.460000000000000E-01,2.435260000000000E-01,2.961274000000000E-02
2.470000000000000E-01,2.444960000000000E-01,2.961274000000000E-02
2.480000000000000E-01,2.454660000000000E-01,2.961274000000000E-02
2.490000000000000E-01,2.464350000000000E-01,2.961274000000000E-02
2.500000000000000E-01,2.474040000000000E-01,3.207709000000000E-02
2.510000000000000E-01,2.483730000000000E-01,3.207709000000000E-02
2.520000000000000E-01,2.493410000000000E-01,3.207709000000000E-02
2.530000000000000E-01,2.503100000000000E-01,3.207709000000000E-02
2.540000000000000E-01,2.512780000000000E-01,3.207709000000000E-02
2.550000000000000E-01,2.522450000000000E-01,3.207709000000000E-02
2.560000000000000E-01,2.532130000000000E-01,3.207709000000000E-02
2.570000000000000E-01,2.541800000000000E-01,3.207709000000000E-02
2.580000000000000E-01,2.551470000000000E-01,3.207709000000000E-02
2.590000000000000E-01,2.561140000000000E-01,3.207709000000000E-02
2.600000000000000E-01,2.570810000000000E-01,3.463823000000000E-02
2.610000000000000E-01,2.580470000000000E-01,3.463823000000000E-02
2.620000000000000E-01,2.590130000000000E-01,3.463823000000000E-02
2.630000000000000E-01,2.599790000000000E-01,3.463823000000000E-02
2.640000000000000E-01,2.609440000000000E-01,3.463823000000000E-02
2.650000000000000E-01,2.619090000000000E-01,3.463823000000000E-02
2.660000000000000E-01,2.628740000000000E-01,3.463823000000000E-02
2.670000000000000E-01,2.638390000000000E-01,3.463823000000000E-02
2.680000000000000E-01,2.648030000000000E-01,3.463823000000000E-02
2.690000000000000E-01,2.657680000000000E-01,3.463823000000000E-02
2.700000000000000E-01,2.667310000000000E-01,3.729591000000000E-02
2.710000000000000E-01,2.676950000000000E-01,3.729591000000000E-02
2.720000000000000E-01,2.686580000000000E-01,3.729591000000000E-02
2.730000000000000E-01,2.696220000000000E-01,3.729591000000000E-02
2.740000000000000E-01,2.705840000000000E-01,3.729591000000000E-02
2.750000000000000E-01,2.715470000000000E-01,3.729591000000000E-02
2.760000000000000E-01,2.725090000000000E-01,3.729591000000000E-02
2.770000000000000E-01,2.734710000000000E-01,3.729591000000000E-02
2.780000000000000E-01,2.744330000000000E-01,3.729591000000000E-02
2.790000000000000E-01,2.753940000000000E-01,3.729591000000000E-02
2.800000000000000E-01,2.763560000000000E-01,4.004985000000000E-02
2.810000000000000E-01,2.773170000000000E-01,4.004985000000000E-02
2.820000000000000E-01,2.782770000000000E-01,4.004985000000000E-02
2.830000000000000E-01,2.792380000000000E-01,4.004985000000000E-02
2.840000000000000E-01,2.801980000000000E-01,4.004985000000000E-02
2.850000000000000E-01,2.811570000000000E-01,4.004985000000000E-02
2.860000000000000E-01,2.821170000000000E-01,4.004985000000000E-02
2.870000000000000E-01,2.830760000000000E-01,4.004985000000000E-02
2.880000000000000E-01,2.840350000000000E-01,4.004985000000000E-02
2.890000000000000E-01,2.849940000000000E-01,4.004985000000000E-02
2.900000000000000E-01,2.859520000000000E-01,4.289979000000000E-02
2.910000000000000E-01,2.869100000000000E-01,4.289979000000000E-02
2.920000000000000E-01,2.878680000000000E-01,4.289979000000000E-02
2.930000000000000E-01,2.888260000000000E-01,4.289979000000000E-02
2.940000000000000E-01,2.897830000000000E-01,4.289979000000000E-02
2.950000000000000E-01,2.907400000000000E-01,4.289979000000000E-02
2.960000000000000E-01,2.916970000000000E-01,4.289979000000000E-02
2.970000000000000E-01,2.926530000000000E-01,4.289979000000000E-02
2.980000000000000E-01,2.936090000000000E-01,4.289979000000000E-02
2.990000000000000E-01,2.945650000000000E-01,4.289979000000000E-02
3.000000000000000E-01,2.955200000000000E-01,4.584544000000000E-02
3.010000000000000E-01,2.964750000000000E-01,4.584544000000000E-02
3.020000000000000E-01,2.974300000000000E-01,4.584544000000000E-02
3.030000000000000E-01,2.983850000000000E-01,4.584544000000000E-02
3.040000000000000E-01,2.993390000000000E-01,4.584544000000000E-02
3.050000000000000E-01,3.002930000000000E-01,4.584544000000000E-02
3.060000000000000E-01,3.012470000000000E-01,4.584544000000000E-02
3.070000000000000E-01,3.022000000000000E-01,4.584544000000000E-02
3.080000000000000E-01,3.031530000000000E-01,4.584544000000000E-02
3.090000000000000E-01,3.041060000000000E-01,4.584544000000000E-02
3.100000000000000E-01,3.050590000000000E-01,4.888650000000000E-02
3.110000000000000E-01,3.060110000000000E-01,4.888650000000000E-02
3.120000000000000E-01,3.069630000000000E-01,4.888650000000000E-02
3.130000000000000E-01,3.079140000000000E-01,4.888650000000000E-02
3.140000000000000E-01,3.088660000000000E-01,4.888650000000000E-02
3.150000000000000E-01,3.098160000000000E-01,4.888650000000000E-02
3.160000000000000E-01,3.107670000000000E-01,4.888650000000000E-02
3.170000000000000E-01,3.117170000000000E-01,4.888650000000000E-02
3.180000000000000E-01,3.126670000000000E-01,4.888650000000000E-02
3.190000000000000E-01,3.136170000000000E-01,4.888650000000000E-02
3.200000000000000E-01,3.145670000000000E-01,5.202267000000000E-02
3.210000000000000E-01,3.155160000000000E-01,5.202267000000000E-02
3.220000000000000E-01,3.164640000000000E-01,5.202267000000000E-02
3.230000000000000E-01,3.174130000000000E-01,5.202267000000000E-02
3.240000000000000E-01,3.183610000000000E-01,5.202267000000000E-02
3.250000000000000E-01,3.193090000000000E-01,5.202267000000000E-02
3.260000000000000E-01,3.202560000000000E-01,5.202267000000000E-02
3.270000000000000E-01,3.212030000000000E-01,5.202267000000000E-02
3.280000000000000E-01,3.221500000000000E-01,5.202267000000000E-02
3.290000000000000E-01,3.230970000000000E-01,5.202267000000000E-02
3.300000000000000E-01,3.240430000000000E-01,5.525364000000000E-02
3.310000000000000E-01,3.249890000000000E-01,5.525364000000000E-02
3.320000000000000E-01,3.259340000000000E-01,5.525364000000000E-02
3.330000000000000E-01,3.268800000000000E-01,5.525364000000000E-02
3.340000000000000E-01,3.278250000000000E-01,5.525364000000000E-02
3.350000000000000E-01,3.287690000000000E-01,5.525364000000000E-02
3.360000000000000E-01,3.297130000000000E-01,5.525364000000000E-02
3.370000000000000E-01,3.306570000000000E-01,5.525364000000000E-02
3.380000000000000E-01,3.316010000000000E-01,5.525364000000000E-02
3.390000000000000E-01,3.325440000000000E-01,5.525364000000000E-02
3.400000000000000E-01,3.334870000000000E-01,5.857908000000000E-02
3.410000000000000E-01,3.344300000000000E-01,5.857908000000000E-02
3.420000000000000E-01,3.353720000000000E-01,5.857908000000000E-02
3.430000000000000E-01,3.363140000000000E-01,5.857908000000000E-02
3.440000000000000E-01,3.372550000000000E-01,5.857908000000000E-02
3.450000000000000E-01,3.381970000000000E-01,5.857908000000000E-02
3.460000000000000E-01,3.391380000000000E-01,5.857908000000000E-02
3.470000000000000E-01,3.400780000000000E-01,5.857908000000000E-02
3.480000000000000E-01,3.410180000000000E-01,5.857908000000000E-02
3.490000000000000E-01,3.419580000000000E-01,5.857908000000000E-02
3.500000000000000E-01,3.428980000000000E-01,6.199866000000000E-02
3.510000000000000E-01,3.438370000000000E-01,6.199866000000000E-02
3.520000000000000E-01,3.447760000000000E-01,6.199866000000000E-02
3.530000000000000E-01,3.457140000000000E-01,6.199866000000000E-02
3.540000000000000E-01,3.466530000000000E-01,6.199866000000000E-02
3.550000000000000E-01,3.475900000000000E-01,6.199866000000000E-02
3.560000000000000E-01,3.485280000000000E-01,6.199866000000000E-02
3.570000000000000E-01,3.494650000000000E-01,6.199866000000000E-02
3.580000000000000E-01,3.504020000000000E-01,6.199866000000000E-02
3.590000000000000E-01,3.513380000000000E-01,6.199866000000000E-02
3.600000000000000E-01,3.522740000000000E-01,6.551203999999999E-02
3.610000000000000E-01,3.532100000000000E-01,6.551203999999999E-02
3.620000000000000E-01,3.541450000000000E-01,6.551203999999999E-02
3.630000000000000E-01,3.550800000000000E-01,6.551203999999999E-02
3.640000000000000E-01,3.560150000000000E-01,6.551203999999999E-02
3.650000000000000E-01,3.569490000000000E-01,6.551203999999999E-02
3.660000000000000E-01,3.578830000000000E-01,6.551203999999999E-02
3.670000000000000E-01,3.588170000000000E-01,6.551203999999999E-02
3.680000000000000E-01,3.597500000000000E-01,6.551203999999999E-02
3.690000000000000E-01,3.606830000000000E-01,6.551203999999999E-02
3.700000000000000E-01,3.616150000000000E-01,6.911887000000000E-02
3.710000000000000E-01,3.625480000000000E-01,6.911887000000000E-02
3.720000000000000E-01,3.634790000000000E-01,6.911887000000000E-02
3.730000000000000E-01,3.644110000000000E-01,6.911887000000000E-02
3.740000000000000E-01,3.653420000000000E-01,6.911887000000000E-02
3.750000000000000E-01,3.662730000000000E-01,6.911887000000000E-02
3.760000000000000E-01,3.672030000000000E-01,6.911887000000000E-02
3.770000000000000E-01,3.681330000000000E-01,6.911887000000000E-02
3.780000000000000E-01,3.690620000000000E-01,6.911887000000000E-02
3.790000000000000E-01,3.699920000000000E-01,6.911887000000000E-02
3.800000000000000E-01,3.709200000000000E-01,7.281878999999999E-02
3.810000000000000E-01,3.718490000000000E-01,7.281878999999999E-02
3.820000000000000E-01,3.727770000000000E-01,7.281878999999999E-02
3.830000000000000E-01,3.737050000000000E-01,7.281878999999999E-02
3.840000000000000E-01,3.746320000000000E-01,7.281878999999999E-02
3.850000000000000E-01,3.755590000000000E-01,7.281878999999999E-02
3.860000000000000E-01,3.764860000000000E-01,7.281878999999999E-02
3.870000000000000E-01,3.774120000000000E-01,7.281878999999999E-02
3.880000000000000E-01,3.783380000000000E-01,7.281878999999999E-02
3.890000000000000E-01,3.792630000000000E-01,7.281878999999999E-02
3.900000000000000E-01,3.801880000000000E-01,7.661142000000000E-02
3.910000000000000E-01,3.811130000000000E-01,7.661142000000000E-02
3.920000000000000E-01,3.820370000000000E-01,7.661142000000000E-02
3.930000000000000E-01,3.829610000000000E-01,7.661142000000000E-02
3.940000000000000E-01,3.838850000000000E-01,7.661142000000000E-02
3.950000000000000E-01,3.848080000000000E-01,7.661142000000000E-02
3.960000000000000E-01,3.857310000000000E-01,7.661142000000000E-02
3.970000000000000E-01,3.866530000000000E-01,7.661142000000000E-02
3.980000000000000E-01,3.875750000000000E-01,7.661142000000000E-02
3.990000000000000E-01,3.884970000000000E-01,7.661142000000000E-02
4.000000000000000E-01,3.894180000000000E-01,8.049639000000000E-02
4.010000000000000E-01,3.903390000000000E-01,8.049639000000000E-02
4.020000000000000E-01,3.912600000000000E-01,8.049639000000000E-02
4.030000000000000E-01,3.921800000000000E-01,8.049639000000000E-02
4.040000000000000E-01,3.930990000000000E-01,8.049639000000000E-02
4.050000000000000E-01,3.940190000000000E-01,8.049639000000000E-02
4.060000000000000E-01,3.949380000000000E-01,8.049639000000000E-02
4.070000000000000E-01,3.958560000000000E-01,8.049639000000000E-02
4.080000000000000E-01,3.967740000000000E-01,8.049639000000000E-02
4.090000000000000E-01,3.976920000000000E-01,8.049639000000000E-02
4.100000000000000E-01,3.986090000000000E-01,8.447331000000000E-02
4.110000000000000E-01,3.995260000000000E-01,8.447331000000000E-02
4.120000000000000E-01,4.004430000000000E-01,8.447331000000000E-02
4.130000000000000E-01,4.013590000000000E-01,8.447331000000000E-02
4.140000000000000E-01,4.022750000000000E-01,8.447331000000000E-02
4.150000000000000E-01,4.031900000000000E-01,8.447331000000000E-02
4.160000000000000E-01,4.041050000000000E-01,8.447331000000000E-02
4.170000000000000E-01,4.050190000000000E-01,8.447331000000000E-02
4.180000000000000E-01,4.059330000000000E-01,8.447331000000000E-02
4.190000000000000E-01,4.068470000000000E-01,8.447331000000000E-02
4.200000000000000E-01,4.077600000000000E-01,8.854178000000000E-02
4.210000000000000E-01,4.086730000000000E-01,8.854178000000000E-02
4.220000000000000E-01,4.095860000000000E-01,8.854178000000000E-02
