"time","V","X"
0.000,0.00000000,2.00000000
0.001,-0.00199412,1.99999900
0.002,-0.00397029,1.99999500
0.003,-0.00594647,1.99999100
0.004,-0.00791085,1.99998500
0.005,-0.00983992,1.99997400
0.006,-0.01176927,1.99996200
0.007,-0.01369862,1.99995000
0.008,-0.01561645,1.99993600
0.009,-0.01749980,1.99991700
0.010,-0.01938341,1.99989800
0.011,-0.02126703,1.99987800
0.012,-0.02313939,1.99985700
0.013,-0.02497807,1.99983000
0.014,-0.02681701,1.99980300
0.015,-0.02865596,1.99977600
0.016,-0.03048391,1.99974800
0.017,-0.03227898,1.99971400
0.018,-0.03407430,1.99968000
0.019,-0.03586962,1.99964600
0.020,-0.03765421,1.99961000
0.021,-0.03940668,1.99956800
0.022,-0.04115941,1.99952700
0.023,-0.04291214,1.99948600
0.024,-0.04465439,1.99944300
0.025,-0.04636528,1.99939500
0.026,-0.04807642,1.99934700
0.027,-0.04978756,1.99929900
0.028,-0.05148847,1.99924900
0.029,-0.05315877,1.99919400
0.030,-0.05482931,1.99913900
0.031,-0.05649986,1.99908500
0.032,-0.05816041,1.99902800
0.033,-0.05979109,1.99896700
0.034,-0.06142200,1.99890500
0.035,-0.06305291,1.99884400
0.036,-0.06467408,1.99878100
0.037,-0.06626608,1.99871300
0.038,-0.06785831,1.99864500
0.039,-0.06945054,1.99857700
0.040,-0.07103326,1.99850800
0.041,-0.07258751,1.99843400
0.042,-0.07414199,1.99835900
0.043,-0.07569647,1.99828500
0.044,-0.07724167,1.99821000
0.045,-0.07875909,1.99812900
0.046,-0.08027673,1.99804900
0.047,-0.08179437,1.99796900
0.048,-0.08330296,1.99788700
0.049,-0.08478444,1.99780100
0.050,-0.08626613,1.99771400
0.051,-0.08774782,1.99762800
0.052,-0.08922068,1.99754000
0.053,-0.09066709,1.99744800
0.054,-0.09211371,1.99735600
0.055,-0.09356033,1.99726400
0.056,-0.09499833,1.99717000
0.057,-0.09641053,1.99707300
0.058,-0.09782293,1.99697500
0.059,-0.09923533,1.99687700
0.060,-0.10063930,1.99677800
0.061,-0.10201810,1.99667400
0.062,-0.10339720,1.99657100
0.063,-0.10477620,1.99646700
0.064,-0.10614700,1.99636300
0.065,-0.10749330,1.99625400
0.066,-0.10883970,1.99614500
0.067,-0.11018620,1.99603600
0.068,-0.11152460,1.99592600
0.069,-0.11283920,1.99581200
0.070,-0.11415390,1.99569800
0.071,-0.11546860,1.99558400
0.072,-0.11677540,1.99546800
0.073,-0.11805900,1.99534900
0.074,-0.11934270,1.99522900
0.075,-0.12062640,1.99511000
0.076,-0.12190250,1.99498900
0.077,-0.12315590,1.99486500
0.078,-0.12440940,1.99474100
0.079,-0.12566290,1.99461600
0.080,-0.12690900,1.99449000
0.081,-0.12813280,1.99436100
0.082,-0.12935690,1.99423200
0.083,-0.13058090,1.99410200
0.084,-0.13179780,1.99397200
0.085,-0.13299290,1.99383800
0.086,-0.13418820,1.99370300
0.087,-0.13538360,1.99356900
0.088,-0.13657180,1.99343400
0.089,-0.13773900,1.99329500
0.090,-0.13890630,1.99315600
0.091,-0.14007360,1.99301700
0.092,-0.14123400,1.99287700
0.093,-0.14237380,1.99273300
0.094,-0.14351380,1.99259000
0.095,-0.14465380,1.99244600
0.096,-0.14578710,1.99230200
0.097,-0.14690030,1.99215400
0.098,-0.14801370,1.99200600
0.099,-0.14912710,1.99185800
0.100,-0.15023390,1.99170900
0.101,-0.15132110,1.99155600
0.102,-0.15240860,1.99140400
0.103,-0.15349600,1.99125100
0.104,-0.15457700,1.99109800
0.105,-0.15563900,1.99094100
0.106,-0.15670110,1.99078400
0.107,-0.15776320,1.99062800
0.108,-0.15881900,1.99047000
0.109,-0.15985630,1.99030900
0.110,-0.16089380,1.99014800
0.111,-0.16193120,1.98998700
0.112,-0.16296260,1.98982500
0.113,-0.16397580,1.98966000
0.114,-0.16498920,1.98949500
0.115,-0.16600260,1.98933000
0.116,-0.16701010,1.98916400
0.117,-0.16799990,1.98899500
0.118,-0.16898980,1.98882600
0.119,-0.16997980,1.98865700
0.120,-0.17096400,1.98848700
0.121,-0.17193090,1.98831400
0.122,-0.17289810,1.98814200
0.123,-0.17386520,1.98796900
0.124,-0.17482670,1.98779500
0.125,-0.17577140,1.98761800
0.126,-0.17671620,1.98744100
0.127,-0.17766100,1.98726500
0.128,-0.17860040,1.98708700
0.129,-0.17952340,1.98690700
0.130,-0.18044660,1.98672600
0.131,-0.18136970,1.98654600
0.132,-0.18228750,1.98636400
0.133,-0.18318940,1.98618000
0.134,-0.18409140,1.98599600
0.135,-0.18499340,1.98581200
0.136,-0.18589020,1.98562700
0.137,-0.18677150,1.98543900
0.138,-0.18765290,1.98525200
0.139,-0.18853430,1.98506400
0.140,-0.18941060,1.98487500
0.141,-0.19027180,1.98468400
0.142,-0.19113310,1.98449300
0.143,-0.19199440,1.98430200
0.144,-0.19285080,1.98411000
0.145,-0.19369240,1.98391500
0.146,-0.19453420,1.98372100
0.147,-0.19537590,1.98352600
0.148,-0.19621290,1.98333100
0.149,-0.19703540,1.98313300
0.150,-0.19785810,1.98293500
0.151,-0.19868080,1.98273700
0.152,-0.19949880,1.98253900
0.153,-0.20030280,1.98233800
0.154,-0.20110690,1.98213700
0.155,-0.20191100,1.98193500
0.156,-0.20271050,1.98173400
0.157,-0.20349640,1.98152900
0.158,-0.20428240,1.98132500
0.159,-0.20506840,1.98112100
0.160,-0.20585000,1.98091600
0.161,-0.20661830,1.98070800
0.162,-0.20738660,1.98050100
0.163,-0.20815500,1.98029300
0.164,-0.20891910,1.98008500
0.165,-0.20967010,1.97987500
0.166,-0.21042130,1.97966400
0.167,-0.21117250,1.97945400
0.168,-0.21191950,1.97924300
0.169,-0.21265390,1.97902900
0.170,-0.21338830,1.97881600
0.171,-0.21412280,1.97860300
0.172,-0.21485310,1.97838900
0.173,-0.21557120,1.97817200
0.174,-0.21628930,1.97795600
0.175,-0.21700750,1.97774000
0.176,-0.21772160,1.97752300
0.177,-0.21842380,1.97730400
0.178,-0.21912610,1.97708400
0.179,-0.21982830,1.97686500
0.180,-0.22052670,1.97664500
0.181,-0.22121340,1.97642400
0.182,-0.22190020,1.97620200
0.183,-0.22258700,1.97598000
0.184,-0.22327000,1.97575700
0.185,-0.22394160,1.97553200
0.186,-0.22461340,1.97530800
0.187,-0.22528510,1.97508300
0.188,-0.22595310,1.97485800
0.189,-0.22661000,1.97463100
0.190,-0.22726710,1.97440300
0.191,-0.22792410,1.97417600
0.192,-0.22857760,1.97394800
0.193,-0.22922020,1.97371800
0.194,-0.22986300,1.97348900
0.195,-0.23050570,1.97325900
0.196,-0.23114490,1.97302800
0.197,-0.23177360,1.97279600
0.198,-0.23240250,1.97256300
0.199,-0.23303130,1.97233100
0.200,-0.23365670,1.97209800
0.201,-0.23427180,1.97186300
0.202,-0.23488710,1.97162800
0.203,-0.23550230,1.97139300
0.204,-0.23611420,1.97115800
0.205,-0.23671610,1.97092000
0.206,-0.23731820,1.97068300
0.207,-0.23792020,1.97044600
0.208,-0.23851900,1.97020800
0.209,-0.23910810,1.96996800
0.210,-0.23969720,1.96972800
0.211,-0.24028640,1.96948900
0.212,-0.24087240,1.96924800
0.213,-0.24144890,1.96900600
0.214,-0.24202550,1.96876400
0.215,-0.24260210,1.96852200
0.216,-0.24317570,1.96828000
0.217,-0.24374000,1.96803500
0.218,-0.24430440,1.96779100
0.219,-0.24486880,1.96754700
0.220,-0.24543020,1.96730200
0.221,-0.24598270,1.96705500
0.222,-0.24653520,1.96680900
0.223,-0.24708770,1.96656200
0.224,-0.24763730,1.96631500
0.225,-0.24817820,1.96606700
0.226,-0.24871910,1.96581800
0.227,-0.24926000,1.96556900
0.228,-0.24979810,1.96532000
0.229,-0.25032770,1.96506900
0.230,-0.25085740,1.96481800
0.231,-0.25138700,1.96456700
0.232,-0.25191390,1.96431600
0.233,-0.25243250,1.96406300
0.234,-0.25295120,1.96381000
0.235,-0.25346990,1.96355700
0.236,-0.25398590,1.96330400
0.237,-0.25449380,1.96304900
0.238,-0.25500170,1.96279400
0.239,-0.25550970,1.96253900
0.240,-0.25601510,1.96228300
0.241,-0.25651260,1.96202600
0.242,-0.25701010,1.96176900
0.243,-0.25750770,1.96151200
0.244,-0.25800270,1.96125400
0.245,-0.25849010,1.96099500
0.246,-0.25897750,1.96073700
0.247,-0.25946490,1.96047800
0.248,-0.25994980,1.96021800
0.249,-0.26042730,1.95995700
0.250,-0.26090490,1.95969600
0.251,-0.26138240,1.95943500
0.252,-0.26185750,1.95917400
0.253,-0.26232540,1.95891100
0.254,-0.26279330,1.95864800
0.255,-0.26326120,1.95838600
0.256,-0.26372680,1.95812200
0.257,-0.26418530,1.95785800
0.258,-0.26464390,1.95759300
0.259,-0.26510240,1.95732800
0.260,-0.26555870,1.95706300
0.261,-0.26600810,1.95679700
0.262,-0.26645750,1.95653000
0.263,-0.26690690,1.95626400
0.264,-0.26735410,1.95599700
0.265,-0.26779460,1.95572900
0.266,-0.26823520,1.95546100
0.267,-0.26867580,1.95519200
0.268,-0.26911420,1.95492400
0.269,-0.26954600,1.95465400
0.270,-0.26997790,1.95438400
0.271,-0.27040980,1.95411400
0.272,-0.27083960,1.95384300
0.273,-0.27126310,1.95357200
0.274,-0.27168660,1.95330000
0.275,-0.27211010,1.95302800
0.276,-0.27253150,1.95275600
0.277,-0.27294680,1.95248300
0.278,-0.27336210,1.95220900
0.279,-0.27377740,1.95193600
0.280,-0.27419070,1.95166200
0.281,-0.27459790,1.95138700
0.282,-0.27500520,1.95111200
0.283,-0.27541260,1.95083700
0.284,-0.27581790,1.95056200
0.285,-0.27621740,1.95028500
0.286,-0.27661700,1.95000900
0.287,-0.27701650,1.94973200
0.288,-0.27741420,1.94945500
0.289,-0.27780610,1.94917700
0.290,-0.27819810,1.94889800
0.291,-0.27859010,1.94862000
0.292,-0.27898020,1.94834200
0.293,-0.27936480,1.94806200
0.294,-0.27974940,1.94778200
0.295,-0.28013410,1.94750200
0.296,-0.28051690,1.94722200
0.297,-0.28089430,1.94694100
0.298,-0.28127170,1.94666000
0.299,-0.28164920,1.94637900
