"time","U@resistance","I@variable_resistance"
0,0,-0
1e-06,0.11609989955407,-3.2344192396399e-07
2e-06,0.70945099298927,-1.0244176222628e-06
3e-06,1.5479031660528,-1.5556375200701e-06
4e-06,1.8945039040541,-1.5890840284447e-06
5e-06,1.264660268835,-1.2604204358051e-06
6e-06,-1.0725681912956,-0.073180465291998
7e-06,-2.5246264232919,-0.16341463613057
8e-06,-2.7109289063169,-0.2294455910747
9e-06,-1.8159129365277,-0.27479911741865
1e-05,-0.40274962811786,-0.0002287394498126
1.1e-05,2.5612389546836,-3.150760995784e-06
1.2e-05,6.0589574944347,-4.162506698008e-06
1.3e-05,6.163702112373,-2.6778793140744e-06
1.4e-05,1.9026524986811,-5.2456632235607e-07
1.5e-05,-3.7408380781258,2.4977536625293e-07
1.6e-05,-6.7775184729765,-0.13976271169905
1.7e-05,-6.5913288842351,-0.19873095959199
1.8e-05,-3.9062328620885,-0.20996803520861
1.9e-05,-0.2609752362928,-0.20285290309344
2e-05,2.747735056518,-0.00030630091627133
2.1e-05,5.2246629321585,-2.14491663527e-06
2.2e-05,6.7490531414545,-3.0958559647029e-06
2.3e-05,5.5338879637759,-2.615411292515e-06
2.4e-05,1.6057064507426,-1.6066966203737e-06
2.5e-05,-2.9342630901692,-1.0934140040247e-06
2.6e-05,-6.6293276215292,-0.12283603806295
2.7e-05,-7.0264015858955,-0.19294565123888
2.8e-05,-4.6391567075369,-0.2098742292196
2.9e-05,-0.94948830171989,-0.20191701576807
3e-05,2.3595333891055,-0.20120210815122
3.1e-05,5.1769719365933,-2.0428720912171e-06
3.2e-05,6.8900930984859,-2.9047504698907e-06
3.3e-05,5.7318905070732,-2.4381317206573e-06
3.4e-05,1.8452727926536,-1.5520233742233e-06
3.5e-05,-2.6136399204821,-1.1849001183825e-06
3.6e-05,-6.3871255589531,-0.13515385726736
3.7e-05,-6.9400142831739,-0.20822776121919
3.8e-05,-4.7102931417125,-0.22815255469626
3.9e-05,-1.1188982687678,-0.22206003683196
4e-05,2.176907486972,-1.6348957048858e-05
4.1e-05,5.1584998082304,-2.2323405457627e-06
4.2e-05,7.1150802530419,-3.1123956297727e-06
4.3e-05,5.9893409885415,-2.4958117085464e-06
4.4e-05,1.8612458154034,-1.444282451827e-06
4.5e-05,-2.8986480262724,-1.0424061081702e-06
4.6e-05,-6.6722881848667,-0.13928215646103
4.7e-05,-7.1154697279695,-0.21026178569791
4.8e-05,-4.7307348803164,-0.22722809825196
4.9e-05,-1.007837909955,-0.21862652656764
5e-05,2.3501422062671,-5.7174760604229e-06
5.1e-05,5.2906211328482,-2.1888321352728e-06
5.2e-05,7.1416389761342,-3.0705416077315e-06
5.3e-05,5.9487291654581,-2.5019791643728e-06
5.4e-05,1.8344420898724,-1.4996783665531e-06
5.5e-05,-2.8762218694636,-1.1032176648913e-06
5.6e-05,-6.6778716550344,-0.13782671258095
5.7e-05,-7.1412945726185,-0.20919360807693
5.8e-05,-4.7627701150668,-0.22627931563687
5.9e-05,-1.0324991343125,-0.21753783897039
6e-05,2.3408499114497,-3.496084738725e-06
6.1e-05,5.2893908111608,-2.1740404750245e-06
6.2e-05,7.1369213502211,-3.0504778783671e-06
6.3e-05,5.9450390034736,-2.4903783600062e-06
6.4e-05,1.8452523775077,-1.5026351075295e-06
6.5e-05,-2.8458805380135,-1.1153807399065e-06
6.6e-05,-6.6513688009808,-0.13821178103611
6.7e-05,-7.1280621635204,-0.20983151583082
6.8e-05,-4.7652139027556,-0.22721591035145
6.9e-05,-1.0465110051709,-0.21869464905799
7e-05,2.3230037950173,-2.4996830053226e-06
7.1e-05,5.281671987679,-2.1854946711739e-06
7.2e-05,7.1465031241873,-3.0627251867298e-06
7.3e-05,5.9596693142979,-2.4928544471295e-06
7.4e-05,1.8474274855523,-1.4945328099476e-06
7.5e-05,-2.8608800866414,-1.1055819551199e-06
7.6e-05,-6.6649359966461,-0.13848846769988
7.7e-05,-7.1352567100717,-0.20998650304894
7.8e-05,-4.7645557226971,-0.22722098058033
7.9e-05,-1.0398559412909,-0.21858525786275
8e-05,2.3318951261898,-1.9496088394535e-06
8.1e-05,5.2881612867595,-2.1841538182787e-06
8.2e-05,7.1480554091075,-3.0617374587283e-06
8.3e-05,5.9579035566984,-2.4937557908688e-06
8.4e-05,1.8455686414677,-1.4970671963111e-06
8.5e-05,-2.8613722593549,-1.1081768048228e-06
8.6e-05,-6.6665931835231,-0.13839817265431
8.7e-05,-7.1372087617173,-0.20990189915474
8.8e-05,-4.7659921296246,-0.22712660816888
8.9e-05,-1.0403121861435,-0.21847225245614
9e-05,2.3323833821625,-1.5977155019062e-06
9.1e-05,5.2885076297131,-2.1828409218416e-06
9.2e-05,7.147326964456,-3.0601289739432e-06
9.3e-05,5.9569595728164,-2.4930671554567e-06
9.4e-05,1.8459755129837,-1.4976344171844e-06
9.5e-05,-2.8591246372444,-1.1095492866101e-06
9.6e-05,-6.6646062453882,-0.13840223897633
9.7e-05,-7.1361931881741,-0.20992449418153
9.8e-05,-4.7661427041747,-0.22717143358872
9.9e-05,-1.0413332545107,-0.21853366079184
0.0001,2.3310565976601,-0.21659963854952
