"time","step2","J1_w","J2_w","J3_w","J4_w"
0,0,10,0,0,0
0.001,0,9.99016,0.01,8.96852e-016,8.96841e-016
0.002,0,9.98065,0.02,-2.15106e-016,-2.15124e-016
0.003,0,9.97145,0.03,-1.31492e-015,-1.31494e-015
0.004,0,9.96256,0.0399999,-1.7833e-015,-1.78332e-015
0.005,0,9.95399,0.0499998,-3.17107e-015,-3.17111e-015
0.006,0,9.94572,0.0599996,-2.53964e-015,-2.53968e-015
0.007,0,9.93777,0.0699993,-2.69229e-015,-2.69234e-015
0.008,0,9.93012,0.0799989,-6.93889e-016,-6.93942e-016
0.009,0,9.92278,0.0899984,-6.52256e-016,-6.52313e-016
0.01,0,9.91574,0.0999978,-1.80411e-015,-1.80417e-015
0.011,0,9.90899,0.109997,-4.03844e-015,-4.0385e-015
0.012,0,9.90255,0.119996,-3.80251e-015,-3.80258e-015
0.013,0,9.89639,0.129995,-5.21805e-015,-5.21813e-015
0.014,0,9.89052,0.139994,-3.91354e-015,-3.91362e-015
0.015,0,9.88494,0.149992,-1.58207e-015,-1.58216e-015
0.016,0,9.87964,0.15999,-2.44249e-015,-2.44259e-015
0.017,0,9.87461,0.169988,-4.2466e-015,-4.24671e-015
0.018,0,9.86986,0.179986,-2.498e-016,-2.49908e-016
0.019,0,9.86537,0.189984,4.16334e-015,4.16323e-015
0.02,0,9.86113,0.199981,3.69149e-015,3.69138e-015
0.021,0,9.85716,0.209978,1.19349e-015,1.19337e-015
0.022,0,9.85343,0.219974,5.91194e-015,5.91182e-015
0.023,0,9.84994,0.22997,1.21847e-014,1.21846e-014
0.024,0,9.84669,0.239966,1.43496e-014,1.43495e-014
0.025,0,9.84367,0.249962,1.34615e-014,1.34613e-014
0.026,0,9.84087,0.259957,1.27676e-014,1.27674e-014
0.027,0,9.83829,0.269951,9.15934e-015,9.15921e-015
0.028,0,9.83591,0.279946,1.17129e-014,1.17127e-014
0.029,0,9.83374,0.28994,9.88098e-015,9.88084e-015
0.03,0,9.83176,0.299933,1.38223e-014,1.38221e-014
0.031,0,9.82996,0.309926,1.95399e-014,1.95398e-014
0.032,0,9.82834,0.319918,2.0095e-014,2.00949e-014
0.033,0,9.82688,0.32991,1.63203e-014,1.63201e-014
0.034,0,9.82559,0.339902,1.53211e-014,1.53209e-014
0.035,0,9.82445,0.349893,1.64868e-014,1.64867e-014
0.036,0,9.82345,0.359883,1.60982e-014,1.60981e-014
0.037,0,9.82258,0.369873,1.80411e-014,1.8041e-014
0.038,0,9.82184,0.379862,1.59317e-014,1.59315e-014
0.039,0,9.82122,0.389851,1.44884e-014,1.44883e-014
0.04,0,9.8207,0.399839,1.78191e-014,1.78189e-014
0.041,0,9.82028,0.409826,1.90403e-014,1.90402e-014
0.042,0,9.81995,0.419813,1.59317e-014,1.59315e-014
0.043,0,9.81969,0.429799,1.75415e-014,1.75414e-014
0.044,0,9.8195,0.439784,2.18714e-014,2.18712e-014
0.045,0,9.81938,0.449769,2.08722e-014,2.0872e-014
0.046,0,9.8193,0.459753,2.21489e-014,2.21488e-014
0.047,0,9.81926,0.469736,2.25375e-014,2.25374e-014
0.048,0,9.81924,0.479719,2.01505e-014,2.01504e-014
0.049,0,9.81925,0.489701,1.74305e-014,1.74303e-014
0.05,0,9.81927,0.499682,1.70974e-014,1.70973e-014
0.051,0,9.81929,0.509662,2.03171e-014,2.03169e-014
0.052,0,9.81929,0.519641,2.28706e-014,2.28704e-014
0.053,0,9.81928,0.52962,2.55351e-014,2.5535e-014
0.054,0,9.81924,0.539598,2.40918e-014,2.40917e-014
0.055,0,9.81916,0.549575,1.84297e-014,1.84295e-014
0.056,0,9.81902,0.559551,1.46549e-014,1.46548e-014
0.057,0,9.81883,0.569526,1.76525e-014,1.76524e-014
0.058,0,9.81857,0.579501,1.65423e-014,1.65422e-014
0.059,0,9.81824,0.589474,1.60982e-014,1.60981e-014
0.06,0,9.81781,0.599447,1.70974e-014,1.70973e-014
0.061,0,9.81729,0.609418,1.72085e-014,1.72083e-014
0.062,0,9.81666,0.619389,1.58762e-014,1.5876e-014
0.063,0,9.81592,0.629359,1.11022e-014,1.11021e-014
0.064,0,9.81505,0.639328,9.99201e-015,9.99185e-015
0.065,0,9.81405,0.649295,1.42109e-014,1.42107e-014
0.066,0,9.81291,0.659262,1.05471e-014,1.0547e-014
0.067,0,9.81162,0.669228,8.65974e-015,8.65959e-015
0.068,0,9.81017,0.679192,8.54872e-015,8.54857e-015
0.069,0,9.80855,0.689156,9.99201e-015,9.99186e-015
0.07,0,9.80675,0.699118,8.10463e-015,8.10448e-015
0.071,0,9.80477,0.70908,8.21565e-015,8.21551e-015
0.072,0,9.8026,0.71904,1.08802e-014,1.088e-014
0.073,0,9.80023,0.728999,1.18794e-014,1.18792e-014
0.074,0,9.79765,0.738957,8.21565e-015,8.21551e-015
0.075,0,9.79486,0.748914,6.77236e-015,6.77223e-015
0.076,0,9.79185,0.75887,9.32587e-015,9.32575e-015
0.077,0,9.78861,0.768824,7.32747e-015,7.32735e-015
0.078,0,9.78513,0.778778,7.88258e-015,7.88246e-015
0.079,0,9.78142,0.78873,9.99201e-015,9.99189e-015
0.08,0,9.77745,0.798681,9.4369e-015,9.43678e-015
0.081,0,9.77324,0.80863,8.65974e-015,8.65963e-015
0.082,0,9.76876,0.818578,4.996e-015,4.9959e-015
0.083,0,9.76402,0.828525,4.77396e-015,4.77386e-015
0.084,0,9.75901,0.838471,5.32907e-015,5.32897e-015
0.085,0,9.75373,0.848416,4.66294e-015,4.66284e-015
0.086,0,9.74817,0.858359,4.88498e-015,4.88489e-015
0.087,0,9.74232,0.868301,5.66214e-015,5.66205e-015
0.088,0,9.73619,0.878241,3.88578e-015,3.8857e-015
0.089,0,9.72977,0.88818,2.44249e-015,2.44241e-015
0.09,0,9.72306,0.898118,-1.11022e-016,-1.11099e-016
0.091,0,9.71604,0.908054,5.55112e-016,5.55045e-016
0.092,0,9.70873,0.917989,3.33067e-016,3.33001e-016
0.093,0,9.70111,0.927922,-1.66533e-015,-1.66539e-015
0.094,0,9.69319,0.937854,2.77556e-015,2.7755e-015
0.095,0,9.68496,0.947784,6.21725e-015,6.21719e-015
0.096,0,9.67643,0.957713,2.9976e-015,2.99755e-015
0.097,0,9.66758,0.967641,5.55112e-015,5.55107e-015
0.098,0,9.65842,0.977567,6.21725e-015,6.2172e-015
0.099,0,9.64895,0.987491,8.77076e-015,8.77072e-015
0.1,0,9.63917,0.997414,1.16573e-014,1.16573e-014
0.101,0,9.62907,1.00734,1.11022e-014,1.11022e-014
0.102,0,9.61866,1.01725,1.33227e-014,1.33226e-014
0.103,0,9.60794,1.02717,1.44329e-014,1.44329e-014
0.104,0,9.59691,1.03709,1.62093e-014,1.62092e-014
0.105,0,9.58557,1.047,1.46549e-014,1.46549e-014
0.106,0,9.57392,1.05692,1.9762e-014,1.9762e-014
0.107,0,9.56197,1.06683,1.35447e-014,1.35447e-014
0.108,0,9.54971,1.07674,1.39888e-014,1.39888e-014
0.109,0,9.53714,1.08665,8.88178e-015,8.88179e-015
0.11,0,9.52428,1.09655,7.54952e-015,7.54953e-015
0.111,0,9.51112,1.10646,6.88338e-015,6.8834e-015
0.112,0,9.49766,1.11636,7.99361e-015,7.99363e-015
0.113,0,9.48392,1.12626,4.44089e-015,4.44092e-015
0.114,0,9.46989,1.13616,3.77476e-015,3.77479e-015
0.115,0,9.45558,1.14606,2.44249e-015,2.44253e-015
0.116,0,9.44098,1.15596,7.77156e-015,7.7716e-015
0.117,0,9.42612,1.16585,8.21565e-015,8.21569e-015
0.118,0,9.41099,1.17574,5.9952e-015,5.99525e-015
0.119,0,9.39559,1.18563,3.55271e-015,3.55276e-015
0.12,0,9.37994,1.19552,4.21885e-015,4.2189e-015
0.121,0,9.36403,1.20541,4.21885e-015,4.2189e-015
0.122,0,9.34788,1.21529,4.21885e-015,4.2189e-015
0.123,0,9.33149,1.22518,5.32907e-015,5.32913e-015
0.124,0,9.31486,1.23506,7.99361e-015,7.99367e-015
0.125,0,9.29801,1.24493,8.88178e-015,8.88185e-015
0.126,0,9.28094,1.25481,9.76996e-015,9.77003e-015
0.127,0,9.26365,1.26469,1.11022e-014,1.11023e-014
0.128,0,9.24616,1.27456,1.04361e-014,1.04362e-014
0.129,0,9.22847,1.28443,1.24345e-014,1.24346e-014
0.13,0,9.2106,1.2943,1.62093e-014,1.62093e-014
0.131,0,9.19254,1.30417,1.66533e-014,1.66534e-014
0.132,0,9.1743,1.31403,1.68754e-014,1.68755e-014
0.133,0,9.1559,1.32389,1.77636e-014,1.77636e-014
0.134,0,9.13734,1.33376,1.70974e-014,1.70975e-014
0.135,0,9.11864,1.34361,1.86517e-014,1.86518e-014
0.136,0,9.09979,1.35347,1.9762e-014,1.97621e-014
0.137,0,9.08081,1.36333,1.88738e-014,1.88739e-014
0.138,0,9.06171,1.37318,1.95399e-014,1.954e-014
0.139,0,9.0425,1.38303,2.10942e-014,2.10943e-014
0.14,0,9.02318,1.39288,2.10942e-014,2.10943e-014
0.141,0,9.00377,1.40272,2.10942e-014,2.10943e-014
0.142,0,8.98428,1.41257,1.95399e-014,1.954e-014
0.143,0,8.96471,1.42241,2.17604e-014,2.17605e-014
0.144,0,8.94507,1.43225,2.10942e-014,2.10943e-014
0.145,0,8.92538,1.44208,1.95399e-014,1.954e-014
0.146,0,8.90564,1.45192,1.86517e-014,1.86518e-014
0.147,0,8.88586,1.46175,2.26485e-014,2.26486e-014
0.148,0,8.86606,1.47158,2.15383e-014,2.15384e-014
0.149,0,8.84625,1.48141,1.88738e-014,1.88739e-014
0.15,0,8.82642,1.49123,2.26485e-014,2.26486e-014
0.151,0,8.8066,1.50105,2.26485e-014,2.26486e-014
0.152,0,8.78679,1.51088,2.04281e-014,2.04282e-014
0.153,0,8.76701,1.52069,2.02061e-014,2.02062e-014
0.154,0,8.74726,1.53051,1.95399e-014,1.954e-014
0.155,0,8.72755,1.54032,1.95399e-014,1.954e-014
0.156,0,8.70789,1.55013,2.33147e-014,2.33148e-014
0.157,0,8.6883,1.55994,2.30926e-014,2.30927e-014
0.158,0,8.66878,1.56975,2.44249e-014,2.4425e-014
0.159,0,8.64933,1.57955,2.39808e-014,2.39809e-014
0.16,0,8.62998,1.58935,1.9762e-014,1.97621e-014
0.161,0,8.61073,1.59915,1.95399e-014,1.954e-014
0.162,0,8.59159,1.60895,1.86517e-014,1.86518e-014
0.163,0,8.57257,1.61874,1.9984e-014,1.99841e-014
0.164,0,8.55367,1.62853,1.66533e-014,1.66534e-014
0.165,0,8.53492,1.63832,1.86517e-014,1.86518e-014
0.166,0,8.5163,1.64811,1.73195e-014,1.73196e-014
0.167,0,8.49784,1.65789,1.68754e-014,1.68755e-014
0.168,0,8.47955,1.66767,1.59872e-014,1.59873e-014
0.169,0,8.46142,1.67745,1.70974e-014,1.70975e-014
0.17,0,8.44348,1.68723,1.70974e-014,1.70975e-014
0.171,0,8.42572,1.697,1.82077e-014,1.82077e-014
0.172,0,8.40816,1.70677,2.02061e-014,2.02061e-014
0.173,0,8.3908,1.71654,1.84297e-014,1.84298e-014
0.174,0,8.37365,1.7263,1.73195e-014,1.73195e-014
0.175,0,8.35672,1.73606,1.90958e-014,1.90959e-014
0.176,0,8.34002,1.74582,1.64313e-014,1.64314e-014
0.177,0,8.32355,1.75558,1.73195e-014,1.73195e-014
0.178,0,8.30731,1.76533,1.77636e-014,1.77636e-014
0.179,0,8.29132,1.77508,1.53211e-014,1.53211e-014
0.18,0,8.27558,1.78483,1.44329e-014,1.44329e-014
0.181,0,8.2601,1.79458,1.64313e-014,1.64313e-014
0.182,0,8.24488,1.80432,1.90958e-014,1.90959e-014
0.183,0,8.22993,1.81406,2.08722e-014,2.08722e-014
0.184,0,8.21525,1.8238,1.9762e-014,1.9762e-014
0.185,0,8.20086,1.83353,1.82077e-014,1.82077e-014
0.186,0,8.18674,1.84326,1.79856e-014,1.79856e-014
0.187,0,8.17291,1.85299,1.86517e-014,1.86518e-014
0.188,0,8.15937,1.86272,1.55431e-014,1.55431e-014
0.189,0,8.14613,1.87244,1.84297e-014,1.84297e-014
0.19,0,8.13318,1.88216,2.13163e-014,2.13163e-014
0.191,0,8.12054,1.89187,2.30926e-014,2.30926e-014
0.192,0,8.1082,1.90159,2.28706e-014,2.28706e-014
0.193,0,8.09617,1.9113,2.44249e-014,2.44249e-014
0.194,0,8.08445,1.92101,3.01981e-014,3.0198e-014
0.195,0,8.07304,1.93071,2.9754e-014,2.97539e-014
0.196,0,8.06194,1.94041,2.93099e-014,2.93098e-014
0.197,0,8.05116,1.95011,3.01981e-014,3.0198e-014
0.198,0,8.0407,1.95981,3.13083e-014,3.13082e-014
0.199,0,8.03055,1.9695,3.15303e-014,3.15303e-014
0.2,0,8.02071,1.97919,3.55271e-014,3.55271e-014
0.201,0,8.0112,1.98887,3.37508e-014,3.37507e-014
0.202,0,8.002,1.99856,3.5083e-014,3.5083e-014
0.203,0,7.99312,2.00824,3.37508e-014,3.37507e-014
0.204,0,7.98455,2.01791,3.19744e-014,3.19743e-014
0.205,0,7.9763,2.02759,3.37508e-014,3.37507e-014
0.206,0,7.96836,2.03726,3.55271e-014,3.5527e-014
0.207,0,7.96074,2.04692,3.4639e-014,3.46388e-014
0.208,0,7.95342,2.05659,3.33067e-014,3.33066e-014
0.209,0,7.94641,2.06625,3.33067e-014,3.33066e-014
0.21,0,7.93971,2.07591,3.33067e-014,3.33066e-014
0.211,0,7.93331,2.08556,3.28626e-014,3.28625e-014
0.212,0,7.92721,2.09521,3.41949e-014,3.41947e-014
0.213,0,7.9214,2.10486,3.24185e-014,3.24184e-014
0.214,0,7.91588,2.1145,3.37508e-014,3.37506e-014
0.215,0,7.91065,2.12414,3.28626e-014,3.28625e-014
0.216,0,7.90571,2.13378,3.19744e-014,3.19743e-014
0.217,0,7.90104,2.14342,3.28626e-014,3.28624e-014
0.218,0,7.89665,2.15305,3.10862e-014,3.10861e-014
0.219,0,7.89252,2.16267,2.79776e-014,2.79774e-014
0.22,0,7.88866,2.1723,2.84217e-014,2.84215e-014
0.221,0,7.88506,2.18192,2.66454e-014,2.66452e-014
0.222,0,7.88171,2.19154,2.75335e-014,2.75333e-014
0.223,0,7.8786,2.20115,2.79776e-014,2.79774e-014
0.224,0,7.87573,2.21076,3.06422e-014,3.0642e-014
0.225,0,7.8731,2.22037,3.01981e-014,3.01979e-014
0.226,0,7.87069,2.22997,2.9754e-014,2.97538e-014
0.227,0,7.8685,2.23957,3.06422e-014,3.06419e-014
0.228,0,7.86651,2.24917,3.19744e-014,3.19742e-014
0.229,0,7.86474,2.25876,2.9754e-014,2.97538e-014
0.23,0,7.86316,2.26835,3.15303e-014,3.15301e-014
0.231,0,7.86176,2.27793,3.19744e-014,3.19742e-014
