"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0,0,0,0,0,0,0
0.0502513,0.00126233,2.11464e-05,0.00126233,0.0515139,0.00124145,0.00122056
0.100503,0.00504613,0.000169106,0.00504613,0.105553,0.00488119,0.00471625
0.150754,0.0113418,0.000570374,0.0113418,0.162118,0.0107923,0.0102428
0.201005,0.0201336,0.0013508,0.0201336,0.221209,0.0188481,0.0175625
0.251256,0.0313992,0.00263529,0.0313992,0.28283,0.0289216,0.026444
0.301508,0.0451101,0.00454746,0.0451101,0.346983,0.0408862,0.0366623
0.351759,0.0612318,0.00720935,0.0612318,0.413673,0.0546155,0.0479992
0.40201,0.0797236,0.0107411,0.0797236,0.482909,0.0699833,0.060243
0.452261,0.100539,0.0152607,0.100539,0.554701,0.0868637,0.0731885
0.502513,0.123625,0.0208836,0.123625,0.629061,0.105131,0.0866376
0.552764,0.148923,0.0277224,0.148923,0.706007,0.124661,0.100399
0.603015,0.176371,0.0358867,0.176371,0.78556,0.145329,0.114288
0.653266,0.205897,0.0454829,0.205897,0.867744,0.167012,0.128127
0.703518,0.237429,0.0566135,0.237429,0.952591,0.189587,0.141746
0.753769,0.270885,0.0693773,0.270885,1.04014,0.212933,0.154981
0.80402,0.306183,0.083869,0.306183,1.13042,0.23693,0.167677
0.854271,0.343232,0.100179,0.343232,1.22349,0.261459,0.179686
0.904523,0.381939,0.118392,0.381939,1.31941,0.286402,0.190865
0.954774,0.422207,0.138591,0.422207,1.41824,0.311644,0.201082
1.00503,0.463933,0.16085,0.463933,1.52004,0.337072,0.210211
1.05528,0.507013,0.18524,0.507013,1.62491,0.362573,0.218133
1.10553,0.551337,0.211827,0.551337,1.73293,0.388037,0.224737
1.15578,0.596794,0.24067,0.596794,1.8442,0.413358,0.229922
1.20603,0.643269,0.271823,0.643269,1.95884,0.43843,0.233591
1.25628,0.690645,0.305335,0.690645,2.07696,0.463151,0.235657
1.30653,0.738801,0.341248,0.738801,2.19872,0.487422,0.236042
1.35678,0.787618,0.379597,0.787618,2.32424,0.511146,0.234674
1.40704,0.83697,0.420414,0.83697,2.45371,0.53423,0.231489
1.45729,0.886734,0.463722,0.886734,2.58729,0.556583,0.226432
1.50754,0.936784,0.509538,0.936784,2.72519,0.578119,0.219454
1.55779,0.986993,0.557874,0.986993,2.86761,0.598755,0.210517
1.60804,1.03724,0.608734,1.03724,3.01478,0.618411,0.199586
1.65829,1.08738,0.662117,1.08738,3.16695,0.637011,0.186639
1.70854,1.13731,0.718015,1.13731,3.32437,0.654484,0.171658
1.75879,1.18689,0.776414,1.18689,3.48735,0.670763,0.154633
1.80905,1.236,0.837292,1.236,3.65619,0.685782,0.135563
1.8593,1.28451,0.900625,1.28451,3.8312,0.699484,0.114454
1.90955,1.33231,0.966377,1.33231,4.01276,0.711814,0.0913177
1.9598,1.37927,1.03451,1.37927,4.20123,0.72272,0.0661745
2.01005,1.42526,1.10498,1.42526,4.39701,0.732158,0.0390511
2.0603,1.47019,1.17774,1.47019,4.60055,0.740085,0.00998117
2.11055,1.51393,1.25272,1.51393,4.81228,0.746466,-0.0209952
2.1608,1.55637,1.32987,1.55637,5.03271,0.751268,-0.0538312
2.21106,1.5974,1.40911,1.5974,5.26234,0.754465,-0.088474
2.26131,1.63693,1.49039,1.63693,5.50173,0.756033,-0.124865
2.31156,1.67485,1.5736,1.67485,5.75147,0.755956,-0.162938
2.36181,1.71107,1.65868,1.71107,6.01216,0.75422,-0.202625
2.41206,1.74549,1.74554,1.74549,6.28447,0.750819,-0.243848
2.46231,1.77802,1.83408,1.77802,6.56908,0.745748,-0.286528
2.51256,1.8086,1.9242,1.8086,6.86673,0.73901,-0.330579
2.56281,1.83713,2.01581,1.83713,7.1782,0.73061,-0.375911
2.61307,1.86355,2.1088,1.86355,7.50431,0.720561,-0.422428
