"time","I@variable_resistance","U@resistance"
0.000000E+000,0.000000E+000,0.000000E+000
0.000000E+000,0.000000E+000,0.000000E+000
0.000000E+000,0.000000E+000,0.000000E+000
1.000000E-008,0.000000E+000,0.000000E+000
1.000000E-008,0.000000E+000,0.000000E+000
1.000000E-008,-3.495963E-011,1.325217E-007
2.000000E-008,-3.495963E-011,1.325217E-007
2.000000E-008,-3.495963E-011,1.325217E-007
2.000000E-008,-1.398352E-010,1.053584E-006
3.000000E-008,-1.398352E-010,1.053584E-006
3.000000E-008,-1.398352E-010,1.053584E-006
3.000000E-008,-3.146169E-010,3.549452E-006
4.000000E-008,-3.146169E-010,3.549452E-006
4.000000E-008,-3.146169E-010,3.549452E-006
4.000000E-008,-5.592882E-010,8.405152E-006
5.000000E-008,-5.592882E-010,8.405152E-006
5.000000E-008,-5.592882E-010,8.405152E-006
5.000000E-008,-8.738262E-010,1.640358E-005
6.000000E-008,-8.738262E-010,1.640358E-005
6.000000E-008,-8.738262E-010,1.640358E-005
6.000000E-008,-1.258201E-009,2.832530E-005
7.000000E-008,-1.258201E-009,2.832530E-005
7.000000E-008,-1.258201E-009,2.832530E-005
7.000000E-008,-1.712378E-009,4.494857E-005
8.000000E-008,-1.712378E-009,4.494857E-005
8.000000E-008,-1.712378E-009,4.494857E-005
8.000000E-008,-2.236312E-009,6.704919E-005
9.000000E-008,-2.236312E-009,6.704919E-005
9.000000E-008,-2.236312E-009,6.704919E-005
9.000000E-008,-2.829956E-009,9.540062E-005
1.000000E-007,-2.829956E-009,9.540062E-005
1.000000E-007,-2.829956E-009,9.540062E-005
1.000000E-007,-3.493254E-009,1.307734E-004
1.100000E-007,-3.493254E-009,1.307734E-004
1.100000E-007,-3.493254E-009,1.307734E-004
1.100000E-007,-4.226143E-009,1.739354E-004
1.200000E-007,-4.226143E-009,1.739354E-004
1.200000E-007,-4.226143E-009,1.739354E-004
1.200000E-007,-5.028555E-009,2.256519E-004
1.300000E-007,-5.028555E-009,2.256519E-004
1.300000E-007,-5.900415E-009,2.866850E-004
1.400000E-007,-5.900415E-009,2.866850E-004
1.400000E-007,-5.900415E-009,2.866850E-004
1.400000E-007,-6.841641E-009,3.577940E-004
1.500000E-007,-6.841641E-009,3.577940E-004
1.500000E-007,-7.852144E-009,4.397348E-004
1.600000E-007,-7.852144E-009,4.397348E-004
1.600000E-007,-7.852144E-009,4.397348E-004
1.600000E-007,-8.931831E-009,5.332605E-004
1.700000E-007,-8.931831E-009,5.332605E-004
1.700000E-007,-8.931831E-009,5.332605E-004
1.700000E-007,-1.008060E-008,6.391205E-004
1.800000E-007,-1.008060E-008,6.391205E-004
1.800000E-007,-1.129834E-008,7.580609E-004
1.900000E-007,-1.129834E-008,7.580609E-004
1.900000E-007,-1.129834E-008,7.580609E-004
1.900000E-007,-1.258495E-008,8.908244E-004
2.000000E-007,-1.258495E-008,8.908244E-004
2.000000E-007,-1.394030E-008,1.038150E-003
2.100000E-007,-1.394030E-008,1.038150E-003
2.100000E-007,-1.394030E-008,1.038150E-003
2.100000E-007,-1.536426E-008,1.200773E-003
2.200000E-007,-1.536426E-008,1.200773E-003
2.200000E-007,-1.536426E-008,1.200773E-003
2.200000E-007,-1.685670E-008,1.379425E-003
2.300000E-007,-1.685670E-008,1.379425E-003
2.300000E-007,-1.841748E-008,1.574833E-003
2.400000E-007,-1.841748E-008,1.574833E-003
2.400000E-007,-1.841748E-008,1.574833E-003
2.400000E-007,-2.004646E-008,1.787721E-003
2.500000E-007,-2.004646E-008,1.787721E-003
2.500000E-007,-2.174348E-008,2.018808E-003
2.600000E-007,-2.174348E-008,2.018808E-003
2.600000E-007,-2.174348E-008,2.018808E-003
2.600000E-007,-2.350839E-008,2.268811E-003
2.700000E-007,-2.350839E-008,2.268811E-003
2.700000E-007,-2.350839E-008,2.268811E-003
2.700000E-007,-2.534103E-008,2.538439E-003
2.800000E-007,-2.534103E-008,2.538439E-003
2.800000E-007,-2.534103E-008,2.538439E-003
2.800000E-007,-2.724121E-008,2.828400E-003
2.900000E-007,-2.724121E-008,2.828400E-003
2.900000E-007,-2.724121E-008,2.828400E-003
2.900000E-007,-2.920877E-008,3.139396E-003
3.000000E-007,-2.920877E-008,3.139396E-003
3.000000E-007,-3.124351E-008,3.472124E-003
3.100000E-007,-3.124351E-008,3.472124E-003
3.100000E-007,-3.124351E-008,3.472124E-003
3.100000E-007,-3.334526E-008,3.827278E-003
3.200000E-007,-3.334526E-008,3.827278E-003
3.200000E-007,-3.334526E-008,3.827278E-003
3.200000E-007,-3.551382E-008,4.205545E-003
3.300000E-007,-3.551382E-008,4.205545E-003
3.300000E-007,-3.551382E-008,4.205545E-003
3.300000E-007,-3.774897E-008,4.607609E-003
3.400000E-007,-3.774897E-008,4.607609E-003
3.400000E-007,-3.774897E-008,4.607609E-003
3.400000E-007,-4.005053E-008,5.034149E-003
3.500000E-007,-4.005053E-008,5.034149E-003
3.500000E-007,-4.241827E-008,5.485839E-003
3.600000E-007,-4.241827E-008,5.485839E-003
3.600000E-007,-4.241827E-008,5.485839E-003
3.600000E-007,-4.485197E-008,5.963346E-003
3.700000E-007,-4.485197E-008,5.963346E-003
3.700000E-007,-4.485197E-008,5.963346E-003
3.700000E-007,-4.735141E-008,6.467334E-003
3.800000E-007,-4.735141E-008,6.467334E-003
3.800000E-007,-4.735141E-008,6.467334E-003
3.800000E-007,-4.991635E-008,6.998461E-003
3.900000E-007,-4.991635E-008,6.998461E-003
3.900000E-007,-4.991635E-008,6.998461E-003
3.900000E-007,-5.254656E-008,7.557379E-003
4.000000E-007,-5.254656E-008,7.557379E-003
4.000000E-007,-5.524179E-008,8.144737E-003
4.100000E-007,-5.524179E-008,8.144737E-003
4.100000E-007,-5.524179E-008,8.144737E-003
4.100000E-007,-5.800180E-008,8.761175E-003
4.200000E-007,-5.800180E-008,8.761175E-003
4.200000E-007,-5.800180E-008,8.761175E-003
4.200000E-007,-6.082632E-008,9.407330E-003
4.300000E-007,-6.082632E-008,9.407330E-003
4.300000E-007,-6.082632E-008,9.407330E-003
4.300000E-007,-6.371510E-008,1.008383E-002
4.400000E-007,-6.371510E-008,1.008383E-002
4.400000E-007,-6.371510E-008,1.008383E-002
4.400000E-007,-6.666787E-008,1.079131E-002
4.500000E-007,-6.666787E-008,1.079131E-002
4.500000E-007,-6.666787E-008,1.079131E-002
4.500000E-007,-6.968435E-008,1.153037E-002
4.600000E-007,-6.968435E-008,1.153037E-002
4.600000E-007,-7.276427E-008,1.230164E-002
4.700000E-007,-7.276427E-008,1.230164E-002
4.700000E-007,-7.276427E-008,1.230164E-002
4.700000E-007,-7.590734E-008,1.310572E-002
4.800000E-007,-7.590734E-008,1.310572E-002
4.800000E-007,-7.590734E-008,1.310572E-002
4.800000E-007,-7.911328E-008,1.394321E-002
4.900000E-007,-7.911328E-008,1.394321E-002
4.900000E-007,-8.238178E-008,1.481471E-002
5.000000E-007,-8.238178E-008,1.481471E-002
5.000000E-007,-8.238178E-008,1.481471E-002
5.000000E-007,-8.571254E-008,1.572080E-002
5.100000E-007,-8.571254E-008,1.572080E-002
5.100000E-007,-8.571254E-008,1.572080E-002
5.100000E-007,-8.910526E-008,1.666207E-002
5.200000E-007,-8.910526E-008,1.666207E-002
5.200000E-007,-8.910526E-008,1.666207E-002
5.200000E-007,-9.255962E-008,1.763909E-002
5.300000E-007,-9.255962E-008,1.763909E-002
5.300000E-007,-9.255962E-008,1.763909E-002
5.300000E-007,-9.607531E-008,1.865244E-002
5.400000E-007,-9.607531E-008,1.865244E-002
5.400000E-007,-9.607531E-008,1.865244E-002
5.400000E-007,-9.965200E-008,1.970267E-002
5.500000E-007,-9.965200E-008,1.970267E-002
5.500000E-007,-9.965200E-008,1.970267E-002
5.500000E-007,-1.032894E-007,2.079034E-002
5.600000E-007,-1.032894E-007,2.079034E-002
5.600000E-007,-1.032894E-007,2.079034E-002
5.600000E-007,-1.069871E-007,2.191600E-002
5.700000E-007,-1.069871E-007,2.191600E-002
5.700000E-007,-1.069871E-007,2.191600E-002
5.700000E-007,-1.107448E-007,2.308019E-002
5.800000E-007,-1.107448E-007,2.308019E-002
5.800000E-007,-1.107448E-007,2.308019E-002
5.800000E-007,-1.145621E-007,2.428346E-002
5.900000E-007,-1.145621E-007,2.428346E-002
5.900000E-007,-1.184388E-007,2.552632E-002
6.000000E-007,-1.184388E-007,2.552632E-002
6.000000E-007,-1.184388E-007,2.552632E-002
6.000000E-007,-1.223744E-007,2.680931E-002
6.100000E-007,-1.223744E-007,2.680931E-002
6.100000E-007,-1.223744E-007,2.680931E-002
6.100000E-007,-1.263685E-007,2.813293E-002
6.200000E-007,-1.263685E-007,2.813293E-002
6.200000E-007,-1.263685E-007,2.813293E-002
6.200000E-007,-1.304209E-007,2.949770E-002
6.300000E-007,-1.304209E-007,2.949770E-002
6.300000E-007,-1.304209E-007,2.949770E-002
6.300000E-007,-1.345312E-007,3.090411E-002
6.400000E-007,-1.345312E-007,3.090411E-002
6.400000E-007,-1.345312E-007,3.090411E-002
6.400000E-007,-1.386989E-007,3.235266E-002
6.500000E-007,-1.386989E-007,3.235266E-002
6.500000E-007,-1.386989E-007,3.235266E-002
6.500000E-007,-1.429237E-007,3.384383E-002
6.600000E-007,-1.429237E-007,3.384383E-002
6.600000E-007,-1.429237E-007,3.384383E-002
6.600000E-007,-1.472052E-007,3.537811E-002
6.700000E-007,-1.472052E-007,3.537811E-002
6.700000E-007,-1.472052E-007,3.537811E-002
6.700000E-007,-1.515430E-007,3.695597E-002
6.800000E-007,-1.515430E-007,3.695597E-002
6.800000E-007,-1.515430E-007,3.695597E-002
6.800000E-007,-1.559367E-007,3.857787E-002
6.900000E-007,-1.559367E-007,3.857787E-002
6.900000E-007,-1.559367E-007,3.857787E-002
6.900000E-007,-1.603859E-007,4.024426E-002
7.000000E-007,-1.603859E-007,4.024426E-002
7.000000E-007,-1.648903E-007,4.195561E-002
7.100000E-007,-1.648903E-007,4.195561E-002
7.100000E-007,-1.648903E-007,4.195561E-002
7.100000E-007,-1.694493E-007,4.371234E-002
7.200000E-007,-1.694493E-007,4.371234E-002
7.200000E-007,-1.694493E-007,4.371234E-002
7.200000E-007,-1.740626E-007,4.551489E-002
7.300000E-007,-1.740626E-007,4.551489E-002
7.300000E-007,-1.740626E-007,4.551489E-002
7.300000E-007,-1.787298E-007,4.736369E-002
7.400000E-007,-1.787298E-007,4.736369E-002
7.400000E-007,-1.787298E-007,4.736369E-002
7.400000E-007,-1.834503E-007,4.925916E-002
7.500000E-007,-1.834503E-007,4.925916E-002
7.500000E-007,-1.834503E-007,4.925916E-002
7.500000E-007,-1.882239E-007,5.120171E-002
7.600000E-007,-1.882239E-007,5.120171E-002
7.600000E-007,-1.882239E-007,5.120171E-002
7.600000E-007,-1.930501E-007,5.319173E-002
7.700000E-007,-1.930501E-007,5.319173E-002
7.700000E-007,-1.930501E-007,5.319173E-002
7.700000E-007,-1.979284E-007,5.522963E-002
7.800000E-007,-1.979284E-007,5.522963E-002
7.800000E-007,-1.979284E-007,5.522963E-002
7.800000E-007,-2.028583E-007,5.731579E-002
7.900000E-007,-2.028583E-007,5.731579E-002
7.900000E-007,-2.028583E-007,5.731579E-002
7.900000E-007,-2.078395E-007,5.945059E-002
8.000000E-007,-2.078395E-007,5.945059E-002
8.000000E-007,-2.128715E-007,6.163441E-002
8.100000E-007,-2.128715E-007,6.163441E-002
8.100000E-007,-2.128715E-007,6.163441E-002
8.100000E-007,-2.179538E-007,6.386759E-002
8.200000E-007,-2.179538E-007,6.386759E-002
8.200000E-007,-2.179538E-007,6.386759E-002
8.200000E-007,-2.230860E-007,6.615050E-002
8.300000E-007,-2.230860E-007,6.615050E-002
8.300000E-007,-2.230860E-007,6.615050E-002
8.300000E-007,-2.282676E-007,6.848349E-002
8.400000E-007,-2.282676E-007,6.848349E-002
8.400000E-007,-2.282676E-007,6.848349E-002
8.400000E-007,-2.334981E-007,7.086688E-002
8.500000E-007,-2.334981E-007,7.086688E-002
8.500000E-007,-2.334981E-007,7.086688E-002
8.500000E-007,-2.387770E-007,7.330102E-002
8.600000E-007,-2.387770E-007,7.330102E-002
8.600000E-007,-2.387770E-007,7.330102E-002
8.600000E-007,-2.441040E-007,7.578622E-002
8.700000E-007,-2.441040E-007,7.578622E-002
8.700000E-007,-2.441040E-007,7.578622E-002
8.700000E-007,-2.494784E-007,7.832279E-002
8.800000E-007,-2.494784E-007,7.832279E-002
8.800000E-007,-2.494784E-007,7.832279E-002
8.800000E-007,-2.548998E-007,8.091103E-002
8.900000E-007,-2.548998E-007,8.091103E-002
8.900000E-007,-2.548998E-007,8.091103E-002
8.900000E-007,-2.603678E-007,8.355125E-002
9.000000E-007,-2.603678E-007,8.355125E-002
9.000000E-007,-2.603678E-007,8.355125E-002
9.000000E-007,-2.658818E-007,8.624373E-002
9.100000E-007,-2.658818E-007,8.624373E-002
9.100000E-007,-2.714413E-007,8.898875E-002
9.200000E-007,-2.714413E-007,8.898875E-002
9.200000E-007,-2.714413E-007,8.898875E-002
9.200000E-007,-2.770459E-007,9.178658E-002
9.300000E-007,-2.770459E-007,9.178658E-002
9.300000E-007,-2.770459E-007,9.178658E-002
9.300000E-007,-2.826950E-007,9.463748E-002
9.400000E-007,-2.826950E-007,9.463748E-002
9.400000E-007,-2.826950E-007,9.463748E-002
9.400000E-007,-2.883881E-007,9.754170E-002
9.500000E-007,-2.883881E-007,9.754170E-002
9.500000E-007,-2.883881E-007,9.754170E-002
9.500000E-007,-2.941247E-007,1.004995E-001
9.600000E-007,-2.941247E-007,1.004995E-001
9.600000E-007,-2.941247E-007,1.004995E-001
9.600000E-007,-2.999043E-007,1.035111E-001
9.700000E-007,-2.999043E-007,1.035111E-001
9.700000E-007,-2.999043E-007,1.035111E-001
9.700000E-007,-3.057264E-007,1.065767E-001
9.800000E-007,-3.057264E-007,1.065767E-001
9.800000E-007,-3.057264E-007,1.065767E-001
9.800000E-007,-3.115904E-007,1.096966E-001
9.900000E-007,-3.115904E-007,1.096966E-001
9.900000E-007,-3.115904E-007,1.096966E-001
9.900000E-007,-3.174958E-007,1.128709E-001
1.000000E-006,-3.174958E-007,1.128709E-001
1.000000E-006,-3.174958E-007,1.128709E-001
1.000000E-006,-3.234421E-007,1.160998E-001
1.010000E-006,-3.234421E-007,1.160998E-001
1.010000E-006,-3.234421E-007,1.160998E-001
1.010000E-006,-3.294288E-007,1.193837E-001
1.020000E-006,-3.294288E-007,1.193837E-001
1.020000E-006,-3.294288E-007,1.193837E-001
1.020000E-006,-3.354553E-007,1.227225E-001
1.030000E-006,-3.354553E-007,1.227225E-001
1.030000E-006,-3.354553E-007,1.227225E-001
1.030000E-006,-3.415211E-007,1.261165E-001
1.040000E-006,-3.415211E-007,1.261165E-001
1.040000E-006,-3.415211E-007,1.261165E-001
1.040000E-006,-3.476257E-007,1.295660E-001
1.050000E-006,-3.476257E-007,1.295660E-001
1.050000E-006,-3.476257E-007,1.295660E-001
1.050000E-006,-3.537684E-007,1.330709E-001
1.060000E-006,-3.537684E-007,1.330709E-001
1.060000E-006,-3.537684E-007,1.330709E-001
1.060000E-006,-3.599488E-007,1.366315E-001
1.070000E-006,-3.599488E-007,1.366315E-001
1.070000E-006,-3.599488E-007,1.366315E-001
1.070000E-006,-3.661663E-007,1.402479E-001
1.080000E-006,-3.661663E-007,1.402479E-001
1.080000E-006,-3.661663E-007,1.402479E-001
1.080000E-006,-3.724204E-007,1.439202E-001
1.090000E-006,-3.724204E-007,1.439202E-001
1.090000E-006,-3.724204E-007,1.439202E-001
1.090000E-006,-3.787104E-007,1.476486E-001
1.100000E-006,-3.787104E-007,1.476486E-001
1.100000E-006,-3.787104E-007,1.476486E-001
1.100000E-006,-3.850359E-007,1.514331E-001
1.110000E-006,-3.850359E-007,1.514331E-001
1.110000E-006,-3.850359E-007,1.514331E-001
1.110000E-006,-3.913962E-007,1.552739E-001
1.120000E-006,-3.913962E-007,1.552739E-001
1.120000E-006,-3.913962E-007,1.552739E-001
1.120000E-006,-3.977908E-007,1.591711E-001
1.130000E-006,-3.977908E-007,1.591711E-001
1.130000E-006,-3.977908E-007,1.591711E-001
1.130000E-006,-4.042192E-007,1.631247E-001
1.140000E-006,-4.042192E-007,1.631247E-001
1.140000E-006,-4.042192E-007,1.631247E-001
1.140000E-006,-4.106807E-007,1.671348E-001
1.150000E-006,-4.106807E-007,1.671348E-001
1.150000E-006,-4.106807E-007,1.671348E-001
1.150000E-006,-4.171748E-007,1.712015E-001
1.160000E-006,-4.171748E-007,1.712015E-001
1.160000E-006,-4.171748E-007,1.712015E-001
1.160000E-006,-4.237010E-007,1.753248E-001
1.170000E-006,-4.237010E-007,1.753248E-001
1.170000E-006,-4.237010E-007,1.753248E-001
1.170000E-006,-4.302585E-007,1.795048E-001
1.180000E-006,-4.302585E-007,1.795048E-001
1.180000E-006,-4.302585E-007,1.795048E-001
1.180000E-006,-4.368470E-007,1.837415E-001
1.190000E-006,-4.368470E-007,1.837415E-001
1.190000E-006,-4.368470E-007,1.837415E-001
1.190000E-006,-4.434657E-007,1.880350E-001
1.200000E-006,-4.434657E-007,1.880350E-001
1.200000E-006,-4.434657E-007,1.880350E-001
1.200000E-006,-4.501141E-007,1.923852E-001
1.210000E-006,-4.501141E-007,1.923852E-001
1.210000E-006,-4.501141E-007,1.923852E-001
1.210000E-006,-4.567917E-007,1.967922E-001
1.220000E-006,-4.567917E-007,1.967922E-001
1.220000E-006,-4.567917E-007,1.967922E-001
1.220000E-006,-4.634977E-007,2.012560E-001
1.230000E-006,-4.634977E-007,2.012560E-001
1.230000E-006,-4.634977E-007,2.012560E-001
1.230000E-006,-4.702317E-007,2.057765E-001
1.240000E-006,-4.702317E-007,2.057765E-001
1.240000E-006,-4.702317E-007,2.057765E-001
1.240000E-006,-4.769930E-007,2.103538E-001
1.250000E-006,-4.769930E-007,2.103538E-001
1.250000E-006,-4.769930E-007,2.103538E-001
1.250000E-006,-4.837811E-007,2.149878E-001
1.260000E-006,-4.837811E-007,2.149878E-001
1.260000E-006,-4.837811E-007,2.149878E-001
1.260000E-006,-4.905953E-007,2.196785E-001
1.270000E-006,-4.905953E-007,2.196785E-001
1.270000E-006,-4.905953E-007,2.196785E-001
1.270000E-006,-4.974351E-007,2.244258E-001
1.280000E-006,-4.974351E-007,2.244258E-001
1.280000E-006,-4.974351E-007,2.244258E-001
1.280000E-006,-5.042999E-007,2.292297E-001
1.290000E-006,-5.042999E-007,2.292297E-001
1.290000E-006,-5.042999E-007,2.292297E-001
1.290000E-006,-5.111889E-007,2.340901E-001
1.300000E-006,-5.111889E-007,2.340901E-001
1.300000E-006,-5.111889E-007,2.340901E-001
1.300000E-006,-5.181018E-007,2.390070E-001
1.310000E-006,-5.181018E-007,2.390070E-001
1.310000E-006,-5.181018E-007,2.390070E-001
1.310000E-006,-5.250378E-007,2.439802E-001
1.320000E-006,-5.250378E-007,2.439802E-001
1.320000E-006,-5.250378E-007,2.439802E-001
1.320000E-006,-5.319963E-007,2.490097E-001
1.330000E-006,-5.319963E-007,2.490097E-001
1.330000E-006,-5.319963E-007,2.490097E-001
1.330000E-006,-5.389768E-007,2.540954E-001
1.340000E-006,-5.389768E-007,2.540954E-001
1.340000E-006,-5.389768E-007,2.540954E-001
1.340000E-006,-5.459786E-007,2.592371E-001
1.350000E-006,-5.459786E-007,2.592371E-001
1.350000E-006,-5.459786E-007,2.592371E-001
1.350000E-006,-5.530011E-007,2.644348E-001
1.360000E-006,-5.530011E-007,2.644348E-001
1.360000E-006,-5.530011E-007,2.644348E-001
1.360000E-006,-5.600438E-007,2.696883E-001
1.370000E-006,-5.600438E-007,2.696883E-001
1.370000E-006,-5.600438E-007,2.696883E-001
1.370000E-006,-5.671059E-007,2.749975E-001
1.380000E-006,-5.671059E-007,2.749975E-001
1.380000E-006,-5.671059E-007,2.749975E-001
1.380000E-006,-5.741869E-007,2.803622E-001
1.390000E-006,-5.741869E-007,2.803622E-001
1.390000E-006,-5.741869E-007,2.803622E-001
1.390000E-006,-5.812862E-007,2.857823E-001
1.400000E-006,-5.812862E-007,2.857823E-001
1.400000E-006,-5.812862E-007,2.857823E-001
1.400000E-006,-5.884032E-007,2.912576E-001
1.410000E-006,-5.884032E-007,2.912576E-001
1.410000E-006,-5.884032E-007,2.912576E-001
1.410000E-006,-5.955372E-007,2.967880E-001
1.420000E-006,-5.955372E-007,2.967880E-001
1.420000E-006,-5.955372E-007,2.967880E-001
1.420000E-006,-6.026876E-007,3.023732E-001
1.430000E-006,-6.026876E-007,3.023732E-001
1.430000E-006,-6.026876E-007,3.023732E-001
1.430000E-006,-6.098538E-007,3.080131E-001
1.440000E-006,-6.098538E-007,3.080131E-001
1.440000E-006,-6.098538E-007,3.080131E-001
1.440000E-006,-6.170353E-007,3.137075E-001
1.450000E-006,-6.170353E-007,3.137075E-001
1.450000E-006,-6.170353E-007,3.137075E-001
1.450000E-006,-6.242313E-007,3.194561E-001
1.460000E-006,-6.242313E-007,3.194561E-001
1.460000E-006,-6.242313E-007,3.194561E-001
1.460000E-006,-6.314412E-007,3.252588E-001
1.470000E-006,-6.314412E-007,3.252588E-001
1.470000E-006,-6.314412E-007,3.252588E-001
1.470000E-006,-6.386645E-007,3.311153E-001
1.480000E-006,-6.386645E-007,3.311153E-001
1.480000E-006,-6.386645E-007,3.311153E-001
1.480000E-006,-6.459006E-007,3.370254E-001
1.490000E-006,-6.459006E-007,3.370254E-001
1.490000E-006,-6.459006E-007,3.370254E-001
1.490000E-006,-6.531487E-007,3.429888E-001
1.500000E-006,-6.531487E-007,3.429888E-001
1.500000E-006,-6.531487E-007,3.429888E-001
1.500000E-006,-6.604083E-007,3.490053E-001
1.510000E-006,-6.604083E-007,3.490053E-001
1.510000E-006,-6.604083E-007,3.490053E-001
1.510000E-006,-6.676787E-007,3.550746E-001
1.520000E-006,-6.676787E-007,3.550746E-001
1.520000E-006,-6.676787E-007,3.550746E-001
1.520000E-006,-6.749594E-007,3.611965E-001
1.530000E-006,-6.749594E-007,3.611965E-001
1.530000E-006,-6.749594E-007,3.611965E-001
1.530000E-006,-6.822498E-007,3.673707E-001
1.540000E-006,-6.822498E-007,3.673707E-001
1.540000E-006,-6.822498E-007,3.673707E-001
1.540000E-006,-6.895491E-007,3.735968E-001
1.550000E-006,-6.895491E-007,3.735968E-001
1.550000E-006,-6.895491E-007,3.735968E-001
1.550000E-006,-6.968567E-007,3.798746E-001
1.560000E-006,-6.968567E-007,3.798746E-001
1.560000E-006,-6.968567E-007,3.798746E-001
1.560000E-006,-7.041722E-007,3.862038E-001
1.570000E-006,-7.041722E-007,3.862038E-001
1.570000E-006,-7.041722E-007,3.862038E-001
1.570000E-006,-7.114948E-007,3.925841E-001
1.580000E-006,-7.114948E-007,3.925841E-001
1.580000E-006,-7.114948E-007,3.925841E-001
1.580000E-006,-7.188238E-007,3.990152E-001
1.590000E-006,-7.188238E-007,3.990152E-001
1.590000E-006,-7.188238E-007,3.990152E-001
1.590000E-006,-7.261588E-007,4.054966E-001
1.600000E-006,-7.261588E-007,4.054966E-001
1.600000E-006,-7.261588E-007,4.054966E-001
1.600000E-006,-7.334991E-007,4.120281E-001
1.610000E-006,-7.334991E-007,4.120281E-001
1.610000E-006,-7.334991E-007,4.120281E-001
1.610000E-006,-7.408440E-007,4.186094E-001
1.620000E-006,-7.408440E-007,4.186094E-001
1.620000E-006,-7.408440E-007,4.186094E-001
1.620000E-006,-7.481929E-007,4.252400E-001
1.630000E-006,-7.481929E-007,4.252400E-001
1.630000E-006,-7.481929E-007,4.252400E-001
1.630000E-006,-7.555452E-007,4.319196E-001
1.640000E-006,-7.555452E-007,4.319196E-001
1.640000E-006,-7.555452E-007,4.319196E-001
1.640000E-006,-7.629004E-007,4.386478E-001
1.650000E-006,-7.629004E-007,4.386478E-001
1.650000E-006,-7.629004E-007,4.386478E-001
1.650000E-006,-7.702577E-007,4.454244E-001
1.660000E-006,-7.702577E-007,4.454244E-001
1.660000E-006,-7.702577E-007,4.454244E-001
1.660000E-006,-7.776166E-007,4.522487E-001
1.670000E-006,-7.776166E-007,4.522487E-001
1.670000E-006,-7.776166E-007,4.522487E-001
1.670000E-006,-7.849764E-007,4.591205E-001
1.680000E-006,-7.849764E-007,4.591205E-001
1.680000E-006,-7.849764E-007,4.591205E-001
1.680000E-006,-7.923366E-007,4.660394E-001
1.690000E-006,-7.923366E-007,4.660394E-001
1.690000E-006,-7.923366E-007,4.660394E-001
1.690000E-006,-7.996965E-007,4.730050E-001
1.700000E-006,-7.996965E-007,4.730050E-001
1.700000E-006,-7.996965E-007,4.730050E-001
1.700000E-006,-8.070554E-007,4.800167E-001
1.710000E-006,-8.070554E-007,4.800167E-001
1.710000E-006,-8.070554E-007,4.800167E-001
1.710000E-006,-8.144129E-007,4.870743E-001
1.720000E-006,-8.144129E-007,4.870743E-001
1.720000E-006,-8.144129E-007,4.870743E-001
1.720000E-006,-8.217683E-007,4.941772E-001
1.730000E-006,-8.217683E-007,4.941772E-001
1.730000E-006,-8.217683E-007,4.941772E-001
1.730000E-006,-8.291209E-007,5.013250E-001
1.740000E-006,-8.291209E-007,5.013250E-001
1.740000E-006,-8.291209E-007,5.013250E-001
1.740000E-006,-8.364702E-007,5.085172E-001
1.750000E-006,-8.364702E-007,5.085172E-001
1.750000E-006,-8.364702E-007,5.085172E-001
1.750000E-006,-8.438155E-007,5.157534E-001
1.760000E-006,-8.438155E-007,5.157534E-001
1.760000E-006,-8.438155E-007,5.157534E-001
1.760000E-006,-8.511563E-007,5.230332E-001
1.770000E-006,-8.511563E-007,5.230332E-001
1.770000E-006,-8.511563E-007,5.230332E-001
1.770000E-006,-8.584919E-007,5.303560E-001
1.780000E-006,-8.584919E-007,5.303560E-001
1.780000E-006,-8.584919E-007,5.303560E-001
1.780000E-006,-8.658217E-007,5.377214E-001
1.790000E-006,-8.658217E-007,5.377214E-001
1.790000E-006,-8.658217E-007,5.377214E-001
1.790000E-006,-8.731452E-007,5.451288E-001
1.800000E-006,-8.731452E-007,5.451288E-001
1.800000E-006,-8.731452E-007,5.451288E-001
1.800000E-006,-8.804617E-007,5.525778E-001
1.810000E-006,-8.804617E-007,5.525778E-001
1.810000E-006,-8.804617E-007,5.525778E-001
1.810000E-006,-8.877706E-007,5.600678E-001
1.820000E-006,-8.877706E-007,5.600678E-001
1.820000E-006,-8.877706E-007,5.600678E-001
1.820000E-006,-8.950714E-007,5.675984E-001
1.830000E-006,-8.950714E-007,5.675984E-001
1.830000E-006,-8.950714E-007,5.675984E-001
1.830000E-006,-9.023634E-007,5.751690E-001
1.840000E-006,-9.023634E-007,5.751690E-001
1.840000E-006,-9.023634E-007,5.751690E-001
1.840000E-006,-9.096460E-007,5.827791E-001
1.850000E-006,-9.096460E-007,5.827791E-001
1.850000E-006,-9.096460E-007,5.827791E-001
1.850000E-006,-9.169187E-007,5.904282E-001
1.860000E-006,-9.169187E-007,5.904282E-001
1.860000E-006,-9.169187E-007,5.904282E-001
1.860000E-006,-9.241808E-007,5.981156E-001
1.870000E-006,-9.241808E-007,5.981156E-001
1.870000E-006,-9.241808E-007,5.981156E-001
1.870000E-006,-9.314319E-007,6.058409E-001
1.880000E-006,-9.314319E-007,6.058409E-001
1.880000E-006,-9.314319E-007,6.058409E-001
1.880000E-006,-9.386711E-007,6.136035E-001
1.890000E-006,-9.386711E-007,6.136035E-001
1.890000E-006,-9.386711E-007,6.136035E-001
1.890000E-006,-9.458981E-007,6.214029E-001
1.900000E-006,-9.458981E-007,6.214029E-001
1.900000E-006,-9.458981E-007,6.214029E-001
1.900000E-006,-9.531122E-007,6.292384E-001
1.910000E-006,-9.531122E-007,6.292384E-001
