"time","x1@INJ01","pa@DVALV01","q@INJ01","p1@PUMP01","volume@INJ01","lca@PUMP01","sacp@INJ01"
2.90000000000000E-04,1.00000000000000E-09,9.97503649937719E+00,-9.83160926571169E-09,2.50165261760908E+00,-4.75187937833922E-14,5.45937810051240E-06,4.99999999868895E+01
3.00000000000000E-04,1.00000000000000E-09,9.97615349395557E+00,-9.83161624975251E-09,2.50172869060934E+00,-4.91573951382491E-14,5.84399191234067E-06,4.99999999868895E+01
3.10000000000000E-04,1.00000000000000E-09,9.97685543058296E+00,-9.83160926571169E-09,2.50179227647151E+00,-5.07959965564748E-14,6.23676002541469E-06,4.99999999868895E+01
3.20000000000000E-04,1.00000000000000E-09,9.97729859140447E+00,-9.83160926571169E-09,2.50187575339912E+00,-5.24345980417744E-14,6.63793493550356E-06,4.99999999868895E+01
3.30000000000000E-04,1.00000000000000E-09,9.97815188342695E+00,-9.83160926571169E-09,2.50195984895614E+00,-5.40731995975014E-14,7.04776913837643E-06,4.99999999868895E+01
3.40000000000000E-04,1.00000000000000E-09,9.97870760457863E+00,-9.83160926571169E-09,2.50204064780978E+00,-5.57118012300905E-14,7.46651512980243E-06,4.99999999868895E+01
3.50000000000000E-04,1.00000000000000E-09,9.97921011760010E+00,-9.83160926571169E-09,2.50213549394976E+00,-5.73504029518306E-14,7.89442540555064E-06,4.99999999868895E+01
3.60000000000000E-04,1.00000000000000E-09,9.97988199881433E+00,-9.83161624975251E-09,2.50222967129050E+00,-5.89890047823083E-14,8.33175246139021E-06,4.99999999868895E+01
3.70000000000000E-04,1.00000000000000E-09,9.98034879075663E+00,-9.83161624975251E-09,2.50232859725966E+00,-6.06276067494193E-14,8.77874879309025E-06,4.99999999868895E+01
3.80000000000000E-04,1.00000000000000E-09,9.98089026717068E+00,-9.83164418591579E-09,2.50243462773982E+00,-6.22662088846628E-14,9.23566689641988E-06,4.99999999868895E+01
3.90000000000000E-04,1.00000000000000E-09,9.98133536505155E+00,-9.83163720187497E-09,2.50254265302150E+00,-6.39048112482212E-14,9.70275926714822E-06,4.99999999868895E+01
4.00000000000000E-04,1.00000000000000E-09,9.98182184214815E+00,-9.83162323379333E-09,2.50265940983414E+00,-6.55434139145321E-14,1.01802784010444E-05,4.99999999868895E+01
4.10000000000000E-04,1.00000000000000E-09,9.98225017712330E+00,-9.83161624975251E-09,2.50277765873099E+00,-6.71820169809347E-14,1.06684767938776E-05,4.99999999868895E+01
4.20000000000000E-04,1.00000000000000E-09,9.98266922909996E+00,-9.83162323379333E-09,2.50290464128721E+00,-6.88206206152470E-14,1.11676049891895E-05,4.99999999868895E+01
4.30000000000000E-04,1.00000000000000E-09,9.98307724815106E+00,-9.83163021783415E-09,2.50303287128993E+00,-7.04592251901440E-14,1.16777963968872E-05,4.99999999868895E+01
4.40000000000000E-04,1.00000000000000E-09,9.98347063565835E+00,-9.83163720187497E-09,2.50316354162244E+00,-7.20978308720148E-14,1.21990028697431E-05,4.99999999868895E+01
4.50000000000000E-04,1.00000000000000E-09,9.98385161092502E+00,-9.83164418591579E-09,2.50329603525028E+00,-7.37364380085105E-14,1.27311606427120E-05,4.99999999868895E+01
4.60000000000000E-04,1.00000000000000E-09,9.98422644851159E+00,-9.83165815399743E-09,2.50343045257558E+00,-7.53750465032914E-14,1.32742059507482E-05,4.99999999868895E+01
4.70000000000000E-04,1.00000000000000E-09,9.98459190239725E+00,-9.83167212207906E-09,2.50356695502326E+00,-7.70136575138021E-14,1.38280750288065E-05,4.99999999868895E+01
4.80000000000000E-04,1.00000000000000E-09,9.98495127418322E+00,-9.83168609016070E-09,2.50370514844809E+00,-7.86522712995641E-14,1.43927041118415E-05,4.99999999868894E+01
4.90000000000000E-04,1.00000000000000E-09,9.98530569411218E+00,-9.83170704228316E-09,2.50384512420133E+00,-8.02908885125976E-14,1.49680294348076E-05,4.99999999868894E+01
5.00000000000000E-04,1.00000000000000E-09,9.98565596127212E+00,-9.83172799440562E-09,2.50398683690181E+00,-8.19295099220670E-14,1.55539872326596E-05,4.99999999868894E+01
5.10000000000000E-04,1.00000000000000E-09,9.98600269722723E+00,-9.83176989865053E-09,2.50413024003900E+00,-8.35681364226220E-14,1.61505137403519E-05,4.99999999868893E+01
5.20000000000000E-04,1.00000000000000E-09,9.98634633027892E+00,-9.83180481885462E-09,2.50427528769965E+00,-8.52067690518802E-14,1.67575451928392E-05,4.99999999868893E+01
5.30000000000000E-04,1.00000000000000E-09,9.98668710254089E+00,-9.83183973905872E-09,2.50442193421934E+00,-8.68454089967019E-14,1.73750178250761E-05,4.99999999868892E+01
5.40000000000000E-04,1.00000000000000E-09,9.98702508369311E+00,-9.83190259542609E-09,2.50457013424873E+00,-8.84840576136901E-14,1.80028678720171E-05,4.99999999868892E+01
5.50000000000000E-04,1.00000000000000E-09,9.98736080742729E+00,-9.83195846775264E-09,2.50471975659921E+00,-9.01227141962892E-14,1.86410315686169E-05,4.99999999868891E+01
5.60000000000000E-04,1.00000000000000E-09,9.98769353103161E+00,-9.83202132412001E-09,2.50487109971518E+00,-9.17613819680074E-14,1.92894461203570E-05,4.99999999868890E+01
5.70000000000000E-04,1.00000000000000E-09,9.98802298985086E+00,-9.83212608473229E-09,2.50502446602401E+00,-9.34000627318676E-14,1.99480781669849E-05,4.99999999868889E+01
5.80000000000000E-04,1.00000000000000E-09,9.98834880683225E+00,-9.83221687726294E-09,2.50518042281524E+00,-9.50387585011514E-14,2.06169283773522E-05,4.99999999868887E+01
5.90000000000000E-04,1.00000000000000E-09,9.98867050785362E+00,-9.83230766979358E-09,2.50533875223309E+00,-9.66774714991433E-14,2.12959993158716E-05,4.99999999868886E+01
6.00000000000000E-04,1.00000000000000E-09,9.98898754563144E+00,-9.83246131869160E-09,2.50549952118754E+00,-9.83162041722880E-14,2.19852935469555E-05,4.99999999868884E+01
6.10000000000000E-04,1.00000000000000E-09,9.98929933670038E+00,-9.83257306334470E-09,2.50566271078554E+00,-9.99549591662819E-14,2.26848136350166E-05,4.99999999868883E+01
6.20000000000000E-04,1.00000000000000E-09,9.98960526224438E+00,-9.83274068032435E-09,2.50582832976050E+00,-1.01593739338446E-13,2.33945621444673E-05,4.99999999868880E+01
6.30000000000000E-04,1.00000000000000E-09,9.98990469936318E+00,-9.83291528134482E-09,2.50599637767933E+00,-1.03232547802783E-13,2.41145416397202E-05,4.99999999868878E+01
6.40000000000000E-04,1.00000000000000E-09,9.99019705243438E+00,-9.83311083448776E-09,2.50616685609850E+00,-1.04871387779808E-13,2.48447546851879E-05,4.99999999868875E+01
6.50000000000000E-04,1.00000000000000E-09,9.99048173384799E+00,-9.83334130783478E-09,2.50633976798991E+00,-1.06510262791174E-13,2.55852038452828E-05,4.99999999868872E+01
6.60000000000000E-04,1.00000000000000E-09,9.99075821956179E+00,-9.83357178118181E-09,2.50651511467392E+00,-1.08149176568069E-13,2.63358916844173E-05,4.99999999868869E+01
6.70000000000000E-04,1.00000000000000E-09,9.99102603646007E+00,-9.83384415877374E-09,2.50669289847501E+00,-1.09788133015574E-13,2.70968207670043E-05,4.99999999868866E+01
6.80000000000000E-04,1.00000000000000E-09,9.99128479729628E+00,-9.83413050444730E-09,2.50687312080593E+00,-1.11427136201946E-13,2.78679936574560E-05,4.99999999868862E+01
6.90000000000000E-04,1.00000000000000E-09,9.99153420934546E+00,-9.83444478628415E-09,2.50705583376642E+00,-1.13066190320355E-13,2.86494129201851E-05,4.99999999868858E+01
7.00000000000000E-04,1.00000000000000E-09,9.99177405803362E+00,-9.83478002024345E-09,2.50724106591422E+00,-1.14705299666805E-13,2.94410825754506E-05,4.99999999868853E+01
7.10000000000000E-04,1.00000000000000E-09,9.99200425334259E+00,-9.83516414248850E-09,2.50742947385213E+00,-1.16344468596032E-13,3.02430327788690E-05,4.99999999868848E+01
7.20000000000000E-04,1.00000000000000E-09,9.99222479123824E+00,-9.83554826473352E-09,2.50762140796464E+00,-1.17983701489352E-13,3.10553162924422E-05,4.99999999868843E+01
7.30000000000000E-04,1.00000000000000E-09,9.99243576802262E+00,-9.83597429122346E-09,2.50781676188234E+00,-1.19623002698305E-13,3.18779866235656E-05,4.99999999868837E+01
7.40000000000000E-04,1.00000000000000E-09,9.99263739787718E+00,-9.83642126983586E-09,2.50801562258947E+00,-1.21262376502523E-13,3.27110972796343E-05,4.99999999868831E+01
7.50000000000000E-04,1.00000000000000E-09,9.99282995794123E+00,-9.83689618461152E-09,2.50821801193252E+00,-1.22901827053046E-13,3.35547017680438E-05,4.99999999868825E+01
7.60000000000000E-04,1.00000000000000E-09,9.99301383552163E+00,-9.83738506746883E-09,2.50842397292400E+00,-1.24541358298187E-13,3.44088535961892E-05,4.99999999868818E+01
7.70000000000000E-04,1.00000000000000E-09,9.99318947622368E+00,-9.83790188648941E-09,2.50863354244337E+00,-1.26180973916812E-13,3.52736062714659E-05,4.99999999868811E+01
7.80000000000000E-04,1.00000000000000E-09,9.99335737205210E+00,-9.83843267359161E-09,2.50884676011768E+00,-1.27820677318615E-13,3.61490133012692E-05,4.99999999868804E+01
7.90000000000000E-04,1.00000000000000E-09,9.99351811159256E+00,-9.83898441281628E-09,2.50906366369606E+00,-1.29460471572963E-13,3.70351281929943E-05,4.99999999868797E+01
8.00000000000000E-04,1.00000000000000E-09,9.99367089383207E+00,-9.83955012012257E-09,2.50928453783335E+00,-1.31100380278140E-13,3.79320044540366E-05,4.99999999868789E+01
8.10000000000000E-04,1.00000000000000E-09,9.99381804673392E+00,-9.84014376359214E-09,2.50950894137619E+00,-1.32740385596964E-13,3.88396955917914E-05,4.99999999868782E+01
8.20000000000000E-04,1.00000000000000E-09,9.99396022045724E+00,-9.84072343898007E-09,2.50973714826267E+00,-1.34380488851154E-13,3.97582551136538E-05,4.99999999868774E+01
8.30000000000000E-04,1.00000000000000E-09,9.99409805535836E+00,-9.84131708244964E-09,2.50996919840272E+00,-1.36020690684850E-13,4.06877365270194E-05,4.99999999868766E+01
8.40000000000000E-04,1.00000000000000E-09,9.99423216603276E+00,-9.84191072591920E-09,2.51020370595255E+00,-1.37660991120405E-13,4.16281800009431E-05,4.99999999868758E+01
8.50000000000000E-04,1.00000000000000E-09,9.99436312881378E+00,-9.84249738534794E-09,2.51043703349005E+00,-1.39301389467047E-13,4.25794706462753E-05,4.99999999868750E+01
8.60000000000000E-04,1.00000000000000E-09,9.99449203889951E+00,-9.84307007669503E-09,2.51066842758552E+00,-1.40941863041665E-13,4.35413935363148E-05,4.99999999868743E+01
8.70000000000000E-04,1.00000000000000E-09,9.99461861330745E+00,-9.84364975208297E-09,2.51089729882177E+00,-1.42582431887810E-13,4.45137320770678E-05,4.99999999868735E+01
8.80000000000000E-04,1.00000000000000E-09,9.99474332611674E+00,-9.84419450726678E-09,2.51112380853126E+00,-1.44223093586112E-13,4.54962696745407E-05,4.99999999868728E+01
8.90000000000000E-04,1.00000000000000E-09,9.99486659162564E+00,-9.84472529436896E-09,2.51134769623914E+00,-1.45863844956632E-13,4.64887897347396E-05,4.99999999868720E+01
9.00000000000000E-04,1.00000000000000E-09,9.99498876257169E+00,-9.84523512934869E-09,2.51156885484878E+00,-1.47504682067121E-13,4.74910756636710E-05,4.99999999868714E+01
9.10000000000000E-04,1.00000000000000E-09,9.99511012985750E+00,-9.84571004412433E-09,2.51178712697865E+00,-1.49145600260271E-13,4.85029108673409E-05,4.99999999868707E+01
9.20000000000000E-04,1.00000000000000E-09,9.99523091482102E+00,-9.84613607061423E-09,2.51200237777792E+00,-1.50786594163837E-13,4.95240787517559E-05,4.99999999868702E+01
9.30000000000000E-04,1.00000000000000E-09,9.99535127952915E+00,-9.84654114498168E-09,2.51221446741073E+00,-1.52427657687089E-13,5.05543627229221E-05,4.99999999868696E+01
9.40000000000000E-04,1.00000000000000E-09,9.99547132166469E+00,-9.84689733106340E-09,2.51242326323793E+00,-1.54068784080114E-13,5.15935461868459E-05,4.99999999868692E+01
9.50000000000000E-04,1.00000000000000E-09,9.99559107694416E+00,-9.84721859694104E-09,2.51262863391856E+00,-1.55709965976967E-13,5.26414125495335E-05,4.99999999868687E+01
9.60000000000000E-04,1.00000000000000E-09,9.99571053565805E+00,-9.84749795857376E-09,2.51283089125670E+00,-1.57351195447599E-13,5.36977452169911E-05,4.99999999868684E+01
9.70000000000000E-04,1.00000000000000E-09,9.99582966247596E+00,-9.84771446383912E-09,2.51302938230406E+00,-1.58992466146458E-13,5.47623275952251E-05,4.99999999868681E+01
9.80000000000000E-04,1.00000000000000E-09,9.99594834535680E+00,-9.84787509677794E-09,2.51322951529827E+00,-1.60633767442849E-13,5.58350238185597E-05,4.99999999868678E+01
9.90000000000000E-04,1.00000000000000E-09,9.99606648978018E+00,-9.84798684143102E-09,2.51345040289332E+00,-1.62275090397723E-13,5.69163391406721E-05,4.99999999868677E+01
1.00000000000000E-03,1.00000000000000E-09,9.99618395876850E+00,-9.84802874567593E-09,2.51369373358251E+00,-1.63916426168629E-13,5.80070845472656E-05,4.99999999868676E+01
1.01000000000000E-03,1.00000000000000E-09,9.99630055233365E+00,-9.84802874567593E-09,2.51395967645228E+00,-1.65557764909969E-13,5.91080729069198E-05,4.99999999868676E+01
1.02000000000000E-03,1.00000000000000E-09,9.99641582365647E+00,-9.84795890526775E-09,2.51425049390730E+00,-1.67199093749809E-13,6.02201170882139E-05,4.99999999868677E+01
1.03000000000000E-03,1.00000000000000E-09,9.99653010049895E+00,-9.84783319253303E-09,2.51456163188186E+00,-1.68840408389363E-13,6.13440299597279E-05,4.99999999868679E+01
1.04000000000000E-03,1.00000000000000E-09,9.99664298654907E+00,-9.84765859151258E-09,2.51489959524397E+00,-1.70481697922721E-13,6.24806243900414E-05,4.99999999868681E+01
1.05000000000000E-03,1.00000000000000E-09,9.99675431658408E+00,-9.84743510220640E-09,2.51526243914340E+00,-1.72122953345508E-13,6.36307132477336E-05,4.99999999868684E+01
1.06000000000000E-03,1.00000000000000E-09,9.99686396932698E+00,-9.84716272461450E-09,2.51565136603087E+00,-1.73764166343603E-13,6.47951094013844E-05,4.99999999868688E+01
1.07000000000000E-03,1.00000000000000E-09,9.99697184717977E+00,-9.84684844277767E-09,2.51606713027275E+00,-1.75405328833177E-13,6.59746257195732E-05,4.99999999868692E+01
1.08000000000000E-03,1.00000000000000E-09,9.99707788162047E+00,-9.84649225669595E-09,2.51651059313386E+00,-1.77046433348067E-13,6.71700750708798E-05,4.99999999868697E+01
1.09000000000000E-03,1.00000000000000E-09,9.99718204745498E+00,-9.84608019828768E-09,2.51698265299753E+00,-1.78687473076374E-13,6.83822703238837E-05,4.99999999868702E+01
1.10000000000000E-03,1.00000000000000E-09,9.99728435244257E+00,-9.84564020371615E-09,2.51748425399055E+00,-1.80328441941491E-13,6.96120243471643E-05,4.99999999868708E+01
1.11000000000000E-03,1.00000000000000E-09,9.99738430377889E+00,-9.84515830489969E-09,2.51801806123439E+00,-1.81969308443805E-13,7.08601500093011E-05,4.99999999868715E+01
1.12000000000000E-03,1.00000000000000E-09,9.99748270979294E+00,-9.84466243800160E-09,2.51856384291533E+00,-1.83610101281257E-13,7.21272719233679E-05,4.99999999868721E+01
1.13000000000000E-03,1.00000000000000E-09,9.99757928791300E+00,-9.84415260302188E-09,2.51909599769896E+00,-1.85250794740512E-13,7.34129612805157E-05,4.99999999868728E+01
1.14000000000000E-03,1.00000000000000E-09,9.99767462693494E+00,-9.84363578400133E-09,2.51961610336780E+00,-1.86891416937701E-13,7.47164230561063E-05,4.99999999868735E+01
1.15000000000000E-03,1.00000000000000E-09,9.99776849364572E+00,-9.84311198093994E-09,2.52011476309811E+00,-1.88531935436229E-13,7.60368618578152E-05,4.99999999868742E+01
1.16000000000000E-03,1.00000000000000E-09,9.99786144394931E+00,-9.84258119383776E-09,2.52060020310802E+00,-1.90172384456727E-13,7.73734822933175E-05,4.99999999868749E+01
1.17000000000000E-03,1.00000000000000E-09,9.99795341744852E+00,-9.84206437481720E-09,2.52106423227634E+00,-1.91812744380572E-13,7.87254889702891E-05,4.99999999868756E+01
1.18000000000000E-03,1.00000000000000E-09,9.99804462273370E+00,-9.84156152387829E-09,2.52150865575556E+00,-1.93453019371742E-13,8.00920864964052E-05,4.99999999868763E+01
1.19000000000000E-03,1.00000000000000E-09,9.99813521623648E+00,-9.84106565698018E-09,2.52193260864947E+00,-1.95093211975377E-13,8.14724794793412E-05,4.99999999868769E+01
1.20000000000000E-03,1.00000000000000E-09,9.99822532515825E+00,-9.84059772624534E-09,2.52233535637451E+00,-1.96733325548306E-13,8.28658725267727E-05,4.99999999868776E+01
1.21000000000000E-03,1.00000000000000E-09,9.99831503696439E+00,-9.84015074763296E-09,2.52271620037526E+00,-1.98373364020006E-13,8.42714702463749E-05,4.99999999868782E+01
1.22000000000000E-03,1.00000000000000E-09,9.99840438967509E+00,-9.83972472114303E-09,2.52307449447755E+00,-2.00013331983433E-13,8.56884772458233E-05,4.99999999868787E+01
1.23000000000000E-03,1.00000000000000E-09,9.99849336119972E+00,-9.83934758293884E-09,2.52340963052157E+00,-2.01653234511633E-13,8.71160981327938E-05,4.99999999868792E+01
1.24000000000000E-03,1.00000000000000E-09,9.99858197825622E+00,-9.83898441281628E-09,2.52372318794051E+00,-2.03293089467018E-13,8.85535375149612E-05,4.99999999868797E+01
1.25000000000000E-03,1.00000000000000E-09,9.99866987772200E+00,-9.83867013097945E-09,2.52400901926016E+00,-2.04932876623452E-13,9.00000000000011E-05,4.99999999868801E+01
1.26000000000000E-03,1.00000000000000E-09,9.99875687994463E+00,-9.83838378530589E-09,2.52428591557314E+00,-2.06572615000270E-13,9.14548442964300E-05,4.99999999868805E+01
1.27000000000000E-03,1.00000000000000E-09,9.99884304893581E+00,-9.83813235983642E-09,2.52456579143126E+00,-2.08212320865857E-13,9.29180455161254E-05,4.99999999868808E+01
1.28000000000000E-03,1.00000000000000E-09,9.99892742179112E+00,-9.83792283861186E-09,2.52485312330233E+00,-2.09851980612924E-13,9.43897328718063E-05,4.99999999868811E+01
1.29000000000000E-03,1.00000000000000E-09,9.99900964782226E+00,-9.83774823759140E-09,2.52514589089635E+00,-2.11491610424206E-13,9.58700355761914E-05,4.99999999868814E+01
1.30000000000000E-03,1.00000000000000E-09,9.99908906546974E+00,-9.83760855677503E-09,2.52544475256232E+00,-2.13131216096560E-13,9.73590828419992E-05,4.99999999868815E+01
1.31000000000000E-03,1.00000000000000E-09,9.99916572933738E+00,-9.83750379616275E-09,2.52574919494912E+00,-2.14770806878891E-13,9.88570038819483E-05,4.99999999868817E+01
1.32000000000000E-03,1.00000000000000E-09,9.99923831424088E+00,-9.83741300363211E-09,2.52606071257641E+00,-2.16410381931964E-13,1.00363927908758E-04,4.99999999868818E+01
1.33000000000000E-03,1.00000000000000E-09,9.99930465794841E+00,-9.83736411534638E-09,2.52637877674778E+00,-2.18049944534186E-13,1.01879984135146E-04,4.99999999868819E+01
1.34000000000000E-03,1.00000000000000E-09,9.99936446664981E+00,-9.83734316322392E-09,2.52670288592526E+00,-2.19689502604292E-13,1.03405301773831E-04,4.99999999868819E+01
1.35000000000000E-03,1.00000000000000E-09,9.99941652478479E+00,-9.83734316322392E-09,2.52703349422156E+00,-2.21329059708205E-13,1.04940010037533E-04,4.99999999868819E+01
1.36000000000000E-03,1.00000000000000E-09,9.99946158691338E+00,-9.83735713130556E-09,2.52737004605715E+00,-2.22968618150505E-13,1.06484238138970E-04,4.99999999868819E+01
1.37000000000000E-03,1.00000000000000E-09,9.99949441123522E+00,-9.83737808342802E-09,2.52771455759276E+00,-2.24608181041627E-13,1.08038115290860E-04,4.99999999868818E+01
1.38000000000000E-03,1.00000000000000E-09,9.99951786271528E+00,-9.83741998767293E-09,2.52806464051301E+00,-2.26247748591424E-13,1.09601770705923E-04,4.99999999868818E+01
1.39000000000000E-03,1.00000000000000E-09,9.99952840766215E+00,-9.83746189191784E-09,2.52842281921456E+00,-2.27887322796620E-13,1.11175333631016E-04,4.99999999868817E+01
1.40000000000000E-03,1.00000000000000E-09,9.99952447212479E+00,-9.83750379616275E-09,2.52878927640345E+00,-2.29526904361646E-13,1.12758967316524E-04,4.99999999868817E+01
1.41000000000000E-03,1.00000000000000E-09,9.99950449264958E+00,-9.83754570040766E-09,2.52916913000896E+00,-2.31166493435962E-13,1.14352932824173E-04,4.99999999868816E+01
1.42000000000000E-03,1.00000000000000E-09,9.99946659143402E+00,-9.83758760465257E-09,2.52956146639213E+00,-2.32806089374546E-13,1.15957508695412E-04,4.99999999868816E+01
1.43000000000000E-03,1.00000000000000E-09,9.99940471251458E+00,-9.83762950889749E-09,2.52996766494589E+00,-2.34445692114259E-13,1.17572973471691E-04,4.99999999868815E+01
1.44000000000000E-03,1.00000000000000E-09,9.99932067375000E+00,-9.83763649293830E-09,2.53038609931663E+00,-2.36085298040899E-13,1.19199605694460E-04,4.99999999868815E+01
1.45000000000000E-03,1.00000000000000E-09,9.99921601173000E+00,-9.83763649293830E-09,2.53081700368359E+00,-2.37724904911399E-13,1.20837683905170E-04,4.99999999868815E+01
1.46000000000000E-03,1.00000000000000E-09,9.99908758557208E+00,-9.83762252485667E-09,2.53126210464947E+00,-2.39364510337692E-13,1.22487486645269E-04,4.99999999868815E+01
1.47000000000000E-03,1.00000000000000E-09,9.99893243378731E+00,-9.83759458869339E-09,2.53172115605836E+00,-2.41004112002112E-13,1.24149292456208E-04,4.99999999868816E+01
1.48000000000000E-03,1.00000000000000E-09,9.99874874457731E+00,-9.83754570040766E-09,2.53219418930786E+00,-2.42643706544278E-13,1.25823379879437E-04,4.99999999868816E+01
1.49000000000000E-03,1.00000000000000E-09,9.99853485408109E+00,-9.83748284404030E-09,2.53268146204499E+00,-2.44283290581400E-13,1.27510027456404E-04,4.99999999868817E+01
1.50000000000000E-03,1.00000000000000E-09,9.99828916152126E+00,-9.83739205150965E-09,2.53318321225937E+00,-2.45922860611544E-13,1.29209513728561E-04,4.99999999868818E+01
1.51000000000000E-03,1.00000000000000E-09,9.99800343776481E+00,-9.83726633877492E-09,2.53370073118619E+00,-2.47562409162467E-13,1.30922117237357E-04,4.99999999868820E+01
1.52000000000000E-03,1.00000000000000E-09,9.99768248848767E+00,-9.83713364199936E-09,2.53423224013816E+00,-2.49201935402464E-13,1.32648116524242E-04,4.99999999868822E+01
1.53000000000000E-03,1.00000000000000E-09,9.99732510707047E+00,-9.83697999310134E-09,2.53477536194304E+00,-2.50841436132648E-13,1.34387787347090E-04,4.99999999868824E+01
