"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0,0,0,0,0,0,0,0
5e-17,1.25e-33,0,-8.2817e-38,1.25e-33,5e-17,1.2498e-33,1.2496e-33
5e-17,1.25e-33,0,-8.2817e-38,1.25e-33,5e-17,1.2498e-33,1.2496e-33
1e-08,5e-17,1e-16,-3.3125e-21,5e-17,1e-08,4.9992e-17,4.9984e-17
1e-08,5e-17,1e-16,-3.3125e-21,5e-17,1e-08,4.9992e-17,4.9984e-17
0.2,0.019933,0.039867,0.0013307,0.019933,0.22,0.018667,0.0174
0.4,0.078939,0.15788,0.010582,0.078939,0.48009,0.069339,0.059738
0.6,0.17466,0.34933,0.035358,0.17466,0.78071,0.14406,0.11345
0.8,0.30329,0.60659,0.082644,0.30329,1.1231,0.23499,0.16669
1,0.4597,0.9194,0.15853,0.4597,1.5097,0.33452,0.20935
1.0472,0.5,1,0.18117,0.5,1.6078,0.35847,0.21695
1.0472,0.5,1,0.18117,0.5,1.6078,0.35847,0.21695
1.2472,0.68202,1,0.2991,0.68202,2.0553,0.45871,0.23541
1.4472,0.87672,1,0.45483,0.87672,2.5601,0.55216,0.2276
1.6472,1.0763,1,0.65011,1.0763,3.1329,0.633,0.18967
1.8472,1.2729,1,0.88515,1.2729,3.7885,0.69631,0.11972
2.0472,1.4586,1,1.1585,1.4586,4.5467,0.73817,0.017747
2.2472,1.626,1,1.4674,1.626,5.4335,0.75576,-0.11447
2.4472,1.7684,1,1.8073,1.7684,6.4821,0.74745,-0.27354
2.6472,1.8803,1,2.1727,1.8803,7.7346,0.7128,-0.45465
2.8472,1.957,1,2.557,1.957,9.2433,0.65257,-0.65183
3.0472,1.9955,1,2.9529,1.9955,11.073,0.56865,-0.85825
3.1416,2,1,3.1416,2,12.07,0.52161,-0.95679
3.1416,2,1,3.1416,2,12.07,0.52161,-0.95679
3.3416,1.9801,0.96013,3.5403,1.9801,14.523,0.40839,-1.1633
3.5416,1.9211,0.84212,3.931,1.9211,17.527,0.2803,-1.3605
3.7416,1.8253,0.65067,4.3062,1.8253,21.213,0.1422,-1.5409
3.9416,1.6967,0.39341,4.6589,1.6967,25.74,-0.00061605,-1.6979
4.1416,1.5403,0.080605,4.9831,1.5403,31.301,-0.14264,-1.8256
4.1888,1.5,0,5.0548,1.5,32.788,-0.17543,-1.8509
4.1888,1.5,0,5.0548,1.5,32.788,-0.17543,-1.8509
4.3888,1.318,0,5.3369,1.318,39.956,-0.30885,-1.9357
4.5888,1.1233,0,5.5812,1.1233,48.753,-0.42946,-1.9822
4.7888,0.92367,0,5.7859,0.92367,59.541,-0.53254,-1.9888
4.9888,0.7271,0,5.9508,0.7271,72.762,-0.61406,-1.9552
5.1888,0.54142,0,6.0774,0.54142,88.952,-0.67083,-1.8831
5.3888,0.37401,0,6.1686,0.37401,108.77,-0.70063,-1.7753
5.5888,0.23156,0,6.2287,0.23156,133,-0.70231,-1.6362
5.7888,0.11974,0,6.2633,0.11974,162.63,-0.67585,-1.4714
5.9888,0.043022,0,6.279,0.043022,198.84,-0.62232,-1.2877
6.1888,0.0044519,0,6.283,0.0044519,243.08,-0.54388,-1.0922
6.2832,-1.1718e-15,0,6.2832,-1.1718e-15,267.25,-0.49907,-0.99813
6.2832,-1.1701e-15,0,6.2832,-1.1701e-15,267.25,-0.49907,-0.99813
6.2832,-1.1201e-15,9.9998e-17,6.2832,-1.1201e-15,267.25,-0.49907,-0.99813
6.2832,-1.1201e-15,1e-16,6.2832,-1.1201e-15,267.25,-0.49907,-0.99813
6.4832,0.019933,0.039867,6.2845,0.019933,326.64,-0.38993,-0.7998
6.6832,0.078939,0.15788,6.2938,0.078939,399.16,-0.2652,-0.60933
6.8832,0.17466,0.34933,6.3185,0.17466,487.73,-0.12983,-0.43433
7.0832,0.30329,0.60659,6.3658,0.30329,595.89,0.010744,-0.2818
7.2832,0.4597,0.9194,6.4417,0.4597,727.96,0.15093,-0.15784
7.3304,0.5,1,6.4644,0.5,763.17,0.18334,-0.13332
7.3304,0.5,1,6.4644,0.5,763.17,0.18334,-0.13332
7.5304,0.68202,1,6.5823,0.68202,932.23,0.31533,-0.051366
7.7304,0.87672,1,6.738,0.87672,1138.7,0.43476,-0.0071893
7.9304,1.0763,1,6.9333,1.0763,1390.8,0.53688,-0.0025575
8.1304,1.2729,1,7.1683,1.2729,1698.7,0.61762,-0.037662
8.3304,1.4586,1,7.4417,1.4586,2074.7,0.67374,-0.11111
8.5304,1.626,1,7.7506,1.626,2533.9,0.70301,-0.21997
8.7304,1.7684,1,8.0905,1.7684,3094.8,0.70426,-0.35992
8.9304,1.8803,1,8.4559,1.8803,3779.8,0.67744,-0.52537
9.1304,1.957,1,8.8402,1.957,4616.4,0.62362,-0.70973
9.3304,1.9955,1,9.2361,1.9955,5638.3,0.54495,-0.90566
9.4248,2,1,9.4248,2,6196.3,0.50004,-0.99992
9.4248,2,1,9.4248,2,6196.3,0.50004,-0.99992
9.6248,1.9801,0.96013,9.8234,1.9801,7568,0.39073,-1.1986
9.8248,1.9211,0.84212,10.214,1.9211,9243.4,0.26585,-1.3894
10,1.8391,0.67814,10.544,1.8391,11013,0.14755,-1.544
