"time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
0,0,14.7,14.7,86,86,0,0
0.06,-2.33203e-12,14.6955,14.6955,86,86,-4.15864e-15,2.26646e-13
0.13,-6.50015e-12,14.6955,14.6955,86,86,-4.15864e-15,1.97535e-13
0.19,-8.65766e-12,14.6955,14.6955,86,86,-4.15865e-15,1.78822e-13
0.25,-9.21915e-12,14.6955,14.6955,86,86,-3.83922e-15,1.71997e-13
0.31,-8.75536e-12,14.6955,14.6955,86,86,-3.83922e-15,1.68425e-13
0.37,-7.89571e-12,14.6955,14.6955,86,86,-3.83922e-15,1.70504e-13
0.43,-7.04814e-12,14.6955,14.6955,86,86,-3.83922e-15,1.74663e-13
0.49,-6.38063e-12,14.6955,14.6955,86,86,-3.83922e-15,1.74663e-13
0.55,-5.91094e-12,14.6955,14.6955,86,86,-3.83922e-15,1.76742e-13
0.61,-5.58728e-12,14.6955,14.6955,86,86,-3.83922e-15,1.78822e-13
0.67,-5.35195e-12,14.6955,14.6955,86,86,-3.83922e-15,1.78822e-13
0.73,-5.16343e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
0.79,-4.99982e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
0.85,-4.85337e-12,14.6955,14.6955,86,86,-4.15864e-15,1.76742e-13
0.91,-4.72329e-12,14.6955,14.6955,86,86,-4.15864e-15,1.76742e-13
0.97,-4.60986e-12,14.6955,14.6955,86,86,-4.15864e-15,1.76742e-13
1.03,-4.51276e-12,14.6955,14.6955,86,86,-4.15864e-15,1.80443e-13
1.09,-4.43048e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.15,-4.36106e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.21,-4.30259e-12,14.6955,14.6955,86,86,-4.60706e-15,1.76742e-13
1.27,-4.25319e-12,14.6955,14.6955,86,86,-4.15864e-15,1.80443e-13
1.33,-4.21113e-12,14.6955,14.6955,86,86,-4.15864e-15,1.80827e-13
1.39,-4.17547e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.45,-4.1451e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.51,-4.11922e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.57,-4.09719e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.63,-4.07862e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.69,-4.06282e-12,14.6955,14.6955,86,86,-4.15865e-15,1.76742e-13
1.75,-4.04948e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.81,-4.03791e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.87,-4.02784e-12,14.6955,14.6955,86,86,-4.15865e-15,1.78822e-13
1.93,-4.0195e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
1.99,-4.01252e-12,14.6955,14.6955,86,86,-4.15865e-15,1.80901e-13
2.06,-4.00578e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
2.13,-4.00012e-12,14.6955,14.6955,86,86,-4.15864e-15,1.80443e-13
2.2,-3.99544e-12,14.6955,14.6955,86,86,-4.15864e-15,1.78822e-13
2.27,-3.99142e-12,14.6955,14.6955,86,86,-4.15864e-15,1.80901e-13
2.34,-3.98768e-12,14.6955,14.6955,86,86,-4.15865e-15,1.78822e-13
