"Time","FMU:h","FMU:v"
0,1,0
0.0092669817440459608,0.9995787735570888,-0.090909090909090884
0.019266981744045959,0.99817918264799788,-0.18900909090909088
0.029266981744045961,0.99579859173890695,-0.28710909090909087
0.039266981744045963,0.99243700082981612,-0.38520909090909083
0.049266981744045965,0.98809440992072517,-0.4833090909090908
0.059266981744045967,0.98277081901163432,-0.58140909090909076
0.069266981744045969,0.97646622810254335,-0.67950909090909073
0.079266981744045964,0.96918063719345249,-0.77760909090909069
0.089266981744045959,0.96091404628436161,-0.87570909090909066
0.099266981744045954,0.95166645537527073,-0.97380909090909062
0.10926698174404595,0.94143786446617983,-1.0719090909090905
0.11926698174404594,0.93022827355708904,-1.1700090909090903
0.12926698174404594,0.91803768264799812,-1.2681090909090902
0.13926698174404595,0.9048660917389072,-1.36620909090909
0.14926698174404596,0.89071350082981637,-1.4643090909090899
0.15926698174404597,0.87557990992072554,-1.5624090909090897
0.16926698174404597,0.85946531901163481,-1.6605090909090896
0.17926698174404598,0.84236972810254396,-1.7586090909090895
0.18926698174404599,0.82429313719345298,-1.8567090909090893
0.199266981744046,0.805235546284362,-1.9548090909090892
0.20926698174404601,0.78519695537527101,-2.0529090909090892
0.21926698174404602,0.76417736446618001,-2.1510090909090893
0.22926698174404603,0.74217677355708911,-2.2491090909090894
0.23926698174404604,0.71919518264799809,-2.3472090909090895
0.24926698174404605,0.69523259173890717,-2.4453090909090895
0.25926698174404605,0.67028900082981635,-2.5434090909090896
0.26926698174404606,0.64436440992072541,-2.6415090909090897
0.27926698174404607,0.61745881901163457,-2.7396090909090898
0.28926698174404608,0.58957222810254362,-2.8377090909090898
0.29926698174404609,0.56070463719345276,-2.9358090909090899
0.3092669817440461,0.53085604628436189,-3.03390909090909
0.31926698174404611,0.50002645537527091,-3.1320090909090901
0.32926698174404612,0.46821586446618002,-3.2301090909090902
0.33926698174404613,0.43542427355708913,-3.3282090909090902
0.34926698174404613,0.40165168264799822,-3.4263090909090903
0.35926698174404614,0.36689809173890731,-3.5244090909090904
0.36926698174404615,0.33116350082981644,-3.6225090909090905
0.37926698174404616,0.29444790992072556,-3.7206090909090905
0.38926698174404617,0.25675131901163467,-3.8187090909090906
0.39926698174404618,0.21807372810254377,-3.9168090909090907
0.40926698174404619,0.17841513719345287,-4.0149090909090912
0.4192669817440462,0.13777554628436189,-4.1130090909090917
0.42926698174404621,0.096154955375270995,-4.2111090909090922
0.43926698174404621,0.053553364466180059,-4.3092090909090928
0.44926698174404622,0.009970773557089134,-4.4073090909090933
0.45152364098573122,4.3368086899420177e-17,-4.4294469180700231
0.45152364098574432,0,3.100612842649106
0.45152364098576031,4.9570153464346678e-14,3.1006128426489492
0.46152364098576032,0.030515628426539061,3.0025128426489491
0.47152364098576033,0.060050256853028547,2.9044128426489491
0.48152364098576034,0.088603885279518041,2.806312842648949
0.49152364098576035,0.11617651370600753,2.7082128426489489
0.5015236409857603,0.14276814213249703,2.6101128426489488
0.51152364098576031,0.16837877055898651,2.5120128426489488
0.52152364098576032,0.193008398985476,2.4139128426489487
0.53152364098576033,0.21665702741196546,2.3158128426489486
0.54152364098576034,0.23932465583845494,2.2177128426489485
0.55152364098576034,0.26101128426494447,2.1196128426489484
0.56152364098576035,0.28171691269143401,2.0215128426489484
0.57152364098576036,0.30144154111792354,1.9234128426489485
0.58152364098576037,0.32018516954441301,1.8253128426489487
0.59152364098576038,0.33794779797090241,1.7272128426489488
0.60152364098576039,0.35472942639739186,1.629112842648949
0.6115236409857604,0.37053005482388135,1.5310128426489491
0.62152364098576041,0.38534968325037083,1.4329128426489492
0.63152364098576041,0.39918831167686031,1.3348128426489494
0.64152364098576042,0.41204594010334977,1.2367128426489495
0.65152364098576043,0.42392256852983928,1.1386128426489497
0.66152364098576044,0.43481819695632878,1.0405128426489498
0.67152364098576045,0.44473282538281833,0.94241284264894987
0.68152364098576046,0.45366645380930787,0.8443128426489499
0.69152364098576047,0.46161908223579734,0.74621284264894994
0.70152364098576048,0.4685907106622868,0.64811284264894997
0.71152364098576049,0.47458133908877631,0.55001284264895001
0.72152364098576049,0.47959096751526581,0.45191284264895004
0.7315236409857605,0.4836195959417553,0.35381284264895008
0.74152364098576051,0.48666722436824483,0.25571284264895006
0.75152364098576052,0.48873385279473441,0.15761284264895006
0.76152364098576053,0.48981948122122393,0.05951284264895005
0.77152364098576054,0.48992410964771338,-0.038587157351049957
0.78152364098576055,0.48904773807420282,-0.13668715735104997
0.79152364098576056,0.48719036650069236,-0.23478715735104996
0.80152364098576057,0.48435199492718184,-0.33288715735105001
0.81152364098576057,0.48053262335367131,-0.43098715735104998
0.82152364098576058,0.47573225178016076,-0.52908715735104994
0.83152364098576059,0.46995088020665027,-0.62718715735104991
0.8415236409857606,0.46318850863313976,-0.72528715735104987
0.85152364098576061,0.45544513705962925,-0.82338715735104984
0.86152364098576062,0.44672076548611878,-0.9214871573510498
0.87152364098576063,0.43701539391260835,-1.0195871573510498
0.88152364098576064,0.42632902233909786,-1.1176871573510496
0.89152364098576065,0.41466165076558736,-1.2157871573510495
0.90152364098576065,0.40201327919207686,-1.3138871573510493
0.91152364098576066,0.38838390761856634,-1.4119871573510492
0.92152364098576067,0.37377353604505587,-1.510087157351049
0.93152364098576068,0.35818216447154538,-1.6081871573510489
0.94152364098576069,0.34160979289803484,-1.7062871573510487
0.9515236409857607,0.32405642132452428,-1.8043871573510486
0.96152364098576071,0.30552204975101377,-1.9024871573510485
0.97152364098576072,0.2860066781775033,-2.0005871573510485
0.98152364098576073,0.26551030660399283,-2.0986871573510486
0.99152364098576073,0.24403293503048229,-2.1967871573510487
1.0015236409857606,0.2215745634569718,-2.2948871573510488
1.0115236409857606,0.19813519188346135,-2.3929871573510488
1.0215236409857607,0.17371482030995086,-2.4910871573510489
1.0315236409857607,0.14831344873644037,-2.589187157351049
1.0415236409857607,0.12193107716292986,-2.6872871573510491
1.0515236409857607,0.094567705589419376,-2.7853871573510491
1.0615236409857607,0.06622333401590888,-2.8834871573510492
1.0715236409857607,0.036897962442398374,-2.9815871573510493
1.0815236409857607,0.0065915908688878744,-3.0796871573510494
1.0836567383657714,4.7922603385597284e-14,-3.1006128426489541
1.0836567383658025,0,2.1704289898544809
1.0836567383658409,8.3374244229615393e-14,2.1704289898541038
1.0936567383658409,0.021213789898624415,2.0723289898541037
1.1036567383658409,0.041446579797165449,1.9742289898541039
1.1136567383658409,0.060698369695706494,1.876128989854104
1.1236567383658409,0.078969159594247537,1.7780289898541042
1.1336567383658409,0.096258949492788584,1.6799289898541043
1.1436567383658409,0.11256773939132962,1.5818289898541045
1.1536567383658409,0.12789552928987066,1.4837289898541046
1.1636567383658409,0.14224231918841174,1.3856289898541048
1.1736567383658409,0.1556081090869528,1.2875289898541049
1.183656738365841,0.16799289898549385,1.1894289898541051
1.193656738365841,0.17939668888403493,1.0913289898541052
1.203656738365841,0.18981947878257596,0.99322898985410524
1.213656738365841,0.19926126868111702,0.89512898985410527
1.223656738365841,0.20772205857965809,0.79702898985410531
1.233656738365841,0.21520184847819912,0.69892898985410534
1.243656738365841,0.22170063837674014,0.60082898985410538
1.253656738365841,0.22721842827528121,0.50272898985410541
1.263656738365841,0.23175521817382227,0.40462898985410545
1.273656738365841,0.23531100807236335,0.30652898985410548
1.283656738365841,0.23788579797090442,0.20842898985410549
1.2936567383658411,0.23947958786944545,0.11032898985410547
1.3036567383658411,0.2400923777679865,0.012228989854105454
1.3136567383658411,0.23972416766652757,-0.085871010145894558
1.3236567383658411,0.23837495756506863,-0.18397101014589459
1.3336567383658411,0.23604474746360971,-0.28207101014589464
1.3436567383658411,0.23273353736215077,-0.38017101014589461
1.3536567383658411,0.2284413272606918,-0.47827101014589457
1.3636567383658411,0.22316811715923285,-0.57637101014589454
1.3736567383658411,0.21691390705777389,-0.6744710101458945
1.3836567383658411,0.20967869695631494,-0.77257101014589447
1.3936567383658411,0.20146248685485599,-0.87067101014589443
1.4036567383658412,0.19226527675339705,-0.9687710101458944
1.4136567383658412,0.18208706665193811,-1.0668710101458942
1.4236567383658412,0.17092785655047918,-1.1649710101458941
1.4336567383658412,0.15878764644902027,-1.263071010145894
1.4436567383658412,0.14566643634756132,-1.3611710101458938
1.4536567383658412,0.13156422624610239,-1.4592710101458937
1.4636567383658412,0.11648101614464344,-1.5573710101458935
1.4736567383658412,0.10041680604318451,-1.6554710101458934
1.4836567383658412,0.083371595941725565,-1.7535710101458932
1.4936567383658412,0.065345385840266626,-1.8516710101458931
1.5036567383658412,0.046338175738807691,-1.9497710101458929
1.5136567383658412,0.026349965637348764,-2.0478710101458932
1.5236567383658413,0.0053807555358898283,-2.1459710101458933
1.5261499065318542,1.6653345369377348e-16,-2.1704289898544804
1.5261499065318977,0,1.5193002928984352
1.526149906531951,8.0964583991774236e-14,1.5193002928979125
1.536149906531951,0.014702502929060089,1.4212002928979126
1.5461499065319511,0.028424005858039211,1.3231002928979128
1.5561499065319511,0.041164508787018335,1.2250002928979129
1.5661499065319511,0.05292401171599747,1.126900292897913
1.5761499065319511,0.063702514644976602,1.0288002928979132
1.5861499065319511,0.073500017573955745,0.93070029289791323
1.5961499065319511,0.082316520502934878,0.83260029289791326
1.6061499065319511,0.090152023431914002,0.7345002928979133
1.6161499065319511,0.097006526360893144,0.63640029289791333
1.6261499065319511,0.10288002928987229,0.53830029289791337
1.6361499065319511,0.10777253221885141,0.4402002928979134
