"Time","FMU:h","FMU:v"
1.6461499065319511,0.11168403514783055,0.34210029289791344
1.6561499065319512,0.11461453807680969,0.24400029289791345
1.6661499065319512,0.11656404100578882,0.14590029289791343
1.6761499065319512,0.11753254393476796,0.047800292897913411
1.6861499065319512,0.11752004686374709,-0.050299707102086595
1.6961499065319512,0.11652654979272621,-0.14839970710208658
1.7061499065319512,0.11455205272170535,-0.24649970710208655
1.7161499065319512,0.11159655565068448,-0.34459970710208654
1.7261499065319512,0.10766005857966361,-0.4426997071020865
1.7361499065319512,0.10274256150864275,-0.54079970710208647
1.7461499065319512,0.096844064437621891,-0.63889970710208643
1.7561499065319512,0.089964567366601023,-0.7369997071020864
1.7661499065319513,0.082104070295580159,-0.83509970710208636
1.7761499065319513,0.073262573224559299,-0.93319970710208633
1.7861499065319513,0.06344007615353843,-1.0312997071020862
1.7961499065319513,0.052636579082517565,-1.129399707102086
1.8061499065319513,0.040852082011496697,-1.2274997071020859
1.8161499065319513,0.028086584940475837,-1.3255997071020857
1.8261499065319513,0.014340087869454982,-1.4236997071020856
1.8358951242481947,3.3480163086352377e-16,-1.5193002928984329
1.8358951242482471,0,1.0635102050292629
1.8358951242483115,6.848254395972355e-14,1.0635102050286311
1.8458951242483115,0.010144602050354794,0.96541020502863129
1.8558951242483115,0.019308204100641106,0.86731020502863132
1.8658951242483115,0.027490806150927416,0.76921020502863136
1.8758951242483115,0.034692408201213727,0.67111020502863139
1.8858951242483115,0.040913010251500043,0.57301020502863143
1.8958951242483115,0.046152612301786355,0.47491020502863146
1.9058951242483115,0.050411214352072665,0.3768102050286315
1.9158951242483115,0.05368881640235898,0.27871020502863153
1.9258951242483116,0.055985418452645298,0.18061020502863154
1.9358951242483116,0.057301020502931621,0.082510205028631517
1.9458951242483116,0.057635622553217934,-0.015589794971368498
1.9558951242483116,0.056989224603504245,-0.1136897949713685
1.9658951242483116,0.055361826653790566,-0.21178979497136849
1.9758951242483116,0.052753428704076885,-0.30988979497136848
1.9858951242483116,0.049164030754363201,-0.40798979497136845
1.9958951242483116,0.044593632804649522,-0.50608979497136841
2.0058951242483114,0.039042234854935826,-0.60418979497136838
2.0158951242483112,0.032509836905222141,-0.70228979497136834
2.025895124248311,0.02499643895550846,-0.80038979497136831
2.0358951242483108,0.016502041005794776,-0.89848979497136827
2.0458951242483105,0.007026643056081092,-0.99658979497136835
2.0527167766496976,3.1133949585093745e-14,-1.0635102050289758
2.0527167766497563,0,0.74445714352068559
2.0527167766498304,5.5211099233740127e-14,0.74445714351995806
2.0627167766498302,0.0069540714352547932,0.6463571435199581
2.07271677664983,0.012927142870454376,0.54825714351995813
2.0827167766498298,0.017919214305653956,0.45015714351995817
2.0927167766498296,0.021930285740853539,0.3520571435199582
2.1027167766498294,0.024960357176053119,0.25395714351995818
2.1127167766498292,0.027009428611252703,0.15585714351995819
2.1227167766498289,0.028077500046452285,0.057757143519958178
2.1327167766498287,0.028164571481651867,-0.040342856480041829
2.1427167766498285,0.02727064291685145,-0.13844285648004181
2.1527167766498283,0.025395714352051037,-0.23654285648004178
2.1627167766498281,0.022539785787250619,-0.33464285648004177
2.1727167766498279,0.0187028572224502,-0.43274285648004174
2.1827167766498277,0.013884928657649781,-0.5308428564800417
2.1927167766498274,0.0080860000928493648,-0.62894285648004167
2.2027167766498272,0.0013060715280489481,-0.72704285648004163
2.2044919333308268,2.8878809066323896e-15,-0.74445714352064762
2.2044919333308899,0,0.52112000046488638
2.2044919333309658,3.9573464540612894e-14,0.52112000046414142
2.2144919333309656,0.0047207000046809869,0.42302000046414145
2.2244919333309654,0.0084604000093224004,0.32492000046414149
2.2344919333309652,0.011219100013963815,0.2268200004641415
2.244491933330965,0.012996800018605231,0.12872000046414148
2.2544919333309648,0.013793500023246648,0.030620000464141463
2.2644919333309645,0.013609200027888062,-0.067479999535858551
2.2744919333309643,0.012443900032529475,-0.16557999953585853
2.2844919333309641,0.01029760003717089,-0.26367999953585852
2.2944919333309639,0.0071703000418123046,-0.36177999953585849
2.3044919333309637,0.003062000046453719,-0.45987999953585845
2.3107345430076895,1.8447049443537367e-14,-0.52112000046453899
2.3107345430077579,0,0.3647840003256469
2.3107345430078454,3.1913337778663078e-14,0.36478400032478864
2.3207345430078452,0.0031573400032797994,0.26668400032478862
2.330734543007845,0.0053336800065276859,0.16858400032478862
2.3407345430078448,0.0065290200097755709,0.070484000324788604
2.3507345430078446,0.0067433600130234576,-0.027615999675211403
2.3607345430078444,0.0059767000162713434,-0.12571599967521141
2.3707345430078441,0.004229040019519229,-0.2238159996752114
2.3807345430078439,0.0015003800227671152,-0.32191599967521145
2.3851043697815886,1.713039432527097e-17,-0.3647840003256464
2.385104369781657,0,0.2553488002284221
2.3851043697817453,2.2566131738952384e-14,0.25534880022755513
2.3951043697817451,0.0020629880022981165,0.15724880022755514
2.4051043697817449,0.0031449760045736685,0.059148800227555122
2.4151043697817447,0.0032459640068492196,-0.038951199772444885
2.4251043697817445,0.002365952009124771,-0.1370511997724449
2.4351043697817443,0.00050494001140032193,-0.23515119977244489
2.4371632485233996,8.8070826673170011e-15,-0.25534880022808371
2.4371632485234689,0,0.17874416016013431
2.4371632485235719,1.8415777861339819e-14,0.17874416015912359
2.4471632485235717,0.0012969416016096517,0.080644160159123568
2.4571632485235715,0.0016128832032008874,-0.017455839840876446
2.4671632485235713,0.00094782480479212226,-0.11555583984087647
2.4736044636427268,6.2343793322261476e-15,-0.17874416015979211
2.473604463642797,0,0.12512091211233631
2.4736044636428671,8.7792458252943279e-15,0.12512091211164797
2.4836044636428669,0.00076070912112525873,0.027020912111647956
2.4936044636428667,0.0005404182422417376,-0.071079087888352058
2.4991133142263511,3.0466081046842675e-17,-0.12512091211233384
2.4991133142264221,0,0
2.4991133142264932,0,0
2.509113314226493,0,0
2.5191133142264928,0,0
2.5291133142264925,0,0
2.5391133142264923,0,0
2.5491133142264921,0,0
2.5591133142264919,0,0
2.5691133142264917,0,0
2.5791133142264915,0,0
2.5891133142264913,0,0
2.5991133142264911,0,0
2.6091133142264908,0,0
2.6191133142264906,0,0
2.6291133142264904,0,0
2.6391133142264902,0,0
2.64911331422649,0,0
2.6591133142264898,0,0
2.6691133142264896,0,0
2.6791133142264894,0,0
2.6891133142264891,0,0
2.6991133142264889,0,0
2.7091133142264887,0,0
2.7191133142264885,0,0
2.7291133142264883,0,0
2.7391133142264881,0,0
2.7491133142264879,0,0
2.7591133142264876,0,0
2.7691133142264874,0,0
2.7791133142264872,0,0
2.789113314226487,0,0
2.7991133142264868,0,0
2.8091133142264866,0,0
2.8191133142264864,0,0
2.8291133142264862,0,0
2.8391133142264859,0,0
2.8491133142264857,0,0
2.8591133142264855,0,0
2.8691133142264853,0,0
2.8791133142264851,0,0
2.8891133142264849,0,0
2.8991133142264847,0,0
2.9091133142264844,0,0
2.9191133142264842,0,0
2.929113314226484,0,0
2.9391133142264838,0,0
2.9491133142264836,0,0
2.9591133142264834,0,0
2.9691133142264832,0,0
2.979113314226483,0,0
2.9891133142264827,0,0
2.9991133142264825,0,0
3,0,0
