"time","p1@general_hydraulic_chamber","p1@hydraulic_4","q@volumesensor"
0.000000,200.000000,200.000000,0.000000
0.000010,200.000000,200.000000,0.000000
0.000020,200.000000,200.000000,0.000000
0.000030,200.000000,200.000000,0.000000
0.000040,200.000000,200.000000,0.000000
0.000050,200.000000,200.000000,0.000000
0.000060,200.000000,200.000000,0.000000
0.000070,200.049668,200.001941,0.000000
0.000080,200.049668,200.001941,0.000000
0.000090,200.049668,200.001941,0.000000
0.000100,200.049668,200.001941,0.000000
0.000110,200.049668,200.001941,0.000000
0.000120,200.049668,200.001941,0.000000
0.000130,200.052638,200.094566,0.000000
0.000140,200.052638,200.094566,0.000000
0.000150,200.052638,200.094566,0.000000
0.000160,200.052638,200.094566,0.000000
0.000170,200.052638,200.094566,0.000000
0.000180,200.052638,200.094566,0.000000
0.000190,200.053296,200.103752,0.000000
0.000200,200.053296,200.103752,0.000000
0.000210,200.053296,200.103752,0.000000
0.000220,200.053296,200.103752,0.000000
0.000230,200.053296,200.103752,0.000000
0.000240,200.053296,200.103752,0.000000
0.000250,200.053756,200.045103,0.000000
0.000260,200.053756,200.045103,0.000000
0.000270,200.053756,200.045103,0.000000
0.000280,200.053756,200.045103,0.000000
0.000290,200.053756,200.045103,0.000000
0.000300,200.053756,200.045103,0.000000
0.000310,200.053647,200.007202,0.000000
0.000320,200.053647,200.007202,0.000000
0.000330,200.053647,200.007202,0.000000
0.000340,200.053647,200.007202,0.000000
0.000350,200.053647,200.007202,0.000000
0.000360,200.053647,200.007202,0.000000
0.000370,200.053021,200.025228,0.000000
0.000380,200.053021,200.025228,0.000000
0.000390,200.053021,200.025228,0.000000
0.000400,200.053021,200.025228,0.000000
0.000410,200.053021,200.025228,0.000000
0.000420,200.053021,200.025228,0.000000
0.000430,200.052928,200.093283,0.000000
0.000440,200.052928,200.093283,0.000000
0.000450,200.052928,200.093283,0.000000
0.000460,200.052928,200.093283,0.000000
0.000470,200.052928,200.093283,0.000000
0.000480,200.052928,200.093283,0.000000
0.000490,200.053434,200.094318,0.000000
0.000500,200.053434,200.094318,0.000000
0.000510,200.053434,200.094318,0.000000
0.000520,200.053434,200.094318,0.000000
0.000530,200.053434,200.094318,0.000000
0.000540,200.053434,200.094318,0.000000
0.000550,200.053724,138.745685,-6.000000
0.000560,200.053724,138.745685,-6.000000
0.000570,200.053724,138.745685,-6.000000
0.000580,200.053724,138.745685,-6.000000
0.000590,200.053724,138.745685,-6.000000
0.000600,200.053724,138.745685,-6.000000
0.000610,198.633133,137.170039,-6.000000
0.000620,198.633133,137.170039,-6.000000
0.000630,198.633133,137.170039,-6.000000
0.000640,198.633133,137.170039,-6.000000
0.000650,198.633133,137.170039,-6.000000
0.000660,198.633133,137.170039,-6.000000
0.000670,195.536930,243.649775,-6.000000
0.000680,195.536930,243.649775,-6.000000
0.000690,195.536930,243.649775,-6.000000
0.000700,195.536930,243.649775,-6.000000
0.000710,195.536930,243.649775,-6.000000
0.000720,195.536930,243.649775,-6.000000
0.000730,192.961764,250.616256,-6.000000
0.000740,192.961764,250.616256,-6.000000
0.000750,192.961764,250.616256,-6.000000
0.000760,192.961764,250.616256,-6.000000
0.000770,192.961764,250.616256,-6.000000
0.000780,192.961764,250.616256,-6.000000
0.000790,192.904404,210.220244,-6.000000
0.000800,192.904404,210.220244,-6.000000
0.000810,192.904404,210.220244,-6.000000
0.000820,192.904404,210.220244,-6.000000
0.000830,192.904404,210.220244,-6.000000
0.000840,192.904404,210.220244,-6.000000
0.000850,192.819309,132.466921,-6.000000
0.000860,192.819309,132.466921,-6.000000
0.000870,192.819309,132.466921,-6.000000
0.000880,192.819309,132.466921,-6.000000
0.000890,192.819309,132.466921,-6.000000
0.000900,192.819309,132.466921,-6.000000
0.000910,190.757373,145.040609,-6.000000
0.000920,190.757373,145.040609,-6.000000
0.000930,190.757373,145.040609,-6.000000
0.000940,190.757373,145.040609,-6.000000
0.000950,190.757373,145.040609,-6.000000
0.000960,190.757373,145.040609,-6.000000
0.000970,187.789262,240.319790,-6.000000
0.000980,187.789262,240.319790,-6.000000
0.000990,187.789262,240.319790,-6.000000
0.001000,187.789262,240.319790,-6.000000
0.001010,187.789262,240.319790,-6.000000
0.001020,187.789262,240.319790,-6.000000
0.001030,185.932247,236.584416,-6.000000
0.001040,185.932247,236.584416,-6.000000
0.001050,185.932247,236.584416,-6.000000
0.001060,185.932247,236.584416,-6.000000
0.001070,185.932247,236.584416,-6.000000
0.001080,185.932247,236.584416,-6.000000
0.001090,185.894251,170.741155,-6.000000
0.001100,185.894251,170.741155,-6.000000
0.001110,185.894251,170.741155,-6.000000
0.001120,185.894251,170.741155,-6.000000
0.001130,185.894251,170.741155,-6.000000
0.001140,185.894251,170.741155,-6.000000
0.001150,185.377152,129.836880,-6.000000
0.001160,185.377152,129.836880,-6.000000
0.001170,185.377152,129.836880,-6.000000
0.001180,185.377152,129.836880,-6.000000
0.001190,185.377152,129.836880,-6.000000
0.001200,185.377152,129.836880,-6.000000
0.001210,182.923372,161.997107,-6.000000
0.001220,182.923372,161.997107,-6.000000
0.001230,182.923372,161.997107,-6.000000
0.001240,182.923372,161.997107,-6.000000
0.001250,182.923372,161.997107,-6.000000
0.001260,182.923372,161.997107,-6.000000
0.001270,180.195523,233.299933,-6.000000
0.001280,180.195523,233.299933,-6.000000
0.001290,180.195523,233.299933,-6.000000
0.001300,180.195523,233.299933,-6.000000
0.001310,180.195523,233.299933,-6.000000
0.001320,180.195523,233.299933,-6.000000
0.001330,178.928181,216.381699,-6.000000
0.001340,178.928181,216.381699,-6.000000
0.001350,178.928181,216.381699,-6.000000
0.001360,178.928181,216.381699,-6.000000
0.001370,178.928181,216.381699,-6.000000
0.001380,178.928181,216.381699,-6.000000
0.001390,178.792217,145.635585,-6.000000
0.001400,178.792217,145.635585,-6.000000
0.001410,178.792217,145.635585,-6.000000
0.001420,178.792217,145.635585,-6.000000
0.001430,178.792217,145.635585,-6.000000
0.001440,178.792217,145.635585,-6.000000
0.001450,177.770653,130.376156,-6.000000
0.001460,177.770653,130.376156,-6.000000
0.001470,177.770653,130.376156,-6.000000
0.001480,177.770653,130.376156,-6.000000
0.001490,177.770653,130.376156,-6.000000
0.001500,177.770653,130.376156,-6.000000
0.001510,175.148987,177.146316,-6.000000
0.001520,175.148987,177.146316,-6.000000
0.001530,175.148987,177.146316,-6.000000
0.001540,175.148987,177.146316,-6.000000
0.001550,175.148987,177.146316,-6.000000
0.001560,175.148987,177.146316,-6.000000
0.001570,172.789584,284.687948,0.000000
0.001580,172.789584,284.687948,0.000000
0.001590,172.789584,284.687948,0.000000
0.001600,172.789584,284.687948,0.000000
0.001610,172.789584,284.687948,0.000000
0.001620,172.789584,284.687948,0.000000
0.001630,174.519553,252.110178,0.000000
0.001640,174.519553,252.110178,0.000000
0.001650,174.519553,252.110178,0.000000
0.001660,174.519553,252.110178,0.000000
0.001670,174.519553,252.110178,0.000000
0.001680,174.519553,252.110178,0.000000
0.001690,177.360975,74.795999,0.000000
0.001700,177.360975,74.795999,0.000000
0.001710,177.360975,74.795999,0.000000
0.001720,177.360975,74.795999,0.000000
0.001730,177.360975,74.795999,0.000000
0.001740,177.360975,74.795999,0.000000
0.001750,177.743495,86.614476,0.000000
0.001760,177.743495,86.614476,0.000000
0.001770,177.743495,86.614476,0.000000
0.001780,177.743495,86.614476,0.000000
0.001790,177.743495,86.614476,0.000000
0.001800,177.743495,86.614476,0.000000
0.001810,175.189316,226.211781,0.000000
0.001820,175.189316,226.211781,0.000000
0.001830,175.189316,226.211781,0.000000
0.001840,175.189316,226.211781,0.000000
0.001850,175.189316,226.211781,0.000000
0.001860,175.189316,226.211781,0.000000
0.001870,173.793771,272.488326,0.000000
0.001880,173.793771,272.488326,0.000000
0.001890,173.793771,272.488326,0.000000
