"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6","ContinuousState[0]","ContinuousState[1]","ContinuousState[2]","ContinuousState[3]","ContinuousState[4]","ContinuousState[5]","ContinuousState[6]","ContinuousState[7]","EventIndicator[0]","EventIndicator[1]","EventIndicator[2]","Integrator_IC","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","IntegratorLimited_IC","IntegratorLimited_UpperSat","IntegratorLimited_LowerSat","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","IntegratorSecondOrder_ICX","IntegratorSecondOrder_ICDXDT","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","StateSpace_A","StateSpace_C","StateSpace_D","StateSpace_X0","TransferFcn_A","TransferFcn_C","SineWave8_Amp","SineWave8_Bias","SineWave8_Freq","SineWave8_Phase","ZeroPole_A[0]","ZeroPole_A[1]","ZeroPole_C[0]","ZeroPole_C[1]","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase","indicators.z[0]","indicators.z[1]","indicators.z[2]","indicators.z[3]","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","Out1_ref","Out2_ref","Out3[1]_ref","Out3[2]_ref","Out4_ref","Out5_ref","Out6_ref","ContinuousState[0]_ref","ContinuousState[1]_ref","ContinuousState[2]_ref","ContinuousState[3]_ref","ContinuousState[4]_ref","ContinuousState[5]_ref","ContinuousState[6]_ref","ContinuousState[7]_ref","EventIndicator[0]_ref","EventIndicator[1]_ref","EventIndicator[2]_ref","Integrator_IC_ref","SineWave1_Amp_ref","SineWave1_Bias_ref","SineWave1_Freq_ref","SineWave1_Phase_ref","IntegratorLimited_IC_ref","IntegratorLimited_UpperSat_ref","IntegratorLimited_LowerSat_ref","SineWave2_Amp_ref","SineWave2_Bias_ref","SineWave2_Freq_ref","SineWave2_Phase_ref","IntegratorSecondOrder_ICX_ref","IntegratorSecondOrder_ICDXDT_ref","SineWave3_Amp_ref","SineWave3_Bias_ref","SineWave3_Freq_ref","SineWave3_Phase_ref","SineWave6_Amp_ref","SineWave6_Bias_ref","SineWave6_Freq_ref","SineWave6_Phase_ref","StateSpace_A_ref","StateSpace_C_ref","StateSpace_D_ref","StateSpace_X0_ref","TransferFcn_A_ref","TransferFcn_C_ref","SineWave8_Amp_ref","SineWave8_Bias_ref","SineWave8_Freq_ref","SineWave8_Phase_ref","ZeroPole_A[0]_ref","ZeroPole_A[1]_ref","ZeroPole_C[0]_ref","ZeroPole_C[1]_ref","SineWave12_Amp_ref","SineWave12_Bias_ref","SineWave12_Freq_ref","SineWave12_Phase_ref","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
         2, 1.4115885,         1, 1.0765624, 1.4115885, 4.3014469,0.73109264,0.05059673, 1.4115885,         1, 1.0765624, 1.4115885, 3.3921495,0.73109264,0.73109264,0.68049591,         0,         1, 1.8185949,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.8185949,         1,       201,      0.01,      0.01,         0,         0,         1,         0,    1.3695,         1,  0.951327,    1.3695,   3.85202,  0.737501,    0.1055,    1.3695,         1,  0.951327,    1.3695,   2.94272,  0.737501,  0.737501,  0.632001,         0,         1,   1.81859,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.1, 1.5005175,         1, 1.2217608, 1.5005175, 4.7033313,0.74618291,-0.008151689, 1.5005175,         1, 1.2217608, 1.5005175,  3.840122,0.74618291,0.74618291, 0.7543346,         0,         1, 1.7264187,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.7264187,         1,       212,      0.01,      0.01,         0,         0,         1,         0,   1.46043,         1,   1.08828,   1.46043,   4.19113,   0.75468, 0.0489291,   1.46043,         1,   1.08828,   1.46043,   3.32793,   0.75468,   0.75468,  0.705751,         0,         1,   1.72642,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.2, 1.5844454,         1, 1.3756341, 1.5844454, 5.1382338,0.75504149,-0.07436241, 1.5844454,         1, 1.3756341, 1.5844454, 4.3297374,0.75504149,0.75504149, 0.8294039,         0,         1, 1.6169928,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.6169928,         1,       223,      0.01,      0.01,         0,         0,         1,         0,   1.54675,         1,   1.23432,   1.54675,   4.55554,  0.765533, -0.015686,   1.54675,         1,   1.23432,   1.54675,   3.74704,  0.765533,  0.765533,  0.781219,         0,         1,   1.61699,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.3, 1.6625336,         1, 1.5376441, 1.6625336, 5.6101801,0.75746284,-0.14760793, 1.6625336,         1, 1.5376441, 1.6625336, 4.8644749,0.75746284,0.75746284,0.90507077,         0,         1, 1.4914104,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.4914104,         1,       234,      0.01,      0.01,         0,         0,         1,         0,    1.6276,         1,     1.389,    1.6276,    4.9483,  0.769829, -0.087943,    1.6276,         1,     1.389,    1.6276,   4.20259,  0.769829,  0.769829,  0.857772,         0,         1,   1.49141,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.4, 1.7340019,         1, 1.7071712, 1.7340019, 6.1237015,0.75331691,-0.22736809, 1.7340019,         1, 1.7071712, 1.7340019, 5.4482383,0.75331691,0.75331691,0.98068501,         0,         1, 1.3509264,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.3509264,         1,       245,      0.01,      0.01,         0,         0,         1,         0,   1.70217,         1,   1.55176,   1.70217,   5.37289,  0.767417, -0.167338,   1.70217,         1,   1.55176,   1.70217,   4.69742,  0.767417,  0.767417,  0.934755,         0,         1,   1.35093,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.5, 1.7981362,         1, 1.8835207, 1.7981362, 6.6838812,0.74254943,-0.31303739, 1.7981362,         1, 1.8835207, 1.7981362, 6.0854091,0.74254943,0.74254943, 1.0555868,         0,         1, 1.1969443,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.1969443,         1,       256,      0.01,      0.01,         0,         0,         1,         0,   1.76972,         1,   1.72197,   1.76972,   5.83318,  0.758222, -0.253275,   1.76972,         1,   1.72197,   1.76972,   5.23471,  0.758222,  0.758222,    1.0115,         0,         1,   1.19694,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.6, 1.8542958,         1, 2.0659297, 1.8542958, 7.2964052, 0.7251814,-0.40393297, 1.8542958,         1, 2.0659297, 1.8542958, 6.7809038, 0.7251814, 0.7251814, 1.1291144,         0,         1, 1.0310027,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 1.0310027,         1,       267,      0.01,      0.01,         0,         0,         1,         0,   1.82957,         1,   1.89895,   1.82957,   6.33353,  0.742247, -0.345073,   1.82957,         1,   1.89895,   1.82957,   5.81803,  0.742247,  0.742247,   1.08732,         0,         1,     1.031,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.7, 1.9019194,         1, 2.2535749, 1.9019194, 7.9676166,0.70130808,-0.49930322, 1.9019194,         1, 2.2535749, 1.9019194, 7.5402367,0.70130808,0.70130808, 1.2006113,         0,         1,0.85475976,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1,0.85475976,         1,       278,      0.01,      0.01,         0,         0,         1,         0,   1.88112,         1,    2.0819,   1.88112,   6.87876,  0.719572, -0.441972,   1.88112,         1,    2.0819,   1.88112,   6.45138,  0.719572,  0.719572,   1.16154,         0,         1,   0.85476,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.8, 1.9405312,         1, 2.4455804, 1.9405312, 8.7045761,0.67109719,-0.59833683, 1.9405312,         1, 2.4455804, 1.9405312,  8.369588,0.67109719,0.67109719,  1.269434,         0,         1, 0.6699763,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1, 0.6699763,         1,       289,      0.01,      0.01,         0,         0,         1,         0,   1.92385,         1,   2.27001,   1.92385,   7.47425,  0.690353, -0.543148,   1.92385,         1,   2.27001,   1.92385,   7.13926,  0.690353,  0.690353,    1.2335,         0,         1,  0.669976,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.9, 1.9697455,         1, 2.6410271, 1.9697455, 9.5151281,0.63478657,-0.70017236, 1.9697455,         1, 2.6410271, 1.9697455, 9.2758787,0.63478657,0.63478657, 1.3349589,         0,         1,0.47849866,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1,0.47849866,         1,       300,      0.01,      0.01,         0,         0,         1,         0,   1.95735,         1,    2.4624,   1.95735,   8.12593,  0.654816,  -0.64772,   1.95735,         1,    2.4624,   1.95735,   7.88668,  0.654816,  0.654816,   1.30254,         0,         1,  0.478499,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
         3, 1.9892703,         1, 2.8389611, 1.9892703, 10.407972,0.59268109,-0.80390813, 1.9892703,         1, 2.8389611, 1.9892703, 10.266852,0.59268109,0.59268109, 1.3965892,         0,         1,0.28224002,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1,0.28224002,         1,       311,      0.01,      0.01,         0,         0,         1,         0,   1.98128,         1,   2.65813,   1.98128,    8.8404,   0.61326, -0.754758,   1.98128,         1,   2.65813,   1.98128,   8.69928,   0.61326,   0.61326,   1.36802,         0,         1,   0.28224,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.1, 1.9989106,         1, 3.0384041, 1.9989106, 11.392744,0.54514911,-0.90861237, 1.9989106,         1, 3.0384041, 1.9989106, 11.351164,0.54514911,0.54514911, 1.4537615,         0,         1,0.083161325,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         1,0.083161325,         1,       322,      0.01,      0.01,         0,         0,         1,         0,   1.99539,         1,   2.85626,   1.99539,    9.6249,  0.566046, -0.863298,   1.99539,         1,   2.85626,   1.99539,   9.58332,  0.566046,  0.566046,   1.42934,         0,         1, 0.0831613,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.2,   1.99857,0.99715993, 3.2383623,   1.99857, 12.480102,0.49261816,-1.0133337,   1.99857,0.99715993, 3.2383623,   1.99857, 12.538476,0.49261816,0.49261816, 1.5059518,-0.0028400686,0.99715993,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.0028400686,0.99715993,         0,-0.015923567,       333,      0.01,      0.01,         0,         0,         1,         0,   1.99955,         1,    3.0558,   1.99955,   10.4874,  0.513599, -0.972349,   1.99955,         1,    3.0558,   1.99955,   10.5458,  0.513599,  0.513599,   1.48595,         0,         1,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.3, 1.9882519,0.97652382,  3.437837, 1.9882519, 13.681823, 0.4355703,-1.1171113, 1.9882519,0.97652382,  3.437837, 1.9882519, 13.839568, 0.4355703, 0.4355703, 1.5526816,-0.023476185,0.97652382,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.023476185,0.97652382,         0,-0.047770701,       344,      0.01,      0.01,         0,         0,         1,         0,   1.99371,  0.988325,   3.25576,   1.99371,   11.4368,  0.456402,  -1.08091,   1.99371,  0.988325,   3.25576,   1.99371,   11.5945,  0.456402,  0.456402,   1.53731,-0.0116748,  0.988325,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.4, 1.9680595,0.93613896, 3.6358343, 1.9680595, 15.010911,0.37453678, -1.218986, 1.9680595,0.93613896, 3.6358343, 1.9680595, 15.266452,0.37453678,0.37453678, 1.5935227,-0.06386104,0.93613896,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.06386104,0.93613896,         0,-0.079617834,       355,      0.01,      0.01,         0,         0,         1,         0,   1.97794,  0.956776,   3.45513,   1.97794,   12.4827,  0.394987,  -1.18796,   1.97794,  0.956776,   3.45513,   1.97794,   12.7382,  0.394987,  0.394987,   1.58295, -0.043224,  0.956776,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.5, 1.9381945,0.87640888,  3.831375, 1.9381945, 16.481714,0.31009239,-1.3180097, 1.9381945,0.87640888,  3.831375, 1.9381945, 16.832497,0.31009239,0.31009239, 1.6281021,-0.12359112,0.87640888,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.12359112,0.87640888,         0,-0.11146497,       366,      0.01,      0.01,         0,         0,         1,         0,   1.95238,  0.905668,   3.65292,   1.95238,   13.6357,  0.329934,  -1.29251,   1.95238,  0.905668,   3.65292,   1.95238,   13.9865,  0.329934,  0.329934,   1.62245,-0.0943322,  0.905668,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.6, 1.8989552,0.79793037, 4.0235046, 1.8989552, 18.110054,0.24284936,-1.4132565, 1.8989552,0.79793037, 4.0235046, 1.8989552, 18.552575,0.24284936,0.24284936, 1.6561059,-0.20206963,0.79793037,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.20206963,0.79793037,         0,-0.1433121,       377,      0.01,      0.01,         0,         0,         1,         0,    1.9173,  0.835511,   3.84816,    1.9173,   14.9075,  0.261863,  -1.39358,    1.9173,  0.835511,   3.84816,    1.9173,   15.3501,  0.261863,  0.261863,   1.65544, -0.164489,  0.835511,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.7, 1.8507338,0.70148757, 4.2113024, 1.8507338, 19.913373,0.17345089, -1.503832, 1.8507338,0.70148757, 4.2113024, 1.8507338, 20.443209,0.17345089,0.17345089, 1.6772829,-0.29851243,0.70148757,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.29851243,0.70148757,         0,-0.17515924,       388,      0.01,      0.01,         0,         0,         1,         0,   1.87305,  0.747007,   4.03989,   1.87305,    16.311,  0.191424,   -1.4902,   1.87305,  0.747007,   4.03989,   1.87305,   16.8408,  0.191424,  0.191424,   1.68163, -0.252993,  0.747007,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.8, 1.7940121, 0.5880441, 4.3938912, 1.7940121, 21.910891,0.10256448,-1.5888831, 1.7940121, 0.5880441, 4.3938912, 1.7940121, 22.522748,0.10256448,0.10256448, 1.6914476,-0.4119559, 0.5880441,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.4119559, 0.5880441,         0,-0.20700637,       399,      0.01,      0.01,         0,         0,         1,         0,   1.82007,   0.64104,   4.22719,   1.82007,   17.8601,  0.119298,  -1.58147,   1.82007,   0.64104,   4.22719,   1.82007,   18.4719,  0.119298,  0.119298,   1.70077,  -0.35896,   0.64104,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.9, 1.7293568,0.45873345, 4.5704458, 1.7293568, 24.123782,0.03087497,-1.6676068, 1.7293568,0.45873345, 4.5704458, 1.7293568, 24.811548,0.03087497,0.03087497, 1.6984818,-0.54126655,0.45873345,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.54126655,0.45873345,         0,-0.2388535,       410,      0.01,      0.01,         0,         0,         1,         0,   1.75888,  0.518668,    4.4092,   1.75888,   19.5702, 0.0461826,  -1.66652,   1.75888,  0.518668,    4.4092,   1.75888,   20.2579, 0.0461826, 0.0461826,    1.7127, -0.481332,  0.518668,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
         4, 1.6574139,0.31484765, 4.7402013, 1.6574139, 26.575374,-0.040922548,-1.7392589, 1.6574139,0.31484765, 4.7402013, 1.6574139, 27.332176,-0.040922548,-0.040922548, 1.6983364,-0.68515235,0.31484765,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.68515235,0.31484765,         0,-0.27070064,       421,      0.01,      0.01,         0,         0,         1,         0,   1.69011,  0.381115,   4.58509,   1.69011,   21.4581,-0.0272123,  -1.74453,   1.69011,  0.381115,   4.58509,   1.69011,   22.2149,-0.0272123,-0.0272123,   1.71732, -0.618885,  0.381115,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       4.1, 1.5789022,0.15782436, 4.9024607, 1.5789022, 29.291362,-0.11212986,-1.8031619, 1.5789022,0.15782436, 4.9024607, 1.5789022, 30.109639,-0.11212986,-0.11212986, 1.6910321,-0.84217564,0.15782436,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,-0.84217564,0.15782436,         0,-0.30254777,       432,      0.01,      0.01,         0,         0,         1,         0,   1.61443,  0.229755,    4.7541,   1.61443,   23.5425, -0.100171,  -1.81477,   1.61443,  0.229755,    4.7541,   1.61443,   24.3608, -0.100171, -0.100171,    1.7146, -0.770245,  0.229755,         0,         0,         1,         0,         1,         0,         0,         1,         0,         2,         0,         1,         0,         0,         0,         1,         0,         1,         0,         1,         0,         1,         0,         1,         1,         1,         0,        -1,         1,         1,         0,         1,         0,        -1,         0,         1,        -1,         1,         0,         1,         0,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
