"Time","J1_w0","FJ2_w0","J3_w0","J4_w0"
0,10,0,0,0
1.5E-005,9.99985007563999,0.000149999954780711,8.12338477734764E-016,8.1233848075915E-016
0.001515,9.98521778938707,0.0151499908683181,2.20830298491848E-015,2.20832487802373E-015
0.00299999854107701,9.97142312593102,0.0299999218441744,2.36269337428041E-015,2.36276980948074E-015
0.00301499854107701,9.97128729087279,0.0301499204064495,1.67227343084164E-015,1.67235059774564E-015
0.00451499854107701,9.95805677025246,0.0451497261846345,1.85962356624714E-015,1.8597917098524E-015
0.00599999856715255,9.94564708546621,0.0599994357595079,2.08860706507608E-015,2.08890000854854E-015
0.00601499856715255,9.9455252300201,0.0601494323237883,2.36616282123236E-015,2.36645720160987E-015
0.00751499856715255,9.93367978363713,0.0751488839790113,1.17961196366423E-015,1.18007311601882E-015
0.00899999812756876,9.92263303402717,0.0899981390214908,4.16333634234434E-017,4.22977470145203E-017
0.00901499812756876,9.92252490401684,0.0901481305440051,2.15105711021124E-015,2.15172373995196E-015
0.0105149981275688,9.91204021342823,0.105147045105308,1.72084568816899E-015,1.7216347333153E-015
0.0119999986193062,9.90232193604191,0.119995653408592,2.53963516883005E-015,2.54047188513572E-015
0.0120149986193062,9.9022271430842,0.120145637756282,2.08166817117217E-015,2.08250507533768E-015
0.0135149986193062,9.89306539467365,0.135143806695993,3.41393580072236E-015,3.41483219413301E-015
0.0149999981797228,9.8846294243372,0.149991541537164,4.10782519111308E-015,4.1088146778328E-015
0.0150149981797228,9.88454746574162,0.150141516591226,2.692290834716E-015,2.69328133015912E-015
0.0165149981797228,9.87665838469108,0.165138727143392,2.91433543964104E-015,2.91539517358494E-015
0.0179999977401386,9.86944732066896,0.179985388768712,2.91433543964104E-015,2.91540329462369E-015
0.0180149977401386,9.86937758275863,0.180135352411794,1.97064586870965E-015,1.97171360519018E-015
0.0195149977401386,9.86269917148302,0.195131390569239,2.35922392732846E-015,2.36028531248823E-015
0.020999998231876,9.85664495943704,0.209976778799071,3.33066907387547E-015,3.33176196879784E-015
0.021014998231876,9.85658672283195,0.210126728913284,3.52495810318487E-015,3.52605138169202E-015
0.022514998231876,9.85104590386221,0.225121380309373,3.83026943495679E-015,3.83140697400113E-015
0.0239999987236143,9.84607046342247,0.239965276176889,4.55191440096314E-015,4.55310481240427E-015
0.0240149987236143,9.84602290940041,0.24011521064393,3.96904731303493E-015,3.97023831123593E-015
0.0255149987236143,9.84153697248664,0.255108262793517,3.10862446895044E-015,3.10987953673605E-015
0.0269999992153526,9.8375608597999,0.269950479066003,3.5527136788005E-015,3.55404392195205E-015
0.0270149992153526,9.83752312527665,0.270100395930353,1.4432899320127E-015,1.44462099275845E-015
0.0285149992153526,9.83399136779142,0.285091623409455,8.88178419700125E-016,8.89597194689859E-016
