"Time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-02,4.999958333475500E-05,9.999916666950899E-05,1.666658528622100E-07,4.999958333475500E-05,1.005000000073600E-02,4.983333343174800E-05,4.966708352874200E-05
2.000000000000000E-02,1.999933334223200E-04,3.999866668446400E-04,1.333306706441700E-06,1.999933334223200E-04,2.020000002655400E-02,1.986666669494100E-04,1.973400004764900E-04
3.000000000000000E-02,4.499662510130500E-04,8.999325020261000E-04,4.499797620463800E-06,4.499662510130500E-04,3.045000020291400E-02,4.455000015711800E-04,4.410337521293000E-04
4.000000000000000E-02,7.998933390232700E-04,1.599786678046500E-03,1.066581355611900E-05,7.998933390232700E-04,4.080000085802900E-02,7.893333399008200E-04,7.787733407783800E-04
5.000000000000000E-02,1.249739605036500E-03,2.499479210073000E-03,2.083072965071800E-05,1.249739605036500E-03,5.125000262412900E-02,1.229166689767800E-03,1.208593774499100E-03
6.000000000000000E-02,1.799460064799100E-03,3.598920129598100E-03,3.599352091859200E-05,1.799460064799100E-03,6.180000654285900E-02,1.764000065941700E-03,1.728540067084300E-03
7.000000000000001E-02,2.448999746725900E-03,4.897999493451800E-03,5.715266296906700E-05,2.448999746725900E-03,7.245001416651800E-02,2.392833497413700E-03,2.336667248101500E-03
8.000000000000000E-02,3.198293697388700E-03,6.396587394777400E-03,8.530603146770900E-05,3.198293697388700E-03,8.320002766724501E-02,3.114667029507300E-03,3.031040361625900E-03
9.000000000000000E-02,4.047266988016800E-03,8.094533976033600E-03,1.214508027678300E-04,4.047266988016800E-03,9.405004994129000E-02,3.928500732119100E-03,3.809734476221400E-03
1.000000000000000E-01,4.995834721988600E-03,9.991669443977100E-03,1.665833540891200E-04,4.995834721988600E-03,1.050000847170700E-01,4.833334706445700E-03,4.670834690902800E-03
1.100000000000000E-01,6.043902043321100E-03,1.208780408664200E-02,2.216991638807500E-04,6.043902043321100E-03,1.160501366636700E-01,5.828169093120300E-03,5.612436142919500E-03
1.200000000000000E-01,7.191364146155700E-03,1.438272829231100E-02,2.877927122743600E-04,7.191364146155700E-03,1.272002115003400E-01,6.912004081259700E-03,6.632644016363600E-03
1.300000000000000E-01,8.438106285238200E-03,1.687621257047600E-02,3.658573816369100E-04,8.438106285238200E-03,1.384503161070100E-01,8.083839918410300E-03,7.729573551582400E-03
1.400000000000000E-01,9.784003787393801E-03,1.956800757478800E-02,4.568853572332000E-04,9.784003787393801E-03,1.498004586357500E-01,9.342676921385599E-03,8.901350055377399E-03
1.500000000000000E-01,1.122892206399400E-02,2.245784412798700E-02,5.618675280082300E-04,1.122892206399400E-02,1.612506486233300E-01,1.068751548798200E-02,1.014610891197100E-02
1.600000000000000E-01,1.277271662441400E-02,2.554543324882900E-02,6.817933874990900E-04,1.277271662441400E-02,1.728008971046800E-01,1.211735610956700E-02,1.146199559472000E-02
1.700000000000000E-01,1.441523309048600E-02,2.883046618097300E-02,8.176509348864900E-04,1.441523309048600E-02,1.844512167274000E-01,1.363119938452400E-02,1.284716567856200E-02
1.800000000000000E-01,1.615630721193200E-02,3.231261442386300E-02,9.704265761955900E-04,1.615630721193200E-02,1.962016218672700E-01,1.522804603255000E-02,1.429978485316900E-02
1.900000000000000E-01,1.799576488278900E-02,3.599152976557800E-02,1.141105025656300E-03,1.799576488278900E-02,2.080521287447500E-01,1.690689690979300E-02,1.581802893679700E-02
2.000000000000000E-01,1.993342215882500E-02,3.986684431764900E-02,1.330669207232500E-03,1.993342215882500E-02,2.200027555424800E-01,1.866675302481700E-02,1.740008389081000E-02
2.100000000000000E-01,2.196908527592500E-02,4.393817055185000E-02,1.540100156330800E-03,2.196908527592500E-02,2.320535225237900E-01,2.050661555539200E-02,1.904414583485900E-02
2.200000000000000E-01,2.410255066947500E-02,4.820510133895000E-02,1.770376921697600E-03,2.410255066947500E-02,2.442044521521900E-01,2.242548586608600E-02,2.074842106269700E-02
2.300000000000000E-01,2.633360499471400E-02,5.266720998942700E-02,2.022476467514700E-03,2.633360499471400E-02,2.564555692119300E-01,2.442236552666700E-02,2.251112605862100E-02
2.400000000000000E-01,2.866202514806700E-02,5.732405029613400E-02,2.297373575704500E-03,2.866202514806700E-02,2.688069009294300E-01,2.649625633128800E-02,2.433048751450800E-02
2.500000000000000E-01,3.108757828946000E-02,6.217515657892000E-02,2.596040748451900E-03,3.108757828946000E-02,2.812584770958500E-01,2.864616031845200E-02,2.620474234744300E-02
2.600000000000000E-01,3.361002186560000E-02,6.722004373120100E-02,2.919448110955200E-03,3.361002186560000E-02,2.938103301906000E-01,3.087107979175300E-02,2.813213771790500E-02
2.700000000000000E-01,3.622910363423200E-02,7.245820726846400E-02,3.268563314414400E-03,3.622910363423200E-02,3.064624955058100E-01,3.317001734137100E-02,3.011093104851000E-02
2.800000000000000E-01,3.894456168936100E-02,7.788912337872200E-02,3.644351439266800E-03,3.894456168936100E-02,3.192150112719100E-01,3.554197586632100E-02,3.213939004328100E-02
2.900000000000000E-01,4.175612448744500E-02,8.351224897489000E-02,4.047774898679600E-03,4.175612448744500E-02,3.320679187841100E-01,3.798595859743900E-02,3.421579270743300E-02
3.000000000000000E-01,4.466351087454600E-02,8.932702174909200E-02,4.479793342309900E-03,4.466351087454600E-02,3.450212625299300E-01,4.050096912110000E-02,3.633842736765500E-02
3.100000000000000E-01,4.766643011444900E-02,9.533286022889800E-02,4.941363560340100E-03,4.766643011444900E-02,3.580750903177500E-01,4.308601140366000E-02,3.850559269287000E-02
3.200000000000000E-01,5.076458191773200E-02,1.015291638354600E-01,5.433439387799500E-03,5.076458191773200E-02,3.712294534063300E-01,4.574008981659700E-02,4.071559771546100E-02
3.300000000000000E-01,5.395765647179700E-02,1.079153129435900E-01,5.956971609182400E-03,5.395765647179700E-02,3.844844066353300E-01,4.846220916236700E-02,4.296676185293700E-02
3.400000000000000E-01,5.724533447184900E-02,1.144906689437000E-01,6.512907863369400E-03,5.724533447184900E-02,3.978400085568900E-01,5.125137470094100E-02,4.525741493003300E-02
3.500000000000000E-01,6.062728715282900E-02,1.212545743056600E-01,7.102192548865200E-03,6.062728715282900E-02,4.112963215681700E-01,5.410659217702200E-02,4.758589720121500E-02
