"time","RAT","room.RAT","room.energy","wall.Tisurf","wall.Tosurf","der(room.RAT)","der(room.energy)","der(wall.Tisurf)","der(wall.Tosurf)","OAT","fanspeed","room.DT","room.EWT","room.Qin","room.Qout","room.SAT","room.fs","room.mdota","room.mdotw","room.vo","valveopen","wall.C","wall.R","room.Tisurf","room.fanspeed","room.valveopen","wall.OAT","wall.RAT"
0,16,16,0,16,10,1.3289036544850503e-006,0.48576000000000008,-0.00089025737579729583,-0.011556168100429158,0,0,0.48576000000000008,28.381726859602963,0.48576000000000008,0,25.600000000000001,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,16,0,0,0,16
0.0005,16.000000000664453,16.000000000664453,0.00024288000000000003,15.999999554871312,9.9999942219159497,1.3286109587297261e-006,0.48575999998655156,-0.00089025802840944396,-0.011556160117496097,0,0,0.48565300963269514,28.381726859602963,0.48575999998655156,0.00010699035385641764,25.600000000664458,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999999554871312,0,0,0,16.000000000664453
0.001,16.000000001328758,16.000000001328758,0.00048575999999327579,15.999999109742298,9.9999884438358908,1.3283182628577795e-006,0.48575999997310604,-0.00089025868102089603,-0.011556152134568646,0,0,0.48554601922276064,28.381726859924619,0.48575999997310604,0.00021398075034539943,25.60000000106298,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999999109742298,0,0,0,16.000000001328758
0.0015,16.000000001992916,16.000000001992916,0.00072863999997982887,15.999998664612956,9.9999826657598234,1.3280255668668775e-006,0.48575999995966346,-0.00089025933363165118,-0.011556144151646802,0,0,0.48543902876934386,28.381726860246207,0.48575999995966346,0.00032097119031959664,25.600000001461414,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999998664612956,0,0,0,16.000000001992916
0.002,16.000000002656929,16.000000002656929,0.00097151999995966055,15.99999821948329,9.9999768876877475,1.3277328707581864e-006,0.48575999994622382,-0.00089025998624171006,-0.011556136168730568,0,0,0.48533203827287114,28.381726860567724,0.48575999994622382,0.00042796167335268365,25.600000001859765,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.99999821948329,0,0,0,16.000000002656929
0.0025,16.000000003320796,16.000000003320796,0.0012143999999327726,15.999997774353297,9.9999711096196631,1.32744017453054e-006,0.48575999993278718,-0.00089026063885107168,-0.011556128185819943,0,0,0.48522504773291619,28.381726860889167,0.48575999993278718,0.00053495219987098608,25.600000002258025,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999997774353297,0,0,0,16.000000003320796
0.003,16.000000003984518,16.000000003984518,0.0014572799998991662,15.999997329222976,9.9999653315555701,1.3271474781839381e-006,0.48575999991935337,-0.00089026129145973628,-0.011556120202914926,0,0,0.48511805714947887,28.381726861210545,0.48575999991935337,0.00064194276987450394,25.600000002656198,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999997329222976,0,0,0,16.000000003984518
0.0035,16.00000000464809,16.00000000464809,0.001700159999858843,15.999996884092331,9.9999595534954686,1.3268547817218804e-006,0.48575999990592272,-0.00089026194406770578,-0.011556112220015515,0,0,0.48501106652383846,28.381726861531849,0.48575999990592272,0.0007489333820842603,25.600000003054284,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999996884092331,0,0,0,16.00000000464809
0.004,16.000000005311517,16.000000005311517,0.0019430399998118044,15.999996438961359,9.9999537754393586,1.3265620851408672e-006,0.48575999989249496,-0.00089026259667497815,-0.011556104237121717,0,0,0.48490407585471573,28.381726861853078,0.48575999989249496,0.00085592403777923209,25.600000003452283,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999996438961359,0,0,0,16.000000005311517
0.0045,16.000000005974798,16.000000005974798,0.0021859199997580521,15.99999599383006,9.9999479973872401,1.3262693884408985e-006,0.48575999987907015,-0.00089026324928155338,-0.011556096254233527,0,0,0.48479708514211073,28.381726862174244,0.48575999987907015,0.00096291473695941932,25.600000003850194,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.99999599383006,0,0,0,16.000000005974798
0.005,16.000000006637933,16.000000006637933,0.002428799999697587,15.999995548698436,9.999942219339113,1.3259766916231409e-006,0.48575999986564827,-0.00089026390188743233,-0.011556088271350941,0,0,0.48469009438644978,28.381726862495334,0.48575999986564827,0.0010699054791984963,25.600000004248013,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999995548698436,0,0,0,16.000000006637933
0.0055,16.000000007300923,16.000000007300923,0.0026716799996304112,15.999995103566485,9.9999364412949774,1.3256839946864277e-006,0.48575999985222929,-0.00089026455449261414,-0.011556080288473967,0,0,0.4845831035873065,28.38172686281635,0.48575999985222929,0.0011768962649227888,25.60000000464575,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999995103566485,0,0,0,16.000000007300923
0.006,16.000000007963763,16.000000007963763,0.0029145599995565258,15.999994658434208,9.9999306632548333,1.3253912976330925e-006,0.48575999983881346,-0.0008902652070971001,-0.011556072305602601,0,0,0.48447611274553382,28.381726863137303,0.48575999983881346,0.0012838870932796453,25.600000005043395,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999994658434208,0,0,0,16.000000007963763
0.0065,16.000000008626458,16.000000008626458,0.0031574399994759327,15.999994213301605,9.9999248852186806,1.325098600461968e-006,0.48575999982540052,-0.00089026585970088969,-0.011556064322736844,0,0,0.48436912186070513,28.38172686345818,0.48575999982540052,0.0013908779646953917,25.600000005440954,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999994213301605,0,0,0,16.000000008626458
0.007,16.000000009289007,16.000000009289007,0.0034003199993886332,15.999993768168675,9.9999191071865194,1.3248059031718883e-006,0.48575999981199058,-0.00089026651230398202,-0.011556056339876697,0,0,0.48426213093239423,28.381726863778987,0.48575999981199058,0.0014978688795963535,25.600000005838424,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999993768168675,0,0,0,16.000000009289007
0.0075,16.00000000995141,16.00000000995141,0.0036431999992946286,15.999993323035419,9.9999133291583497,1.324513205762853e-006,0.48575999979858353,-0.00089026716490637732,-0.011556048357022156,0,0,0.484155139960601,28.381726864099722,0.48575999979858353,0.0016048598379825307,25.600000006235813,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999993323035419,0,0,0,16.00000000995141
0.008,16.000000010613668,16.000000010613668,0.0038860799991939205,15.999992877901835,9.9999075511341715,1.3242205082348628e-006,0.48575999978517947,-0.0008902678175080757,-0.011556040374173224,0,0,0.48404814894532555,28.381726864420386,0.48575999978517947,0.0017118508398539234,25.600000006633106,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999992877901835,0,0,0,16.000000010613668
0.0085,16.000000011275777,16.000000011275777,0.0041289599990865103,15.999992432767927,9.9999017731139848,1.3239278105914158e-006,0.48575999977177836,-0.00089026847010907888,-0.011556032391329902,0,0,0.48394115788784681,28.381726864740983,0.48575999977177836,0.0018188418839315545,25.60000000703031,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999992432767927,0,0,0,16.000000011275777
0.009,16.00000001193774,16.00000001193774,0.0043718399989723994,15.999991987633692,9.9998959950977895,1.3236351128290138e-006,0.48575999975838019,-0.00089026912270938493,-0.011556024408492188,0,0,0.48383416678688579,28.381726865061506,0.48575999975838019,0.0019258329714944011,25.600000007427433,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.999991987633692,0,0,0,16.00000001193774
0.0095,16.000000012599557,16.000000012599557,0.0046147199988515897,15.99999154249913,9.9998902170855857,1.3233424149476564e-006,0.48575999974498507,-0.00089026977530899383,-0.011556016425660084,0,0,0.48372717564244261,28.38172686538196,0.48575999974498507,0.0020328241025424632,25.600000007824463,0.0001,5.0000000000000002e-005,1.0000000000000001e-005,0.0001,0,1606726.3679999998,0.0041946308724832215,15.99999154249913,0,0,0,16.000000012599557
