    "time","resistorv"
 2.45e-005,-0.76275613
 2.46e-005,-1.2239474
 2.47e-005,-1.6743353
 2.48e-005,-2.1112459
 2.49e-005,-2.5321288
  2.5e-005,-2.9345781
 2.51e-005,-3.4367764
 2.52e-005,-3.9135263
 2.53e-005,-4.3624177
 2.54e-005,-4.7821167
 2.55e-005,-5.1713816
 2.56e-005,  -5.52915
 2.57e-005, -5.854527
 2.58e-005,-6.1467873
 2.59e-005,-6.4053766
  2.6e-005,-6.6299168
 2.61e-005,-6.8201874
 2.62e-005,-6.9761195
 2.63e-005, -7.097793
 2.64e-005, -7.185436
 2.65e-005,-7.2394221
 2.66e-005,-7.2602658
 2.67e-005,-7.2486164
 2.68e-005,-7.2052519
 2.69e-005,-7.1310723
  2.7e-005,-7.0270934
 2.71e-005,-6.8944398
 2.72e-005,-6.7343376
 2.73e-005,-6.5481066
 2.74e-005,-6.3371523
 2.75e-005,-6.1029577
 2.76e-005,-5.8470752
 2.77e-005, -5.571118
 2.78e-005,-5.2767521
 2.79e-005,-4.9656871
  2.8e-005,-4.6396684
 2.81e-005,-4.3004679
 2.82e-005,-3.9498765
 2.83e-005,-3.5896948
 2.84e-005, -3.221726
 2.85e-005,-2.8477668
 2.86e-005,-2.4696006
 2.87e-005,-2.0889892
 2.88e-005,-1.7076658
 2.89e-005,-1.3273282
  2.9e-005,-0.94963181
 2.91e-005,-0.57618329
 2.92e-005,-0.20853475
 2.93e-005,  0.151822
 2.94e-005,0.50346067
 2.95e-005, 0.8450253
 2.96e-005, 1.1752346
 2.97e-005, 1.4928862
 2.98e-005, 1.7968598
 2.99e-005, 2.0861205
    3e-005, 2.3597214
 3.01e-005, 2.6294117
 3.02e-005, 2.9067124
 3.03e-005, 3.1898085
 3.04e-005, 3.4772001
 3.05e-005, 3.7669656
 3.06e-005, 4.0570951
 3.07e-005,  4.345428
 3.08e-005, 4.6297355
 3.09e-005, 4.9077153
  3.1e-005, 5.1770104
 3.11e-005, 5.4352402
 3.12e-005, 5.6800216
 3.13e-005,  5.908999
 3.14e-005, 6.1198761
 3.15e-005, 6.3104423
 3.16e-005, 6.4785968
 3.17e-005, 6.6223703
 3.18e-005, 6.7399472
 3.19e-005, 6.8296864
  3.2e-005, 6.8901396
 3.21e-005, 6.9200695
 3.22e-005, 6.9184677
 3.23e-005, 6.8845655
 3.24e-005, 6.8178434
 3.25e-005, 6.7180369
 3.26e-005, 6.5851433
 3.27e-005, 6.4194244
 3.28e-005, 6.2214064
 3.29e-005, 5.9918766
  3.3e-005,  5.731878
 3.31e-005, 5.4427011
 3.32e-005, 5.1258735
 3.33e-005, 4.7831469
 3.34e-005, 4.4164823
 3.35e-005, 4.0280325
 3.36e-005, 3.6201235
 3.37e-005,  3.195234
 3.38e-005, 2.7559732
 3.39e-005, 2.3050578
  3.4e-005, 1.8452881
 3.41e-005, 1.3795231
 3.42e-005,0.91065529
 3.43e-005,0.44158567
 3.44e-005,-0.024801802
 3.45e-005,-0.48566492
 3.46e-005,-0.93822749
 3.47e-005,-1.3798028
 3.48e-005, -1.807816
 3.49e-005, -2.219825
  3.5e-005,-2.6135404
 3.51e-005,-3.1180473
 3.52e-005,-3.5986014
 3.53e-005,-4.0525414
 3.54e-005,-4.4785776
 3.55e-005,-4.8753464
 3.56e-005,-5.2417546
 3.57e-005,-5.5768496
 3.58e-005, -5.879839
 3.59e-005,-6.1500967
  3.6e-005,-6.3871706
 3.61e-005,-6.5907647
 3.62e-005,-6.7607339
 3.63e-005,-6.8970807
 3.64e-005,-6.9999543
 3.65e-005,-7.0696486
 3.66e-005,-7.1065981
 3.67e-005,-7.1113721
 3.68e-005,-7.0846692
 3.69e-005,-7.0273105
  3.7e-005,-6.9402342
 3.71e-005,-6.8244884
 3.72e-005,-6.6812245
 3.73e-005,-6.5116897
 3.74e-005, -6.317219
 3.75e-005,-6.0992274
 3.76e-005,-5.8592022
 3.77e-005,-5.5986943
 3.78e-005,-5.3193107
 3.79e-005,-5.0227054
  3.8e-005,-4.7105717
 3.81e-005,-4.3846331
 3.82e-005,-4.0466359
 3.83e-005,-3.6983403
 3.84e-005,-3.3415126
 3.85e-005,-2.9779172
 3.86e-005, -2.609309
 3.87e-005,-2.2374258
 3.88e-005, -1.863981
 3.89e-005,-1.4906564
  3.9e-005,-1.1190958
 3.91e-005,-0.75089863
 3.92e-005,-0.38761346
 3.93e-005,-0.030732731
 3.94e-005,0.31831274
 3.95e-005, 0.6581587
 3.96e-005,0.98751196
 3.97e-005, 1.3051545
 3.98e-005, 1.6099472
 3.99e-005,  1.900833
    4e-005,   2.17684
 4.01e-005, 2.4509704
 4.02e-005, 2.7357593
 4.03e-005, 3.0295685
 4.04e-005, 3.3305514
 4.05e-005, 3.6365625
 4.06e-005, 3.9453368
 4.07e-005, 4.2544738
 4.08e-005, 4.5614532
 4.09e-005, 4.8636491
  4.1e-005, 5.1583586
 4.11e-005, 5.4428457
 4.12e-005, 5.7143769
 4.13e-005, 5.9702504
 4.14e-005, 6.2078235
 4.15e-005, 6.4245386
 4.16e-005, 6.6179522
 4.17e-005, 6.7857676
 4.18e-005, 6.9258591
 4.19e-005, 7.0362958
  4.2e-005,  7.115361
 4.21e-005, 7.1615743
 4.22e-005, 7.1737084
 4.23e-005, 7.1508059
 4.24e-005, 7.0921903
 4.25e-005, 6.9974761
 4.26e-005, 6.8665738
 4.27e-005, 6.6996931
 4.28e-005, 6.4973433
 4.29e-005, 6.2603308
  4.3e-005,  5.989753
 4.31e-005, 5.6869892
 4.32e-005, 5.3536887
 4.33e-005, 4.9917554
 4.34e-005, 4.6033334
 4.35e-005, 4.1907871
 4.36e-005, 3.7566787
 4.37e-005,  3.303745
 4.38e-005, 2.8348731
 4.39e-005, 2.3530741
  4.4e-005, 1.8614568
 4.41e-005,  1.363198
 4.42e-005,0.86151287
 4.43e-005,0.35962784
 4.44e-005,-0.13924752
 4.45e-005,-0.63194921
 4.46e-005, -1.115387
 4.47e-005,-1.5865711
 4.48e-005,-2.0426375
 4.49e-005, -2.480872
  4.5e-005,-2.8987322
 4.51e-005,-3.4095607
 4.52e-005,-3.8948658
 4.53e-005,-4.3521611
 4.54e-005,-4.7800648
 4.55e-005, -5.177377
 4.56e-005,-5.5429801
 4.57e-005,-5.8759753
 4.58e-005,-6.1756081
 4.59e-005,-6.4412872
  4.6e-005, -6.672592
 4.61e-005,-6.8692787
 4.62e-005,-7.0312621
 4.63e-005, -7.158608
 4.64e-005,-7.2515296
 4.65e-005,-7.3103856
 4.66e-005, -7.335677
 4.67e-005,-7.3280423
 4.68e-005,-7.2882519
 4.69e-005,-7.2172008
  4.7e-005,-7.1159013
 4.71e-005, -6.985476
 4.72e-005,-6.8271508
 4.73e-005,-6.6422475
 4.74e-005,-6.4321759
 4.75e-005,-6.1984252
 4.76e-005,-5.9425557
 4.77e-005,-5.6661902
 4.78e-005,-5.3710057
 4.79e-005,-5.0587248
  4.8e-005, -4.731107
 4.81e-005,-4.3899399
 4.82e-005,-4.0370312
 4.83e-005,-3.6741998
 4.84e-005,-3.3032676
 4.85e-005,-2.9260518
 4.86e-005,-2.5443564
 4.87e-005, -2.159965
 4.88e-005,-1.7746332
 4.89e-005,-1.3900814
  4.9e-005,-1.0079882
 4.91e-005,-0.62998385
 4.92e-005,-0.25764402
 4.93e-005,0.10751575
 4.94e-005,0.46404548
 4.95e-005,0.81056565
 4.96e-005, 1.1457718
 4.97e-005, 1.4684383
 4.98e-005, 1.7774226
 4.99e-005, 2.0716677
    5e-005, 2.3502054
 5.01e-005, 2.6257538
 5.02e-005, 2.9105841
 5.03e-005, 3.2030916
 5.04e-005, 3.5014794
 5.05e-005, 3.8036628
 5.06e-005, 4.1074479
 5.07e-005, 4.4105144
 5.08e-005, 4.7104311
 5.09e-005, 5.0046696
  5.1e-005, 5.2906319
 5.11e-005, 5.5656926
 5.12e-005, 5.8272324
 5.13e-005, 6.0726667
 5.14e-005, 6.2994711
 5.15e-005, 6.5052072
 5.16e-005, 6.6875494
 5.17e-005, 6.8443172
 5.18e-005, 6.9734973
 5.19e-005, 7.0732667
  5.2e-005, 7.1420116
 5.21e-005, 7.1783474
 5.22e-005, 7.1811354
 5.23e-005, 7.1494986
 5.24e-005, 7.0828318
 5.25e-005, 6.9808112
 5.26e-005, 6.8433989
 5.27e-005, 6.6708457
 5.28e-005, 6.4636914
 5.29e-005,  6.222762
  5.3e-005, 5.9491636
 5.31e-005, 5.6442733
 5.32e-005, 5.3097279
 5.33e-005, 4.9474095
 5.34e-005, 4.5594297
 5.35e-005, 4.1481102
 5.36e-005, 3.7159626
 5.37e-005, 3.2656655
 5.38e-005, 2.8000407
 5.39e-005, 2.3220278
  5.4e-005, 1.8346574
 5.41e-005, 1.3410249
 5.42e-005,0.84426184
 5.43e-005,0.34750895
 5.44e-005,-0.14611194
 5.45e-005,-0.63352507
 5.46e-005,-1.1117273
 5.47e-005, -1.577814
 5.48e-005,-2.0290032
 5.49e-005,-2.4626592
  5.5e-005,-2.8763134
 5.51e-005,-3.3899434
 5.52e-005,-3.8782247
 5.53e-005,-4.3384226
 5.54e-005,-4.7691632
 5.55e-005,-5.1692565
 5.56e-005,-5.5376014
 5.57e-005,-5.8733574
 5.58e-005,-6.1757426
 5.59e-005,-6.4441306
  5.6e-005, -6.678109
 5.61e-005,-6.8773992
 5.62e-005,-7.0418782
 5.63e-005,-7.1715996
 5.64e-005,-7.2667765
 5.65e-005,-7.3277687
 5.66e-005,-7.3550739
 5.67e-005,-7.3493244
 5.68e-005,-7.3112834
 5.69e-005,-7.2418405
  5.7e-005,-7.1420041
 5.71e-005,-7.0128941
 5.72e-005,-6.8557342
 5.73e-005,-6.6718443
 5.74e-005,-6.4626329
 5.75e-005,-6.2295888
 5.76e-005,-5.9742724
 5.77e-005,-5.6983079
 5.78e-005,-5.4033739
 5.79e-005,-5.0911951
  5.8e-005,-4.7635338
 5.81e-005,-4.4221813
 5.82e-005,-4.0689491
 5.83e-005,-3.7056607
 5.84e-005, -3.334143
 5.85e-005,-2.9562185
 5.86e-005,-2.5736973
 5.87e-005,-2.1883691
 5.88e-005,-1.8019962
 5.89e-005,-1.4163058
  5.9e-005,-1.0329839
 5.91e-005,-0.65366802
 5.92e-005,-0.27994154
 5.93e-005,0.086672219
 5.94e-005,0.44471536
 5.95e-005,0.79280037
 5.96e-005, 1.1296147
 5.97e-005, 1.4539248
 5.98e-005, 1.7645798
 5.99e-005,  2.060515
    6e-005, 2.3407542
 6.01e-005, 2.6179208
 6.02e-005, 2.9041932
 6.03e-005, 3.1979639
 6.04e-005, 3.4974304
 6.05e-005, 3.8005118
 6.06e-005, 4.1050173
 6.07e-005, 4.4086321
 6.08e-005, 4.7089328
 6.09e-005, 5.0034012
  6.1e-005, 5.2894512
 6.11e-005, 5.5644713
 6.12e-005, 5.8258574
 6.13e-005, 6.0710413
 6.14e-005, 6.2975159
 6.15e-005,  6.502861
 6.16e-005, 6.6847701
 6.17e-005, 6.8410814
 6.18e-005, 6.9698009
 6.19e-005, 7.0691245
  6.2e-005, 7.1374567
 6.21e-005, 7.1734308
 6.22e-005, 7.1759252
 6.23e-005, 7.1440784
 6.24e-005, 7.0772998
 6.25e-005, 6.9752787
 6.26e-005, 6.8379885
 6.27e-005, 6.6656897
 6.28e-005, 6.4589298
 6.29e-005, 6.2185405
  6.3e-005, 5.9456315
 6.31e-005, 5.6415817
 6.32e-005, 5.3080272
 6.33e-005, 4.9468477
 6.34e-005, 4.5601499
 6.35e-005, 4.1502488
 6.36e-005, 3.7196474
 6.37e-005, 3.2710137
 6.38e-005, 2.8071573
 6.39e-005, 2.3310037
  6.4e-005, 1.8455685
 6.41e-005, 1.3539303
 6.42e-005,0.85920316
 6.43e-005,0.36450915
 6.44e-005,-0.12704911
 6.45e-005,-0.61241553
 6.46e-005,-1.0886069
 6.47e-005,-1.5527386
 6.48e-005,-2.0020485
 6.49e-005,-2.4339201
  6.5e-005,-2.8459037
 6.51e-005,-3.3593235
 6.52e-005,-3.8474185
 6.53e-005,-4.3076554
 6.54e-005,-4.7386328
 6.55e-005,-5.1392033
 6.56e-005,-5.5082448
 6.57e-005,-5.8447814
 6.58e-005,-6.1478376
 6.59e-005,-6.4168602
  6.6e-005,-6.6516012
 6.61e-005, -6.851855
 6.62e-005,-7.0174356
 6.63e-005,-7.1483174
 6.64e-005,-7.2447077
 6.65e-005,-7.3069891
 6.66e-005,-7.3356663
 6.67e-005,-7.3313513
 6.68e-005,-7.2947852
 6.69e-005, -7.226851
  6.7e-005,-7.1285549
 6.71e-005,-7.0010128
 6.72e-005,-6.8454398
 6.73e-005,-6.6631463
 6.74e-005, -6.455533
 6.75e-005,-6.2240825
 6.76e-005,-5.9703486
 6.77e-005,-5.6960392
 6.78e-005,-5.4027534
 6.79e-005,-5.0921085
  6.8e-005,-4.7659168
 6.81e-005,-4.4259885
 6.82e-005,-4.0741338
 6.83e-005,-3.7121682
 6.84e-005,-3.3419126
 6.85e-005,-2.9651857
 6.86e-005,-2.5837953
 6.87e-005,-2.1995282
 6.88e-005,-1.8141439
 6.89e-005,-1.4293668
  6.9e-005,-1.0468805
 6.91e-005,-0.66832131
 6.92e-005,-0.29527075
 6.93e-005,0.070749389
 6.94e-005,0.42828251
 6.95e-005,0.77594153
 6.96e-005, 1.1124138
 6.97e-005, 1.4364653
 6.98e-005, 1.7469445
 6.99e-005, 2.0427855
    7e-005, 2.3230108
 7.01e-005, 2.6003197
 7.02e-005, 2.8870056
 7.03e-005, 3.1814026
 7.04e-005, 3.4816826
 7.05e-005, 3.7857623
 7.06e-005, 4.0914309
 7.07e-005, 4.3963743
 7.08e-005, 4.6981507
 7.09e-005, 4.9942125
  7.1e-005, 5.2819492
 7.11e-005, 5.5587277
 7.12e-005, 5.8219235
 7.13e-005, 6.0689463
 7.14e-005, 6.2972663
 7.15e-005, 6.5044411
 7.16e-005, 6.6881439
 7.17e-005, 6.8461886
 7.18e-005, 6.9765562
 7.19e-005, 7.0774217
  7.2e-005, 7.1471732
 7.21e-005, 7.1844294
 7.22e-005, 7.1880545
 7.23e-005, 7.1571737
 7.24e-005, 7.0911845
 7.25e-005, 6.9897667
 7.26e-005, 6.8528876
 7.27e-005, 6.6808033
 7.28e-005, 6.4740592
 7.29e-005, 6.2334869
  7.3e-005, 5.9601985
 7.31e-005, 5.6555774
 7.32e-005, 5.3212665
 7.33e-005, 4.9591543
 7.34e-005, 4.5713582
 7.35e-005, 4.1602059
 7.36e-005, 3.7282143
 7.37e-005, 3.2780674
 7.38e-005, 2.8125914
 7.39e-005, 2.3347302
  7.4e-005, 1.8475183
 7.41e-005, 1.3540539
 7.42e-005,0.85747117
 7.43e-005,0.36091254
 7.44e-005,-0.13249901
 7.45e-005,-0.61968722
 7.46e-005,-1.0976492
 7.47e-005,-1.5634812
 7.48e-005,-2.0144028
 7.49e-005,-2.4477803
  7.5e-005,-2.8611481
 7.51e-005,-3.3747199
 7.52e-005,-3.8629162
 7.53e-005,-4.3231531
 7.54e-005,-4.7541635
 7.55e-005,-5.1545909
 7.56e-005,-5.5233428
 7.57e-005, -5.859484
 7.58e-005,-6.1622473
 7.59e-005,-6.4310372
  7.6e-005,-6.6654368
 7.61e-005,-6.8651893
 7.62e-005,-7.0301927
 7.63e-005,-7.1604962
 7.64e-005,-7.2562998
 7.65e-005,-7.3179514
 7.66e-005,-7.3459424
 7.67e-005,-7.3409021
 7.68e-005,-7.3035921
 7.69e-005,-7.2348984
  7.7e-005,-7.1358252
 7.71e-005,-7.0074881
 7.72e-005,-6.8511072
 7.73e-005,-6.6679993
 7.74e-005,-6.4595694
 7.75e-005, -6.227303
 7.76e-005,-5.9727572
 7.77e-005,-5.6975526
 7.78e-005,-5.4033647
 7.79e-005,-5.0919154
  7.8e-005,-4.7649642
 7.81e-005,-4.4242995
 7.82e-005,-4.0717305
 7.83e-005, -3.709078
 7.84e-005, -3.338167
 7.85e-005, -2.960818
 7.86e-005,-2.5788391
 7.87e-005,-2.1940184
 7.88e-005,-1.8081167
 7.89e-005,  -1.42286
  7.9e-005,-1.0399332
 7.91e-005,-0.66097293
 7.92e-005,-0.28756189
 7.93e-005,0.078777077
 7.94e-005,0.43658639
 7.95e-005,0.78447865
 7.96e-005, 1.1211412
 7.97e-005, 1.4453403
 7.98e-005, 1.7559248
 7.99e-005, 2.0518291
    8e-005, 2.3320764
 8.01e-005, 2.6093569
 8.02e-005, 2.8959559
 8.03e-005, 3.1902086
 8.04e-005, 3.4902912
 8.05e-005, 3.7941226
 8.06e-005, 4.0995025
 8.07e-005, 4.4041058
 8.08e-005, 4.7054875
 8.09e-005, 5.0011134
  8.1e-005, 5.2883947
 8.11e-005, 5.5647092
 8.12e-005, 5.8274304
 8.13e-005, 6.0739651
 8.14e-005, 6.3017841
 8.15e-005, 6.5084497
 8.16e-005, 6.6916407
 8.17e-005, 6.8491768
 8.18e-005, 6.9790434
 8.19e-005, 7.0794195
  8.2e-005, 7.1486964
 8.21e-005, 7.1854967
 8.22e-005, 7.1886879
 8.23e-005, 7.1573985
 8.24e-005, 7.0910284
 8.25e-005, 6.9892599
 8.26e-005, 6.8520617
 8.27e-005, 6.6796916
 8.28e-005, 6.4726958
 8.29e-005, 6.2319068
  8.3e-005, 5.9584367
 8.31e-005, 5.6536686
 8.32e-005,  5.319245
 8.33e-005, 4.9570533
 8.34e-005, 4.5692095
 8.35e-005, 4.1580397
 8.36e-005, 3.7260588
 8.37e-005, 3.2759484
 8.38e-005, 2.8105326
 8.39e-005, 2.3327522
  8.4e-005,  1.845639
 8.41e-005, 1.3522881
 8.42e-005,0.85583067
 8.43e-005,0.35940594
 8.44e-005,-0.13386629
 8.45e-005,-0.62091293
 8.46e-005,-1.0987342
 8.47e-005,-1.5644292
 8.48e-005,-2.0152206
 8.49e-005,-2.4484773
  8.5e-005,-2.8617363
 8.51e-005,-3.3754623
 8.52e-005,-3.8637751
 8.53e-005,-4.3241577
 8.54e-005,-4.7551865
 8.55e-005,-5.1556649
 8.56e-005,-5.5245178
 8.57e-005,-5.8607885
 8.58e-005,-6.1636968
 8.59e-005,-6.4326425
  8.6e-005,-6.6671862
 8.61e-005,-6.8670555
 8.62e-005,-7.0321522
 8.63e-005,-7.1625335
 8.64e-005,-7.2584047
 8.65e-005,-7.3201149
 8.66e-005,-7.3481547
 8.67e-005,-7.3431524
 8.68e-005,-7.3058691
 8.69e-005, -7.237191
  8.7e-005,-7.1381231
 8.71e-005,-7.0097814
 8.72e-005, -6.853386
 8.73e-005,-6.6702538
 8.74e-005,-6.4617901
 8.75e-005,-6.2294808
 8.76e-005,-5.9748834
 8.77e-005,-5.6996191
 8.78e-005,-5.4053637
 8.79e-005,-5.0938395
  8.8e-005,-4.7668067
 8.81e-005,-4.4260541
 8.82e-005,-4.0733913
 8.83e-005,  -3.71064
 8.84e-005,-3.3396254
 8.85e-005,-2.9621686
 8.86e-005,-2.5800784
 8.87e-005,-2.1951435
 8.88e-005,-1.8091251
 8.89e-005,-1.4237499
  8.9e-005,-1.0407033
 8.91e-005,-0.66162257
 8.92e-005,-0.28809086
 8.93e-005,0.078368414
 8.94e-005,0.43629714
 8.95e-005,0.78430743
 8.96e-005, 1.1210861
 8.97e-005,  1.445399
 8.98e-005, 1.7560945
 8.99e-005, 2.0521065
    9e-005, 2.3324579
 9.01e-005, 2.6098301
 9.02e-005, 2.8964999
 9.03e-005,  3.190803
 9.04e-005, 3.4909151
 9.05e-005, 3.7947566
 9.06e-005, 4.1001278
 9.07e-005, 4.4047046
 9.08e-005, 4.7060434
 9.09e-005, 5.0016114
  9.1e-005, 5.2888218
 9.11e-005, 5.5650537
 9.12e-005,  5.827683
 9.13e-005, 6.0741182
 9.14e-005, 6.3018323
 9.15e-005, 6.5083896
 9.16e-005, 6.6914711
 9.17e-005, 6.8488987
 9.18e-005, 6.9786598
 9.19e-005, 7.0789353
  9.2e-005, 7.1481186
 9.21e-005, 7.1848339
 9.22e-005, 7.1879507
 9.23e-005, 7.1565987
 9.24e-005, 7.0901795
 9.25e-005, 6.9883762
 9.26e-005, 6.8511589
 9.27e-005,  6.678786
 9.28e-005, 6.4718044
 9.29e-005, 6.2310467
  9.3e-005, 5.9576254
 9.31e-005, 5.6529236
 9.32e-005, 5.3185832
 9.33e-005, 4.9564913
 9.34e-005, 4.5687633
 9.35e-005,  4.157724
 9.36e-005, 3.7258875
 9.37e-005, 3.2759341
 9.38e-005, 2.8106863
 9.39e-005, 2.3330834
  9.4e-005, 1.8461555
 9.41e-005, 1.3529959
 9.42e-005,0.85673373
 9.43e-005,0.36050635
 9.44e-005,-0.13256847
