"time","Main.TAmb","Main.TDif","outputs[1]","outputs[2]","internal time","Main.heatCapacitor.T","ControlledTemperature_r(2)","Main.heatingResistor.heatPort.Q_flow","Main.idealSwitch.p.i","Main.idealSwitch.s","Main.idealSwitch.v","Main.onOffController.y","ControlledTemperature_r(10)","ControlledTemperature_r(11)","ControlledTemperature_r(12)","ControlledTemperature_r(13)","ControlledTemperature_r(16)","ControlledTemperature_r(17)","ControlledTemperature_r(18)","ControlledTemperature_r(19)","ControlledTemperature_r(20)","ControlledTemperature_r(21)","ControlledTemperature_r(22)","ControlledTemperature_r(23)","ControlledTemperature_r(24)","ControlledTemperature_r(25)","ControlledTemperature_r(26)","ControlledTemperature_r(27)","ControlledTemperature_r(28)","ControlledTemperature_r(29)","ControlledTemperature_r(30)","ControlledTemperature_r(31)"
0,293.15,2,25,20,0,293.15,9.99998,-9.99998,0.999999,0.999999,9.99999e-006,1,1,1,1,1,9.99998,293.15,25,-9.99998,0.999999,0.999999,9.99999e-006,20,1,1,1,1,1,1,1,0.01464396852
0.02004008016,293.15,2,25,20.20013504,0.02004008016,293.350135,9.97212425,-9.992137754,0.9992147738,0.9992147738,9.992147738e-006,1,1,1,1,1,9.97212425,293.350135,25,-9.992137754,0.9992147738,0.9992147738,9.992147738e-006,20.19973535,1,1,1,1,1,0.9899799599,0.99749499,0.01391127572
0.04008016032,293.15,2,25,20.3997127,0.04008016032,293.5497127,9.944358317,-9.984329587,0.9984339556,0.9984339556,9.984339556e-006,1,1,1,1,1,9.944358317,293.5497127,25,-9.984329587,0.9984339556,0.9984339556,9.984339556e-006,20.39931412,1,1,1,1,1,0.9799599198,0.99498998,0.01318062348
0.06012024048,293.15,2,25,20.59873478,0.06012024048,293.7487348,9.916681822,-9.976555299,0.9976565253,0.9976565253,9.976565253e-006,1,1,1,1,1,9.916681822,293.7487348,25,-9.976555299,0.9976565253,0.9976565253,9.976565253e-006,20.59833731,1,1,1,1,1,0.9699398798,0.9924849699,0.01245200521
0.08016032064,293.15,2,25,20.79720307,0.08016032064,293.9472031,9.889094384,-9.968814691,0.9968824629,0.9968824629,9.968824629e-006,1,1,1,1,1,9.889094384,293.9472031,25,-9.968814691,0.9968824629,0.9968824629,9.968824629e-006,20.79680671,1,1,1,1,1,0.9599198397,0.9899799599,0.01172541436
0.1002004008,293.15,2,25,20.99511935,0.1002004008,294.1451193,9.86159563,-9.961107565,0.9961117487,0.9961117487,9.961117487e-006,1,1,1,1,1,9.86159563,294.1451193,25,-9.961107565,0.9961117487,0.9961117487,9.961117487e-006,20.99472409,1,1,1,1,1,0.9498997996,0.9874749499,0.01100084441
0.120240481,293.15,2,25,21.1924854,0.120240481,294.3424854,9.834185184,-9.953433723,0.995344363,0.995344363,9.95344363e-006,1,1,1,1,1,9.834185184,294.3424854,25,-9.953433723,0.995344363,0.995344363,9.95344363e-006,21.19209124,1,1,1,1,1,0.9398797595,0.9849699399,0.01027828887
0.1402805611,293.15,2,25,21.38930297,0.1402805611,294.539303,9.806862675,-9.945792972,0.9945802864,0.9945802864,9.945802864e-006,1,1,1,1,1,9.806862675,294.539303,25,-9.945792972,0.9945802864,0.9945802864,9.945802864e-006,21.38890991,1,1,1,1,1,0.9298597194,0.9824649299,0.009557741275
0.1603206413,293.15,2,25,21.58557384,0.1603206413,294.7355738,9.779627735,-9.938185119,0.9938194995,0.9938194995,9.938194995e-006,1,1,1,1,1,9.779627735,294.7355738,25,-9.938185119,0.9938194995,0.9938194995,9.938194995e-006,21.58518186,1,1,1,1,1,0.9198396794,0.9799599198,0.008839195184
0.1803607214,293.15,2,25,21.78129974,0.1803607214,294.9312997,9.752479996,-9.93060997,0.9930619832,0.9930619832,9.930619832e-006,1,1,1,1,1,9.752479996,294.9312997,25,-9.93060997,0.9930619832,0.9930619832,9.930619832e-006,21.78090886,1,1,1,1,1,0.9098196393,0.9774549098,0.008122644186
0.2004008016,293.15,2,25,21.97648243,0.2004008016,295.1264824,9.725419094,-9.923067337,0.9923077184,0.9923077184,9.923077184e-006,1,1,1,1,1,9.725419094,295.1264824,25,-9.923067337,0.9923077184,0.9923077184,9.923077184e-006,21.97609263,1,1,1,1,1,0.8997995992,0.9749498998,0.007408081895
0.2204408818,293.15,2,25,22.17112364,0.2204408818,295.3211236,9.698444666,-9.915557031,0.9915566862,0.9915566862,9.915566862e-006,1,1,1,1,1,9.698444666,295.3211236,25,-9.915557031,0.9915566862,0.9915566862,9.915566862e-006,22.17073492,1,1,1,1,1,0.8897795591,0.9724448898,0.006695501954
