"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
0,0,0,0,0,0,0,-12,0,0,0
0.09999999,1.199666813,3.199666813,0,0.1697167914,0,0.5,-12,0.3993336268,0.1,1.236067858
0.19999998,1.397338622,3.397338622,0,0.337737829,0,1,12,0.5,0.1,2.351140806
0.29999997,1.591040356,3.591040356,0.091040356,0.5023843026,0,1,12,0.5,0.1,0
0.39999996,1.778836611,3.778836611,0.2788366109,0.6620111193,0,1.5,12,0.5,0.1,0
0.49999995,1.958850989,3.958850989,0.4588509895,0.815023341,0,2,12,0.5,0.1,0
0.59999994,2.129284848,4.129284848,0.6292848477,0.9598921206,0,2.5,12,0.5,0.1,0
0.69999993,2.288435267,4.288435267,0.7884352674,1.095169977,0,2.5,12,0.5,0.1,0
0.79999992,2.43471207,4.43471207,0.9347120703,1.21950526,0,3,12,0.5,0.1,2.351141822
0.89999991,2.566653707,4.566653707,1.066653707,1.331655651,0,3,12,0.5,0.1,1.236069053
0.9999999,2.682941862,4.682941862,1.182941862,1.430500582,0,3.5,12,0.5,1.256637062e-006,1.256637062e-006
1.09999989,2.78241462,4.78241462,1.28241462,1.515052427,1,3.5,12,0.5,-0.1,-1.236066663
1.19999988,2.864078085,4.864078085,1.364078085,1.584466372,1,3.5,12,0.5,-0.1,-2.351139789
1.29999987,2.927116301,4.927116301,1.427116301,1.638048856,1,4,12,0.5,-0.1,-3.236067017
1.39999986,2.970899412,4.970899412,1.470899412,1.675264501,1,4,12,0.5,-0.1,-3.804225522
1.49999985,2.994989952,4.994989952,1.494989952,1.695741459,1,4,12,0.5,-0.1,-4
1.59999984,2.999147215,4.999147215,1.499147215,1.699275133,1,4,12,0.5,-0.1,-3.804226686
1.69999983,2.983329665,4.983329665,1.483329665,1.685830215,1,4,12,0.5,-0.1,-3.236069233
1.79999982,2.947695344,4.947695344,1.447695344,1.655541042,1,4,12,0.5,-0.1,-2.351142839
1.89999981,2.892600298,4.892600298,1.392600298,1.608710253,1,4,12,0.5,-0.1,-1.236070248
1.9999998,2.81859502,4.81859502,1.31859502,1.545805767,1,3.5,12,0.5,-2.513274123e-006,-2.513274123e-006
2.09999979,2.726418945,4.726418945,1.226418945,1.467456104,1,3.5,12,0.5,0.1,1.236065468
2.19999978,2.616993067,4.616993067,1.116993067,1.374444107,1,3,12,0.5,0.1,2.351138773
