"time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","Losses"
0,565.685,-0,0,0,0,0,0,480
0.0001,562.346,0.0297527,-0.594173,0.56442,298.05,-565.383,267.334,794.508
0.0002,559.008,0.0614665,-1.04964,0.988177,312.238,-563.009,250.771,789.428
0.0003,555.679,0.0921517,-3.20941,3.11726,325.918,-559.684,233.766,791.088
0.0004,552.368,0.122746,-6.73805,6.6153,339.563,-556.381,216.817,799.315
0.0005,549.085,0.153219,-11.1519,10.9987,353.162,-553.106,199.943,812.215
0.0006,545.832,0.183541,-15.9652,15.7817,366.702,-549.862,183.161,827.855
0.0007,542.611,0.213682,-20.6928,20.4791,380.166,-546.651,166.485,844.258
0.0008,539.42,0.243611,-24.8537,24.61,393.54,-543.469,149.928,859.416
0.0009,536.254,0.273301,-27.9739,27.7006,406.805,-540.308,133.504,871.31
0.001,533.103,0.302721,-29.59,29.2873,419.941,-537.161,117.22,877.938
0.0011,529.958,0.331842,-29.2514,28.9196,432.928,-534.015,101.086,877.35
0.0012,526.802,0.360635,-26.5237,26.163,445.744,-530.853,85.1089,867.696
0.0013,523.618,0.389073,-20.9913,20.6022,458.366,-527.659,69.2929,847.275
0.0014,520.388,0.417126,-12.2605,11.8434,470.769,-524.411,53.642,814.584
0.0015,517.087,0.427721,-0.914696,0.486975,474.404,-504.031,29.627,747.667
0.0016,513.75,0.449948,-0.923632,0.473684,483.849,-495.717,11.8682,744.168
0.0017,510.413,0.47122,-0.930635,0.459415,492.817,-486.914,-5.90237,740.481
0.0018,507.076,0.491519,-0.935705,0.444185,501.298,-477.631,-23.6671,736.584
0.0019,503.739,0.601241,-1.02773,0.426487,507.74,-467.114,-40.626,730.602
0.002,500.417,6.44912,-6.84768,0.398569,504.429,-451.499,-52.9299,734.155
0.0021,497.164,21.0469,-21.4172,0.370258,501.205,-435.732,-65.4735,774.292
0.0022,494.035,43.8718,-44.2134,0.341581,498.122,-419.852,-78.2705,850.541
0.0023,491.085,74.3508,-74.6633,0.312567,495.233,-403.9,-91.3326,962.854
0.0024,488.361,111.863,-112.146,0.283245,492.584,-387.915,-104.67,1111.42
0.0025,485.909,155.747,-156.001,0.253643,490.22,-371.932,-118.288,1296.47
0.0026,483.769,205.301,-205.525,0.223791,488.179,-355.985,-132.194,1518.1
0.0027,481.977,259.792,-259.985,0.193718,486.495,-340.107,-146.389,1776.08
0.0028,480.561,318.452,-318.616,0.163454,485.197,-324.326,-160.872,2069.69
0.0029,479.549,380.493,-380.626,0.133028,484.309,-308.669,-175.64,2397.57
0.003,478.959,445.111,-445.213,0.102472,483.848,-293.16,-190.688,2757.65
0.0031,478.806,511.475,-511.547,0.0718137,483.828,-277.821,-206.007,3146.96
0.0032,479.1,578.755,-578.796,0.0410849,484.256,-262.671,-221.586,3561.66
0.0033,479.842,646.112,-646.122,0.0103156,485.134,-247.725,-237.409,3996.99
0.0034,481.031,712.706,-712.685,-0.0204639,486.456,-232.996,-253.46,4447.26
0.0035,482.659,777.706,-777.654,-0.0512232,488.214,-218.495,-269.718,4905.93
0.0036,484.713,840.285,-840.203,-0.0819319,490.392,-204.23,-286.162,5365.65
0.0037,487.173,899.642,-899.529,-0.11256,492.971,-190.206,-302.765,5818.47
0.0038,490.016,954.99,-954.847,-0.143077,495.924,-176.424,-319.501,6255.89
0.0039,493.212,1005.57,-1005.4,-0.173452,499.222,-162.885,-336.337,6669.08
0.004,496.727,1050.65,-1050.44,-0.203657,502.827,-149.585,-353.242,7049.03
0.0041,500.522,1089.53,-1089.29,-0.23366,506.7,-136.52,-370.18,7386.86
0.0042,504.553,1121.55,-1121.29,-0.263433,510.795,-123.681,-387.114,7673.97
0.0043,508.774,1146.1,-1145.81,-0.292946,515.064,-111.059,-404.005,7902.31
0.0044,513.131,1162.61,-1162.29,-0.32217,519.455,-98.6424,-420.812,8064.61
0.0045,517.57,1170.57,-1170.22,-0.351075,523.91,-86.4169,-437.493,8154.59
0.0046,522.032,1169.5,-1169.12,-0.379635,528.369,-74.3671,-454.002,8167.2
0.0047,526.455,1158.99,-1158.58,-0.407819,532.772,-62.4759,-470.296,8098.83
0.0048,530.776,1138.69,-1138.26,-0.435602,537.052,-50.7248,-486.327,7947.45
0.0049,534.928,1108.32,-1107.86,-0.462954,541.143,-39.0941,-502.049,7712.75
0.005,538.842,1067.65,-1067.16,-0.489849,544.976,-27.5629,-517.413,7396.28
0.0051,542.45,1016.5,-1015.99,-0.516261,548.482,-16.1098,-532.372,7001.53
0.0052,545.682,954.795,-954.252,-0.542164,551.59,-4.71285,-546.877,6533.89
0.0053,548.47,883.887,-880.528,-3.35973,554.233,-0.877167,-553.356,5997.89
0.0054,550.769,808.32,-790.327,-17.9925,556.366,-0.772334,-555.594,5424.94
0.0055,552.549,728.471,-683.395,-45.0759,557.96,-0.638318,-557.322,4832.85
0.0056,553.783,644.406,-559.852,-84.554,558.986,-0.475297,-558.511,4236.81
0.0057,554.443,556.227,-419.854,-136.373,559.418,-0.283481,-559.134,3654.71
0.0058,554.501,464.066,-263.585,-200.481,559.228,-0.0631045,-559.165,3107.03
0.0059,553.933,368.091,-91.2612,-276.83,558.391,0.185569,-558.576,2616.66
0.006,552.794,317.026,-0.203765,-316.822,380.596,176.831,-557.427,2255.5
0.0061,551.557,315.571,-0.173561,-315.397,364.874,191.313,-556.187,2238.8
0.0062,550.324,317.768,-0.143186,-317.625,349.072,205.886,-554.958,2242.24
0.0063,549.115,323.139,-0.11267,-323.026,333.215,220.545,-553.76,2263.46
0.0064,547.952,331.192,-0.0820423,-331.11,317.328,235.286,-552.614,2300.11
0.0065,546.851,341.412,-0.0513339,-341.361,301.433,250.099,-551.532,2349.75
0.0066,545.823,353.278,-0.0205747,-353.258,285.552,264.977,-550.529,2409.87
0.0067,544.879,366.255,0.0102048,-366.265,269.703,279.907,-549.61,2477.79
0.0068,544.023,379.805,0.0409742,-379.846,253.904,294.878,-548.782,2550.75
0.0069,543.259,393.386,0.0717032,-393.458,238.171,309.874,-548.044,2625.81
0.007,542.583,406.46,0.102361,-406.563,222.517,324.878,-547.395,2699.94
0.0071,541.992,418.494,0.132919,-418.627,206.955,339.873,-546.828,2770.01
0.0072,541.476,428.959,0.163345,-429.122,191.494,354.839,-546.333,2832.81
0.0073,541.023,437.341,0.193609,-437.534,176.144,369.753,-545.897,2885.12
0.0074,540.618,443.141,0.223683,-443.364,160.91,384.593,-545.503,2923.8
