time,headlight,light_switch_old_byType,off_counter,off_counter_byType,on_counter,on_counter_byType
4.97,1.0,2.0,0.0,0.0,0.0,0.0
4.98,1.0,2.0,0.0,0.0,0.0,0.0
4.99,1.0,2.0,0.0,0.0,0.0,0.0
5.0,1.0,2.0,0.0,0.0,0.0,0.0
5.01,1.0,2.0,0.0,0.0,0.0,0.0
5.02,1.0,2.0,0.0,0.0,0.0,0.0
5.03,1.0,2.0,0.0,0.0,0.0,0.0
5.04,1.0,2.0,0.0,0.0,0.0,0.0
5.05,1.0,2.0,0.0,0.0,0.0,0.0
5.06,1.0,2.0,0.0,0.0,0.0,0.0
5.07,1.0,2.0,0.0,0.0,0.0,0.0
5.08,1.0,2.0,0.0,0.0,0.0,0.0
5.09,1.0,2.0,0.0,0.0,0.0,0.0
5.1,1.0,2.0,0.0,0.0,0.0,0.0
5.11,1.0,2.0,0.0,0.0,0.0,0.0
5.12,1.0,2.0,0.0,0.0,0.0,0.0
5.13,1.0,2.0,0.0,0.0,0.0,0.0
5.14,1.0,2.0,0.0,0.0,0.0,0.0
5.15,1.0,2.0,0.0,0.0,0.0,0.0
5.16,1.0,2.0,0.0,0.0,0.0,0.0
5.17,1.0,2.0,0.0,0.0,0.0,0.0
5.18,1.0,2.0,0.0,0.0,0.0,0.0
5.19,1.0,2.0,0.0,0.0,0.0,0.0
5.2,1.0,2.0,0.0,0.0,0.0,0.0
5.21,1.0,2.0,0.0,0.0,0.0,0.0
5.22,1.0,2.0,0.0,0.0,0.0,0.0
5.23,1.0,2.0,0.0,0.0,0.0,0.0
5.24,1.0,2.0,0.0,0.0,0.0,0.0
5.25,1.0,2.0,0.0,0.0,0.0,0.0
5.26,1.0,2.0,0.0,0.0,0.0,0.0
5.27,1.0,2.0,0.0,0.0,0.0,0.0
5.28,1.0,2.0,0.0,0.0,0.0,0.0
5.29,1.0,2.0,0.0,0.0,0.0,0.0
5.3,1.0,2.0,0.0,0.0,0.0,0.0
5.31,1.0,2.0,0.0,0.0,0.0,0.0
5.32,1.0,2.0,0.0,0.0,0.0,0.0
5.33,1.0,2.0,0.0,0.0,0.0,0.0
5.34,1.0,2.0,0.0,0.0,0.0,0.0
5.35,1.0,2.0,0.0,0.0,0.0,0.0
5.36,1.0,2.0,0.0,0.0,0.0,0.0
5.37,1.0,2.0,0.0,0.0,0.0,0.0
5.38,1.0,2.0,0.0,0.0,0.0,0.0
5.39,1.0,2.0,0.0,0.0,0.0,0.0
5.4,1.0,2.0,0.0,0.0,0.0,0.0
5.41,1.0,2.0,0.0,0.0,0.0,0.0
5.42,1.0,2.0,0.0,0.0,0.0,0.0
5.43,1.0,2.0,0.0,0.0,0.0,0.0
5.44,1.0,2.0,0.0,0.0,0.0,0.0
5.45,1.0,2.0,0.0,0.0,0.0,0.0
5.46,1.0,2.0,0.0,0.0,0.0,0.0
5.47,1.0,2.0,0.0,0.0,0.0,0.0
5.48,1.0,2.0,0.0,0.0,0.0,0.0
5.49,1.0,2.0,0.0,0.0,0.0,0.0
5.5,1.0,2.0,0.0,0.0,0.0,0.0
5.51,1.0,2.0,0.0,0.0,0.0,0.0
5.52,1.0,2.0,0.0,0.0,0.0,0.0
5.53,1.0,2.0,0.0,0.0,0.0,0.0
5.54,1.0,2.0,0.0,0.0,0.0,0.0
5.55,1.0,2.0,0.0,0.0,0.0,0.0
5.56,1.0,2.0,0.0,0.0,0.0,0.0
5.57,1.0,2.0,0.0,0.0,0.0,0.0
5.58,1.0,2.0,0.0,0.0,0.0,0.0
5.59,1.0,2.0,0.0,0.0,0.0,0.0
5.6,1.0,2.0,0.0,0.0,0.0,0.0
5.61,1.0,2.0,0.0,0.0,0.0,0.0
5.62,1.0,2.0,0.0,0.0,0.0,0.0
5.63,1.0,2.0,0.0,0.0,0.0,0.0
5.64,1.0,2.0,0.0,0.0,0.0,0.0
5.65,1.0,2.0,0.0,0.0,0.0,0.0
5.66,1.0,2.0,0.0,0.0,0.0,0.0
5.67,1.0,2.0,0.0,0.0,0.0,0.0
5.68,1.0,2.0,0.0,0.0,0.0,0.0
5.69,1.0,2.0,0.0,0.0,0.0,0.0
5.7,1.0,2.0,0.0,0.0,0.0,0.0
5.71,1.0,2.0,0.0,0.0,0.0,0.0
5.72,1.0,2.0,0.0,0.0,0.0,0.0
5.73,1.0,2.0,0.0,0.0,0.0,0.0
5.74,1.0,2.0,0.0,0.0,0.0,0.0
5.75,1.0,2.0,0.0,0.0,0.0,0.0
5.76,1.0,2.0,0.0,0.0,0.0,0.0
5.77,1.0,2.0,0.0,0.0,0.0,0.0
5.78,1.0,2.0,0.0,0.0,0.0,0.0
5.79,1.0,2.0,0.0,0.0,0.0,0.0
5.8,1.0,2.0,0.0,0.0,0.0,0.0
5.81,1.0,2.0,0.0,0.0,0.0,0.0
5.82,1.0,2.0,0.0,0.0,0.0,0.0
5.83,1.0,2.0,0.0,0.0,0.0,0.0
5.84,1.0,2.0,0.0,0.0,0.0,0.0
5.85,1.0,2.0,0.0,0.0,0.0,0.0
5.86,1.0,2.0,0.0,0.0,0.0,0.0
5.87,1.0,2.0,0.0,0.0,0.0,0.0
5.88,1.0,2.0,0.0,0.0,0.0,0.0
5.89,1.0,2.0,0.0,0.0,0.0,0.0
5.9,1.0,2.0,0.0,0.0,0.0,0.0
5.91,1.0,2.0,0.0,0.0,0.0,0.0
5.92,1.0,2.0,0.0,0.0,0.0,0.0
5.93,1.0,2.0,0.0,0.0,0.0,0.0
5.94,1.0,2.0,0.0,0.0,0.0,0.0
5.95,1.0,2.0,0.0,0.0,0.0,0.0
5.96,1.0,2.0,0.0,0.0,0.0,0.0
5.97,1.0,2.0,0.0,0.0,0.0,0.0
5.98,1.0,2.0,0.0,0.0,0.0,0.0
5.99,1.0,2.0,0.0,0.0,0.0,0.0
6.0,1.0,2.0,0.0,0.0,0.0,0.0
6.01,1.0,2.0,0.0,0.0,0.0,0.0
6.02,1.0,2.0,0.0,0.0,0.0,0.0
6.03,1.0,2.0,0.0,0.0,0.0,0.0
6.04,1.0,2.0,0.0,0.0,0.0,0.0
6.05,1.0,2.0,0.0,0.0,0.0,0.0
6.06,1.0,2.0,0.0,0.0,0.0,0.0
6.07,1.0,2.0,0.0,0.0,0.0,0.0
6.08,1.0,2.0,0.0,0.0,0.0,0.0
6.09,1.0,2.0,0.0,0.0,0.0,0.0
6.1,1.0,2.0,0.0,0.0,0.0,0.0
6.11,1.0,2.0,0.0,0.0,0.0,0.0
6.12,1.0,2.0,0.0,0.0,0.0,0.0
6.13,1.0,2.0,0.0,0.0,0.0,0.0
6.14,1.0,2.0,0.0,0.0,0.0,0.0
6.15,1.0,2.0,0.0,0.0,0.0,0.0
6.16,1.0,2.0,0.0,0.0,0.0,0.0
6.17,1.0,2.0,0.0,0.0,0.0,0.0
6.18,1.0,2.0,0.0,0.0,0.0,0.0
6.19,1.0,2.0,0.0,0.0,0.0,0.0
6.2,1.0,2.0,0.0,0.0,0.0,0.0
6.21,1.0,2.0,0.0,0.0,0.0,0.0
6.22,1.0,2.0,0.0,0.0,0.0,0.0
6.23,1.0,2.0,0.0,0.0,0.0,0.0
6.24,1.0,2.0,0.0,0.0,0.0,0.0
6.25,1.0,2.0,0.0,0.0,0.0,0.0
6.26,1.0,2.0,0.0,0.0,0.0,0.0
6.27,1.0,2.0,0.0,0.0,0.0,0.0
6.28,1.0,2.0,0.0,0.0,0.0,0.0
6.29,1.0,2.0,0.0,0.0,0.0,0.0
6.3,1.0,2.0,0.0,0.0,0.0,0.0
6.31,1.0,2.0,0.0,0.0,0.0,0.0
6.32,1.0,2.0,0.0,0.0,0.0,0.0
6.33,1.0,2.0,0.0,0.0,0.0,0.0
6.34,1.0,2.0,0.0,0.0,0.0,0.0
6.35,1.0,2.0,0.0,0.0,0.0,0.0
6.36,1.0,2.0,0.0,0.0,0.0,0.0
6.37,1.0,2.0,0.0,0.0,0.0,0.0
6.38,1.0,2.0,0.0,0.0,0.0,0.0
6.39,1.0,2.0,0.0,0.0,0.0,0.0
6.4,1.0,2.0,0.0,0.0,0.0,0.0
6.41,1.0,2.0,0.0,0.0,0.0,0.0
6.42,1.0,2.0,0.0,0.0,0.0,0.0
6.43,1.0,2.0,0.0,0.0,0.0,0.0
6.44,1.0,2.0,0.0,0.0,0.0,0.0
6.45,1.0,2.0,0.0,0.0,0.0,0.0
6.46,1.0,2.0,0.0,0.0,0.0,0.0
6.47,1.0,2.0,0.0,0.0,0.0,0.0
6.48,1.0,2.0,0.0,0.0,0.0,0.0
6.49,1.0,2.0,0.0,0.0,0.0,0.0
6.5,1.0,2.0,0.0,0.0,0.0,0.0
6.51,1.0,2.0,0.0,0.0,0.0,0.0
6.52,1.0,2.0,1.0,1.0,0.0,0.0
6.53,1.0,2.0,2.0,2.0,0.0,0.0
6.54,1.0,2.0,3.0,3.0,0.0,0.0
6.55,1.0,2.0,4.0,4.0,0.0,0.0
6.56,1.0,2.0,5.0,5.0,0.0,0.0
6.57,1.0,2.0,6.0,6.0,0.0,0.0
6.58,1.0,2.0,7.0,7.0,0.0,0.0
6.59,1.0,2.0,8.0,8.0,0.0,0.0
6.6,1.0,2.0,9.0,9.0,0.0,0.0
6.61,1.0,2.0,10.0,10.0,0.0,0.0
6.62,1.0,2.0,11.0,11.0,0.0,0.0
6.63,1.0,2.0,12.0,12.0,0.0,0.0
6.64,1.0,2.0,13.0,13.0,0.0,0.0
6.65,1.0,2.0,14.0,14.0,0.0,0.0
6.66,1.0,2.0,15.0,15.0,0.0,0.0
6.67,1.0,2.0,16.0,16.0,0.0,0.0
6.68,1.0,2.0,17.0,17.0,0.0,0.0
6.69,1.0,2.0,18.0,18.0,0.0,0.0
6.7,1.0,2.0,19.0,19.0,0.0,0.0
6.71,1.0,2.0,20.0,20.0,0.0,0.0
6.72,1.0,2.0,21.0,21.0,0.0,0.0
6.73,1.0,2.0,22.0,22.0,0.0,0.0
6.74,1.0,2.0,23.0,23.0,0.0,0.0
6.75,1.0,2.0,24.0,24.0,0.0,0.0
6.76,1.0,2.0,25.0,25.0,0.0,0.0
6.77,1.0,2.0,26.0,26.0,0.0,0.0
6.78,1.0,2.0,27.0,27.0,0.0,0.0
6.79,1.0,2.0,28.0,28.0,0.0,0.0
6.8,1.0,2.0,29.0,29.0,0.0,0.0
6.81,1.0,2.0,30.0,30.0,0.0,0.0
6.82,1.0,2.0,31.0,31.0,0.0,0.0
6.83,1.0,2.0,32.0,32.0,0.0,0.0
6.84,1.0,2.0,33.0,33.0,0.0,0.0
6.85,1.0,2.0,34.0,34.0,0.0,0.0
6.86,1.0,2.0,35.0,35.0,0.0,0.0
6.87,1.0,2.0,36.0,36.0,0.0,0.0
6.88,1.0,2.0,37.0,37.0,0.0,0.0
6.89,1.0,2.0,38.0,38.0,0.0,0.0
6.9,1.0,2.0,39.0,39.0,0.0,0.0
6.91,1.0,2.0,40.0,40.0,0.0,0.0
6.92,1.0,2.0,41.0,41.0,0.0,0.0
6.93,1.0,2.0,42.0,42.0,0.0,0.0
6.94,1.0,2.0,43.0,43.0,0.0,0.0
6.95,1.0,2.0,44.0,44.0,0.0,0.0
6.96,1.0,2.0,45.0,45.0,0.0,0.0
6.97,1.0,2.0,46.0,46.0,0.0,0.0
6.98,1.0,2.0,47.0,47.0,0.0,0.0
6.99,1.0,2.0,48.0,48.0,0.0,0.0
7.0,1.0,2.0,49.0,49.0,0.0,0.0
