"time","step-size","source.i.TRes"
0.0,0.0,293.15
0.001,0.001,293.15000000009996
0.002,0.001,293.15000000019995
0.003,0.001,293.15000000029994
0.004,0.001,293.15000000039987
0.005,0.001,293.1500000004998
0.006,0.001,293.15000000059973
0.007,0.001,293.15000000069966
0.008,0.001,293.1500000007996
0.009000000000000001,0.001,293.15000000089947
0.010000000000000002,0.001,293.15000000099934
0.011000000000000003,0.001,293.1500000010992
0.012000000000000004,0.001,293.1500000011991
0.013000000000000005,0.001,293.15000000129896
0.014000000000000005,0.001,293.15000000139884
0.015000000000000006,0.001,293.15000000149865
0.016000000000000007,0.001,293.15000000159847
0.017000000000000008,0.001,293.1500000016983
0.01800000000000001,0.001,293.1500000017981
0.01900000000000001,0.001,293.1500000018979
0.02000000000000001,0.001,293.15000000199774
0.02100000000000001,0.001,293.1500000020975
0.022000000000000013,0.001,293.15000000219726
0.023000000000000013,0.001,293.150000002297
0.024000000000000014,0.001,293.1500000023968
0.025000000000000015,0.001,293.15000000249654
0.026000000000000016,0.001,293.15000000259624
0.027000000000000017,0.001,293.15000000269595
0.028000000000000018,0.001,293.15000000279565
0.02900000000000002,0.001,293.15000000289535
0.03000000000000002,0.001,293.15000000299506
0.03100000000000002,0.001,293.15000000309476
0.03200000000000002,0.001,293.1500000031944
0.03300000000000002,0.001,293.15000000329405
0.03400000000000002,0.001,293.1500000033937
0.035000000000000024,0.001,293.15000000349335
0.036000000000000025,0.001,293.150000003593
0.037000000000000026,0.001,293.15000000369264
0.03800000000000003,0.001,293.15000000379223
0.03900000000000003,0.001,293.1500000038918
0.04000000000000003,0.001,293.1500000039914
0.04100000000000003,0.001,293.150000004091
0.04200000000000003,0.001,293.1500000041906
0.04300000000000003,0.001,293.1500000042901
0.04400000000000003,0.001,293.15000000438965
0.04500000000000003,0.001,293.1500000044892
0.046000000000000034,0.001,293.1500000045887
0.047000000000000035,0.001,293.15000000468825
0.048000000000000036,0.001,293.1500000047878
0.04900000000000004,0.001,293.15000000488726
0.05000000000000004,0.001,293.15000000498674
0.05100000000000004,0.001,293.1500000050862
0.05200000000000004,0.001,293.1500000051857
0.05300000000000004,0.001,293.15000000528516
0.05400000000000004,0.001,293.15000000538464
0.05500000000000004,0.001,293.15000000548406
0.05600000000000004,0.001,293.1500000055835
0.057000000000000044,0.001,293.1500000056829
0.058000000000000045,0.001,293.1500000057823
0.059000000000000045,0.001,293.15000000588174
