"Time","FMU:der_p","FMU:der_T"
0,0,0
0.02,0,0
0.040000000000000001,0,0
0.059999999999999998,0,0
0.080000000000000002,0,0
0.10000000000000001,0,0
0.12000000000000001,0,0
0.14000000000000001,0,0
0.16,0,0
0.17999999999999999,0,0
0.19999999999999998,0,0
0.21999999999999997,0,0
0.23999999999999996,0,0
0.25999999999999995,0,0
0.27999999999999997,0,0
0.29999999999999999,0,-1.1102230246251565e-16
0.32000000000000001,-61.428342675265071,-1.0558784983053315
0.34000000000000002,-64.690456142476478,-1.936068391963979
0.36000000000000004,-17.30659003840583,-2.6499988928885387
0.38000000000000006,73.203505378655223,-3.2070908651717294
0.40000000000000008,199.3205786481239,-3.616756834103577
0.4200000000000001,353.52587652741141,-3.8884009951772356
0.44000000000000011,528.30114341263811,-4.0314192230834198
0.46000000000000013,716.12862076023407,-4.0551990806934839
0.48000000000000015,909.49104650913364,-3.9691198280313564
0.50000000000000011,1100.8716545038114,-3.7825524312332997
0.52000000000000013,1282.7541739184644,-3.5048595714977826
0.54000000000000015,1447.6228286810001,-3.1453956540221539
0.56000000000000016,1587.9623368986281,-2.7135068169301788
0.58000000000000018,1696.2579102838658,-2.2185309401861648
0.6000000000000002,1764.995253581124,-1.6697976544997388
0.62000000000000022,1786.6605639943016,-1.076628350218251
0.64000000000000024,1753.7405306150486,-0.44833618620803062
0.66000000000000025,1658.7223338515043,0.205773901275492
0.68000000000000027,1494.0936448582158,0.8764051897281897
0.70000000000000029,1252.3426249663987,1.5542691615498301
0.72000000000000031,1252.3098415386214,1.5537205373681362
0.74000000000000032,1252.2770771269586,1.5531722085713775
0.76000000000000034,1252.24433171748,1.5526241749467016
0.78000000000000036,1252.2116052962608,1.552076436281425
0.80000000000000038,1252.1788978493917,1.5515289923630682
0.8200000000000004,1252.1462093629755,1.5509818429793374
0.84000000000000041,1252.1135398231247,1.5504349879181263
0.86000000000000043,1252.0808892159635,1.5498884269675124
0.88000000000000045,1252.0482575276246,1.5493421599157553
0.90000000000000047,1252.015644744265,1.5487961865513384
0.92000000000000048,1251.9830508520338,1.5482505066628756
0.9400000000000005,1251.9504758371083,1.547705120039218
0.96000000000000052,1251.9179196856678,1.5471600264693759
0.98000000000000054,1251.885382383907,1.5466152257425561
1,1251.8528639180304,1.5460707176481505
