    "time",      "y1",      "y2"
         0,         1,         0
     0.099,         1,         0
       0.1,         1,         3
     0.499,         1,         3
       0.5,         0,         3
     0.599,         0,         3
       0.6,         0,         0
     0.999,         0,         0
         1,         1,         0
     1.099,         1,         0
       1.1,         1,         3
     1.499,         1,         3
       1.5,         0,         3
     1.599,         0,         3
       1.6,         0,         0
     1.999,         0,         0
         2,         1,         0
     2.099,         1,         0
       2.1,         1,         3
     2.499,         1,         3
       2.5,         0,         3
     2.599,         0,         3
       2.6,         0,         0
     2.999,         0,         0
         3,         1,         0
     3.099,         1,         0
       3.1,         1,         3
     3.499,         1,         3
       3.5,         0,         3
     3.599,         0,         3
       3.6,         0,         0
     3.999,         0,         0
         4,         1,         0
     4.099,         1,         0
       4.1,         1,         3
     4.499,         1,         3
       4.5,         0,         3
     4.599,         0,         3
       4.6,         0,         0
        10,         0,         0
