"time","FMU_Interface_OUT0_Vehicle_Acceleration","FMU_Interface_OUT1_Vehicle_Velocity","FMU_Interface_OUT2_Vehicle_Distance","FMU_Interface_OUT3_Load_Signal","FMU_Interface_OUT4_Engine_Speed"
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.00E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
4.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
4.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
5.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
6.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
6.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
7.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
8.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
8.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
9.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
9.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.05E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.10E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.15E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.20E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.30E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.35E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.40E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.45E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.50E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.55E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.60E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.65E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.70E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.75E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.80E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.85E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.90E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
1.95E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.05E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.10E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.15E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.20E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.30E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.35E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.40E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.45E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.50E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.55E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.60E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.65E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.70E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.75E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.80E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.85E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.90E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
2.95E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.05E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.10E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.15E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.20E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.25E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.30E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.35E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.40E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.45E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.50E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.55E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.60E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.65E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.70E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
3.75E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.50E+02
