"time","step-size","source.i.out"
0.0,0.0,0.0
1.0E-9,1.0E-9,0.0
2.0E-8,1.9E-8,0.0
4.0E-8,2.0E-8,0.0
6.0E-8,1.9999999999999994E-8,0.0
8.0E-8,2.0000000000000007E-8,0.0
1.0E-7,1.9999999999999994E-8,0.0
1.2E-7,1.9999999999999994E-8,0.0
1.4E-7,2.000000000000002E-8,0.0
1.6E-7,1.9999999999999994E-8,1.199999999999997E-7
0.01,0.00999984,1.199999999999997E-7
0.01000002,1.9999999999881224E-8,1.199999999999997E-7
0.01000004,1.9999999999881224E-8,1.199999999999997E-7
0.01000006,1.9999999999881224E-8,1.199999999999997E-7
0.01000008,1.9999999999881224E-8,1.199999999999997E-7
0.0100001,1.9999999999881224E-8,1.199999999999997E-7
0.01000012,1.9999999999881224E-8,1.199999999999997E-7
0.01000014,1.9999999999881224E-8,1.199999999999997E-7
0.01000016,1.9999999999881224E-8,0.009999953328166642
0.02,0.009999840000000001,0.009999953328166642
0.02000002,1.9999999999881224E-8,0.009999953328166642
0.02000004,1.9999999999881224E-8,0.009999953328166642
0.02000006,1.9999999999881224E-8,0.009999953328166642
0.02000008,1.9999999999881224E-8,0.009999953328166642
0.0200001,1.9999999999881224E-8,0.009999953328166642
0.02000012,1.9999999999881224E-8,0.009999953328166642
0.02000014,1.9999999999881224E-8,0.009999953328166642
0.02000016,1.9999999999881224E-8,0.019998786669333735
0.03,0.00999984,0.019998786669333735
0.03000002,1.9999999999881224E-8,0.019998786669333735
0.03000004,1.9999999999881224E-8,0.019998786669333735
0.03000006,1.9999999999881224E-8,0.019998786669333735
0.03000008,1.9999999999881224E-8,0.019998786669333735
0.0300001,1.9999999999881224E-8,0.019998786669333735
0.03000012,2.000000000335067E-8,0.019998786669333735
0.03000014,1.9999999999881224E-8,0.019998786669333735
0.03000016,1.9999999999881224E-8,0.029995620148499498
0.04,0.00999984,0.029995620148499498
0.04000002,1.9999999996411777E-8,0.029995620148499498
0.04000004,2.000000000335067E-8,0.029995620148499498
0.04000006,1.9999999996411777E-8,0.029995620148499498
0.04000008,2.000000000335067E-8,0.029995620148499498
