"time","y1","y","y2","y3","y4","y5","y6","QI","Q"
0.0000000000000000E+000,0,0,1,0,1,0,0,0,1
2.0000000000000000E-002,0,0,1,0,1,0,0,0,1
4.0000000000000001E-002,0,0,1,0,1,0,0,0,1
6.0000000000000005E-002,0,0,1,0,1,0,0,0,1
8.0000000000000002E-002,0,0,1,0,1,0,0,0,1
1.0999999999999999E-001,0,0,1,0,1,0,0,0,1
1.2999999999999998E-001,0,0,1,0,1,0,0,0,1
1.4999999999999999E-001,0,0,1,0,1,0,0,0,1
1.6000000000000000E-001,0,0,1,0,1,0,0,0,1
1.8000000000000002E-001,0,0,1,0,1,0,0,0,1
2.0000000000000004E-001,0,0,1,0,1,0,0,0,1
2.2000000000000006E-001,0,0,1,0,1,0,0,0,1
2.4000000000000007E-001,0,0,1,0,1,0,0,0,1
2.6000000000000006E-001,0,0,1,0,1,0,0,0,1
2.8000000000000008E-001,0,0,1,0,1,0,0,0,1
3.0000000000000010E-001,0,0,1,0,1,0,0,1,0
3.2000000000000012E-001,0,0,1,0,1,0,0,1,0
3.4000000000000014E-001,0,0,1,0,1,0,0,1,0
3.6000000000000015E-001,0,0,1,0,1,0,0,1,0
3.8000000000000017E-001,0,0,1,0,1,0,0,1,0
4.0000000000000019E-001,0,0,1,0,1,0,0,1,0
4.2000000000000021E-001,0,0,1,0,1,0,0,1,0
4.4000000000000022E-001,0,0,1,0,1,0,0,1,0
4.6000000000000024E-001,0,0,1,0,1,0,0,1,0
4.8000000000000026E-001,0,0,1,0,1,0,0,1,0
5.0000000000000022E-001,0,0,1,0,1,0,0,0,1
5.2000000000000024E-001,0,0,1,0,1,0,0,0,1
5.4000000000000026E-001,0,0,1,0,1,0,0,0,1
5.6000000000000028E-001,0,0,1,0,1,0,0,0,1
5.8000000000000029E-001,0,0,1,0,1,0,0,0,1
6.0000000000000031E-001,0,0,1,0,1,0,0,0,1
6.2000000000000033E-001,0,0,1,0,1,0,0,0,1
6.4000000000000035E-001,0,0,1,0,1,0,0,0,1
6.6000000000000036E-001,0,0,1,0,1,0,0,0,1
6.8000000000000038E-001,0,0,1,0,1,0,0,0,1
7.0000000000000040E-001,0,0,1,0,1,0,0,0,1
7.2000000000000042E-001,0,0,1,0,1,0,0,0,1
7.4000000000000044E-001,0,0,1,0,1,0,0,0,1
7.6000000000000045E-001,0,0,1,0,1,0,0,0,1
7.8000000000000047E-001,0,0,1,0,1,0,0,0,1
8.0000000000000049E-001,2,0,0,0,1,1,0,1,0
8.2000000000000051E-001,2,0,0,0,1,1,0,1,0
8.4000000000000052E-001,2,0,0,0,1,1,0,1,0
8.6000000000000054E-001,2,0,0,0,1,1,0,1,0
8.8000000000000056E-001,2,0,0,0,1,1,0,1,0
9.0000000000000058E-001,2,0,0,0,1,1,0,1,0
9.2000000000000060E-001,2,0,0,0,1,1,0,1,0
9.4000000000000061E-001,2,0,0,0,1,1,0,1,0
9.6000000000000063E-001,2,0,0,0,1,1,0,1,0
9.8000000000000065E-001,2,0,0,0,1,1,0,1,0
1.0000000000000007E+000,4,0,1,0,1,1,0,0,1
1.0200000000000007E+000,4,0,1,0,1,1,0,0,1
1.0400000000000007E+000,4,0,1,0,1,1,0,0,1
1.0600000000000007E+000,4,0,1,0,1,1,0,0,1
1.0800000000000007E+000,4,0,1,0,1,1,0,0,1
1.1000000000000008E+000,4,0,1,0,1,1,0,0,1
1.1200000000000008E+000,4,0,1,0,1,1,0,0,1
1.1400000000000008E+000,4,0,1,0,1,1,0,0,1
1.1600000000000008E+000,4,0,1,0,1,1,0,0,1
1.1800000000000008E+000,4,0,1,0,1,1,0,0,1
1.2000000000000008E+000,4,0,1,0,1,1,0,0,1
1.2200000000000009E+000,4,0,1,0,1,1,0,0,1
1.2400000000000009E+000,4,0,1,0,1,1,0,0,1
1.2600000000000009E+000,4,0,1,0,1,1,0,0,1
1.2800000000000009E+000,4,0,1,0,1,1,0,0,1
1.3000000000000009E+000,4,0,1,0,1,1,0,1,0
1.3200000000000010E+000,4,0,1,0,1,1,0,1,0
1.3400000000000010E+000,4,0,1,0,1,1,0,1,0
1.3600000000000010E+000,4,0,1,0,1,1,0,1,0
1.3800000000000010E+000,4,0,1,0,1,1,0,1,0
1.4000000000000010E+000,4,0,1,0,1,1,0,1,0
1.4200000000000010E+000,4,0,1,0,1,1,0,1,0
1.4400000000000011E+000,4,0,1,0,1,1,0,1,0
1.4600000000000011E+000,4,0,1,0,1,1,0,1,0
1.4800000000000011E+000,4,0,1,0,1,1,0,1,0
1.5000000000000011E+000,4,0,1,0,1,1,0,0,1
1.5200000000000011E+000,4,0,1,0,1,1,0,0,1
1.5400000000000011E+000,4,0,1,0,1,1,0,0,1
1.5600000000000012E+000,4,0,1,0,1,1,0,0,1
1.5800000000000012E+000,4,0,1,0,1,1,0,0,1
1.6000000000000012E+000,4,0,1,0,1,1,0,0,1
1.6200000000000012E+000,4,0,1,0,1,1,0,0,1
1.6400000000000012E+000,4,0,1,0,1,1,0,0,1
1.6600000000000013E+000,4,0,1,0,1,1,0,0,1
1.6800000000000013E+000,4,0,1,0,1,1,0,0,1
1.7000000000000013E+000,4,0,1,0,1,1,0,0,1
1.7200000000000013E+000,4,0,1,0,1,1,0,0,1
1.7400000000000013E+000,4,0,1,0,1,1,0,0,1
1.7600000000000013E+000,4,0,1,0,1,1,0,0,1
1.7800000000000014E+000,4,0,1,0,1,1,0,0,1
1.8000000000000014E+000,6,0,0,0,1,1,0,1,0
1.8200000000000014E+000,6,0,0,0,1,1,0,1,0
1.8400000000000014E+000,6,0,0,0,1,1,0,1,0
1.8600000000000014E+000,6,0,0,0,1,1,0,1,0
1.8800000000000014E+000,6,0,0,0,1,1,0,1,0
1.9000000000000015E+000,6,0,0,0,1,1,0,1,0
1.9200000000000015E+000,6,0,0,0,1,1,0,1,0
1.9400000000000015E+000,6,0,0,0,1,1,0,1,0
1.9600000000000015E+000,6,0,0,0,1,1,0,1,0
1.9800000000000015E+000,6,0,0,0,1,1,0,1,0
2.0000000000000013E+000,8,1,1,1,1,1,0,0,1
2.0200000000000009E+000,8,1,1,1,1,1,0,0,1
2.0400000000000005E+000,8,1,1,1,1,1,0,0,1
2.0600000000000001E+000,8,1,1,1,1,1,0,0,1
2.0899999999999994E+000,8,1,1,1,1,1,0,0,1
2.1099999999999990E+000,8,1,1,1,1,1,0,0,1
2.1299999999999986E+000,8,1,1,1,1,1,0,0,1
2.1499999999999981E+000,8,1,1,1,1,1,0,0,1
2.1699999999999977E+000,8,1,1,1,1,1,0,0,1
2.1899999999999973E+000,8,1,1,1,1,1,0,0,1
2.2099999999999969E+000,8,1,1,0,1,1,0,0,1
2.2299999999999964E+000,8,1,1,0,1,1,0,0,1
2.2499999999999960E+000,8,1,1,0,1,1,0,0,1
2.2699999999999956E+000,8,1,1,0,1,1,0,0,1
2.2899999999999952E+000,8,1,1,0,1,1,0,0,1
