"time","driveAngle","spring.w_rel","PI.I.y","inertia1.phi","spring.phi_rel","integrator.y","inertia1.w"
0.000000,1.570000,0.000000,-0.100000,0.000000,0.001000,0.000000,0.000000
0.000140,1.570000,0.000000,-0.100000,0.000000,0.001000,0.000000,0.000000
0.500000,1.570000,0.000000,-0.100000,0.000000,0.001000,0.000000,0.000000
0.500080,1.570000,-0.000000,-0.100000,0.000000,0.001000,0.000075,0.000000
0.500270,1.570000,-0.000003,-0.100000,0.000000,0.001000,0.000266,0.000003
0.500460,1.570000,-0.000010,-0.099999,0.000000,0.001000,0.000457,0.000010
0.500650,1.570000,-0.000020,-0.099998,0.000000,0.001000,0.000648,0.000020
0.501080,1.570000,-0.000054,-0.099994,0.000000,0.001000,0.001081,0.000055
0.501510,1.570000,-0.000101,-0.099989,0.000000,0.001000,0.001513,0.000104
0.501950,1.570000,-0.000162,-0.099982,0.000000,0.001000,0.001946,0.000168
0.502380,1.570000,-0.000234,-0.099974,0.000000,0.001000,0.002379,0.000244
0.503080,1.570000,-0.000370,-0.099957,0.000000,0.001000,0.003076,0.000392
0.503770,1.570000,-0.000527,-0.099936,0.000001,0.000999,0.003774,0.000566
0.504470,1.570000,-0.000700,-0.099912,0.000001,0.000999,0.004471,0.000764
0.505710,1.570000,-0.001034,-0.099861,0.000002,0.000998,0.005707,0.001161
0.507630,1.570000,-0.001588,-0.099762,0.000005,0.000995,0.007634,0.001874
0.508960,1.570000,-0.001971,-0.099680,0.000008,0.000993,0.008962,0.002414
0.510290,1.570000,-0.002341,-0.099588,0.000012,0.000990,0.010290,0.002984
0.512230,1.570000,-0.002842,-0.099435,0.000018,0.000985,0.012233,0.003857
0.514180,1.570000,-0.003280,-0.099263,0.000027,0.000979,0.014177,0.004768
0.516120,1.570000,-0.003649,-0.099070,0.000037,0.000972,0.016120,0.005710
0.518060,1.570000,-0.003945,-0.098858,0.000049,0.000965,0.018064,0.006681
0.520010,1.570000,-0.004172,-0.098628,0.000063,0.000957,0.020008,0.007681
0.521950,1.570000,-0.004332,-0.098379,0.000079,0.000949,0.021951,0.008713
0.523890,1.570000,-0.004434,-0.098113,0.000097,0.000940,0.023895,0.009781
0.525840,1.570000,-0.004482,-0.097831,0.000117,0.000932,0.025839,0.010886
0.527780,1.570000,-0.004485,-0.097532,0.000139,0.000923,0.027782,0.012033
0.530790,1.570000,-0.004415,-0.097041,0.000178,0.000909,0.030789,0.013895
0.533790,1.570000,-0.004276,-0.096518,0.000223,0.000896,0.033795,0.015870
0.536800,1.570000,-0.004086,-0.095965,0.000274,0.000884,0.036801,0.017963
0.539810,1.570000,-0.003863,-0.095386,0.000331,0.000872,0.039807,0.020176
0.542810,1.570000,-0.003620,-0.094786,0.000395,0.000861,0.042814,0.022508
0.545820,1.570000,-0.003367,-0.094166,0.000466,0.000850,0.045820,0.024956
0.551730,1.570000,-0.002868,-0.092909,0.000629,0.000832,0.051729,0.030089
0.557640,1.570000,-0.002396,-0.091616,0.000823,0.000816,0.057639,0.035605
0.563550,1.570000,-0.001967,-0.090311,0.001050,0.000803,0.063549,0.041451
0.569460,1.570000,-0.001589,-0.089010,0.001313,0.000793,0.069458,0.047572
0.575370,1.570000,-0.001260,-0.087729,0.001613,0.000784,0.075368,0.053916
0.581280,1.570000,-0.000977,-0.086478,0.001951,0.000778,0.081277,0.060436
0.587190,1.570000,-0.000737,-0.085268,0.002328,0.000773,0.087187,0.067093
0.593100,1.570000,-0.000533,-0.084105,0.002744,0.000769,0.093096,0.073851
0.599010,1.570000,-0.000363,-0.082995,0.003201,0.000766,0.099006,0.080680
0.608040,1.570000,-0.000156,-0.081406,0.003977,0.000764,0.108041,0.091203
0.623460,1.570000,0.000079,-0.079010,0.005523,0.000764,0.123465,0.109227
0.638890,1.570000,0.000207,-0.077008,0.007346,0.000766,0.138888,0.127137
0.654310,1.570000,0.000266,-0.075372,0.009443,0.000770,0.154312,0.144806
0.669740,1.570000,0.000281,-0.074060,0.011811,0.000774,0.169736,0.162181
0.685160,1.570000,0.000269,-0.073026,0.014445,0.000778,0.185160,0.179250
0.700580,1.570000,0.000244,-0.072222,0.017339,0.000782,0.200583,0.196029
0.716010,1.570000,0.000212,-0.071607,0.020490,0.000786,0.216007,0.212546
0.731430,1.570000,0.000179,-0.071143,0.023894,0.000789,0.231431,0.228838
0.757740,1.570000,0.000128,-0.070611,0.030275,0.000793,0.257736,0.256204
0.784040,1.570000,0.000086,-0.070303,0.037370,0.000795,0.284042,0.283177
0.810350,1.570000,0.000055,-0.070133,0.045171,0.000797,0.310347,0.309885
0.836650,1.570000,0.000034,-0.070045,0.053672,0.000798,0.336652,0.336424
0.862960,1.570000,0.000020,-0.070004,0.062869,0.000799,0.362957,0.362858
0.889260,1.570000,0.000012,-0.069987,0.072761,0.000800,0.389263,0.389229
0.915570,1.570000,0.000006,-0.069983,0.083347,0.000800,0.415568,0.415566
0.941870,1.570000,0.000003,-0.069984,0.094624,0.000800,0.441873,0.441883
0.968180,1.570000,0.000001,-0.069987,0.106594,0.000800,0.468179,0.468192
