"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000050,0.000000,0.000050,0.010050,0.000050,0.000050
0.020000,0.000200,0.000001,0.000200,0.020200,0.000199,0.000197
0.030000,0.000450,0.000004,0.000450,0.030450,0.000445,0.000441
0.040000,0.000800,0.000011,0.000800,0.040800,0.000789,0.000779
0.050000,0.001250,0.000021,0.001250,0.051250,0.001229,0.001209
0.060000,0.001799,0.000036,0.001799,0.061800,0.001764,0.001729
0.070000,0.002449,0.000057,0.002449,0.072450,0.002393,0.002337
0.080000,0.003198,0.000085,0.003198,0.083200,0.003115,0.003031
0.090000,0.004047,0.000121,0.004047,0.094050,0.003928,0.003810
0.100000,0.004996,0.000167,0.004996,0.105000,0.004833,0.004671
0.110000,0.006044,0.000222,0.006044,0.116050,0.005828,0.005612
0.120000,0.007191,0.000288,0.007191,0.127200,0.006912,0.006633
0.130000,0.008438,0.000366,0.008438,0.138450,0.008084,0.007730
0.140000,0.009784,0.000457,0.009784,0.149800,0.009343,0.008901
0.150000,0.011229,0.000562,0.011229,0.161251,0.010688,0.010146
0.160000,0.012773,0.000682,0.012773,0.172801,0.012117,0.011462
0.170000,0.014415,0.000818,0.014415,0.184451,0.013631,0.012847
0.180000,0.016156,0.000970,0.016156,0.196202,0.015228,0.014300
0.190000,0.017996,0.001141,0.017996,0.208052,0.016907,0.015818
0.200000,0.019933,0.001331,0.019933,0.220003,0.018667,0.017400
0.210000,0.021969,0.001540,0.021969,0.232054,0.020507,0.019044
0.220000,0.024103,0.001770,0.024103,0.244204,0.022425,0.020748
0.230000,0.026334,0.002022,0.026334,0.256456,0.024422,0.022511
0.240000,0.028662,0.002297,0.028662,0.268807,0.026496,0.024330
0.250000,0.031088,0.002596,0.031088,0.281258,0.028646,0.026205
0.260000,0.033610,0.002919,0.033610,0.293810,0.030871,0.028132
0.270000,0.036229,0.003269,0.036229,0.306462,0.033170,0.030111
0.280000,0.038945,0.003644,0.038945,0.319215,0.035542,0.032139
0.290000,0.041756,0.004048,0.041756,0.332068,0.037986,0.034216
0.300000,0.044664,0.004480,0.044664,0.345021,0.040501,0.036338
0.310000,0.047666,0.004941,0.047666,0.358075,0.043086,0.038506
0.320000,0.050765,0.005433,0.050765,0.371229,0.045740,0.040716
0.330000,0.053958,0.005957,0.053958,0.384484,0.048462,0.042967
0.340000,0.057245,0.006513,0.057245,0.397840,0.051251,0.045257
0.350000,0.060627,0.007102,0.060627,0.411296,0.054107,0.047586
0.360000,0.064103,0.007726,0.064103,0.424853,0.057027,0.049951
0.370000,0.067673,0.008385,0.067673,0.438511,0.060011,0.052350
0.380000,0.071335,0.009080,0.071335,0.452270,0.063059,0.054782
0.390000,0.075091,0.009812,0.075091,0.466130,0.066168,0.057245
0.400000,0.078939,0.010582,0.078939,0.480091,0.069339,0.059738
