"time","J1.phi","J1.w","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","freqHz"
0.144,1.39332,8.95991,0.4,-1.29206,-7.52741,-0.101265,-1.4325,0,0,0.2
0.147,1.4202,8.90093,0.4,-1.31464,-7.43892,-0.105562,-1.46201,0,0,0.2
0.15,1.4469,8.84157,0.4,-1.33695,-7.35006,-0.109948,-1.49151,0,0,0.2
0.153,1.47343,8.78209,0.4,-1.359,-7.26111,-0.114423,-1.52098,0,0,0.2
0.156,1.49977,8.72278,0.4,-1.38079,-7.17234,-0.118986,-1.55043,0,0,0.2
0.159,1.52594,8.66388,0.4,-1.40231,-7.08402,-0.123637,-1.57986,0,0,0.2
0.162,1.55193,8.60566,0.4,-1.42356,-6.99639,-0.128377,-1.60927,0,0,0.2
0.165,1.57775,8.54838,0.4,-1.44455,-6.90973,-0.133205,-1.63865,0,0,0.2
0.168,1.6034,8.49229,0.4,-1.46528,-6.82427,-0.138121,-1.66802,0,0,0.2
0.171,1.62887,8.43762,0.4,-1.48575,-6.74026,-0.143125,-1.69736,0,0,0.2
0.174,1.65419,8.3846,0.4,-1.50597,-6.65793,-0.148217,-1.72667,0,0,0.2
0.177,1.67934,8.33344,0.4,-1.52594,-6.57748,-0.153397,-1.75596,0,0,0.2
0.18,1.70434,8.28434,0.4,-1.54568,-6.49911,-0.158665,-1.78523,0,0,0.2
0.183,1.72919,8.23746,0.4,-1.56517,-6.42299,-0.16402,-1.81447,0,0,0.2
0.186,1.75391,8.19297,0.4,-1.58444,-6.34929,-0.169464,-1.84368,0,0,0.2
0.189,1.77848,8.15101,0.4,-1.60349,-6.27814,-0.174995,-1.87287,0,0,0.2
0.192,1.80294,8.11169,0.4,-1.62232,-6.20965,-0.180613,-1.90204,0,0,0.2
0.195,1.82727,8.07509,0.4,-1.64095,-6.14391,-0.18632,-1.93117,0,0,0.2
0.198,1.8515,8.04128,0.4,-1.65938,-6.081,-0.192113,-1.96028,0,0,0.2
0.201,1.87562,8.01032,0.4,-1.67763,-6.02095,-0.197994,-1.98937,0,0,0.2
0.204,1.89965,7.98221,0.4,-1.69569,-5.96379,-0.203962,-2.01842,0,0,0.2
0.207,1.9236,7.95694,0.4,-1.71358,-5.9095,-0.210017,-2.04745,0,0,0.2
0.21,1.94747,7.93449,0.4,-1.73131,-5.85805,-0.21616,-2.07644,0,0,0.2
0.213,1.97127,7.91479,0.4,-1.74888,-5.80938,-0.222389,-2.10541,0,0,0.2
0.216,1.99502,7.89777,0.4,-1.76631,-5.76342,-0.228705,-2.13435,0,0,0.2
0.219,2.01871,7.88331,0.4,-1.7836,-5.72006,-0.235108,-2.16326,0,0,0.2
0.222,2.04236,7.8713,0.4,-1.80076,-5.67916,-0.241598,-2.19213,0,0,0.2
0.225,2.06597,7.86157,0.4,-1.8178,-5.64059,-0.248174,-2.22098,0,0,0.2
0.228,2.08956,7.85397,0.4,-1.83472,-5.60418,-0.254837,-2.2498,0,0,0.2
0.231,2.11312,7.8483,0.4,-1.85153,-5.56972,-0.261587,-2.27858,0,0,0.2
0.234,2.13667,7.84436,0.4,-1.86824,-5.53703,-0.268422,-2.30733,0,0,0.2
0.237,2.1602,7.84193,0.4,-1.88486,-5.50588,-0.275344,-2.33605,0,0,0.2
0.24,2.18373,7.84078,0.4,-1.90137,-5.47604,-0.282353,-2.36474,0,0,0.2
0.243,2.20725,7.84066,0.4,-1.9178,-5.44727,-0.289447,-2.39339,0,0,0.2
0.246,2.23077,7.84132,0.4,-1.93414,-5.41931,-0.296627,-2.42201,0,0,0.2
0.249,2.25429,7.8425,0.4,-1.9504,-5.3919,-0.303893,-2.4506,0,0,0.2
0.252,2.27782,7.84393,0.4,-1.96658,-5.36478,-0.311245,-2.47915,0,0,0.2
0.255,2.30135,7.84535,0.4,-1.98267,-5.33769,-0.318682,-2.50766,0,0,0.2
0.258,2.32489,7.84651,0.4,-1.99868,-5.31036,-0.326205,-2.53614,0,0,0.2
0.261,2.34843,7.84712,0.4,-2.01461,-5.28253,-0.333814,-2.56459,0,0,0.2
0.264,2.37197,7.84694,0.4,-2.03046,-5.25394,-0.341507,-2.593,0,0,0.2
0.267,2.39551,7.84571,0.4,-2.04622,-5.22434,-0.349286,-2.62137,0,0,0.2
0.27,2.41905,7.8432,0.4,-2.0619,-5.19349,-0.35715,-2.6497,0,0,0.2
0.273,2.44258,7.83917,0.4,-2.07748,-5.16117,-0.3651,-2.678,0,0,0.2
0.276,2.46609,7.83341,0.4,-2.09296,-5.12715,-0.373134,-2.70626,0,0,0.2
0.279,2.4896,7.82573,0.4,-2.10834,-5.09125,-0.381252,-2.73448,0,0,0.2
0.282,2.51307,7.81593,0.4,-2.12362,-5.05327,-0.389456,-2.76266,0,0,0.2
0.285,2.53652,7.80386,0.4,-2.13878,-5.01305,-0.397744,-2.79081,0,0,0.2
0.288,2.55993,7.78938,0.4,-2.15382,-4.97046,-0.406116,-2.81891,0,0,0.2
0.291,2.5833,7.77236,0.4,-2.16873,-4.92538,-0.414573,-2.84698,0,0,0.2
0.294,2.60662,7.7527,0.4,-2.1835,-4.8777,-0.423114,-2.875,0,0,0.2
0.297,2.62987,7.73034,0.4,-2.19814,-4.82735,-0.431739,-2.90299,0,0,0.2
0.3,2.65307,7.70522,0.4,-2.21262,-4.77429,-0.440448,-2.93093,0,0,0.2
0.303,2.67618,7.67731,0.4,-2.22694,-4.71848,-0.449241,-2.95883,0,0,0.2
0.306,2.69921,7.64663,0.4,-2.2411,-4.65994,-0.458117,-2.98669,0,0,0.2
0.309,2.72215,7.61319,0.4,-2.25508,-4.59868,-0.467077,-3.01451,0,0,0.2
0.312,2.74499,7.57705,0.4,-2.26887,-4.53476,-0.476121,-3.04229,0,0,0.2
0.315,2.76772,7.53827,0.4,-2.28248,-4.46825,-0.485248,-3.07002,0,0,0.2
0.318,2.79034,7.49696,0.4,-2.29588,-4.39925,-0.494458,-3.09771,0,0,0.2
0.321,2.81283,7.45324,0.4,-2.30908,-4.32788,-0.503751,-3.12536,0,0,0.2
0.324,2.83519,7.40725,0.4,-2.32206,-4.25429,-0.513127,-3.15296,0,0,0.2
0.327,2.85741,7.35916,0.4,-2.33483,-4.17864,-0.522586,-3.18051,0,0,0.2
0.33,2.87949,7.30914,0.4,-2.34736,-4.10112,-0.532127,-3.20803,0,0,0.2
0.333,2.90142,7.25741,0.4,-2.35966,-4.02191,-0.541751,-3.23549,0,0,0.2
0.336,2.92319,7.20416,0.4,-2.37173,-3.94125,-0.551458,-3.26291,0,0,0.2
0.339,2.9448,7.14964,0.4,-2.38355,-3.85935,-0.561247,-3.29029,0,0,0.2
0.342,2.96625,7.09409,0.4,-2.39513,-3.77647,-0.571118,-3.31762,0,0,0.2
0.345,2.98753,7.03775,0.4,-2.40646,-3.69285,-0.58107,-3.3449,0,0,0.2
0.348,3.00865,6.98088,0.4,-2.41754,-3.60875,-0.591105,-3.37213,0,0,0.2
0.351,3.02959,6.92375,0.4,-2.42837,-3.52443,-0.601221,-3.39932,0,0,0.2
0.354,3.05036,6.86663,0.4,-2.43894,-3.44017,-0.611419,-3.42646,0,0,0.2
0.357,3.07096,6.80978,0.4,-2.44926,-3.35623,-0.621699,-3.45355,0,0,0.2
0.36,3.09139,6.75346,0.4,-2.45933,-3.27286,-0.632059,-3.48059,0,0,0.2
0.363,3.11165,6.69793,0.4,-2.46915,-3.19035,-0.642501,-3.50759,0,0,0.2
0.366,3.13174,6.64346,0.4,-2.47872,-3.10893,-0.653024,-3.53453,0,0,0.2
0.369,3.15167,6.59027,0.4,-2.48805,-3.02885,-0.663628,-3.56142,0,0,0.2
0.372,3.17144,6.53862,0.4,-2.49713,-2.95036,-0.674312,-3.58826,0,0,0.2
0.375,3.19106,6.48871,0.4,-2.50598,-2.87366,-0.685077,-3.61506,0,0,0.2
0.378,3.21053,6.44076,0.4,-2.5146,-2.79896,-0.695922,-3.6418,0,0,0.2
0.381,3.22985,6.39495,0.4,-2.523,-2.72646,-0.706847,-3.66849,0,0,0.2
0.384,3.24903,6.35145,0.4,-2.53118,-2.65632,-0.717853,-3.69512,0,0,0.2
0.387,3.26809,6.31041,0.4,-2.53915,-2.5887,-0.728938,-3.72171,0,0,0.2
0.39,3.28702,6.27196,0.4,-2.54692,-2.52372,-0.740103,-3.74824,0,0,0.2
0.393,3.30583,6.23621,0.4,-2.55449,-2.46149,-0.751348,-3.77472,0,0,0.2
0.396,3.32454,6.20324,0.4,-2.56187,-2.40209,-0.762672,-3.80115,0,0,0.2
0.399,3.34315,6.17311,0.4,-2.56908,-2.34558,-0.774076,-3.82752,0,0,0.2
0.402,3.36167,6.14584,0.4,-2.57611,-2.292,-0.785558,-3.85384,0,0,0.2
0.405,3.38011,6.12146,0.4,-2.58299,-2.27136,-0.79712,-3.82011,0,-0.03,0.2
0.408,3.39847,6.09995,0.4,-2.5898,-2.25363,-0.80858,-3.78632,-9e-05,-0.06,0.2
0.411,3.41677,6.08125,0.4,-2.59656,-2.23878,-0.819939,-3.75247,-0.00027,-0.09,0.2
0.414,3.43502,6.06532,0.4,-2.60328,-2.22675,-0.831196,-3.71857,-0.00054,-0.12,0.2
0.417,3.45321,6.05205,0.4,-2.60996,-2.21744,-0.842352,-3.68461,-0.0009,-0.15,0.2
0.42,3.47137,6.04133,0.4,-2.61661,-2.21073,-0.853406,-3.6506,-0.00135,-0.18,0.2
0.423,3.48949,6.03304,0.4,-2.62325,-2.20651,-0.864358,-3.61653,-0.00189,-0.21,0.2
0.426,3.50759,6.027,0.4,-2.62987,-2.2046,-0.875207,-3.5824,-0.00252,-0.24,0.2
0.429,3.52567,6.02306,0.4,-2.63648,-2.20484,-0.885954,-3.54822,-0.00324,-0.27,0.2
0.432,3.54374,6.021,0.4,-2.64309,-2.20703,-0.896599,-3.51397,-0.00405,-0.3,0.2
0.435,3.56181,6.02063,0.4,-2.64971,-2.21096,-0.907141,-3.47967,-0.00495,-0.33,0.2
0.438,3.57987,6.02172,0.4,-2.65635,-2.21641,-0.91758,-3.44531,-0.00594,-0.36,0.2
0.441,3.59793,6.02404,0.4,-2.663,-2.22314,-0.927916,-3.41089,-0.00702,-0.39,0.2
0.444,3.61601,6.02732,0.4,-2.66967,-2.2309,-0.938149,-3.37642,-0.00819,-0.42,0.2
0.447,3.63409,6.03133,0.4,-2.67636,-2.23945,-0.948278,-3.34188,-0.00945,-0.45,0.2
0.45,3.65218,6.03579,0.4,-2.68308,-2.24851,-0.958303,-3.30728,-0.0108,-0.48,0.2
0.453,3.67029,6.04045,0.4,-2.68982,-2.25782,-0.968225,-3.27263,-0.01224,-0.51,0.2
0.456,3.68841,6.04503,0.4,-2.6966,-2.26713,-0.978043,-3.23791,-0.01377,-0.54,0.2
0.459,3.70654,6.04928,0.4,-2.7034,-2.27615,-0.987757,-3.20313,-0.01539,-0.57,0.2
0.462,3.72469,6.05293,0.4,-2.71023,-2.28464,-0.997366,-3.16829,-0.0171,-0.6,0.2
0.465,3.74285,6.05573,0.4,-2.71708,-2.29234,-1.00687,-3.13339,-0.0189,-0.63,0.2
0.468,3.76102,6.05742,0.4,-2.72396,-2.299,-1.01627,-3.09842,-0.02079,-0.66,0.2
0.471,3.77919,6.05778,0.4,-2.73085,-2.30438,-1.02557,-3.06339,-0.02277,-0.69,0.2
0.474,3.79736,6.05657,0.4,-2.73777,-2.30827,-1.03476,-3.0283,-0.02484,-0.72,0.2
0.477,3.81553,6.05359,0.4,-2.74469,-2.31044,-1.04384,-2.99315,-0.027,-0.75,0.2
0.48,3.83369,6.04865,0.4,-2.75162,-2.31072,-1.05282,-2.95793,-0.02925,-0.78,0.2
0.483,3.85184,6.04156,0.4,-2.75856,-2.30891,-1.06169,-2.92265,-0.03159,-0.81,0.2
0.486,3.86997,6.03218,0.4,-2.76548,-2.30487,-1.07046,-2.88731,-0.03402,-0.84,0.2
0.489,3.88806,6.02036,0.4,-2.7724,-2.29846,-1.07912,-2.8519,-0.03654,-0.87,0.2
0.492,3.90612,6.006,0.4,-2.77929,-2.28957,-1.08768,-2.81643,-0.03915,-0.9,0.2
0.495,3.92414,5.989,0.4,-2.78616,-2.27811,-1.09613,-2.78089,-0.04185,-0.93,0.2
0.498,3.94211,5.9693,0.4,-2.793,-2.26402,-1.10447,-2.74528,-0.04464,-0.96,0.2
0.504,3.97786,5.92165,0.4,-2.80653,-2.22778,-1.12084,-2.67387,-0.05049,-1.02,0.2
0.507,3.99562,5.89369,0.4,-2.81321,-2.20562,-1.12886,-2.63807,-0.05355,-1.05,0.2
0.51,4.0133,5.86302,0.4,-2.81983,-2.18082,-1.13677,-2.6022,-0.0567,-1.08,0.2
0.513,4.03089,5.82969,0.4,-2.82637,-2.15343,-1.14458,-2.56626,-0.05994,-1.11,0.2
0.516,4.04838,5.79378,0.4,-2.83283,-2.12353,-1.15228,-2.53025,-0.06327,-1.14,0.2
0.519,4.06576,5.7554,0.4,-2.8392,-2.09123,-1.15987,-2.49418,-0.06669,-1.17,0.2
0.522,4.08303,5.71468,0.4,-2.84548,-2.05665,-1.16735,-2.45803,-0.0702,-1.2,0.2
0.525,4.10017,5.67177,0.4,-2.85165,-2.01995,-1.17473,-2.42182,-0.0738,-1.23,0.2
0.528,4.11719,5.62684,0.4,-2.85771,-1.9813,-1.18199,-2.38554,-0.07749,-1.26,0.2
0.531,4.13407,5.58007,0.4,-2.86365,-1.94088,-1.18915,-2.34919,-0.08127,-1.29,0.2
0.534,4.15081,5.53168,0.4,-2.86947,-1.89891,-1.1962,-2.31277,-0.08514,-1.32,0.2
0.537,4.1674,5.48188,0.4,-2.87517,-1.8556,-1.20313,-2.27628,-0.0891,-1.35,0.2
0.54,4.18385,5.43091,0.4,-2.88074,-1.81119,-1.20996,-2.23972,-0.09315,-1.38,0.2
0.543,4.20014,5.37901,0.4,-2.88617,-1.76592,-1.21668,-2.20309,-0.09729,-1.41,0.2
0.546,4.21628,5.32643,0.4,-2.89147,-1.72005,-1.22329,-2.16639,-0.10152,-1.44,0.2
0.549,4.23226,5.27344,0.4,-2.89663,-1.67383,-1.22979,-2.12961,-0.10584,-1.47,0.2
0.552,4.24808,5.2203,0.4,-2.90165,-1.62754,-1.23618,-2.09277,-0.11025,-1.5,0.2
0.555,4.26374,5.16728,0.4,-2.90653,-1.58143,-1.24246,-2.05585,-0.11475,-1.53,0.2
0.558,4.27924,5.11464,0.4,-2.91128,-1.53578,-1.24862,-2.01886,-0.11934,-1.56,0.2
0.561,4.29459,5.06264,0.4,-2.91588,-1.49085,-1.25468,-1.9818,-0.12402,-1.59,0.2
0.564,4.30977,5.01155,0.4,-2.92036,-1.44689,-1.26063,-1.94466,-0.12879,-1.62,0.2
0.567,4.32481,4.96162,0.4,-2.9247,-1.40416,-1.26646,-1.90745,-0.13365,-1.65,0.2
0.57,4.33969,4.91308,0.4,-2.92891,-1.36291,-1.27218,-1.87017,-0.1386,-1.68,0.2
0.573,4.35443,4.86617,0.4,-2.933,-1.32335,-1.27779,-1.83281,-0.14364,-1.71,0.2
0.576,4.36903,4.82109,0.4,-2.93697,-1.28571,-1.28329,-1.79538,-0.14877,-1.74,0.2
0.579,4.38349,4.77806,0.4,-2.94083,-1.25018,-1.28868,-1.75788,-0.15399,-1.77,0.2
0.582,4.39783,4.73726,0.4,-2.94458,-1.21696,-1.29395,-1.7203,-0.1593,-1.8,0.2
0.585,4.41204,4.69884,0.4,-2.94823,-1.1862,-1.29911,-1.68264,-0.1647,-1.83,0.2
0.588,4.42614,4.66295,0.4,-2.95179,-1.15804,-1.30416,-1.64491,-0.17019,-1.86,0.2
0.591,4.44012,4.62971,0.4,-2.95526,-1.13261,-1.3091,-1.6071,-0.17577,-1.89,0.2
0.594,4.45401,4.59923,0.4,-2.95866,-1.11001,-1.31392,-1.56922,-0.18144,-1.92,0.2
0.597,4.46781,4.57157,0.4,-2.96199,-1.09031,-1.31862,-1.53126,-0.1872,-1.95,0.2
0.6,4.48153,4.54678,0.4,-2.96526,-1.07356,-1.32322,-1.49322,-0.19305,-1.98,0.2
0.603,4.49517,4.5249,0.4,-2.96848,-1.05979,-1.3277,-1.4551,-0.19899,-2.01,0.2
0.606,4.50874,4.50591,0.4,-2.97166,-1.049,-1.33206,-1.41691,-0.20502,-2.04,0.2
0.609,4.52226,4.4898,0.4,-2.97481,-1.04116,-1.33631,-1.37864,-0.21114,-2.07,0.2
0.612,4.53573,4.47652,0.4,-2.97793,-1.03622,-1.34045,-1.34029,-0.21735,-2.1,0.2
0.615,4.54916,4.46599,0.4,-2.98104,-1.03412,-1.34447,-1.30187,-0.22365,-2.13,0.2
0.618,4.56256,4.45811,0.4,-2.98414,-1.03475,-1.34838,-1.26336,-0.23004,-2.16,0.2
0.621,4.57593,4.45277,0.4,-2.98724,-1.038,-1.35217,-1.22478,-0.23652,-2.19,0.2
0.624,4.58929,4.44982,0.4,-2.99036,-1.04371,-1.35584,-1.18612,-0.24309,-2.22,0.2
0.627,4.60264,4.4491,0.4,-2.99349,-1.05173,-1.3594,-1.14737,-0.24975,-2.25,0.2
0.63,4.61599,4.45043,0.4,-2.99664,-1.06188,-1.36284,-1.10855,-0.2565,-2.28,0.2
0.633,4.62934,4.45361,0.4,-2.99983,-1.07396,-1.36617,-1.06965,-0.26334,-2.31,0.2
0.636,4.6427,4.45841,0.4,-3.00305,-1.08775,-1.36938,-1.03066,-0.27027,-2.34,0.2
0.639,4.65607,4.46462,0.4,-3.00632,-1.10303,-1.37247,-0.991596,-0.27729,-2.37,0.2
0.642,4.66947,4.47199,0.4,-3.00962,-1.11954,-1.37544,-0.95245,-0.2844,-2.4,0.2
0.645,4.68288,4.48028,0.4,-3.01298,-1.13706,-1.3783,-0.913222,-0.2916,-2.43,0.2
0.648,4.69632,4.48922,0.4,-3.01639,-1.15531,-1.38104,-0.873913,-0.29889,-2.46,0.2
0.651,4.70979,4.49855,0.4,-3.01986,-1.17403,-1.38366,-0.834522,-0.30627,-2.49,0.2
0.654,4.72329,4.50801,0.4,-3.02338,-1.19296,-1.38616,-0.795048,-0.31374,-2.52,0.2
0.657,4.73681,4.51733,0.4,-3.02696,-1.21184,-1.38855,-0.755492,-0.3213,-2.55,0.2
0.66,4.75036,4.52625,0.4,-3.0306,-1.23039,-1.39082,-0.715853,-0.32895,-2.58,0.2
0.663,4.76394,4.5345,0.4,-3.03429,-1.24837,-1.39296,-0.67613,-0.33669,-2.61,0.2
0.666,4.77755,4.54184,0.4,-3.03803,-1.26551,-1.39499,-0.636324,-0.34452,-2.64,0.2
0.669,4.79117,4.54802,0.4,-3.04183,-1.28158,-1.3969,-0.596435,-0.35244,-2.67,0.2
0.672,4.80481,4.5528,0.4,-3.04567,-1.29634,-1.39869,-0.556461,-0.36045,-2.7,0.2
0.675,4.81847,4.55598,0.4,-3.04956,-1.30957,-1.40036,-0.516403,-0.36855,-2.73,0.2
0.678,4.83214,4.55733,0.4,-3.05349,-1.32107,-1.40191,-0.47626,-0.37674,-2.76,0.2
0.681,4.84581,4.55668,0.4,-3.05745,-1.33065,-1.40334,-0.436033,-0.38502,-2.79,0.2
0.684,4.85948,4.55386,0.4,-3.06145,-1.33814,-1.40465,-0.39572,-0.39339,-2.82,0.2
0.687,4.87314,4.54871,0.4,-3.06546,-1.34339,-1.40583,-0.355321,-0.40185,-2.85,0.2
0.69,4.88679,4.54111,0.4,-3.06949,-1.34627,-1.4069,-0.314837,-0.4104,-2.88,0.2
0.693,4.90041,4.53095,0.4,-3.07353,-1.34668,-1.40784,-0.274267,-0.41904,-2.91,0.2
0.696,4.91401,4.51815,0.4,-3.07757,-1.34454,-1.40867,-0.233611,-0.42777,-2.94,0.2
0.699,4.92756,4.50265,0.4,-3.0816,-1.33978,-1.40937,-0.192868,-0.43659,-2.97,0.2
0.702,4.94107,4.48442,0.4,-3.08562,-1.33239,-1.40995,-0.152038,-0.4455,-3,0.2
0.705,4.95452,4.46346,0.4,-3.08962,-1.32234,-1.4104,-0.111121,-0.4545,-3.03,0.2
0.708,4.96791,4.43977,0.4,-3.09359,-1.30965,-1.41074,-0.0701165,-0.46359,-3.06,0.2
0.711,4.98123,4.4134,0.4,-3.09752,-1.29438,-1.41095,-0.0290244,-0.47277,-3.09,0.2
0.714,4.99447,4.38442,0.4,-3.1014,-1.27657,-1.41103,0.0121556,-0.48204,-3.12,0.2
0.717,5.00763,4.35291,0.4,-3.10523,-1.2357,-1.411,0.0121556,-0.4914,-3.12937,0.2
0.72,5.02068,4.319,0.4,-3.10894,-1.19247,-1.41096,0.0121556,-0.500788,-3.13869,0.2
0.723,5.03364,4.28281,0.4,-3.11251,-1.147,-1.41092,0.0121556,-0.510204,-3.14796,0.2
0.726,5.04649,4.24451,0.4,-3.11595,-1.09946,-1.41089,0.0121556,-0.519648,-3.1572,0.2
0.729,5.05922,4.20426,0.4,-3.11925,-1.05003,-1.41085,0.0121556,-0.52912,-3.16639,0.2
0.732,5.07184,4.16227,0.4,-3.1224,-0.998896,-1.41081,0.0121556,-0.538619,-3.17553,0.2
0.735,5.08432,4.11874,0.4,-3.1254,-0.94627,-1.41078,0.0121556,-0.548145,-3.18463,0.2
0.738,5.09668,4.07391,0.4,-3.12824,-0.89238,-1.41074,0.0121556,-0.557699,-3.19368,0.2
0.741,5.1089,4.028,0.4,-3.13092,-0.837462,-1.4107,0.0121556,-0.56728,-3.20269,0.2
0.744,5.12098,3.98126,0.4,-3.13343,-0.781764,-1.41067,0.0121556,-0.576888,-3.21165,0.2
0.747,5.13293,3.93396,0.4,-3.13577,-0.725542,-1.41063,0.0121556,-0.586523,-3.22057,0.2
0.75,5.14473,3.88635,0.4,-3.13795,-0.669059,-1.4106,0.0121556,-0.596185,-3.22944,0.2
0.753,5.15639,3.83869,0.4,-3.13996,-0.61258,-1.41056,0.0121556,-0.605873,-3.23827,0.2
0.756,5.16791,3.79126,0.4,-3.1418,-0.556371,-1.41052,0.0121556,-0.615588,-3.24705,0.2
0.759,5.17928,3.74433,0.4,-3.14346,-0.500698,-1.41049,0.0121556,-0.625329,-3.25578,0.2
0.762,5.19051,3.69814,0.4,-3.14497,-0.445823,-1.41045,0.0121556,-0.635097,-3.26447,0.2
0.765,5.20161,3.65296,0.4,-3.1463,-0.392002,-1.41041,0.0121556,-0.64489,-3.27312,0.2
0.768,5.21257,3.60904,0.4,-3.14748,-0.339483,-1.41038,0.0121556,-0.654709,-3.28171,0.2
0.771,5.22339,3.56661,0.4,-3.1485,-0.288504,-1.41034,0.0121556,-0.664555,-3.29026,0.2
0.774,5.23409,3.5259,0.4,-3.14936,-0.239289,-1.4103,0.0121556,-0.674425,-3.29876,0.2
0.777,5.24467,3.48712,0.4,-3.15008,-0.19205,-1.41027,0.0121556,-0.684322,-3.30722,0.2
0.78,5.25513,3.45046,0.4,-3.15066,-0.146981,-1.41023,0.0121556,-0.694243,-3.31563,0.2
0.783,5.26548,3.4161,0.4,-3.1511,-0.104258,-1.41019,0.0121556,-0.70419,-3.32399,0.2
0.786,5.27573,3.38419,0.4,-3.15141,-0.0640384,-1.41016,0.0121556,-0.714162,-3.33231,0.2
0.789,5.28588,3.35488,0.4,-3.1516,-0.0264582,-1.41012,0.0121556,-0.724159,-3.34058,0.2
0.792,5.29595,3.32828,0.4,-3.15168,0.00836896,-1.41008,0.0121556,-0.734181,-3.3488,0.2
