"time","counter"
0,1
0.015,1
0.03,1
0.045,1
0.06,1
0.075,1
0.09,1
0.105,1
0.12,1
0.135,1
0.15,1
0.165,1
0.18,1
0.195,1
0.21,1
0.225,1
0.24,1
0.255,1
0.27,1
0.285,1
0.3,1
0.315,1
0.33,1
0.345,1
0.36,1
0.375,1
0.39,1
0.405,1
0.42,1
0.435,1
0.45,1
0.465,1
0.48,1
0.495,1
0.51,2
0.525,2
0.54,2
0.555,2
0.57,2
0.585,2
0.6,2
0.615,2
0.63,2
0.645,2
0.66,2
0.675,2
0.69,2
0.705,2
0.72,2
0.735,2
0.75,2
0.765,2
0.78,2
0.795,2
0.81,2
0.825,2
0.84,2
0.855,2
0.87,2
0.885,2
0.9,2
0.915,2
0.93,2
0.945,2
0.96,2
0.975,2
0.99,2
1.005,2
1.02,2
1.035,2
1.05,2
1.065,2
1.08,2
1.095,2
1.11,2
1.125,2
1.14,2
1.155,2
1.17,2
1.185,2
1.2,2
1.215,2
1.23,2
1.245,2
1.26,2
1.275,2
1.29,2
1.305,2
1.32,2
1.335,2
1.35,2
1.365,2
1.38,2
1.395,2
1.41,2
1.425,2
1.44,2
1.455,2
1.47,2
1.485,2
1.5,2
1.515,3
1.53,3
1.545,3
1.56,3
1.575,3
1.59,3
1.605,3
1.62,3
1.635,3
1.65,3
1.665,3
1.68,3
1.695,3
1.71,3
1.725,3
1.74,3
1.755,3
1.77,3
1.785,3
1.8,3
1.815,3
1.83,3
1.845,3
1.86,3
1.875,3
1.89,3
1.905,3
1.92,3
1.935,3
1.95,3
1.965,3
1.98,3
1.995,3
2.01,3
2.025,3
2.04,3
2.055,3
2.07,3
2.085,3
2.1,3
2.115,3
2.13,3
2.145,3
2.16,3
2.175,3
2.19,3
2.205,3
2.22,3
2.235,3
2.25,3
2.265,3
2.28,3
2.295,3
2.31,3
2.325,3
2.34,3
2.355,3
2.37,3
2.385,3
2.4,3
2.415,3
2.43,3
2.445,3
2.46,3
2.475,3
2.49,3
2.505,4
2.52,4
2.535,4
2.55,4
2.565,4
2.58,4
2.595,4
2.61,4
2.625,4
2.64,4
2.655,4
2.67,4
2.685,4
2.7,4
2.715,4
2.73,4
2.745,4
2.76,4
2.775,4
2.79,4
2.805,4
2.82,4
2.835,4
2.85,4
2.865,4
2.88,4
2.895,4
2.91,4
2.925,4
2.94,4
2.955,4
2.97,4
2.985,4
3,4
3.015,4
3.03,4
3.045,4
3.06,4
3.075,4
3.09,4
3.105,4
3.12,4
3.135,4
3.15,4
3.165,4
3.18,4
3.195,4
3.21,4
3.225,4
3.24,4
3.255,4
3.27,4
3.285,4
3.3,4
3.315,4
3.33,4
3.345,4
3.36,4
3.375,4
3.39,4
3.405,4
3.42,4
3.435,4
3.45,4
3.465,4
3.48,4
3.495,4
3.51,5
3.525,5
3.54,5
3.555,5
3.57,5
3.585,5
3.6,5
3.615,5
3.63,5
3.645,5
3.66,5
3.675,5
3.69,5
3.705,5
3.72,5
3.735,5
3.75,5
3.765,5
3.78,5
3.795,5
3.81,5
3.825,5
3.84,5
3.855,5
3.87,5
3.885,5
3.9,5
3.915,5
3.93,5
3.945,5
3.96,5
3.975,5
3.99,5
4.005,5
4.02,5
4.035,5
4.05,5
4.065,5
4.08,5
4.095,5
4.11,5
4.125,5
4.14,5
4.155,5
4.17,5
4.185,5
4.2,5
4.215,5
4.23,5
4.245,5
4.26,5
4.275,5
4.29,5
4.305,5
4.32,5
4.335,5
4.35,5
4.365,5
4.38,5
4.395,5
4.41,5
4.425,5
4.44,5
4.455,5
4.47,5
4.485,5
4.5,5
4.515,6
4.53,6
4.545,6
4.56,6
4.575,6
4.59,6
4.605,6
4.62,6
4.635,6
4.65,6
4.665,6
4.68,6
4.695,6
4.71,6
4.725,6
4.74,6
4.755,6
4.77,6
4.785,6
4.8,6
4.815,6
4.83,6
4.845,6
4.86,6
4.875,6
4.89,6
4.905,6
4.92,6
4.935,6
4.95,6
4.965,6
4.98,6
4.995,6
5.01,6
5.025,6
5.04,6
5.055,6
5.07,6
5.085,6
5.1,6
5.115,6
5.13,6
5.145,6
5.16,6
5.175,6
5.19,6
5.205,6
5.22,6
5.235,6
5.25,6
5.265,6
5.28,6
5.295,6
5.31,6
5.325,6
5.34,6
5.355,6
5.37,6
5.385,6
5.4,6
5.415,6
5.43,6
5.445,6
5.46,6
5.475,6
5.49,6
5.505,7
5.52,7
5.535,7
5.55,7
5.565,7
5.58,7
5.595,7
5.61,7
5.625,7
5.64,7
5.655,7
5.67,7
5.685,7
5.7,7
5.715,7
5.73,7
5.745,7
5.76,7
5.775,7
5.79,7
5.805,7
5.82,7
5.835,7
5.85,7
5.865,7
5.88,7
5.895,7
5.91,7
5.925,7
5.94,7
5.955,7
5.97,7
5.985,7
6,7
6.015,7
6.03,7
6.045,7
6.06,7
6.075,7
6.09,7
6.105,7
6.12,7
6.135,7
6.15,7
6.165,7
6.18,7
6.195,7
6.21,7
6.225,7
6.24,7
6.255,7
6.27,7
6.285,7
6.3,7
6.315,7
6.33,7
6.345,7
6.36,7
6.375,7
6.39,7
6.405,7
6.42,7
6.435,7
6.45,7
6.465,7
6.48,7
6.495,7
6.51,8
6.525,8
6.54,8
6.555,8
6.57,8
6.585,8
6.6,8
6.615,8
