"time","step2","J1_w","J2_w","J3_w","J4_w"
0.188,0,8.16132,1.86287,-4.44089e-015,-4.44089e-015
0.189,0,8.14791,1.8726,-4.21885e-015,-4.21885e-015
0.19,0,8.1348,1.88232,-3.33067e-015,-3.33067e-015
0.191,0,8.122,1.89204,-3.10862e-015,-3.10862e-015
0.192,0,8.10949,1.90175,-2.66454e-015,-2.66454e-015
0.193,0,8.09729,1.91146,-1.55431e-015,-1.55431e-015
0.194,0,8.0854,1.92117,-1.77636e-015,-1.77636e-015
0.195,0,8.07382,1.93088,-2.44249e-015,-2.44249e-015
0.196,0,8.06255,1.94058,-2.44249e-015,-2.44249e-015
0.197,0,8.0516,1.95028,-3.33067e-015,-3.33067e-015
0.198,0,8.04096,1.95998,-3.9968e-015,-3.9968e-015
0.199,0,8.03064,1.96967,-3.55271e-015,-3.55271e-015
0.2,0,8.02063,1.97937,-4.44089e-015,-4.44089e-015
0.201,0,8.01095,1.98905,-4.21885e-015,-4.21885e-015
0.202,0,8.00158,1.99874,-4.44089e-015,-4.44089e-015
0.203,0,7.99252,2.00842,-4.44089e-015,-4.44089e-015
0.204,0,7.98379,2.0181,-4.44089e-015,-4.44089e-015
0.205,0,7.97536,2.02777,-4.88498e-015,-4.88498e-015
0.206,0,7.96726,2.03745,-4.88498e-015,-4.88498e-015
0.207,0,7.95946,2.04711,-4.88498e-015,-4.88498e-015
0.208,0,7.95198,2.05678,-4.88498e-015,-4.88498e-015
0.209,0,7.9448,2.06644,-4.44089e-015,-4.44089e-015
0.21,0,7.93793,2.0761,-4.44089e-015,-4.44089e-015
0.211,0,7.93137,2.08576,-4.44089e-015,-4.44089e-015
0.212,0,7.9251,2.09541,-3.9968e-015,-3.9968e-015
0.213,0,7.91913,2.10506,-4.44089e-015,-4.44089e-015
0.214,0,7.91346,2.11471,-3.9968e-015,-3.9968e-015
0.215,0,7.90807,2.12435,-3.55271e-015,-3.55271e-015
0.216,0,7.90297,2.13399,-3.10862e-015,-3.10862e-015
0.217,0,7.89816,2.14362,-3.9968e-015,-3.9968e-015
0.218,0,7.89361,2.15326,-3.9968e-015,-3.9968e-015
0.219,0,7.88934,2.16289,-3.9968e-015,-3.9968e-015
0.22,0,7.88534,2.17251,-3.55271e-015,-3.55271e-015
0.221,0,7.88159,2.18213,-2.66454e-015,-2.66454e-015
0.222,0,7.8781,2.19175,-3.10862e-015,-3.10862e-015
0.223,0,7.87486,2.20137,-3.10862e-015,-3.10862e-015
0.224,0,7.87186,2.21098,-3.55271e-015,-3.55271e-015
0.225,0,7.8691,2.22059,-3.9968e-015,-3.9968e-015
0.226,0,7.86656,2.23019,-3.55271e-015,-3.55271e-015
0.227,0,7.86425,2.2398,-3.9968e-015,-3.9968e-015
0.228,0,7.86216,2.24939,-3.55271e-015,-3.55271e-015
0.229,0,7.86027,2.25899,-3.9968e-015,-3.9968e-015
0.23,0,7.85858,2.26858,-3.55271e-015,-3.55271e-015
0.231,0,7.85708,2.27817,-3.10862e-015,-3.10862e-015
0.232,0,7.85577,2.28775,-3.10862e-015,-3.10862e-015
0.233,0,7.85463,2.29733,-3.55271e-015,-3.55271e-015
0.234,0,7.85366,2.30691,-3.10862e-015,-3.10862e-015
0.235,0,7.85285,2.31648,-3.55271e-015,-3.55271e-015
0.236,0,7.85219,2.32605,-3.9968e-015,-3.9968e-015
0.237,0,7.85167,2.33562,-3.9968e-015,-3.9968e-015
0.238,0,7.85129,2.34518,-4.44089e-015,-4.44089e-015
0.239,0,7.85103,2.35474,-4.44089e-015,-4.44089e-015
0.24,0,7.85088,2.36429,-3.55271e-015,-3.55271e-015
0.241,0,7.85084,2.37384,-3.10862e-015,-3.10862e-015
0.242,0,7.8509,2.38339,-2.66454e-015,-2.66454e-015
0.243,0,7.85104,2.39293,-2.22045e-015,-2.22045e-015
0.244,0,7.85126,2.40247,-2.22045e-015,-2.22045e-015
0.245,0,7.85155,2.41201,-2.22045e-015,-2.22045e-015
0.246,0,7.85189,2.42154,-1.77636e-015,-1.77636e-015
0.247,0,7.85228,2.43107,-1.33227e-015,-1.33227e-015
0.248,0,7.85271,2.44059,-1.33227e-015,-1.33227e-015
0.249,0,7.85317,2.45011,-1.33227e-015,-1.33227e-015
0.25,0,7.85365,2.45963,-4.44089e-016,-4.44089e-016
0.251,0,7.85414,2.46914,-4.44089e-016,-4.44089e-016
0.252,0,7.85462,2.47865,4.44089e-016,4.44089e-016
0.253,0,7.8551,2.48816,4.44089e-016,4.44089e-016
0.254,0,7.85555,2.49766,0,1.50064e-033
0.255,0,7.85598,2.50716,8.88178e-016,8.88178e-016
0.256,0,7.85636,2.51665,4.44089e-016,4.44089e-016
0.257,0,7.85669,2.52614,8.88178e-016,8.88178e-016
0.258,0,7.85697,2.53563,4.44089e-016,4.44089e-016
0.259,0,7.85717,2.54511,0,1.50064e-033
0.26,0,7.8573,2.55459,-4.44089e-016,-4.44089e-016
0.261,0,7.85734,2.56406,4.44089e-016,4.44089e-016
0.262,0,7.85727,2.57353,8.88178e-016,8.88178e-016
0.263,0,7.85711,2.58299,1.33227e-015,1.33227e-015
0.264,0,7.85682,2.59246,1.33227e-015,1.33227e-015
0.265,0,7.85641,2.60191,8.88178e-016,8.88178e-016
0.266,0,7.85587,2.61137,1.33227e-015,1.33227e-015
0.267,0,7.85518,2.62081,8.88178e-016,8.88178e-016
0.268,0,7.85435,2.63026,4.44089e-016,4.44089e-016
0.269,0,7.85335,2.6397,4.44089e-016,4.44089e-016
0.27,0,7.85218,2.64914,4.44089e-016,4.44089e-016
0.271,0,7.85084,2.65857,8.88178e-016,8.88178e-016
0.272,0,7.84931,2.668,1.33227e-015,1.33227e-015
0.273,0,7.8476,2.67742,8.88178e-016,8.88178e-016
0.274,0,7.84568,2.68684,8.88178e-016,8.88178e-016
0.275,0,7.84355,2.69626,8.88178e-016,8.88178e-016
0.276,0,7.84121,2.70567,1.33227e-015,1.33227e-015
0.277,0,7.83865,2.71508,1.33227e-015,1.33227e-015
0.278,0,7.83586,2.72448,1.77636e-015,1.77636e-015
0.279,0,7.83283,2.73388,1.77636e-015,1.77636e-015
0.28,0,7.82957,2.74327,2.66454e-015,2.66454e-015
0.281,0,7.82606,2.75266,2.22045e-015,2.22045e-015
0.282,0,7.82229,2.76205,2.22045e-015,2.22045e-015
0.283,0,7.81827,2.77143,2.22045e-015,2.22045e-015
0.284,0,7.81398,2.78081,3.10862e-015,3.10862e-015
0.285,0,7.80943,2.79018,2.66454e-015,2.66454e-015
0.286,0,7.8046,2.79955,3.10862e-015,3.10862e-015
0.287,0,7.79949,2.80891,3.10862e-015,3.10862e-015
0.288,0,7.7941,2.81827,3.10862e-015,3.10862e-015
0.289,0,7.78843,2.82763,3.55271e-015,3.55271e-015
0.29,0,7.78247,2.83698,3.55271e-015,3.55271e-015
0.291,0,7.77621,2.84632,3.55271e-015,3.55271e-015
0.292,0,7.76966,2.85567,3.9968e-015,3.9968e-015
0.293,0,7.76281,2.865,3.9968e-015,3.9968e-015
0.294,0,7.75566,2.87434,4.44089e-015,4.44089e-015
0.295,0,7.7482,2.88366,3.9968e-015,3.9968e-015
0.296,0,7.74044,2.89299,3.9968e-015,3.9968e-015
0.297,0,7.73238,2.90231,3.55271e-015,3.55271e-015
0.298,0,7.72401,2.91162,3.9968e-015,3.9968e-015
0.299,0,7.71532,2.92093,3.55271e-015,3.55271e-015
0.3,0,7.70633,2.93024,3.9968e-015,3.9968e-015
0.301,0,7.69703,2.93954,4.44089e-015,4.44089e-015
0.302,0,7.68742,2.94883,3.9968e-015,3.9968e-015
0.303,0,7.6775,2.95812,4.44089e-015,4.44089e-015
0.304,0,7.66727,2.96741,4.44089e-015,4.44089e-015
0.305,0,7.65674,2.97669,4.44089e-015,4.44089e-015
0.306,0,7.6459,2.98597,3.9968e-015,3.9968e-015
0.307,0,7.63475,2.99524,3.55271e-015,3.55271e-015
0.308,0,7.6233,3.00451,3.10862e-015,3.10862e-015
0.309,0,7.61155,3.01377,2.66454e-015,2.66454e-015
0.31,0,7.5995,3.02303,3.10862e-015,3.10862e-015
0.311,0,7.58716,3.03229,3.10862e-015,3.10862e-015
0.312,0,7.57452,3.04154,2.66454e-015,2.66454e-015
0.313,0,7.5616,3.05078,2.22045e-015,2.22045e-015
0.314,0,7.54839,3.06002,1.77636e-015,1.77636e-015
0.315,0,7.53489,3.06925,1.33227e-015,1.33227e-015
0.316,0,7.52112,3.07848,8.88178e-016,8.88178e-016
0.317,0,7.50708,3.08771,8.88178e-016,8.88178e-016
0.318,0,7.49277,3.09693,1.33227e-015,1.33227e-015
0.319,0,7.4782,3.10614,1.33227e-015,1.33227e-015
0.32,0,7.46337,3.11535,1.77636e-015,1.77636e-015
0.321,0,7.44828,3.12456,2.22045e-015,2.22045e-015
0.322,0,7.43295,3.13376,2.66454e-015,2.66454e-015
0.323,0,7.41738,3.14296,2.66454e-015,2.66454e-015
0.324,0,7.40158,3.15215,3.10862e-015,3.10862e-015
0.325,0,7.38555,3.16133,2.66454e-015,2.66454e-015
0.326,0,7.3693,3.17051,2.22045e-015,2.22045e-015
0.327,0,7.35283,3.17969,1.33227e-015,1.33227e-015
0.328,0,7.33616,3.18886,1.33227e-015,1.33227e-015
0.329,0,7.31929,3.19802,1.33227e-015,1.33227e-015
0.33,0,7.30223,3.20719,1.77636e-015,1.77636e-015
0.331,0,7.28498,3.21634,1.33227e-015,1.33227e-015
0.332,0,7.26756,3.22549,1.77636e-015,1.77636e-015
0.333,0,7.24997,3.23464,2.22045e-015,2.22045e-015
0.334,0,7.23222,3.24378,2.22045e-015,2.22045e-015
0.335,0,7.21432,3.25291,2.66454e-015,2.66454e-015
0.336,0,7.19628,3.26204,3.10862e-015,3.10862e-015
0.337,0,7.17811,3.27117,3.55271e-015,3.55271e-015
0.338,0,7.15981,3.28029,3.55271e-015,3.55271e-015
0.339,0,7.1414,3.2894,3.10862e-015,3.10862e-015
0.34,0,7.12288,3.29851,3.55271e-015,3.55271e-015
0.341,0,7.10427,3.30762,3.9968e-015,3.9968e-015
0.342,0,7.08556,3.31672,3.9968e-015,3.9968e-015
0.343,0,7.06679,3.32581,4.44089e-015,4.44089e-015
0.344,0,7.04794,3.3349,4.44089e-015,4.44089e-015
0.345,0,7.02903,3.34398,4.88498e-015,4.88498e-015
0.346,0,7.01008,3.35306,5.32907e-015,5.32907e-015
0.347,0,6.99108,3.36213,5.77316e-015,5.77316e-015
0.348,0,6.97206,3.3712,6.21725e-015,6.21725e-015
0.349,0,6.95302,3.38026,5.77316e-015,5.77316e-015
0.35,0,6.93396,3.38932,5.77316e-015,5.77316e-015
0.351,0,6.91491,3.39837,5.77316e-015,5.77316e-015
0.352,0,6.89587,3.40742,5.32907e-015,5.32907e-015
0.353,0,6.87685,3.41646,5.32907e-015,5.32907e-015
0.354,0,6.85786,3.42549,5.77316e-015,5.77316e-015
0.355,0,6.83891,3.43452,5.77316e-015,5.77316e-015
0.356,0,6.82001,3.44355,5.32907e-015,5.32907e-015
0.357,0,6.80116,3.45257,4.88498e-015,4.88498e-015
0.358,0,6.78239,3.46158,5.32907e-015,5.32907e-015
0.359,0,6.7637,3.47059,5.32907e-015,5.32907e-015
0.36,0,6.74509,3.47959,5.77316e-015,5.77316e-015
0.361,0,6.72658,3.48859,5.77316e-015,5.77316e-015
0.362,0,6.70818,3.49758,5.77316e-015,5.77316e-015
0.363,0,6.6899,3.50657,5.32907e-015,5.32907e-015
0.364,0,6.67174,3.51555,4.88498e-015,4.88498e-015
0.365,0,6.65371,3.52453,5.32907e-015,5.32907e-015
0.366,0,6.63583,3.5335,5.77316e-015,5.77316e-015
0.367,0,6.61811,3.54246,5.77316e-015,5.77316e-015
0.368,0,6.60054,3.55142,5.77316e-015,5.77316e-015
0.369,0,6.58314,3.56037,5.77316e-015,5.77316e-015
0.37,0,6.56593,3.56932,5.77316e-015,5.77316e-015
0.371,0,6.54889,3.57826,6.21725e-015,6.21725e-015
0.372,0,6.53206,3.5872,6.21725e-015,6.21725e-015
0.373,0,6.51542,3.59613,6.66134e-015,6.66134e-015
0.374,0,6.49899,3.60505,6.66134e-015,6.66134e-015
0.375,0,6.48278,3.61397,6.66134e-015,6.66134e-015
0.376,0,6.4668,3.62289,6.21725e-015,6.21725e-015
0.377,0,6.45105,3.6318,6.66134e-015,6.66134e-015
0.378,0,6.43553,3.6407,6.66134e-015,6.66134e-015
0.379,0,6.42026,3.64959,6.21725e-015,6.21725e-015
0.38,0,6.40524,3.65849,6.21725e-015,6.21725e-015
0.381,0,6.39048,3.66737,6.21725e-015,6.21725e-015
0.382,0,6.37598,3.67625,6.66134e-015,6.66134e-015
0.383,0,6.36175,3.68512,6.66134e-015,6.66134e-015
0.384,0,6.34779,3.69399,7.10543e-015,7.10543e-015
0.385,0,6.33411,3.70285,6.66134e-015,6.66134e-015
0.386,0,6.32071,3.71171,6.66134e-015,6.66134e-015
0.387,0,6.3076,3.72056,6.66134e-015,6.66134e-015
0.388,0,6.29479,3.7294,7.10543e-015,7.10543e-015
0.389,0,6.28227,3.73824,7.54952e-015,7.54952e-015
0.39,0,6.27005,3.74707,7.10543e-015,7.10543e-015
0.391,0,6.25813,3.7559,6.66134e-015,6.66134e-015
0.392,0,6.24652,3.76472,6.66134e-015,6.66134e-015
0.393,0,6.23522,3.77354,6.66134e-015,6.66134e-015
0.394,0,6.22423,3.78234,6.21725e-015,6.21725e-015
0.395,0,6.21355,3.79115,5.77316e-015,5.77316e-015
0.396,0,6.20319,3.79994,5.77316e-015,5.77316e-015
0.397,0,6.19315,3.80874,5.77316e-015,5.77316e-015
0.398,0,6.18342,3.81752,5.32907e-015,5.32907e-015
0.399,0,6.17401,3.8263,4.88498e-015,4.88498e-015
0.4,0,6.16493,3.83507,5.32907e-015,5.32907e-015
0.4,0,6.16493,3.83507,5.32907e-015,5.32907e-015
0.4,0,6.16493,3.83507,5.32907e-015,5.32907e-015
0.4,0,6.16493,3.83507,5.32907e-015,5.32907e-015
0.4,0,6.16493,3.83507,5.32907e-015,5.32907e-015
0.401,0,6.15616,3.83384,0.01,5.55979e-015
0.402,0,6.14771,3.8326,0.02,5.34642e-015
0.403,0,6.13959,3.83136,0.03,5.57887e-015
0.404,0,6.13178,3.8301,0.04,5.36376e-015
0.405,0,6.12429,3.82885,0.05,5.59275e-015
0.406,0,6.11712,3.82758,0.06,5.82173e-015
0.407,0,6.11026,3.82631,0.07,6.05072e-015
0.408,0,6.10372,3.82504,0.08,6.28664e-015
0.409,0,6.09749,3.82376,0.09,6.07847e-015
0.41,0,6.09157,3.82247,0.1,5.8703e-015
0.411,0,6.08595,3.82117,0.11,6.10623e-015
0.412,0,6.08064,3.81987,0.12,5.89806e-015
0.413,0,6.07563,3.81857,0.13,6.13398e-015
0.414,0,6.07091,3.81725,0.14,5.46785e-015
0.415,0,6.06649,3.81593,0.15,5.2458e-015
0.416,0,6.06235,3.81461,0.16,5.02376e-015
0.417,0,6.0585,3.81328,0.17,4.80171e-015
0.418,0,6.05493,3.81194,0.18,5.02376e-015
0.419,0,6.05163,3.8106,0.19,5.2458e-015
0.42,0,6.0486,3.80924,0.2,5.02376e-015
