"time","step-size","source.i.Losses","source.i.iAC[1]","source.i.iAC[2]","source.i.iAC[3]","source.i.uAC[1]","source.i.uAC[2]","source.i.uAC[3]","source.i.uDC"
0.0,0.0,480.0,-0.0,0.0,0.0,0.0,0.0,0.0,565.685424949238
1.0E-7,1.0E-7,582.3026966189011,6.597052472856468E-6,-0.31986008370322483,0.319853486650752,159.93334037784888,-319.8567851769884,159.92344479913953,565.6820859590672
0.1,0.0999999,2890.0830347299197,-5.5405657008122944E-5,-452.53686873016466,452.53692413582166,260.9378755192357,-521.9311567508852,260.99328123164946,517.0271259163019
