Time,egs_fmu1.valves_0mv1,egs_fmu1.valves_0mv2,egs_fmu1.valves_0mv3,egs_fmu1.valves_0eds,egs_fmu1.valves_0eds1,egs_fmu1.valves_0eds2,egs_fmu1.valves_0eds3,egs_fmu1.valves_0eds4,egs_fmu1.valves_0eds5,egs_fmu1.egsCarSpeed,egs_fmu1.egsState,egs_fmu1.egsGear,egs_fmu1.egsTargetGear
2.274,0,0,0,0,0,0,1,0,1,36.4174,1,1,1
2.276,0,0,0,0,0,0,1,0,1,36.4174,1,1,1
2.278,0,0,0,0,0,0,1,0,1,36.4174,1,1,1
2.28,0,0,0,0,0,0,1,0,1,36.4174,1,1,1
2.282,0,0,0,0,0,0,1,0,1,36.4174,1,1,1
2.282,0,0,0,0,0,0,1,0,1,36.6377,1,1,1
2.284,0,0,0,0,0,0,1,0,1,36.6377,1,1,1
2.286,0,0,0,0,0,0,1,0,1,36.6377,1,1,1
2.288,0,0,0,0,0,0,1,0,1,36.6377,1,1,1
2.29,0,0,0,0,0,0,1,0,1,36.6377,1,1,1
2.292,0,0,0,0,0,0,1,0,1,36.6377,1,1,1
2.292,0,0,0,0,0,0,1,0,1,36.8571,1,1,1
2.294,0,0,0,0,0,0,1,0,1,36.8571,1,1,1
2.296,0,0,0,0,0,0,1,0,1,36.8571,1,1,1
2.298,0,0,0,0,0,0,1,0,1,36.8571,1,1,1
2.3,0,0,0,0,0,0,1,0,1,36.8571,1,1,1
2.302,0,0,0,0,0,0,1,0,1,36.8571,1,1,1
2.302,0,0,0,0,0,0,1,0,1,37.0755,1,1,1
2.304,0,0,0,0,0,0,1,0,1,37.0755,1,1,1
2.306,0,0,0,0,0,0,1,0,1,37.0755,1,1,1
2.308,0,0,0,0,0,0,1,0,1,37.0755,1,1,1
2.31,0,0,0,0,0,0,1,0,1,37.0755,1,1,1
2.312,0,0,0,0,0,0,1,0,1,37.0755,1,1,1
2.312,0,0,0,0,0,0,1,0,1,37.2931,1,1,1
2.314,0,0,0,0,0,0,1,0,1,37.2931,1,1,1
2.316,0,0,0,0,0,0,1,0,1,37.2931,1,1,1
2.318,0,0,0,0,0,0,1,0,1,37.2931,1,1,1
2.32,0,0,0,0,0,0,1,0,1,37.2931,1,1,1
2.322,0,0,0,0,0,0,1,0,1,37.2931,1,1,1
2.322,0,0,0,0,0,0,1,0,1,37.5099,1,1,1
2.324,0,0,0,0,0,0,1,0,1,37.5099,1,1,1
2.326,0,0,0,0,0,0,1,0,1,37.5099,1,1,1
2.328,0,0,0,0,0,0,1,0,1,37.5099,1,1,1
2.33,0,0,0,0,0,0,1,0,1,37.5099,1,1,1
2.332,0,0,0,0,0,0,1,0,1,37.5099,1,1,1
2.332,0,0,0,0,0,0,1,0,1,37.7257,1,1,1
2.334,0,0,0,0,0,0,1,0,1,37.7257,1,1,1
2.336,0,0,0,0,0,0,1,0,1,37.7257,1,1,1
2.338,0,0,0,0,0,0,1,0,1,37.7257,1,1,1
2.34,0,0,0,0,0,0,1,0,1,37.7257,1,1,1
2.342,0,0,0,0,0,0,1,0,1,37.7257,1,1,1
2.342,0,0,0,0,0,0,1,0,1,37.9407,1,1,1
2.344,0,0,0,0,0,0,1,0,1,37.9407,1,1,1
2.346,0,0,0,0,0,0,1,0,1,37.9407,1,1,1
2.348,0,0,0,0,0,0,1,0,1,37.9407,1,1,1
2.35,0,0,0,0,0,0,1,0,1,37.9407,1,1,1
2.352,0,0,0,0,0,0,1,0,1,37.9407,1,1,1
2.352,0,0,0,0,0,0,1,0,1,38.1548,1,1,1
2.354,0,0,0,0,0,0,1,0,1,38.1548,1,1,1
2.356,0,0,0,0,0,0,1,0,1,38.1548,1,1,1
2.358,0,0,0,0,0,0,1,0,1,38.1548,1,1,1
2.36,0,0,0,0,0,0,1,0,1,38.1548,1,1,1
2.362,0,0,0,0,0,0,1,0,1,38.1548,1,1,1
2.362,0,0,0,0,0,0,1,0,1,38.3684,1,1,1
2.364,0,0,0,0,0,0,1,0,1,38.3684,1,1,1
2.366,0,0,0,0,0,0,1,0,1,38.3684,1,1,1
2.368,0,0,0,0,0,0,1,0,1,38.3684,1,1,1
2.37,0,0,0,0,0,0,1,0,1,38.3684,1,1,1
2.372,0,0,0,0,0,0,1,0,1,38.3684,1,1,1
2.372,0,0,0,0,0,0,1,0,1,38.5817,1,1,1
2.374,0,0,0,0,0,0,1,0,1,38.5817,1,1,1
2.376,0,0,0,0,0,0,1,0,1,38.5817,1,1,1
2.378,0,0,0,0,0,0,1,0,1,38.5817,1,1,1
2.38,0,0,0,0,0,0,1,0,1,38.5817,1,1,1
2.382,0,0,0,0,0,0,1,0,1,38.5817,1,1,1
2.382,0,0,0,0,0,0,1,0,1,38.7942,1,1,1
2.384,0,0,0,0,0,0,1,0,1,38.7942,1,1,1
2.386,0,0,0,0,0,0,1,0,1,38.7942,1,1,1
2.388,0,0,0,0,0,0,1,0,1,38.7942,1,1,1
2.39,0,0,0,0,0,0,1,0,1,38.7942,1,1,1
2.392,0,0,0,0,0,0,1,0,1,38.7942,1,1,1
2.392,0,0,0,0,0,0,1,0,1,39.0054,1,1,1
2.394,0,0,0,0,0,0,1,0,1,39.0054,1,1,1
2.396,0,0,0,0,0,0,1,0,1,39.0054,1,1,1
2.398,0,0,0,0,0,0,1,0,1,39.0054,1,1,1
2.4,0,0,0,0,0,0,1,0,1,39.0054,1,1,1
2.402,0,0,0,0,0,0,1,0,1,39.0054,1,1,1
2.402,0,0,0,0,0,0,1,0,1,39.2154,1,1,1
2.404,0,0,0,0,0,0,1,0,1,39.2154,1,1,1
2.406,0,0,0,0,0,0,1,0,1,39.2154,1,1,1
2.408,0,0,0,0,0,0,1,0,1,39.2154,1,1,1
2.41,0,0,0,0,0,0,1,0,1,39.2154,1,1,1
2.412,0,0,0,0,0,0,1,0,1,39.2154,1,1,1
2.412,0,0,0,0,0,0,1,0,1,39.4242,1,1,1
2.414,0,0,0,0,0,0,1,0,1,39.4242,1,1,1
2.416,0,0,0,0,0,0,1,0,1,39.4242,1,1,1
2.418,0,0,0,0,0,0,1,0,1,39.4242,1,1,1
2.42,0,0,0,0,0,0,1,0,1,39.4242,1,1,1
2.422,0,0,0,0,0,0,1,0,1,39.4242,1,1,1
2.422,0,0,0,0,0,0,1,0,1,39.6321,1,1,1
2.424,0,0,0,0,0,0,1,0,1,39.6321,1,1,1
2.426,0,0,0,0,0,0,1,0,1,39.6321,1,1,1
2.428,0,0,0,0,0,0,1,0,1,39.6321,1,1,1
2.43,0,0,0,0,0,0,1,0,1,39.6321,1,1,1
2.432,0,0,0,0,0,0,1,0,1,39.6321,1,1,1
2.432,0,0,0,0,0,0,1,0,1,39.8391,1,1,1
2.434,0,0,0,0,0,0,1,0,1,39.8391,1,1,1
2.436,0,0,0,0,0,0,1,0,1,39.8391,1,1,1
2.438,0,0,0,0,0,0,1,0,1,39.8391,1,1,1
2.44,0,0,0,0,0,0,1,0,1,39.8391,1,1,1
2.442,0,0,0,0,0,0,1,0,1,39.8391,1,1,1
2.442,1,0,0,0,0,0,1,0,1,40.0455,2,1,2
2.444,1,0,0,0,0,0,1,0,1,40.0455,2,1,2
2.446,1,0,0,0,0,0,1,0,1,40.0455,2,1,2
2.448,1,0,0,0,0,0,1,0,1,40.0455,2,1,2
2.45,1,0,0,0,0,0,1,0,1,40.0455,2,1,2
2.452,1,0,0,0,0,0,1,0,1,40.0455,2,1,2
2.452,1,0,0,0,0,0,0.98,0,0.98,40.2513,2,1,2
2.454,1,0,0,0,0,0,0.98,0,0.98,40.2513,2,1,2
2.456,1,0,0,0,0,0,0.98,0,0.98,40.2513,2,1,2
2.458,1,0,0,0,0,0,0.98,0,0.98,40.2513,2,1,2
2.46,1,0,0,0,0,0,0.98,0,0.98,40.2513,2,1,2
2.462,1,0,0,0,0,0,0.98,0,0.98,40.2513,2,1,2
2.462,1,0,0,0,0,0,0.96,0,0.96,40.4563,2,1,2
2.464,1,0,0,0,0,0,0.96,0,0.96,40.4563,2,1,2
2.466,1,0,0,0,0,0,0.96,0,0.96,40.4563,2,1,2
2.468,1,0,0,0,0,0,0.96,0,0.96,40.4563,2,1,2
2.47,1,0,0,0,0,0,0.96,0,0.96,40.4563,2,1,2
2.472,1,0,0,0,0,0,0.96,0,0.96,40.4563,2,1,2
2.472,1,0,0,0,0,0,0.94,0,0.94,40.3882,2,1,2
2.474,1,0,0,0,0,0,0.94,0,0.94,40.3882,2,1,2
2.476,1,0,0,0,0,0,0.94,0,0.94,40.3882,2,1,2
2.478,1,0,0,0,0,0,0.94,0,0.94,40.3882,2,1,2
2.48,1,0,0,0,0,0,0.94,0,0.94,40.3882,2,1,2
2.482,1,0,0,0,0,0,0.94,0,0.94,40.3882,2,1,2
2.482,1,0,0,0,0,0,0.92,0,0.92,40.2539,2,1,2
2.484,1,0,0,0,0,0,0.92,0,0.92,40.2539,2,1,2
2.486,1,0,0,0,0,0,0.92,0,0.92,40.2539,2,1,2
2.488,1,0,0,0,0,0,0.92,0,0.92,40.2539,2,1,2
2.49,1,0,0,0,0,0,0.92,0,0.92,40.2539,2,1,2
2.492,1,0,0,0,0,0,0.92,0,0.92,40.2539,2,1,2
2.492,1,0,0,0,0,0,0.9,0,0.9,40.1324,2,1,2
2.494,1,0,0,0,0,0,0.9,0,0.9,40.1324,2,1,2
2.496,1,0,0,0,0,0,0.9,0,0.9,40.1324,2,1,2
2.498,1,0,0,0,0,0,0.9,0,0.9,40.1324,2,1,2
2.5,1,0,0,0,0,0,0.9,0,0.9,40.1324,2,1,2
2.502,1,0,0,0,0,0,0.9,0,0.9,40.1324,2,1,2
2.502,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.504,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.506,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.508,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.51,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.51,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.512,1,0,0,0,0,0,0.88,0,0.88,40.0666,2,1,2
2.512,1,0,0,0,0,0,0.86,0,0.86,40.0651,2,1,2
2.514,1,0,0,0,0,0,0.86,0,0.86,40.0651,2,1,2
2.516,1,0,0,0,0,0,0.86,0,0.86,40.0651,2,1,2
2.518,1,0,0,0,0,0,0.86,0,0.86,40.0651,2,1,2
2.52,1,0,0,0,0,0,0.86,0,0.86,40.0651,2,1,2
2.522,1,0,0,0,0,0,0.86,0,0.86,40.0651,2,1,2
2.522,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.524,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.526,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.528,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.53,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.53,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.532,1,0,0,0,0,0,0.84,0,0.84,40.1259,2,1,2
2.532,1,0,0,0,0,0,0.82,0,0.82,40.1953,2,1,2
2.534,1,0,0,0,0,0,0.82,0,0.82,40.1953,2,1,2
2.536,1,0,0,0,0,0,0.82,0,0.82,40.1953,2,1,2
2.538,1,0,0,0,0,0,0.82,0,0.82,40.1953,2,1,2
2.54,1,0,0,0,0,0,0.82,0,0.82,40.1953,2,1,2
2.542,1,0,0,0,0,0,0.82,0,0.82,40.1953,2,1,2
2.542,1,0,0,0,0,0,0.8,0,0.8,40.2537,2,1,2
2.544,1,0,0,0,0,0,0.8,0,0.8,40.2537,2,1,2
2.546,1,0,0,0,0,0,0.8,0,0.8,40.2537,2,1,2
2.548,1,0,0,0,0,0,0.8,0,0.8,40.2537,2,1,2
2.55,1,0,0,0,0,0,0.8,0,0.8,40.2537,2,1,2
2.552,1,0,0,0,0,0,0.8,0,0.8,40.2537,2,1,2
2.552,1,0,0,0,0,0,0.78,0,0.78,40.2781,2,1,2
2.554,1,0,0,0,0,0,0.78,0,0.78,40.2781,2,1,2
2.556,1,0,0,0,0,0,0.78,0,0.78,40.2781,2,1,2
2.558,1,0,0,0,0,0,0.78,0,0.78,40.2781,2,1,2
2.56,1,0,0,0,0,0,0.78,0,0.78,40.2781,2,1,2
2.562,1,0,0,0,0,0,0.78,0,0.78,40.2781,2,1,2
2.562,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2
2.564,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2
2.566,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2
2.568,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2
2.57,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2
2.572,1,0,0,0,0,0,0.76,0,0.76,40.252,2,1,2
2.572,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2
2.574,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2
2.576,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2
2.578,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2
2.58,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2
2.582,1,0,0,0,0,0,0.74,0,0.74,40.172,2,1,2
2.582,1,0,0,0,0,0,0.72,0,0.72,40.0501,2,1,2
2.584,1,0,0,0,0,0,0.72,0,0.72,40.0501,2,1,2
2.586,1,0,0,0,0,0,0.72,0,0.72,40.0501,2,1,2
2.588,1,0,0,0,0,0,0.72,0,0.72,40.0501,2,1,2
2.59,1,0,0,0,0,0,0.72,0,0.72,40.0501,2,1,2
2.592,1,0,0,0,0,0,0.72,0,0.72,40.0501,2,1,2
2.592,1,0,0,0,0,0,0.7,0,0.7,39.8861,2,1,2
2.594,1,0,0,0,0,0,0.7,0,0.7,39.8861,2,1,2
2.596,1,0,0,0,0,0,0.7,0,0.7,39.8861,2,1,2
2.598,1,0,0,0,0,0,0.7,0,0.7,39.8861,2,1,2
2.6,1,0,0,0,0,0,0.7,0,0.7,39.8861,2,1,2
2.602,1,0,0,0,0,0,0.7,0,0.7,39.8861,2,1,2
2.602,1,0,0,0,0,0,0.68,0,0.68,39.6959,2,1,2
2.604,1,0,0,0,0,0,0.68,0,0.68,39.6959,2,1,2
2.606,1,0,0,0,0,0,0.68,0,0.68,39.6959,2,1,2
2.608,1,0,0,0,0,0,0.68,0,0.68,39.6959,2,1,2
2.61,1,0,0,0,0,0,0.68,0,0.68,39.6959,2,1,2
2.612,1,0,0,0,0,0,0.68,0,0.68,39.6959,2,1,2
2.612,1,0,0,0,0,0,0.66,0,0.66,40.2698,2,1,2
2.614,1,0,0,0,0,0,0.66,0,0.66,40.2698,2,1,2
2.616,1,0,0,0,0,0,0.66,0,0.66,40.2698,2,1,2
2.618,1,0,0,0,0,0,0.66,0,0.66,40.2698,2,1,2
2.62,1,0,0,0,0,0,0.66,0,0.66,40.2698,2,1,2
2.622,1,0,0,0,0,0,0.66,0,0.66,40.2698,2,1,2
2.622,1,0,0,0,0,0,0.64,0,0.64,40.9834,2,1,2
2.624,1,0,0,0,0,0,0.64,0,0.64,40.9834,2,1,2
2.626,1,0,0,0,0,0,0.64,0,0.64,40.9834,2,1,2
2.628,1,0,0,0,0,0,0.64,0,0.64,40.9834,2,1,2
2.63,1,0,0,0,0,0,0.64,0,0.64,40.9834,2,1,2
2.632,1,0,0,0,0,0,0.64,0,0.64,40.9834,2,1,2
2.632,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2
2.634,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2
2.636,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2
2.638,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2
2.64,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2
2.642,1,0,0,0,0,0,0.62,0,0.62,41.213,2,1,2
2.642,1,0,0,0,0,0,0.6,0,0.6,41.2923,2,1,2
2.644,1,0,0,0,0,0,0.6,0,0.6,41.2923,2,1,2
2.646,1,0,0,0,0,0,0.6,0,0.6,41.2923,2,1,2
2.648,1,0,0,0,0,0,0.6,0,0.6,41.2923,2,1,2
2.65,1,0,0,0,0,0,0.6,0,0.6,41.2923,2,1,2
2.652,1,0,0,0,0,0,0.6,0,0.6,41.2923,2,1,2
2.652,1,0,0,0,0,0,0.58,0,0.58,41.2676,2,1,2
2.654,1,0,0,0,0,0,0.58,0,0.58,41.2676,2,1,2
2.656,1,0,0,0,0,0,0.58,0,0.58,41.2676,2,1,2
2.658,1,0,0,0,0,0,0.58,0,0.58,41.2676,2,1,2
2.66,1,0,0,0,0,0,0.58,0,0.58,41.2676,2,1,2
2.662,1,0,0,0,0,0,0.58,0,0.58,41.2676,2,1,2
2.662,1,0,0,0,0,0,0.56,0,0.56,41.2177,2,1,2
2.664,1,0,0,0,0,0,0.56,0,0.56,41.2177,2,1,2
2.666,1,0,0,0,0,0,0.56,0,0.56,41.2177,2,1,2
2.668,1,0,0,0,0,0,0.56,0,0.56,41.2177,2,1,2
2.67,1,0,0,0,0,0,0.56,0,0.56,41.2177,2,1,2
2.672,1,0,0,0,0,0,0.56,0,0.56,41.2177,2,1,2
2.672,1,0,0,0,0,0,0.54,0,0.54,39.5014,2,1,2
2.674,1,0,0,0,0,0,0.54,0,0.54,39.5014,2,1,2
2.676,1,0,0,0,0,0,0.54,0,0.54,39.5014,2,1,2
2.678,1,0,0,0,0,0,0.54,0,0.54,39.5014,2,1,2
2.68,1,0,0,0,0,0,0.54,0,0.54,39.5014,2,1,2
2.682,1,0,0,0,0,0,0.54,0,0.54,39.5014,2,1,2
2.682,1,0,0,0,0,0,0.52,0,0.52,38.4957,2,1,2
2.684,1,0,0,0,0,0,0.52,0,0.52,38.4957,2,1,2
2.686,1,0,0,0,0,0,0.52,0,0.52,38.4957,2,1,2
2.688,1,0,0,0,0,0,0.52,0,0.52,38.4957,2,1,2
2.69,1,0,0,0,0,0,0.52,0,0.52,38.4957,2,1,2
2.692,1,0,0,0,0,0,0.52,0,0.52,38.4957,2,1,2
2.692,1,0,0,0,0,0,0.5,0,0.5,39.4734,2,1,2
2.694,1,0,0,0,0,0,0.5,0,0.5,39.4734,2,1,2
2.696,1,0,0,0,0,0,0.5,0,0.5,39.4734,2,1,2
2.698,1,0,0,0,0,0,0.5,0,0.5,39.4734,2,1,2
2.7,1,0,0,0,0,0,0.5,0,0.5,39.4734,2,1,2
2.702,1,0,0,0,0,0,0.5,0,0.5,39.4734,2,1,2
2.702,1,0,0,0,0,0,0.48,0,0.48,40.2305,2,1,2
2.704,1,0,0,0,0,0,0.48,0,0.48,40.2305,2,1,2
2.706,1,0,0,0,0,0,0.48,0,0.48,40.2305,2,1,2
2.708,1,0,0,0,0,0,0.48,0,0.48,40.2305,2,1,2
2.71,1,0,0,0,0,0,0.48,0,0.48,40.2305,2,1,2
2.712,1,0,0,0,0,0,0.48,0,0.48,40.2305,2,1,2
2.712,1,0,0,0,0,0,0.46,0,0.46,40.5229,2,1,2
2.714,1,0,0,0,0,0,0.46,0,0.46,40.5229,2,1,2
2.716,1,0,0,0,0,0,0.46,0,0.46,40.5229,2,1,2
2.718,1,0,0,0,0,0,0.46,0,0.46,40.5229,2,1,2
2.72,1,0,0,0,0,0,0.46,0,0.46,40.5229,2,1,2
2.722,1,0,0,0,0,0,0.46,0,0.46,40.5229,2,1,2
2.722,1,0,0,0,0,0,0.44,0,0.44,40.5759,2,1,2
2.724,1,0,0,0,0,0,0.44,0,0.44,40.5759,2,1,2
2.726,1,0,0,0,0,0,0.44,0,0.44,40.5759,2,1,2
2.728,1,0,0,0,0,0,0.44,0,0.44,40.5759,2,1,2
2.73,1,0,0,0,0,0,0.44,0,0.44,40.5759,2,1,2
2.732,1,0,0,0,0,0,0.44,0,0.44,40.5759,2,1,2
2.732,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2
2.734,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2
2.736,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2
2.738,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2
2.74,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2
2.742,1,0,0,0,0,0,0.42,0,0.42,40.563,2,1,2
2.742,1,0,0,0,0,0,0.4,0,0.4,40.5661,2,1,2
2.744,1,0,0,0,0,0,0.4,0,0.4,40.5661,2,1,2
2.746,1,0,0,0,0,0,0.4,0,0.4,40.5661,2,1,2
2.748,1,0,0,0,0,0,0.4,0,0.4,40.5661,2,1,2
2.75,1,0,0,0,0,0,0.4,0,0.4,40.5661,2,1,2
2.752,1,0,0,0,0,0,0.4,0,0.4,40.5661,2,1,2
2.752,1,0,0,0,0,0,0.38,0,0.38,40.5992,2,1,2
2.754,1,0,0,0,0,0,0.38,0,0.38,40.5992,2,1,2
2.756,1,0,0,0,0,0,0.38,0,0.38,40.5992,2,1,2
2.758,1,0,0,0,0,0,0.38,0,0.38,40.5992,2,1,2
2.76,1,0,0,0,0,0,0.38,0,0.38,40.5992,2,1,2
2.762,1,0,0,0,0,0,0.38,0,0.38,40.5992,2,1,2
2.762,1,0,0,0,0,0,0.36,0,0.36,40.6198,2,1,2
2.764,1,0,0,0,0,0,0.36,0,0.36,40.6198,2,1,2
2.766,1,0,0,0,0,0,0.36,0,0.36,40.6198,2,1,2
2.768,1,0,0,0,0,0,0.36,0,0.36,40.6198,2,1,2
2.77,1,0,0,0,0,0,0.36,0,0.36,40.6198,2,1,2
2.772,1,0,0,0,0,0,0.36,0,0.36,40.6198,2,1,2
2.772,1,0,0,0,0,0,0.34,0,0.34,40.6581,2,1,2
2.774,1,0,0,0,0,0,0.34,0,0.34,40.6581,2,1,2
2.776,1,0,0,0,0,0,0.34,0,0.34,40.6581,2,1,2
2.778,1,0,0,0,0,0,0.34,0,0.34,40.6581,2,1,2
2.78,1,0,0,0,0,0,0.34,0,0.34,40.6581,2,1,2
2.782,1,0,0,0,0,0,0.34,0,0.34,40.6581,2,1,2
2.782,1,0,0,0,0,0,0.32,0,0.32,40.7002,2,1,2
2.784,1,0,0,0,0,0,0.32,0,0.32,40.7002,2,1,2
2.786,1,0,0,0,0,0,0.32,0,0.32,40.7002,2,1,2
2.788,1,0,0,0,0,0,0.32,0,0.32,40.7002,2,1,2
2.79,1,0,0,0,0,0,0.32,0,0.32,40.7002,2,1,2
2.792,1,0,0,0,0,0,0.32,0,0.32,40.7002,2,1,2
2.792,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.794,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.796,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.798,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.8,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.8,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.802,1,0,0,0,0,0,0.3,0,0.3,40.7496,2,1,2
2.802,1,0,0,0,0,0,0.28,0,0.28,40.8009,2,1,2
2.804,1,0,0,0,0,0,0.28,0,0.28,40.8009,2,1,2
2.806,1,0,0,0,0,0,0.28,0,0.28,40.8009,2,1,2
2.808,1,0,0,0,0,0,0.28,0,0.28,40.8009,2,1,2
2.81,1,0,0,0,0,0,0.28,0,0.28,40.8009,2,1,2
2.812,1,0,0,0,0,0,0.28,0,0.28,40.8009,2,1,2
2.812,1,0,0,0,0,0,0.26,0,0.26,40.8625,2,1,2
2.814,1,0,0,0,0,0,0.26,0,0.26,40.8625,2,1,2
2.816,1,0,0,0,0,0,0.26,0,0.26,40.8625,2,1,2
2.818,1,0,0,0,0,0,0.26,0,0.26,40.8625,2,1,2
2.82,1,0,0,0,0,0,0.26,0,0.26,40.8625,2,1,2
2.822,1,0,0,0,0,0,0.26,0,0.26,40.8625,2,1,2
2.822,1,0,0,0,0,0,0.24,0,0.24,40.9229,2,1,2
2.824,1,0,0,0,0,0,0.24,0,0.24,40.9229,2,1,2
2.826,1,0,0,0,0,0,0.24,0,0.24,40.9229,2,1,2
2.828,1,0,0,0,0,0,0.24,0,0.24,40.9229,2,1,2
2.83,1,0,0,0,0,0,0.24,0,0.24,40.9229,2,1,2
2.832,1,0,0,0,0,0,0.24,0,0.24,40.9229,2,1,2
2.832,1,0,0,0,0,0,0.22,0,0.22,40.9979,2,1,2
2.834,1,0,0,0,0,0,0.22,0,0.22,40.9979,2,1,2
2.836,1,0,0,0,0,0,0.22,0,0.22,40.9979,2,1,2
2.838,1,0,0,0,0,0,0.22,0,0.22,40.9979,2,1,2
2.84,1,0,0,0,0,0,0.22,0,0.22,40.9979,2,1,2
2.842,1,0,0,0,0,0,0.22,0,0.22,40.9979,2,1,2
2.842,1,0,0,0,0,0,0.2,0,0.2,41.0737,2,1,2
2.844,1,0,0,0,0,0,0.2,0,0.2,41.0737,2,1,2
2.846,1,0,0,0,0,0,0.2,0,0.2,41.0737,2,1,2
2.848,1,0,0,0,0,0,0.2,0,0.2,41.0737,2,1,2
2.85,1,0,0,0,0,0,0.2,0,0.2,41.0737,2,1,2
2.852,1,0,0,0,0,0,0.2,0,0.2,41.0737,2,1,2
2.852,1,0,0,0,0,0,0.18,0,0.18,41.1631,2,1,2
2.854,1,0,0,0,0,0,0.18,0,0.18,41.1631,2,1,2
2.856,1,0,0,0,0,0,0.18,0,0.18,41.1631,2,1,2
2.858,1,0,0,0,0,0,0.18,0,0.18,41.1631,2,1,2
2.86,1,0,0,0,0,0,0.18,0,0.18,41.1631,2,1,2
2.862,1,0,0,0,0,0,0.18,0,0.18,41.1631,2,1,2
2.862,1,0,0,0,0,0,0.16,0,0.16,41.2562,2,1,2
2.864,1,0,0,0,0,0,0.16,0,0.16,41.2562,2,1,2
2.866,1,0,0,0,0,0,0.16,0,0.16,41.2562,2,1,2
2.868,1,0,0,0,0,0,0.16,0,0.16,41.2562,2,1,2
2.87,1,0,0,0,0,0,0.16,0,0.16,41.2562,2,1,2
2.872,1,0,0,0,0,0,0.16,0,0.16,41.2562,2,1,2
2.872,1,0,0,0,0,0,0.14,0,0.14,41.3516,2,1,2
2.874,1,0,0,0,0,0,0.14,0,0.14,41.3516,2,1,2
2.876,1,0,0,0,0,0,0.14,0,0.14,41.3516,2,1,2
2.878,1,0,0,0,0,0,0.14,0,0.14,41.3516,2,1,2
2.88,1,0,0,0,0,0,0.14,0,0.14,41.3516,2,1,2
2.882,1,0,0,0,0,0,0.14,0,0.14,41.3516,2,1,2
2.882,1,0,0,0,0,0,0.12,0,0.12,41.4663,2,1,2
2.884,1,0,0,0,0,0,0.12,0,0.12,41.4663,2,1,2
2.886,1,0,0,0,0,0,0.12,0,0.12,41.4663,2,1,2
2.888,1,0,0,0,0,0,0.12,0,0.12,41.4663,2,1,2
2.89,1,0,0,0,0,0,0.12,0,0.12,41.4663,2,1,2
2.892,1,0,0,0,0,0,0.12,0,0.12,41.4663,2,1,2
2.892,1,0,0,0,0,0,0.1,0,0.1,41.5757,2,1,2
2.894,1,0,0,0,0,0,0.1,0,0.1,41.5757,2,1,2
2.896,1,0,0,0,0,0,0.1,0,0.1,41.5757,2,1,2
2.898,1,0,0,0,0,0,0.1,0,0.1,41.5757,2,1,2
2.9,1,0,0,0,0,0,0.1,0,0.1,41.5757,2,1,2
2.902,1,0,0,0,0,0,0.1,0,0.1,41.5757,2,1,2
2.902,1,0,0,0,0,0,0.08,0,0.08,41.6919,2,1,2
2.904,1,0,0,0,0,0,0.08,0,0.08,41.6919,2,1,2
2.906,1,0,0,0,0,0,0.08,0,0.08,41.6919,2,1,2
2.908,1,0,0,0,0,0,0.08,0,0.08,41.6919,2,1,2
2.91,1,0,0,0,0,0,0.08,0,0.08,41.6919,2,1,2
