Time,egs_fmu1.valves_0mv1,egs_fmu1.valves_0mv2,egs_fmu1.valves_0mv3,egs_fmu1.valves_0eds,egs_fmu1.valves_0eds1,egs_fmu1.valves_0eds2,egs_fmu1.valves_0eds3,egs_fmu1.valves_0eds4,egs_fmu1.valves_0eds5,egs_fmu1.egsCarSpeed,egs_fmu1.egsState,egs_fmu1.egsGear,egs_fmu1.egsTargetGear
4.5,1,0,0,0,0,0,0,0,0,64.3976,1,2,2
4.502,1,0,0,0,0,0,0,0,0,64.3976,1,2,2
4.502,1,0,0,0,0,0,0,0,0,64.5274,1,2,2
4.504,1,0,0,0,0,0,0,0,0,64.5274,1,2,2
4.506,1,0,0,0,0,0,0,0,0,64.5274,1,2,2
4.508,1,0,0,0,0,0,0,0,0,64.5274,1,2,2
4.51,1,0,0,0,0,0,0,0,0,64.5274,1,2,2
4.512,1,0,0,0,0,0,0,0,0,64.5274,1,2,2
4.512,1,0,0,0,0,0,0,0,0,64.657,1,2,2
4.514,1,0,0,0,0,0,0,0,0,64.657,1,2,2
4.516,1,0,0,0,0,0,0,0,0,64.657,1,2,2
4.518,1,0,0,0,0,0,0,0,0,64.657,1,2,2
4.52,1,0,0,0,0,0,0,0,0,64.657,1,2,2
4.522,1,0,0,0,0,0,0,0,0,64.657,1,2,2
4.522,1,0,0,0,0,0,0,0,0,64.7865,1,2,2
4.524,1,0,0,0,0,0,0,0,0,64.7865,1,2,2
4.526,1,0,0,0,0,0,0,0,0,64.7865,1,2,2
4.528,1,0,0,0,0,0,0,0,0,64.7865,1,2,2
4.53,1,0,0,0,0,0,0,0,0,64.7865,1,2,2
4.532,1,0,0,0,0,0,0,0,0,64.7865,1,2,2
4.532,1,0,0,0,0,0,0,0,0,64.9157,1,2,2
4.534,1,0,0,0,0,0,0,0,0,64.9157,1,2,2
4.536,1,0,0,0,0,0,0,0,0,64.9157,1,2,2
4.538,1,0,0,0,0,0,0,0,0,64.9157,1,2,2
4.54,1,0,0,0,0,0,0,0,0,64.9157,1,2,2
4.542,1,0,0,0,0,0,0,0,0,64.9157,1,2,2
4.542,1,0,0,0,0,0,0,0,0,65.0448,1,2,2
4.544,1,0,0,0,0,0,0,0,0,65.0448,1,2,2
4.546,1,0,0,0,0,0,0,0,0,65.0448,1,2,2
4.548,1,0,0,0,0,0,0,0,0,65.0448,1,2,2
4.55,1,0,0,0,0,0,0,0,0,65.0448,1,2,2
4.552,1,0,0,0,0,0,0,0,0,65.0448,1,2,2
4.552,1,0,0,0,0,0,0,0,0,65.1737,1,2,2
4.554,1,0,0,0,0,0,0,0,0,65.1737,1,2,2
4.556,1,0,0,0,0,0,0,0,0,65.1737,1,2,2
4.558,1,0,0,0,0,0,0,0,0,65.1737,1,2,2
4.56,1,0,0,0,0,0,0,0,0,65.1737,1,2,2
4.562,1,0,0,0,0,0,0,0,0,65.1737,1,2,2
4.562,1,0,0,0,0,0,0,0,0,65.3024,1,2,2
4.564,1,0,0,0,0,0,0,0,0,65.3024,1,2,2
4.566,1,0,0,0,0,0,0,0,0,65.3024,1,2,2
4.568,1,0,0,0,0,0,0,0,0,65.3024,1,2,2
4.57,1,0,0,0,0,0,0,0,0,65.3024,1,2,2
4.572,1,0,0,0,0,0,0,0,0,65.3024,1,2,2
4.572,1,0,0,0,0,0,0,0,0,65.431,1,2,2
4.574,1,0,0,0,0,0,0,0,0,65.431,1,2,2
4.576,1,0,0,0,0,0,0,0,0,65.431,1,2,2
4.578,1,0,0,0,0,0,0,0,0,65.431,1,2,2
4.58,1,0,0,0,0,0,0,0,0,65.431,1,2,2
4.582,1,0,0,0,0,0,0,0,0,65.431,1,2,2
4.582,1,0,0,0,0,0,0,0,0,65.5594,1,2,2
4.584,1,0,0,0,0,0,0,0,0,65.5594,1,2,2
4.586,1,0,0,0,0,0,0,0,0,65.5594,1,2,2
4.588,1,0,0,0,0,0,0,0,0,65.5594,1,2,2
4.59,1,0,0,0,0,0,0,0,0,65.5594,1,2,2
4.592,1,0,0,0,0,0,0,0,0,65.5594,1,2,2
4.592,1,0,0,0,0,0,0,0,0,65.6876,1,2,2
4.594,1,0,0,0,0,0,0,0,0,65.6876,1,2,2
4.596,1,0,0,0,0,0,0,0,0,65.6876,1,2,2
4.598,1,0,0,0,0,0,0,0,0,65.6876,1,2,2
4.6,1,0,0,0,0,0,0,0,0,65.6876,1,2,2
4.602,1,0,0,0,0,0,0,0,0,65.6876,1,2,2
4.602,1,0,0,0,0,0,0,0,0,65.8156,1,2,2
4.604,1,0,0,0,0,0,0,0,0,65.8156,1,2,2
4.606,1,0,0,0,0,0,0,0,0,65.8156,1,2,2
4.608,1,0,0,0,0,0,0,0,0,65.8156,1,2,2
4.61,1,0,0,0,0,0,0,0,0,65.8156,1,2,2
4.612,1,0,0,0,0,0,0,0,0,65.8156,1,2,2
4.612,1,0,0,0,0,0,0,0,0,65.9434,1,2,2
4.614,1,0,0,0,0,0,0,0,0,65.9434,1,2,2
4.616,1,0,0,0,0,0,0,0,0,65.9434,1,2,2
4.618,1,0,0,0,0,0,0,0,0,65.9434,1,2,2
4.62,1,0,0,0,0,0,0,0,0,65.9434,1,2,2
4.622,1,0,0,0,0,0,0,0,0,65.9434,1,2,2
4.622,1,0,0,0,0,0,0,0,0,66.0711,1,2,2
4.624,1,0,0,0,0,0,0,0,0,66.0711,1,2,2
4.626,1,0,0,0,0,0,0,0,0,66.0711,1,2,2
4.628,1,0,0,0,0,0,0,0,0,66.0711,1,2,2
4.63,1,0,0,0,0,0,0,0,0,66.0711,1,2,2
4.632,1,0,0,0,0,0,0,0,0,66.0711,1,2,2
4.632,1,0,0,0,0,0,0,0,0,66.1985,1,2,2
4.634,1,0,0,0,0,0,0,0,0,66.1985,1,2,2
4.636,1,0,0,0,0,0,0,0,0,66.1985,1,2,2
4.638,1,0,0,0,0,0,0,0,0,66.1985,1,2,2
4.64,1,0,0,0,0,0,0,0,0,66.1985,1,2,2
4.642,1,0,0,0,0,0,0,0,0,66.1985,1,2,2
4.642,1,0,0,0,0,0,0,0,0,66.3258,1,2,2
4.644,1,0,0,0,0,0,0,0,0,66.3258,1,2,2
4.646,1,0,0,0,0,0,0,0,0,66.3258,1,2,2
4.648,1,0,0,0,0,0,0,0,0,66.3258,1,2,2
4.65,1,0,0,0,0,0,0,0,0,66.3258,1,2,2
4.652,1,0,0,0,0,0,0,0,0,66.3258,1,2,2
4.652,1,0,0,0,0,0,0,0,0,66.453,1,2,2
4.654,1,0,0,0,0,0,0,0,0,66.453,1,2,2
4.656,1,0,0,0,0,0,0,0,0,66.453,1,2,2
4.658,1,0,0,0,0,0,0,0,0,66.453,1,2,2
4.66,1,0,0,0,0,0,0,0,0,66.453,1,2,2
4.662,1,0,0,0,0,0,0,0,0,66.453,1,2,2
4.662,1,0,0,0,0,0,0,0,0,66.5799,1,2,2
4.664,1,0,0,0,0,0,0,0,0,66.5799,1,2,2
4.666,1,0,0,0,0,0,0,0,0,66.5799,1,2,2
4.668,1,0,0,0,0,0,0,0,0,66.5799,1,2,2
4.67,1,0,0,0,0,0,0,0,0,66.5799,1,2,2
4.672,1,0,0,0,0,0,0,0,0,66.5799,1,2,2
4.672,1,0,0,0,0,0,0,0,0,66.7067,1,2,2
4.674,1,0,0,0,0,0,0,0,0,66.7067,1,2,2
4.676,1,0,0,0,0,0,0,0,0,66.7067,1,2,2
4.678,1,0,0,0,0,0,0,0,0,66.7067,1,2,2
4.68,1,0,0,0,0,0,0,0,0,66.7067,1,2,2
4.682,1,0,0,0,0,0,0,0,0,66.7067,1,2,2
4.682,1,0,0,0,0,0,0,0,0,66.8333,1,2,2
4.684,1,0,0,0,0,0,0,0,0,66.8333,1,2,2
4.686,1,0,0,0,0,0,0,0,0,66.8333,1,2,2
4.688,1,0,0,0,0,0,0,0,0,66.8333,1,2,2
4.69,1,0,0,0,0,0,0,0,0,66.8333,1,2,2
4.692,1,0,0,0,0,0,0,0,0,66.8333,1,2,2
4.692,1,0,0,0,0,0,0,0,0,66.9597,1,2,2
4.694,1,0,0,0,0,0,0,0,0,66.9597,1,2,2
4.696,1,0,0,0,0,0,0,0,0,66.9597,1,2,2
4.698,1,0,0,0,0,0,0,0,0,66.9597,1,2,2
4.7,1,0,0,0,0,0,0,0,0,66.9597,1,2,2
4.702,1,0,0,0,0,0,0,0,0,66.9597,1,2,2
4.702,1,0,0,0,0,0,0,0,0,67.0859,1,2,2
4.704,1,0,0,0,0,0,0,0,0,67.0859,1,2,2
4.706,1,0,0,0,0,0,0,0,0,67.0859,1,2,2
4.708,1,0,0,0,0,0,0,0,0,67.0859,1,2,2
4.71,1,0,0,0,0,0,0,0,0,67.0859,1,2,2
4.712,1,0,0,0,0,0,0,0,0,67.0859,1,2,2
4.712,1,0,0,0,0,0,0,0,0,67.212,1,2,2
4.714,1,0,0,0,0,0,0,0,0,67.212,1,2,2
4.716,1,0,0,0,0,0,0,0,0,67.212,1,2,2
4.718,1,0,0,0,0,0,0,0,0,67.212,1,2,2
4.72,1,0,0,0,0,0,0,0,0,67.212,1,2,2
4.722,1,0,0,0,0,0,0,0,0,67.212,1,2,2
4.722,1,0,0,0,0,0,0,0,0,67.3379,1,2,2
4.724,1,0,0,0,0,0,0,0,0,67.3379,1,2,2
4.726,1,0,0,0,0,0,0,0,0,67.3379,1,2,2
4.728,1,0,0,0,0,0,0,0,0,67.3379,1,2,2
4.73,1,0,0,0,0,0,0,0,0,67.3379,1,2,2
4.732,1,0,0,0,0,0,0,0,0,67.3379,1,2,2
4.732,1,0,0,0,0,0,0,0,0,67.4636,1,2,2
4.734,1,0,0,0,0,0,0,0,0,67.4636,1,2,2
4.736,1,0,0,0,0,0,0,0,0,67.4636,1,2,2
4.738,1,0,0,0,0,0,0,0,0,67.4636,1,2,2
4.74,1,0,0,0,0,0,0,0,0,67.4636,1,2,2
4.742,1,0,0,0,0,0,0,0,0,67.4636,1,2,2
4.742,1,0,0,0,0,0,0,0,0,67.5891,1,2,2
4.744,1,0,0,0,0,0,0,0,0,67.5891,1,2,2
4.746,1,0,0,0,0,0,0,0,0,67.5891,1,2,2
4.748,1,0,0,0,0,0,0,0,0,67.5891,1,2,2
4.75,1,0,0,0,0,0,0,0,0,67.5891,1,2,2
4.752,1,0,0,0,0,0,0,0,0,67.5891,1,2,2
4.752,1,0,0,0,0,0,0,0,0,67.7145,1,2,2
4.754,1,0,0,0,0,0,0,0,0,67.7145,1,2,2
4.756,1,0,0,0,0,0,0,0,0,67.7145,1,2,2
4.758,1,0,0,0,0,0,0,0,0,67.7145,1,2,2
4.76,1,0,0,0,0,0,0,0,0,67.7145,1,2,2
4.762,1,0,0,0,0,0,0,0,0,67.7145,1,2,2
4.762,1,0,0,0,0,0,0,0,0,67.8397,1,2,2
4.764,1,0,0,0,0,0,0,0,0,67.8397,1,2,2
4.766,1,0,0,0,0,0,0,0,0,67.8397,1,2,2
4.768,1,0,0,0,0,0,0,0,0,67.8397,1,2,2
4.77,1,0,0,0,0,0,0,0,0,67.8397,1,2,2
4.772,1,0,0,0,0,0,0,0,0,67.8397,1,2,2
4.772,1,0,0,0,0,0,0,0,0,67.9647,1,2,2
4.774,1,0,0,0,0,0,0,0,0,67.9647,1,2,2
4.776,1,0,0,0,0,0,0,0,0,67.9647,1,2,2
4.778,1,0,0,0,0,0,0,0,0,67.9647,1,2,2
4.78,1,0,0,0,0,0,0,0,0,67.9647,1,2,2
4.782,1,0,0,0,0,0,0,0,0,67.9647,1,2,2
4.782,1,0,0,0,0,0,0,0,0,68.0895,1,2,2
4.784,1,0,0,0,0,0,0,0,0,68.0895,1,2,2
4.786,1,0,0,0,0,0,0,0,0,68.0895,1,2,2
4.788,1,0,0,0,0,0,0,0,0,68.0895,1,2,2
4.79,1,0,0,0,0,0,0,0,0,68.0895,1,2,2
4.792,1,0,0,0,0,0,0,0,0,68.0895,1,2,2
4.792,1,0,0,0,0,0,0,0,0,68.2142,1,2,2
4.794,1,0,0,0,0,0,0,0,0,68.2142,1,2,2
4.796,1,0,0,0,0,0,0,0,0,68.2142,1,2,2
4.798,1,0,0,0,0,0,0,0,0,68.2142,1,2,2
4.8,1,0,0,0,0,0,0,0,0,68.2142,1,2,2
4.802,1,0,0,0,0,0,0,0,0,68.2142,1,2,2
4.802,1,0,0,0,0,0,0,0,0,68.3387,1,2,2
4.804,1,0,0,0,0,0,0,0,0,68.3387,1,2,2
4.806,1,0,0,0,0,0,0,0,0,68.3387,1,2,2
4.808,1,0,0,0,0,0,0,0,0,68.3387,1,2,2
4.81,1,0,0,0,0,0,0,0,0,68.3387,1,2,2
4.812,1,0,0,0,0,0,0,0,0,68.3387,1,2,2
4.812,1,0,0,0,0,0,0,0,0,68.463,1,2,2
4.814,1,0,0,0,0,0,0,0,0,68.463,1,2,2
4.816,1,0,0,0,0,0,0,0,0,68.463,1,2,2
4.818,1,0,0,0,0,0,0,0,0,68.463,1,2,2
4.82,1,0,0,0,0,0,0,0,0,68.463,1,2,2
4.822,1,0,0,0,0,0,0,0,0,68.463,1,2,2
4.822,1,0,0,0,0,0,0,0,0,68.5871,1,2,2
4.824,1,0,0,0,0,0,0,0,0,68.5871,1,2,2
4.826,1,0,0,0,0,0,0,0,0,68.5871,1,2,2
4.828,1,0,0,0,0,0,0,0,0,68.5871,1,2,2
4.83,1,0,0,0,0,0,0,0,0,68.5871,1,2,2
4.832,1,0,0,0,0,0,0,0,0,68.5871,1,2,2
4.832,1,0,0,0,0,0,0,0,0,68.7111,1,2,2
4.834,1,0,0,0,0,0,0,0,0,68.7111,1,2,2
4.836,1,0,0,0,0,0,0,0,0,68.7111,1,2,2
4.838,1,0,0,0,0,0,0,0,0,68.7111,1,2,2
4.84,1,0,0,0,0,0,0,0,0,68.7111,1,2,2
4.842,1,0,0,0,0,0,0,0,0,68.7111,1,2,2
4.842,1,0,0,0,0,0,0,0,0,68.8349,1,2,2
4.844,1,0,0,0,0,0,0,0,0,68.8349,1,2,2
4.846,1,0,0,0,0,0,0,0,0,68.8349,1,2,2
4.848,1,0,0,0,0,0,0,0,0,68.8349,1,2,2
4.85,1,0,0,0,0,0,0,0,0,68.8349,1,2,2
4.852,1,0,0,0,0,0,0,0,0,68.8349,1,2,2
4.852,1,0,0,0,0,0,0,0,0,68.9585,1,2,2
4.854,1,0,0,0,0,0,0,0,0,68.9585,1,2,2
4.856,1,0,0,0,0,0,0,0,0,68.9585,1,2,2
4.858,1,0,0,0,0,0,0,0,0,68.9585,1,2,2
4.86,1,0,0,0,0,0,0,0,0,68.9585,1,2,2
4.862,1,0,0,0,0,0,0,0,0,68.9585,1,2,2
4.862,1,0,0,0,0,0,0,0,0,69.0823,1,2,2
4.864,1,0,0,0,0,0,0,0,0,69.0823,1,2,2
4.866,1,0,0,0,0,0,0,0,0,69.0823,1,2,2
4.868,1,0,0,0,0,0,0,0,0,69.0823,1,2,2
4.87,1,0,0,0,0,0,0,0,0,69.0823,1,2,2
4.872,1,0,0,0,0,0,0,0,0,69.0823,1,2,2
4.872,1,0,0,0,0,0,0,0,0,69.2059,1,2,2
4.874,1,0,0,0,0,0,0,0,0,69.2059,1,2,2
4.876,1,0,0,0,0,0,0,0,0,69.2059,1,2,2
4.878,1,0,0,0,0,0,0,0,0,69.2059,1,2,2
4.88,1,0,0,0,0,0,0,0,0,69.2059,1,2,2
4.882,1,0,0,0,0,0,0,0,0,69.2059,1,2,2
4.882,1,0,0,0,0,0,0,0,0,69.329,1,2,2
4.884,1,0,0,0,0,0,0,0,0,69.329,1,2,2
4.886,1,0,0,0,0,0,0,0,0,69.329,1,2,2
4.888,1,0,0,0,0,0,0,0,0,69.329,1,2,2
4.89,1,0,0,0,0,0,0,0,0,69.329,1,2,2
4.892,1,0,0,0,0,0,0,0,0,69.329,1,2,2
4.892,1,0,0,0,0,0,0,0,0,69.4517,1,2,2
4.894,1,0,0,0,0,0,0,0,0,69.4517,1,2,2
4.896,1,0,0,0,0,0,0,0,0,69.4517,1,2,2
4.898,1,0,0,0,0,0,0,0,0,69.4517,1,2,2
4.9,1,0,0,0,0,0,0,0,0,69.4517,1,2,2
4.902,1,0,0,0,0,0,0,0,0,69.4517,1,2,2
4.902,1,0,0,0,0,0,0,0,0,69.5742,1,2,2
4.904,1,0,0,0,0,0,0,0,0,69.5742,1,2,2
4.906,1,0,0,0,0,0,0,0,0,69.5742,1,2,2
4.908,1,0,0,0,0,0,0,0,0,69.5742,1,2,2
4.91,1,0,0,0,0,0,0,0,0,69.5742,1,2,2
4.912,1,0,0,0,0,0,0,0,0,69.5742,1,2,2
4.912,1,0,0,0,0,0,0,0,0,69.6968,1,2,2
4.914,1,0,0,0,0,0,0,0,0,69.6968,1,2,2
4.916,1,0,0,0,0,0,0,0,0,69.6968,1,2,2
4.918,1,0,0,0,0,0,0,0,0,69.6968,1,2,2
4.92,1,0,0,0,0,0,0,0,0,69.6968,1,2,2
4.922,1,0,0,0,0,0,0,0,0,69.6968,1,2,2
4.922,1,0,0,0,0,0,0,0,0,69.8193,1,2,2
4.924,1,0,0,0,0,0,0,0,0,69.8193,1,2,2
4.926,1,0,0,0,0,0,0,0,0,69.8193,1,2,2
4.928,1,0,0,0,0,0,0,0,0,69.8193,1,2,2
4.93,1,0,0,0,0,0,0,0,0,69.8193,1,2,2
4.932,1,0,0,0,0,0,0,0,0,69.8193,1,2,2
4.932,1,0,0,0,0,0,0,0,0,69.9416,1,2,2
4.934,1,0,0,0,0,0,0,0,0,69.9416,1,2,2
4.936,1,0,0,0,0,0,0,0,0,69.9416,1,2,2
4.938,1,0,0,0,0,0,0,0,0,69.9416,1,2,2
4.94,1,0,0,0,0,0,0,0,0,69.9416,1,2,2
4.942,1,0,0,0,0,0,0,0,0,69.9416,1,2,2
4.942,1,0,0,0,0,0,0,0,0,70.0638,1,2,2
4.944,1,0,0,0,0,0,0,0,0,70.0638,1,2,2
4.946,1,0,0,0,0,0,0,0,0,70.0638,1,2,2
4.948,1,0,0,0,0,0,0,0,0,70.0638,1,2,2
4.95,1,0,0,0,0,0,0,0,0,70.0638,1,2,2
4.952,1,0,0,0,0,0,0,0,0,70.0638,1,2,2
4.952,1,0,0,0,0,0,0,0,0,70.1858,1,2,2
4.954,1,0,0,0,0,0,0,0,0,70.1858,1,2,2
4.956,1,0,0,0,0,0,0,0,0,70.1858,1,2,2
4.958,1,0,0,0,0,0,0,0,0,70.1858,1,2,2
4.96,1,0,0,0,0,0,0,0,0,70.1858,1,2,2
4.962,1,0,0,0,0,0,0,0,0,70.1858,1,2,2
4.962,1,0,0,0,0,0,0,0,0,70.3076,1,2,2
4.964,1,0,0,0,0,0,0,0,0,70.3076,1,2,2
4.966,1,0,0,0,0,0,0,0,0,70.3076,1,2,2
4.968,1,0,0,0,0,0,0,0,0,70.3076,1,2,2
4.97,1,0,0,0,0,0,0,0,0,70.3076,1,2,2
4.972,1,0,0,0,0,0,0,0,0,70.3076,1,2,2
4.972,1,0,0,0,0,0,0,0,0,70.4292,1,2,2
4.974,1,0,0,0,0,0,0,0,0,70.4292,1,2,2
4.976,1,0,0,0,0,0,0,0,0,70.4292,1,2,2
4.978,1,0,0,0,0,0,0,0,0,70.4292,1,2,2
4.98,1,0,0,0,0,0,0,0,0,70.4292,1,2,2
4.982,1,0,0,0,0,0,0,0,0,70.4292,1,2,2
4.982,1,0,0,0,0,0,0,0,0,70.5506,1,2,2
4.984,1,0,0,0,0,0,0,0,0,70.5506,1,2,2
4.986,1,0,0,0,0,0,0,0,0,70.5506,1,2,2
4.988,1,0,0,0,0,0,0,0,0,70.5506,1,2,2
4.99,1,0,0,0,0,0,0,0,0,70.5506,1,2,2
4.992,1,0,0,0,0,0,0,0,0,70.5506,1,2,2
4.992,1,0,0,0,0,0,0,0,0,70.6719,1,2,2
4.994,1,0,0,0,0,0,0,0,0,70.6719,1,2,2
4.996,1,0,0,0,0,0,0,0,0,70.6719,1,2,2
4.998,1,0,0,0,0,0,0,0,0,70.6719,1,2,2
5,1,0,0,0,0,0,0,0,0,70.6719,1,2,2
5.002,1,0,0,0,0,0,0,0,0,70.6719,1,2,2
5.002,1,0,0,0,0,0,0,0,0,70.793,1,2,2
5.004,1,0,0,0,0,0,0,0,0,70.793,1,2,2
5.006,1,0,0,0,0,0,0,0,0,70.793,1,2,2
5.008,1,0,0,0,0,0,0,0,0,70.793,1,2,2
5.01,1,0,0,0,0,0,0,0,0,70.793,1,2,2
5.012,1,0,0,0,0,0,0,0,0,70.793,1,2,2
5.012,1,0,0,0,0,0,0,0,0,70.9139,1,2,2
5.014,1,0,0,0,0,0,0,0,0,70.9139,1,2,2
5.016,1,0,0,0,0,0,0,0,0,70.9139,1,2,2
5.018,1,0,0,0,0,0,0,0,0,70.9139,1,2,2
5.02,1,0,0,0,0,0,0,0,0,70.9139,1,2,2
5.022,1,0,0,0,0,0,0,0,0,70.9139,1,2,2
5.022,1,0,0,0,0,0,0,0,0,71.0347,1,2,2
5.024,1,0,0,0,0,0,0,0,0,71.0347,1,2,2
5.026,1,0,0,0,0,0,0,0,0,71.0347,1,2,2
5.028,1,0,0,0,0,0,0,0,0,71.0347,1,2,2
5.03,1,0,0,0,0,0,0,0,0,71.0347,1,2,2
5.032,1,0,0,0,0,0,0,0,0,71.0347,1,2,2
5.032,1,0,0,0,0,0,0,0,0,71.1553,1,2,2
5.034,1,0,0,0,0,0,0,0,0,71.1553,1,2,2
5.036,1,0,0,0,0,0,0,0,0,71.1553,1,2,2
5.038,1,0,0,0,0,0,0,0,0,71.1553,1,2,2
5.04,1,0,0,0,0,0,0,0,0,71.1553,1,2,2
5.042,1,0,0,0,0,0,0,0,0,71.1553,1,2,2
5.042,1,0,0,0,0,0,0,0,0,71.2758,1,2,2
5.044,1,0,0,0,0,0,0,0,0,71.2758,1,2,2
5.046,1,0,0,0,0,0,0,0,0,71.2758,1,2,2
5.048,1,0,0,0,0,0,0,0,0,71.2758,1,2,2
5.05,1,0,0,0,0,0,0,0,0,71.2758,1,2,2
5.052,1,0,0,0,0,0,0,0,0,71.2758,1,2,2
5.052,1,0,0,0,0,0,0,0,0,71.3961,1,2,2
5.054,1,0,0,0,0,0,0,0,0,71.3961,1,2,2
5.056,1,0,0,0,0,0,0,0,0,71.3961,1,2,2
5.058,1,0,0,0,0,0,0,0,0,71.3961,1,2,2
5.06,1,0,0,0,0,0,0,0,0,71.3961,1,2,2
5.062,1,0,0,0,0,0,0,0,0,71.3961,1,2,2
5.062,1,0,0,0,0,0,0,0,0,71.5162,1,2,2
5.064,1,0,0,0,0,0,0,0,0,71.5162,1,2,2
5.066,1,0,0,0,0,0,0,0,0,71.5162,1,2,2
5.068,1,0,0,0,0,0,0,0,0,71.5162,1,2,2
5.07,1,0,0,0,0,0,0,0,0,71.5162,1,2,2
5.072,1,0,0,0,0,0,0,0,0,71.5162,1,2,2
5.072,1,0,0,0,0,0,0,0,0,71.6361,1,2,2
5.074,1,0,0,0,0,0,0,0,0,71.6361,1,2,2
5.076,1,0,0,0,0,0,0,0,0,71.6361,1,2,2
5.078,1,0,0,0,0,0,0,0,0,71.6361,1,2,2
5.08,1,0,0,0,0,0,0,0,0,71.6361,1,2,2
5.082,1,0,0,0,0,0,0,0,0,71.6361,1,2,2
5.082,1,0,0,0,0,0,0,0,0,71.7559,1,2,2
5.084,1,0,0,0,0,0,0,0,0,71.7559,1,2,2
5.086,1,0,0,0,0,0,0,0,0,71.7559,1,2,2
5.088,1,0,0,0,0,0,0,0,0,71.7559,1,2,2
5.09,1,0,0,0,0,0,0,0,0,71.7559,1,2,2
5.092,1,0,0,0,0,0,0,0,0,71.7559,1,2,2
5.092,1,0,0,0,0,0,0,0,0,71.8755,1,2,2
5.094,1,0,0,0,0,0,0,0,0,71.8755,1,2,2
5.096,1,0,0,0,0,0,0,0,0,71.8755,1,2,2
5.098,1,0,0,0,0,0,0,0,0,71.8755,1,2,2
5.1,1,0,0,0,0,0,0,0,0,71.8755,1,2,2
5.102,1,0,0,0,0,0,0,0,0,71.8755,1,2,2
5.102,1,0,0,0,0,0,0,0,0,71.995,1,2,2
5.104,1,0,0,0,0,0,0,0,0,71.995,1,2,2
5.106,1,0,0,0,0,0,0,0,0,71.995,1,2,2
5.108,1,0,0,0,0,0,0,0,0,71.995,1,2,2
5.11,1,0,0,0,0,0,0,0,0,71.995,1,2,2
5.112,1,0,0,0,0,0,0,0,0,71.995,1,2,2
5.112,1,0,0,0,0,0,0,0,0,72.1142,1,2,2
5.114,1,0,0,0,0,0,0,0,0,72.1142,1,2,2
5.116,1,0,0,0,0,0,0,0,0,72.1142,1,2,2
5.118,1,0,0,0,0,0,0,0,0,72.1142,1,2,2
5.12,1,0,0,0,0,0,0,0,0,72.1142,1,2,2
5.122,1,0,0,0,0,0,0,0,0,72.1142,1,2,2
5.122,1,0,0,0,0,0,0,0,0,72.2334,1,2,2
5.124,1,0,0,0,0,0,0,0,0,72.2334,1,2,2
5.126,1,0,0,0,0,0,0,0,0,72.2334,1,2,2
5.128,1,0,0,0,0,0,0,0,0,72.2334,1,2,2
5.13,1,0,0,0,0,0,0,0,0,72.2334,1,2,2
5.132,1,0,0,0,0,0,0,0,0,72.2334,1,2,2
5.132,1,0,0,0,0,0,0,0,0,72.3523,1,2,2
5.134,1,0,0,0,0,0,0,0,0,72.3523,1,2,2
5.136,1,0,0,0,0,0,0,0,0,72.3523,1,2,2
5.138,1,0,0,0,0,0,0,0,0,72.3523,1,2,2
5.14,1,0,0,0,0,0,0,0,0,72.3523,1,2,2
5.142,1,0,0,0,0,0,0,0,0,72.3523,1,2,2
5.142,1,0,0,0,0,0,0,0,0,72.4711,1,2,2
5.144,1,0,0,0,0,0,0,0,0,72.4711,1,2,2
5.146,1,0,0,0,0,0,0,0,0,72.4711,1,2,2
5.148,1,0,0,0,0,0,0,0,0,72.4711,1,2,2
5.15,1,0,0,0,0,0,0,0,0,72.4711,1,2,2
5.152,1,0,0,0,0,0,0,0,0,72.4711,1,2,2
5.152,1,0,0,0,0,0,0,0,0,72.5897,1,2,2
5.154,1,0,0,0,0,0,0,0,0,72.5897,1,2,2
5.156,1,0,0,0,0,0,0,0,0,72.5897,1,2,2
5.158,1,0,0,0,0,0,0,0,0,72.5897,1,2,2
5.16,1,0,0,0,0,0,0,0,0,72.5897,1,2,2
5.162,1,0,0,0,0,0,0,0,0,72.5897,1,2,2
5.162,1,0,0,0,0,0,0,0,0,72.7081,1,2,2
5.164,1,0,0,0,0,0,0,0,0,72.7081,1,2,2
5.166,1,0,0,0,0,0,0,0,0,72.7081,1,2,2
5.168,1,0,0,0,0,0,0,0,0,72.7081,1,2,2
5.17,1,0,0,0,0,0,0,0,0,72.7081,1,2,2
5.172,1,0,0,0,0,0,0,0,0,72.7081,1,2,2
5.172,1,0,0,0,0,0,0,0,0,72.8264,1,2,2
5.174,1,0,0,0,0,0,0,0,0,72.8264,1,2,2
5.176,1,0,0,0,0,0,0,0,0,72.8264,1,2,2
5.178,1,0,0,0,0,0,0,0,0,72.8264,1,2,2
5.18,1,0,0,0,0,0,0,0,0,72.8264,1,2,2
5.182,1,0,0,0,0,0,0,0,0,72.8264,1,2,2
5.182,1,0,0,0,0,0,0,0,0,72.9444,1,2,2
5.184,1,0,0,0,0,0,0,0,0,72.9444,1,2,2
5.186,1,0,0,0,0,0,0,0,0,72.9444,1,2,2
5.188,1,0,0,0,0,0,0,0,0,72.9444,1,2,2
5.19,1,0,0,0,0,0,0,0,0,72.9444,1,2,2
5.192,1,0,0,0,0,0,0,0,0,72.9444,1,2,2
5.192,1,0,0,0,0,0,0,0,0,73.0615,1,2,2
5.194,1,0,0,0,0,0,0,0,0,73.0615,1,2,2
5.196,1,0,0,0,0,0,0,0,0,73.0615,1,2,2
