"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0,0,0,0,0,0
0.12,0,0,0,0,0
0.24,0,0,0,0,0
0.36,0,0,0,0,0
0.48,0,0,0,0,0
0.6,0,0,0,0,0
0.72,0,0,0,0,0
0.84,0,0,0,0,0
0.96,0,0,0,0,0
1.08,0.0593817961,0.006695438865,0.003495460444,0.001632972271,0.0001493114786
1.2,0.1415143497,0.0160712008,0.008102117641,0.009887363777,0.0009299320193
1.32,0.2155102949,0.02497206882,0.01220740183,0.02448553613,0.002378092549
1.44,0.2816167982,0.03372794516,0.01606783007,0.04471812472,0.004502623853
1.56,0.3401134487,0.04262903276,0.01990159236,0.06987144277,0.007322541036
1.68,0.3913096876,0.05192613067,0.02389212788,0.09923390732,0.01086664585
1.8,0.4355419761,0.06183108197,0.02819168481,0.1321025046,0.0151727011
1.92,0.4731701754,0.07251827273,0.03292523581,0.1677885643,0.02028598399
2.04,0.5045748994,0.08412490152,0.03819280748,0.2056231229,0.02625793919
2.16,0.5301535766,0.09675291208,0.04407289687,0.2449619087,0.03314420917
2.28,0.5503174629,0.1104694922,0.05062444637,0.2851905571,0.04100274713
2.4,0.5654873939,0.1253101219,0.05789006625,0.3257278438,0.0498914992
2.52,0.5760908359,0.1412792846,0.06589742995,0.366030086,0.05986635507
2.64,0.582557968,0.1583533856,0.07466172388,0.4055936873,0.07097883839
2.76,0.5853185975,0.1764820744,0.08418676838,0.4439585541,0.08327395592
2.88,0.584798507,0.1955918345,0.09446724935,0.4807089268,0.0967881983
3,0.58141678,0.2155866993,0.1054889179,0.5154768432,0.1115474988
3.12,0.5755822534,0.2363528108,0.1172309196,0.5479411748,0.1275656135
3.24,0.5676911278,0.2577599612,0.129666019,0.5778292073,0.1448425907
3.36,0.5581244717,0.2796636849,0.142761045,0.6049175764,0.1633634104
3.48,0.5472454952,0.3019098091,0.1564786656,0.6290297647,0.1830971674
3.6,0.5353978093,0.3243360937,0.170777242,0.6500363515,0.2039963395
3.72,0.5229037408,0.3467740462,0.1856107804,0.6678549366,0.2259963162
3.84,0.5100625392,0.3690528667,0.2009301566,0.6824469216,0.249015431
3.96,0.4971491067,0.3910020175,0.2166833346,0.693815477,0.2729552292
4.08,0.4844132161,0.4124530649,0.2328153478,0.7020038309,0.297700993
4.2,0.4720787031,0.4332423656,0.2492686892,0.7070922555,0.3231226384
4.32,0.4603430657,0.4532132941,0.2659835522,0.7091950566,0.3490759078
4.44,0.4493773611,0.4722180441,0.2828979927,0.7084577192,0.3754036945
4.56,0.4393262834,0.4901198929,0.299948245,0.7050529428,0.4019379654
4.68,0.4303085565,0.5067945149,0.3170689039,0.6991776697,0.428501422
4.8,0.4224174434,0.5221313204,0.3341931677,0.6910498477,0.4549093452
4.92,0.4157215656,0.5360349258,0.3512531528,0.6809043651,0.4809720111
5.04,0.4102659407,0.5484262588,0.3681802242,0.6689891687,0.5064971356
5.16,0.4060731856,0.5592432698,0.3849053369,0.6555617053,0.5312922412
5.28,0.4031448738,0.568441406,0.4013594084,0.6408854412,0.5551670487
5.4,0.4014630343,0.5759938995,0.4174737292,0.6252263968,0.5779359085
5.52,0.4009917728,0.58189185,0.4331804053,0.6088497594,0.5994202213
5.64,0.4016789953,0.586144079,0.448412827,0.5920166535,0.6194507914
5.76,0.4034582116,0.5887767549,0.4631061592,0.5749811124,0.6378700682
5.88,0.4062503943,0.589832803,0.4771978467,0.5579872716,0.6545342473
6,0.4099658721,0.5893711206,0.4906281314,0.5412667976,0.6693152043
6.12,0.4145062361,0.5874656101,0.5033405716,0.5250365707,0.6821022332
