"Time","Capacitor1_v","IdealDiode3_off"
0,282.8427125,1
1.00E-11,282.8427123,1
1.10E-10,282.8427106,1
9.90E-10,282.842696,1
3.39E-09,282.8426558,1
7.56E-09,282.8425862,1
1.37E-08,282.8424835,1
2.20E-08,282.8423447,1
3.27E-08,282.842167,1
4.58E-08,282.8419471,1
6.18E-08,282.8416805,1
8.09E-08,282.8413619,1
1.04E-07,282.8409838,1
1.30E-07,282.8405364,1
1.62E-07,282.8400057,1
2.00E-07,282.839372,1
2.46E-07,282.8386059,1
3.03E-07,282.8376615,1
3.74E-07,282.8364623,1
4.70E-07,282.8348683,1
6.06E-07,282.8325888,1
8.28E-07,282.8288846,1
1.30E-06,282.8210394,1
3.65E-06,282.7818134,1
1.35E-05,282.6170582,1
1.71E-05,282.5570425,1
2.07E-05,282.4970267,1
2.43E-05,282.437011,1
2.79E-05,282.3769953,1
2.86E-05,282.3645207,1
2.94E-05,282.3521537,1
2.96E-05,282.3480314,1
2.97E-05,282.3471463,1
2.97E-05,282.3471461,1
2.97E-05,282.3471444,1
2.97E-05,282.3471277,1
2.97E-05,282.3470443,1
2.97E-05,282.3466269,1
2.98E-05,282.34454,1
3.05E-05,282.3341057,1
3.36E-05,282.2819342,1
4.92E-05,282.0210779,1
0.00012734,280.7168264,1
0.000130118,280.670454,1
0.000132895,280.6240816,1
0.000135673,280.5777092,1
0.000135902,280.5738882,1
0.000135902,280.573888,1
0.000135902,280.5738878,1
0.000135902,280.5738877,1
0.000135902,280.5738875,1
0.000135902,280.5738873,1
0.000135902,280.5738872,1
0.000135902,280.5738855,1
0.000135903,280.5738743,1
0.000135903,280.5738741,1
0.000135903,280.573874,0
0.000135903,280.5738725,0
0.000135904,280.5738579,0
0.000135913,280.5737118,0
0.000135956,280.5729815,0
0.000136175,280.5693296,0
0.000137269,280.5510706,0
0.000142738,280.4597758,0
0.000153103,280.2867389,0
0.000163787,280.1084057,0
0.000175059,279.9202826,0
0.000187137,279.7187318,0
0.000200305,279.4990766,0
0.000214843,279.2566364,0
0.000231121,278.9853281,0
0.000249541,278.6785074,0
0.00027064,278.3273741,0
0.00029506,277.9214241,0
0.000323695,277.4461476,0
0.000357741,276.8822054,0
0.000399032,276.2001503,0
0.000450538,275.3526034,0
0.000518137,274.2461728,0
0.000617848,272.62726,0
0.000717848,271.0192927,0
0.000817848,269.4256254,0
0.000917848,267.8433046,0
0.00100865,266.4126862,0
0.00108935,265.142518,0
0.0011623,263.9921201,0
0.001228407,262.9450432,0
0.001287921,261.9963979,0
0.001340781,261.1472875,0
0.001386788,260.4019561,0
0.001425642,259.7670768,0
0.001448989,259.3828929,0
0.001466173,259.0987157,0
0.001477309,258.9138884,0
0.001482627,258.825435,0
0.001487945,258.7368543,0
0.001491319,258.680576,0
0.001491319,258.6805759,0
0.001491319,258.6805757,0
0.001491319,258.6805755,0
0.001491319,258.6805754,0
0.001491319,258.6805752,0
0.001491319,258.680575,0
0.001491319,258.6805734,0
0.00149132,258.6805567,0
0.001491325,258.6804733,0
0.001491329,258.6804228,0
0.001491329,258.6804226,0
0.001491329,258.6804224,1
0.001491329,258.680421,1
0.00149133,258.6804064,1
0.001491338,258.6802604,1
0.001491382,258.6795304,1
0.001491563,258.6765041,1
0.001491806,258.6724607,1
0.001492252,258.6650208,1
0.001493029,258.6520508,1
0.001494843,258.6217876,1
0.001503911,258.4704722,1
0.001540136,257.8660289,1
0.001614808,256.6200782,1
0.001714808,254.9515414,1
0.001814808,253.2830364,1
0.001831474,253.0049551,1
0.001848141,252.7268746,1
0.001864808,252.4487949,1
0.001881474,252.170716,1
0.001885906,252.0967822,1
0.001885906,252.096782,1
0.001885906,252.0967805,1
0.001885907,252.0967659,1
0.001885915,252.0966199,1
0.001885959,252.09589,1
0.001886178,252.0922402,1
0.001887272,252.0739913,1
0.00189274,251.982749,1
0.001899176,251.8753917,1
0.001905824,251.7644911,1
0.0019128,251.6481624,1
0.001920247,251.524024,1
0.001928292,251.389973,1
0.001937096,251.2433896,1
0.001946811,251.0817716,1
0.001957626,250.9020547,1
0.001969736,250.7011412,1
0.001983375,250.4753018,1
0.001998796,250.2206273,1
0.002016303,249.9324904,1
0.002036232,249.605948,1
0.002058991,249.2352585,1
0.002085038,248.8142777,1
0.002114933,248.3360628,1
0.002149325,247.7933508,1
0.00218901,247.1783717,1
0.002234947,246.4836404,1
0.002288339,245.7023584,1
0.002350699,244.8302043,1
0.002424019,243.8675665,1
0.002510992,242.8247364,1
0.002610992,241.7742299,1
0.002710992,240.8987019,1
0.002810992,240.2130353,1
0.002910992,239.7295184,1
0.003010992,239.4577719,1
0.003110992,239.4046934,1
0.003210992,239.5744177,1
0.003310992,239.9682946,1
0.003398665,240.4970478,1
0.003498665,241.3055627,1
0.003598665,242.3266049,1
0.003698665,243.5508289,1
0.003798665,244.9662375,1
0.003898665,246.5582567,1
0.003998665,248.3098279,1
0.004098665,250.2015141,1
0.004198665,252.2116209,1
0.004298665,254.3163317,1
0.004398665,256.4898553,1
0.004498665,258.7045861,1
0.004598665,260.9312753,1
0.004698665,263.1392127,1
0.004798665,265.2964173,1
0.004898665,267.3698362,1
0.004998665,269.3255506,1
0.005098665,271.1289877,1
0.005198665,272.7451368,1
0.005215332,272.9942906,1
0.005231998,273.2370997,1
0.005232588,273.245581,1
0.005232588,273.2455811,1
0.005232588,273.2455813,1
0.005232588,273.2455814,1
0.005232588,273.2455816,1
0.005232588,273.2455817,1
0.005232588,273.2455819,1
0.005232589,273.2455833,1
0.00523259,273.2455976,1
0.00523259,273.2455987,1
0.00523259,273.2455989,1
0.00523259,273.2456003,1
0.005232591,273.2456147,1
0.005232596,273.2456865,1
0.005232621,273.2460455,1
0.005232746,273.2478405,1
0.005233371,273.2568098,1
0.005236496,273.3015188,1
0.005240729,273.3617103,1
0.005245084,273.423212,1
0.005249646,273.4871421,1
0.005254499,273.5546078,1
0.005259732,273.6267242,1
0.005265438,273.70463,1
0.005271721,273.7894999,1
0.005278691,273.8825514,1
0.005286473,273.9850481,1
0.005295203,274.0982944,1
0.005305036,274.2236228,1
0.005316146,274.3623683,1
0.005328727,274.5158262,1
0.005343004,274.685188,1
0.005359227,274.8714464,1
0.005377683,275.0752566,1
0.0053987,275.2967408,1
0.005422649,275.5352111,1
0.005449957,275.7887824,1
0.005481108,276.0538332,1
0.005516658,276.3242569,1
0.005557241,276.5904237,1
0.005603584,276.8377447,1
0.005656519,277.0446846,1
0.005716996,277.180014,1
0.005786108,277.1990137,1
0.005848122,277.0896598,1
0.005888079,276.9544556,1
0.005908113,276.8672574,1
0.005918113,276.818838,1
0.005928113,276.7671409,1
0.005938113,276.712154,1
0.005948113,276.6538657,1
0.005949615,276.6448305,1
0.005949615,276.6448305,1
0.005949615,276.6448304,1
0.005949615,276.6448303,1
0.005949615,276.6448303,1
0.005949615,276.6448302,1
0.005949615,276.6448302,1
0.005949615,276.6448296,1
0.005949616,276.6448235,1
0.005949616,276.6448204,1
0.005949616,276.6448203,1
0.005949616,276.6448202,1
0.005949616,276.6448197,1
0.005949617,276.6448146,1
0.005949626,276.6447632,1
0.005949668,276.6445063,1
0.005949714,276.644227,1
0.005949763,276.643931,1
0.005949816,276.6436126,1
0.005949873,276.6432653,1
0.005949937,276.6428797,1
0.00595001,276.642442,1
0.005950094,276.6419315,1
0.005950196,276.6413147,1
0.005950325,276.640533,1
0.005950501,276.6394724,1
0.005950766,276.6378709,1
0.005951251,276.6349361,1
0.005952696,276.6261945,1
0.005958176,276.593017,1
0.005970842,276.5161486,1
0.005990854,276.3942144,1
0.006016268,276.2386752,1
0.006044782,276.0634974,1
0.006074787,275.8787143,1
0.006105135,275.6917061,1
0.006135299,275.5060541,1
0.006164853,275.324685,1
0.006193697,275.1484582,1
0.006221664,274.9785838,1
0.006248776,274.8150499,1
0.006274954,274.6584181,1
0.006300246,274.5084253,1
0.006324607,274.3653453,1
