    "time","fuel_rate"
         0,         0
      0.01,         0
      0.02,0.31335729
      0.03,0.53610116
      0.04,0.69268847
      0.05, 0.8011229
      0.06,0.87468505
      0.07,0.92314523
      0.08,0.95364356
      0.09,0.97142982
       0.1,0.98035145
      0.11,0.98321992
      0.12,0.98205411
      0.13,0.97832739
      0.14,0.97307509
      0.15,0.96702176
      0.16,0.96069193
      0.17,0.95444685
      0.18,0.94850385
      0.19,0.94302052
       0.2,0.93807811
      0.21,0.93372113
      0.22,0.92996073
      0.23,0.92679411
      0.24,0.92419285
      0.25,0.92212868
      0.26,0.92057502
      0.27,0.91949075
      0.28,0.91883397
      0.29,0.91857207
       0.3,0.91867185
      0.31, 0.9191004
      0.32,0.91982621
      0.33,0.92081928
      0.34,0.92205155
      0.35, 0.9235059
      0.36,0.92515624
      0.37,0.92697906
      0.38,0.92896211
      0.39,0.93109298
       0.4,0.93335068
      0.41,0.93571717
      0.42,0.93819451
      0.43,0.94076431
      0.44,0.94341999
      0.45,0.94614619
      0.46,0.94894791
      0.47,0.95180953
      0.48,0.95472741
      0.49,0.95768875
       0.5,0.96069205
      0.51,0.96373558
      0.52,0.96680784
      0.53,0.96991849
      0.54,0.97305524
      0.55,0.97621787
      0.56,0.97940588
      0.57,0.98261821
      0.58,0.98585403
      0.59, 0.9891122
       0.6,0.99239159
      0.61,0.99569118
      0.62,0.99900043
      0.63, 1.0023303
      0.64, 1.0056698
      0.65,   1.00902
      0.66, 1.0123816
      0.67, 1.0157548
      0.68, 1.0191401
      0.69, 1.0225472
       0.7, 1.0259639
      0.71, 1.0293806
      0.72,   1.03281
      0.73, 1.0362519
      0.74, 1.0397058
      0.75, 1.0431612
      0.76,   1.04662
      0.77, 1.0500836
      0.78, 1.0535522
      0.79, 1.0570254
       0.8, 1.0605028
      0.81, 1.0639729
      0.82,  1.067448
      0.83, 1.0709263
      0.84, 1.0744064
      0.85,  1.077876
      0.86,  1.081347
      0.87, 1.0848176
      0.88, 1.0882864
      0.89,  1.091741
       0.9, 1.0951936
      0.91, 1.0986427
      0.92, 1.1020867
      0.93, 1.1055243
      0.94, 1.1089436
      0.95, 1.1123574
      0.96, 1.1157641
      0.97, 1.1191628
      0.98, 1.1225523
      0.99, 1.1259317
         1, 1.1293005
      1.01, 1.1326467
      1.02, 1.1359839
      1.03,  1.139311
      1.04, 1.1426156
      1.05, 1.1459112
      1.06, 1.1491966
      1.07, 1.1524706
      1.08, 1.1557323
      1.09, 1.1589811
       1.1, 1.1622164
      1.11, 1.1654263
      1.12, 1.1686364
      1.13, 1.1718194
      1.14, 1.1750019
      1.15, 1.1781679
      1.16, 1.1813178
      1.17, 1.1844515
      1.18, 1.1875809
      1.19, 1.1906911
       1.2, 1.1937828
      1.21, 1.1968685
      1.22, 1.1999457
      1.23, 1.2030001
      1.24, 1.2060454
      1.25, 1.2090677
      1.26, 1.2120806
      1.27, 1.2150823
      1.28, 1.2180589
      1.29,  1.221025
       1.3, 1.2239665
      1.31, 1.2268977
      1.32, 1.2298169
      1.33, 1.2327226
      1.34, 1.2356141
      1.35, 1.2384903
      1.36, 1.2413509
      1.37, 1.2441953
      1.38, 1.2470233
      1.39, 1.2498347
       1.4, 1.2526292
      1.41, 1.2554193
      1.42,  1.258189
      1.43, 1.2609518
      1.44, 1.2636923
      1.45, 1.2664243
      1.46, 1.2691329
      1.47, 1.2718322
      1.48, 1.2745204
      1.49, 1.2771826
       1.5,  1.279834
      1.51,  1.282473
      1.52, 1.2850981
      1.53, 1.2877085
      1.54, 1.2903035
      1.55, 1.2928823
      1.56, 1.2954447
      1.57, 1.2980038
      1.58, 1.3005292
      1.59, 1.3030517
       1.6,  1.305554
      1.61, 1.3080504
      1.62, 1.3105245
      1.63, 1.3129774
      1.64, 1.3154237
      1.65,  1.317847
      1.66, 1.3202623
      1.67, 1.3226671
      1.68, 1.3250598
      1.69, 1.3274252
       1.7, 1.3297935
      1.71, 1.3321317
      1.72,  1.334471
      1.73, 1.3367926
      1.74, 1.3390968
      1.75, 1.3413836
      1.76,  1.343653
      1.77, 1.3459191
      1.78, 1.3481644
      1.79, 1.3504039
       1.8, 1.3526206
      1.81, 1.3548301
      1.82, 1.3570299
      1.83, 1.3592182
      1.84, 1.3613795
      1.85, 1.3635306
      1.86, 1.3656698
      1.87, 1.3677959
      1.88, 1.3699081
      1.89, 1.3720057
       1.9,  1.374088
      1.91, 1.3761693
      1.92, 1.3782313
      1.93, 1.3802745
      1.94, 1.3822997
      1.95, 1.3843217
      1.96, 1.3863229
      1.97, 1.3883188
      1.98, 1.3903067
      1.99, 1.3922701
         2, 1.3942256
      2.01, 1.3961712
      2.02, 1.3981055
      2.03, 1.4000273
      2.04, 1.4019357
      2.05, 1.4038303
      2.06, 1.4057105
      2.07,  1.407576
      2.08, 1.4094415
      2.09, 1.4112881
       2.1, 1.4131317
      2.11, 1.4149543
      2.12, 1.4167722
      2.13,  1.418568
      2.14, 1.4203583
      2.15, 1.4221256
      2.16, 1.4238871
      2.17, 1.4256406
      2.18, 1.4273843
      2.19, 1.4291167
       2.2, 1.4308372
      2.21, 1.4325448
      2.22, 1.4342396
      2.23, 1.4359361
      2.24, 1.4376148
      2.25, 1.4392768
      2.26, 1.4409227
      2.27, 1.4425684
      2.28, 1.4441948
      2.29, 1.4458034
       2.3, 1.4474103
      2.31, 1.4490128
      2.32, 1.4505926
      2.33, 1.4521677
      2.34, 1.4537359
      2.35, 1.4552953
      2.36, 1.4568448
      2.37, 1.4583834
      2.38, 1.4599106
      2.39, 1.4614258
       2.4, 1.4629285
      2.41, 1.4644189
      2.42, 1.4658966
      2.43, 1.4673615
      2.44, 1.4688292
      2.45, 1.4702799
      2.46, 1.4717307
      2.47, 1.4731624
      2.48, 1.4745924
      2.49, 1.4760021
       2.5, 1.4774092
      2.51, 1.4788113
      2.52, 1.4802065
      2.53, 1.4815775
      2.54, 1.4829432
      2.55,  1.484302
      2.56, 1.4856524
      2.57, 1.4869936
      2.58, 1.4883407
      2.59, 1.4896734
       2.6, 1.4909918
      2.61, 1.4922972
      2.62, 1.4936056
      2.63, 1.4948972
      2.64, 1.4961736
      2.65, 1.4974515
      2.66, 1.4987117
      2.67, 1.4999719
      2.68, 1.5012292
      2.69, 1.5024816
       2.7, 1.5037111
      2.71, 1.5049371
      2.72, 1.5061574
      2.73, 1.5073709
      2.74, 1.5085603
      2.75, 1.5097451
      2.76, 1.5109239
      2.77, 1.5120955
      2.78, 1.5132753
      2.79,  1.514442
       2.8, 1.5155963
      2.81, 1.5167388
      2.82, 1.5178697
      2.83,  1.519006
      2.84, 1.5201272
      2.85,  1.521251
      2.86, 1.5223575
      2.87, 1.5234652
      2.88, 1.5245547
      2.89, 1.5256447
       2.9, 1.5267158
      2.91, 1.5277871
      2.92, 1.5288559
      2.93, 1.5299205
      2.94, 1.5309627
      2.95, 1.5320027
      2.96, 1.5330384
      2.97, 1.5340685
      2.98,  1.535092
      2.99, 1.5361083
         3, 1.5371169
      3.01, 1.5381341
      3.02, 1.5391384
      3.03, 1.5401311
      3.04, 1.5411125
      3.05, 1.5421003
      3.06, 1.5430737
      3.07,  1.544034
      3.08, 1.5449994
      3.09, 1.5459491
       3.1, 1.5469021
      3.11, 1.5478382
      3.12, 1.5487766
      3.13, 1.5497144
      3.14, 1.5506327
      3.15, 1.5515513
      3.16, 1.5524682
      3.17, 1.5533643
      3.18,   1.55426
