"time","y_0","y_1","y_2","counter"
0.01,0,0,0,0
0.02,0.009999333,1.0099498,2.0096374,1
0.03,0.019994667,1.0099498,2.0096374,2
0.04,0.029982002,1.0295455,2.0096374,3
0.05,0.03995735,1.0295455,2.0096374,4
0.06,0.049916707,1.0487294,2.0409272,5
0.07,0.059856102,1.0487294,2.0409272,6
0.08,0.06977156,1.0674938,2.0409272,7
0.09,0.079659104,1.0674938,2.0409272,8
0.1,0.089514785,1.0858313,2.0606253,9
0.11,0.099334665,1.0858313,2.0606253,10
0.12,0.10911481,1.1037344,2.0606253,11
0.13,0.11885131,1.1037344,2.0606253,12
0.14,0.12854028,1.121196,2.0688467,13
0.15,0.13817783,1.121196,2.0688467,14
0.16,0.14776011,1.1382092,2.0688467,15
0.17,0.15728328,1.1382092,2.0688467,16
0.18,0.16674355,1.1547672,2.065806,17
0.19,0.17613712,1.1547672,2.065806,18
0.2,0.18546024,1.1708632,2.065806,19
0.21,0.19470917,1.1708632,2.065806,20
0.22,0.20388022,1.1864908,2.0518148,21
0.23,0.21296974,1.1864908,2.0518148,22
0.24,0.22197406,1.201644,2.0518148,23
0.25,0.23088959,1.201644,2.0518148,24
0.26,0.23971277,1.2163163,2.0272796,25
0.27,0.24844007,1.2163163,2.0272796,26
0.28,0.257068,1.2305024,2.0272796,27
0.29,0.2655931,1.2305024,2.0272796,28
0.3,0.27401197,1.244196,1.9926956,29
0.31,0.28232124,1.244196,1.9926956,30
0.32,0.29051757,1.2573922,1.9926956,31
0.33,0.29859772,1.2573922,1.9926956,32
0.34,0.30655843,1.2700853,1.9486424,33
0.35,0.3143965,1.2700853,1.9486424,34
0.36,0.32210883,1.2822706,1.9486424,35
0.37,0.32969233,1.2822706,1.9486424,36
0.38,0.33714396,1.2939428,1.8957773,37
0.39,0.34446073,1.2939428,1.8957773,38
0.4,0.35163972,1.3050975,1.8957773,39
0.41,0.35867804,1.3050975,1.8957773,40
0.42,0.36557293,1.3157301,1.8348291,41
0.43,0.37232155,1.3157301,1.8348291,42
0.44,0.37892127,1.3258365,1.8348291,43
0.45,0.38536945,1.3258365,1.8348291,44
0.46,0.39166346,1.3354126,1.7665892,45
0.47,0.3978008,1.3354126,1.7665892,46
0.48,0.40377906,1.3444545,1.7665892,47
0.49,0.4095958,1.3444545,1.7665892,48
0.5,0.4152487,1.3529588,1.6919047,49
0.51,0.42073548,1.3529588,1.6919047,50
0.52,0.426054,1.3609217,1.6919047,51
0.53,0.4312021,1.3609217,1.6919047,52
0.54,0.43617773,1.3683404,1.6116692,53
0.55,0.4409789,1.3683404,1.6116692,54
0.56,0.44560367,1.3752117,1.6116692,55
0.57,0.45005023,1.3752117,1.6116692,56
0.58,0.45431674,1.381533,1.5268134,57
0.59,0.45840156,1.381533,1.5268134,58
0.6,0.462303,1.3873017,1.5268134,59
0.61,0.46601954,1.3873017,1.5268134,60
0.62,0.4695497,1.3925154,1.4382958,61
0.63,0.472892,1.3925154,1.4382958,62
0.64,0.47604516,1.3971722,1.4382958,63
0.65,0.47900793,1.3971722,1.4382958,64
0.66,0.4817791,1.4012702,1.3470931,65
0.67,0.48435754,1.4012702,1.3470931,66
0.68,0.48674226,1.4048077,1.3470931,67
0.69,0.4889323,1.4048077,1.3470931,68
0.7,0.49092677,1.4077832,1.25419,69
0.71,0.49272487,1.4077832,1.25419,70
0.72,0.49432588,1.4101956,1.25419,71
0.73,0.49572918,1.4101956,1.25419,72
0.74,0.49693418,1.412044,1.1605693,73
0.75,0.49794042,1.412044,1.1605693,74
0.76,0.4987475,1.4133276,1.1605693,75
0.77,0.49935508,1.4133276,1.1605693,76
0.78,0.49976292,1.4140459,1.0672023,77
0.79,0.49997085,1.4140459,1.0672023,78
0.8,0.4999788,1.4141986,1.0672023,79
0.81,0.4997868,1.4141986,1.0672023,80
0.82,0.49939486,1.4137856,0.97503877,81
0.83,0.4988032,1.4137856,0.97503877,82
0.84,0.498012,1.4128071,0.97503877,83
0.85,0.49702162,1.4128071,0.97503877,84
0.86,0.4958324,1.4112636,0.8849972,85
0.87,0.49444488,1.4112636,0.8849972,86
0.88,0.4928596,1.4091555,0.8849972,87
0.89,0.49107715,1.4091555,0.8849972,88
0.9,0.4890983,1.4064838,0.7979562,89
0.91,0.4869238,1.4064838,0.7979562,90
0.92,0.48455456,1.4032495,0.7979562,91
0.93,0.4819915,1.4032495,0.7979562,92
0.94,0.47923565,1.3994539,0.7147454,93
0.95,0.4762881,1.3994539,0.7147454,94
0.96,0.47315004,1.3950986,0.7147454,95
