"time","TRes","TAmb","TDif","heatCapacitor.T"
0.42,297.22985733345041,293.14999999999998,2,297.22985733345041
0.43,297.32413434657229,293.14999999999998,2,297.32413434657229
0.44,297.41828375431186,293.14999999999998,2,297.41828375431186
0.45,297.51230393575065,293.14999999999998,2,297.51230393575065
0.46,297.60619472873248,293.14999999999998,2,297.60619472873248
0.47,297.69995621520098,293.14999999999998,2,297.69995621520098
0.48,297.79358855822721,293.14999999999998,2,297.79358855822721
0.49,297.8870919476613,293.14999999999998,2,297.8870919476613
0.5,297.98046658200866,293.14999999999998,2,297.98046658200866
0.51,298.07371266238704,293.14999999999998,2,298.07371266238704
0.52,298.16683039051202,293.14999999999998,2,298.16683039051202
0.53,298.25981996802585,293.14999999999998,2,298.25981996802585
0.54,298.35268159627464,293.14999999999998,2,298.35268159627464
0.55,298.44541547623453,293.14999999999998,2,298.44541547623453
0.56,298.53802180848811,293.14999999999998,2,298.53802180848811
0.57,298.63050079321738,293.14999999999998,2,298.63050079321738
0.58,298.72285263020194,293.14999999999998,2,298.72285263020194
0.59,298.81507751881929,293.14999999999998,2,298.81507751881929
0.6,298.90717563814809,293.14999999999998,2,298.90717563814809
0.61,298.99914717890078,293.14999999999998,2,298.99914717890078
0.62,299.09099235405034,293.14999999999998,2,299.09099235405034
0.63,299.14785993193937,293.14999999999998,2,299.14785993193937
0.64,299.14186606893935,293.14999999999998,2,299.14186606893935
0.65,299.13587753026803,293.14999999999998,2,299.13587753026803
0.66,299.12989475488985,293.14999999999998,2,299.12989475488985
0.67,299.12391788518909,293.14999999999998,2,299.12391788518909
0.68,299.1179469646612,293.14999999999998,2,299.1179469646612
0.69,299.11198200383143,293.14999999999998,2,299.11198200383143
0.7,299.10602300223542,293.14999999999998,2,299.10602300223542
0.71,299.10006995574838,293.14999999999998,2,299.10006995574838
0.72,299.09412285902874,293.14999999999998,2,299.09412285902874
0.73,299.08818170633333,293.14999999999998,2,299.08818170633333
0.74,299.08224649178902,293.14999999999998,2,299.08224649178902
0.75,299.07631720948325,293.14999999999998,2,299.07631720948325
0.76,299.07039385349435,293.14999999999998,2,299.07039385349435
0.77,299.0644764179014,293.14999999999998,2,299.0644764179014
0.78,299.05856489678786,293.14999999999998,2,299.05856489678786
0.79,299.05265928424245,293.14999999999998,2,299.05265928424245
0.8,299.04675957435973,293.14999999999998,2,299.04675957435973
0.81,299.0408657612399,293.14999999999998,2,299.0408657612399
0.82,299.03497783898922,293.14999999999998,2,299.03497783898922
0.83,299.02909580171979,293.14999999999998,2,299.02909580171979
0.84,299.02321964354945,293.14999999999998,2,299.02321964354945
0.85,299.01734935918978,293.14999999999998,2,299.01734935918978
0.86,299.01148494300372,293.14999999999998,2,299.01148494300372
0.87,299.00562638869087,293.14999999999998,2,299.00562638869087
0.88,298.99977369018262,293.14999999999998,2,298.99977369018262
0.89,298.99392684147534,293.14999999999998,2,298.99392684147534
0.9,298.98808583668449,293.14999999999998,2,298.98808583668449
0.91,298.98225066995985,293.14999999999998,2,298.98225066995985
0.92,298.97642133547396,293.14999999999998,2,298.97642133547396
0.93,298.97059782740331,293.14999999999998,2,298.97059782740331
0.94,298.96478013992856,293.14999999999998,2,298.96478013992856
0.95,298.95896826723339,293.14999999999998,2,298.95896826723339
0.96,298.95316220350634,293.14999999999998,2,298.95316220350634
0.97,298.9473619429412,293.14999999999998,2,298.9473619429412
0.98,298.94156747973761,293.14999999999998,2,298.94156747973761
0.99,298.93577880810102,293.14999999999998,2,298.93577880810102
1,298.92999592224265,293.14999999999998,2,298.92999592224265
1.01,298.92421881637961,293.14999999999998,2,298.92421881637961
1.02,298.91844748473483,293.14999999999998,2,298.91844748473483
1.03,298.912681921537,293.14999999999998,2,298.912681921537
1.04,298.90692212101993,293.14999999999998,2,298.90692212101993
1.05,298.90116807742413,293.14999999999998,2,298.90116807742413
1.06,298.89541978499574,293.14999999999998,2,298.89541978499574
1.07,298.88967723798652,293.14999999999998,2,298.88967723798652
1.08,298.88394043065398,293.14999999999998,2,298.88394043065398
1.09,298.87820935726126,293.14999999999998,2,298.87820935726126
1.1,298.87248401207739,293.14999999999998,2,298.87248401207739
1.11,298.86676438937695,293.14999999999998,2,298.86676438937695
1.12,298.86105048344035,293.14999999999998,2,298.86105048344035
1.13,298.85534228855369,293.14999999999998,2,298.85534228855369
1.14,298.84963979900868,293.14999999999998,2,298.84963979900868
1.15,298.84394300910287,293.14999999999998,2,298.84394300910287
1.16,298.83825191313952,293.14999999999998,2,298.83825191313952
1.17,298.83256650542717,293.14999999999998,2,298.83256650542717
1.18,298.82688678028012,293.14999999999998,2,298.82688678028012
1.19,298.82121273201892,293.14999999999998,2,298.82121273201892
1.2,298.81554435496975,293.14999999999998,2,298.81554435496975
1.21,298.80988164346439,293.14999999999998,2,298.80988164346439
1.22,298.80422459184012,293.14999999999998,2,298.80422459184012
1.23,298.79857319443988,293.14999999999998,2,298.79857319443988
1.24,298.79292744561229,293.14999999999998,2,298.79292744561229
1.25,298.78728733971155,293.14999999999998,2,298.78728733971155
1.26,298.78165287109761,293.14999999999998,2,298.78165287109761
1.27,298.77602403413596,293.14999999999998,2,298.77602403413596
1.28,298.77040082319775,293.14999999999998,2,298.77040082319775
1.29,298.76478323265979,293.14999999999998,2,298.76478323265979
1.3,298.75917125690449,293.14999999999998,2,298.75917125690449
1.31,298.75356489031986,293.14999999999998,2,298.75356489031986
1.32,298.74796412729955,293.14999999999998,2,298.74796412729955
1.33,298.74236896224278,293.14999999999998,2,298.74236896224278
1.34,298.73677938955439,293.14999999999998,2,298.73677938955439
1.35,298.73119540364479,293.14999999999998,2,298.73119540364479
1.36,298.72561699893004,293.14999999999998,2,298.72561699893004
1.37,298.72004416983168,293.14999999999998,2,298.72004416983168
1.38,298.71447691077697,293.14999999999998,2,298.71447691077697
1.39,298.70891521619853,293.14999999999998,2,298.70891521619853
1.4,298.70335908053477,293.14999999999998,2,298.70335908053477
1.41,298.69780849822951,293.14999999999998,2,298.69780849822951
1.42,298.69226346373216,293.14999999999998,2,298.69226346373216
1.43,298.68672397149771,293.14999999999998,2,298.68672397149771
1.44,298.68119001598666,293.14999999999998,2,298.68119001598666
1.45,298.675661591665,293.14999999999998,2,298.675661591665
1.46,298.67013869300439,293.14999999999998,2,298.67013869300439
1.47,298.66462131448185,293.14999999999998,2,298.66462131448185
1.48,298.65910945058005,293.14999999999998,2,298.65910945058005
1.49,298.6536030957871,293.14999999999998,2,298.6536030957871
1.5,298.64810224459666,293.14999999999998,2,298.64810224459666
1.51,298.64260689150791,293.14999999999998,2,298.64260689150791
1.52,298.63711703102547,293.14999999999998,2,298.63711703102547
1.53,298.63163265765945,293.14999999999998,2,298.63163265765945
1.54,298.62615376592549,293.14999999999998,2,298.62615376592549
1.55,298.62068035034474,293.14999999999998,2,298.62068035034474
1.56,298.61521240544374,293.14999999999998,2,298.61521240544374
1.57,298.60974992575456,293.14999999999998,2,298.60974992575456
1.58,298.6042929058147,293.14999999999998,2,298.6042929058147
1.59,298.59884134016716,293.14999999999998,2,298.59884134016716
1.6,298.5933952233604,293.14999999999998,2,298.5933952233604
1.61,298.58795454994828,293.14999999999998,2,298.58795454994828
1.62,298.58251931449013,293.14999999999998,2,298.58251931449013
1.63,298.5770895115507,293.14999999999998,2,298.5770895115507
1.64,298.57166513570019,293.14999999999998,2,298.57166513570019
1.65,298.5662461815142,293.14999999999998,2,298.5662461815142
1.66,298.5608326435738,293.14999999999998,2,298.5608326435738
1.67,298.55542451646545,293.14999999999998,2,298.55542451646545
1.68,298.55002179478106,293.14999999999998,2,298.55002179478106
1.69,298.54462447311784,293.14999999999998,2,298.54462447311784
1.7,298.53923254607849,293.14999999999998,2,298.53923254607849
1.71,298.5338460082711,293.14999999999998,2,298.5338460082711
1.72,298.52846485430911,293.14999999999998,2,298.52846485430911
1.73,298.52308907881138,293.14999999999998,2,298.52308907881138
1.74,298.51771867640218,293.14999999999998,2,298.51771867640218
1.75,298.51235364171106,293.14999999999998,2,298.51235364171106
1.76,298.50699396937296,293.14999999999998,2,298.50699396937296
1.77,298.50163965402822,293.14999999999998,2,298.50163965402822
1.78,298.49629069032255,293.14999999999998,2,298.49629069032255
1.79,298.49094707290698,293.14999999999998,2,298.49094707290698
1.8,298.48560879643787,293.14999999999998,2,298.48560879643787
1.81,298.48027585557696,293.14999999999998,2,298.48027585557696
1.82,298.47494824499131,293.14999999999998,2,298.47494824499131
1.83,298.46962595935332,293.14999999999998,2,298.46962595935332
1.84,298.46430899334069,293.14999999999998,2,298.46430899334069
1.85,298.45899734163646,293.14999999999998,2,298.45899734163646
1.86,298.45369099892895,293.14999999999998,2,298.45369099892895
1.87,298.44838995991188,293.14999999999998,2,298.44838995991188
1.88,298.44309421928415,293.14999999999998,2,298.44309421928415
1.89,298.43780377175005,293.14999999999998,2,298.43780377175005
1.9,298.43251861201912,293.14999999999998,2,298.43251861201912
1.91,298.42723873480622,293.14999999999998,2,298.42723873480622
1.92,298.42196413483146,293.14999999999998,2,298.42196413483146
1.93,298.4166948068202,293.14999999999998,2,298.4166948068202
1.94,298.41143074550314,293.14999999999998,2,298.41143074550314
1.95,298.40617194561622,293.14999999999998,2,298.40617194561622
1.96,298.40091840190064,293.14999999999998,2,298.40091840190064
1.97,298.39567010910287,293.14999999999998,2,298.39567010910287
1.98,298.39042706197461,293.14999999999998,2,298.39042706197461
1.99,298.38518925527279,293.14999999999998,2,298.38518925527279
2,298.37995668375964,293.14999999999998,2,298.37995668375964
2.01,298.37995668375964,293.14999999999998,2,298.37995668375964
2.02,298.37995668375964,293.14999999999998,2,298.37995668375964
2.03,298.37995668375964,293.14999999999998,2,298.37995668375964
2.04,298.37995668375964,293.14999999999998,2,298.37995668375964
2.05,298.37995668375964,293.14999999999998,2,298.37995668375964
2.06,298.37995668375964,293.14999999999998,2,298.37995668375964
2.07,298.37995668375964,293.14999999999998,2,298.37995668375964
2.08,298.37995668375964,293.14999999999998,2,298.37995668375964
2.09,298.37995668375964,293.14999999999998,2,298.37995668375964
2.1,298.37995668375964,293.14999999999998,2,298.37995668375964
2.11,298.37995668375964,293.14999999999998,2,298.37995668375964
2.12,298.37995668375964,293.14999999999998,2,298.37995668375964
2.13,298.37995668375964,293.14999999999998,2,298.37995668375964
2.14,298.37995668375964,293.14999999999998,2,298.37995668375964
2.15,298.37995668375964,293.14999999999998,2,298.37995668375964
2.16,298.37995668375964,293.14999999999998,2,298.37995668375964
2.17,298.37995668375964,293.14999999999998,2,298.37995668375964
2.18,298.37995668375964,293.14999999999998,2,298.37995668375964
2.19,298.37995668375964,293.14999999999998,2,298.37995668375964
2.2,298.37995668375964,293.14999999999998,2,298.37995668375964
2.21,298.37995668375964,293.14999999999998,2,298.37995668375964
2.22,298.37995668375964,293.14999999999998,2,298.37995668375964
2.23,298.37995668375964,293.14999999999998,2,298.37995668375964
2.24,298.37995668375964,293.14999999999998,2,298.37995668375964
2.25,298.37995668375964,293.14999999999998,2,298.37995668375964
2.26,298.37995668375964,293.14999999999998,2,298.37995668375964
2.27,298.37995668375964,293.14999999999998,2,298.37995668375964
2.28,298.37995668375964,293.14999999999998,2,298.37995668375964
2.29,298.37995668375964,293.14999999999998,2,298.37995668375964
2.3,298.37995668375964,293.14999999999998,2,298.37995668375964
2.31,298.37995668375964,293.14999999999998,2,298.37995668375964
2.32,298.37995668375964,293.14999999999998,2,298.37995668375964
2.33,298.37995668375964,293.14999999999998,2,298.37995668375964
2.34,298.37995668375964,293.14999999999998,2,298.37995668375964
2.35,298.37995668375964,293.14999999999998,2,298.37995668375964
2.36,298.37995668375964,293.14999999999998,2,298.37995668375964
2.37,298.37995668375964,293.14999999999998,2,298.37995668375964
2.38,298.37995668375964,293.14999999999998,2,298.37995668375964
2.39,298.37995668375964,293.14999999999998,2,298.37995668375964
2.4,298.37995668375964,293.14999999999998,2,298.37995668375964
2.41,298.37995668375964,293.14999999999998,2,298.37995668375964
2.42,298.37995668375964,293.14999999999998,2,298.37995668375964
2.43,298.37995668375964,293.14999999999998,2,298.37995668375964
2.44,298.37995668375964,293.14999999999998,2,298.37995668375964
2.45,298.37995668375964,293.14999999999998,2,298.37995668375964
2.46,298.37995668375964,293.14999999999998,2,298.37995668375964
2.47,298.37995668375964,293.14999999999998,2,298.37995668375964
2.48,298.37995668375964,293.14999999999998,2,298.37995668375964
2.49,298.37995668375964,293.14999999999998,2,298.37995668375964
2.5,298.37995668375964,293.14999999999998,2,298.37995668375964
2.51,298.37995668375964,293.14999999999998,2,298.37995668375964
2.52,298.37995668375964,293.14999999999998,2,298.37995668375964
2.53,298.37995668375964,293.14999999999998,2,298.37995668375964
2.54,298.37995668375964,293.14999999999998,2,298.37995668375964
2.55,298.37995668375964,293.14999999999998,2,298.37995668375964
2.56,298.37995668375964,293.14999999999998,2,298.37995668375964
2.57,298.37995668375964,293.14999999999998,2,298.37995668375964
2.58,298.37995668375964,293.14999999999998,2,298.37995668375964
2.59,298.37995668375964,293.14999999999998,2,298.37995668375964
2.6,298.37995668375964,293.14999999999998,2,298.37995668375964
2.61,298.37995668375964,293.14999999999998,2,298.37995668375964
2.62,298.37995668375964,293.14999999999998,2,298.37995668375964
2.63,298.37995668375964,293.14999999999998,2,298.37995668375964
2.64,298.37995668375964,293.14999999999998,2,298.37995668375964
2.65,298.37995668375964,293.14999999999998,2,298.37995668375964
2.66,298.37995668375964,293.14999999999998,2,298.37995668375964
2.67,298.37995668375964,293.14999999999998,2,298.37995668375964
2.68,298.37995668375964,293.14999999999998,2,298.37995668375964
2.69,298.37995668375964,293.14999999999998,2,298.37995668375964
2.7,298.37995668375964,293.14999999999998,2,298.37995668375964
2.71,298.37995668375964,293.14999999999998,2,298.37995668375964
2.72,298.37995668375964,293.14999999999998,2,298.37995668375964
2.73,298.37995668375964,293.14999999999998,2,298.37995668375964
2.74,298.37995668375964,293.14999999999998,2,298.37995668375964
2.75,298.37995668375964,293.14999999999998,2,298.37995668375964
2.76,298.37995668375964,293.14999999999998,2,298.37995668375964
2.77,298.37995668375964,293.14999999999998,2,298.37995668375964
2.78,298.37995668375964,293.14999999999998,2,298.37995668375964
2.79,298.37995668375964,293.14999999999998,2,298.37995668375964
2.8,298.37995668375964,293.14999999999998,2,298.37995668375964
2.81,298.37995668375964,293.14999999999998,2,298.37995668375964
2.82,298.37995668375964,293.14999999999998,2,298.37995668375964
2.83,298.37995668375964,293.14999999999998,2,298.37995668375964
2.84,298.37995668375964,293.14999999999998,2,298.37995668375964
2.85,298.37995668375964,293.14999999999998,2,298.37995668375964
2.86,298.37995668375964,293.14999999999998,2,298.37995668375964
2.87,298.37995668375964,293.14999999999998,2,298.37995668375964
2.88,298.37995668375964,293.14999999999998,2,298.37995668375964
2.89,298.37995668375964,293.14999999999998,2,298.37995668375964
2.9,298.37995668375964,293.14999999999998,2,298.37995668375964
2.91,298.37995668375964,293.14999999999998,2,298.37995668375964
2.92,298.37995668375964,293.14999999999998,2,298.37995668375964
2.93,298.37995668375964,293.14999999999998,2,298.37995668375964
2.94,298.37995668375964,293.14999999999998,2,298.37995668375964
2.95,298.37995668375964,293.14999999999998,2,298.37995668375964
2.96,298.37995668375964,293.14999999999998,2,298.37995668375964
2.97,298.37995668375964,293.14999999999998,2,298.37995668375964
2.98,298.37995668375964,293.14999999999998,2,298.37995668375964
2.99,298.37995668375964,293.14999999999998,2,298.37995668375964
3,298.37995668375964,293.14999999999998,2,298.37995668375964
3.01,298.37995668375964,293.14999999999998,2,298.37995668375964
3.02,298.37995668375964,293.14999999999998,2,298.37995668375964
3.03,298.37995668375964,293.14999999999998,2,298.37995668375964
3.04,298.37995668375964,293.14999999999998,2,298.37995668375964
3.05,298.37995668375964,293.14999999999998,2,298.37995668375964
3.06,298.37995668375964,293.14999999999998,2,298.37995668375964
3.07,298.37995668375964,293.14999999999998,2,298.37995668375964
3.08,298.37995668375964,293.14999999999998,2,298.37995668375964
3.09,298.37995668375964,293.14999999999998,2,298.37995668375964
3.1,298.37995668375964,293.14999999999998,2,298.37995668375964
3.11,298.37995668375964,293.14999999999998,2,298.37995668375964
3.12,298.37995668375964,293.14999999999998,2,298.37995668375964
3.13,298.37995668375964,293.14999999999998,2,298.37995668375964
3.14,298.37995668375964,293.14999999999998,2,298.37995668375964
3.15,298.37995668375964,293.14999999999998,2,298.37995668375964
3.16,298.37995668375964,293.14999999999998,2,298.37995668375964
3.17,298.37995668375964,293.14999999999998,2,298.37995668375964
3.18,298.37995668375964,293.14999999999998,2,298.37995668375964
3.19,298.37995668375964,293.14999999999998,2,298.37995668375964
3.2,298.37995668375964,293.14999999999998,2,298.37995668375964
3.21,298.37995668375964,293.14999999999998,2,298.37995668375964
3.22,298.37995668375964,293.14999999999998,2,298.37995668375964
3.23,298.37995668375964,293.14999999999998,2,298.37995668375964
3.24,298.37995668375964,293.14999999999998,2,298.37995668375964
3.25,298.37995668375964,293.14999999999998,2,298.37995668375964
3.26,298.37995668375964,293.14999999999998,2,298.37995668375964
3.27,298.37995668375964,293.14999999999998,2,298.37995668375964
3.28,298.37995668375964,293.14999999999998,2,298.37995668375964
3.29,298.37995668375964,293.14999999999998,2,298.37995668375964
3.3,298.37995668375964,293.14999999999998,2,298.37995668375964
3.31,298.37995668375964,293.14999999999998,2,298.37995668375964
3.32,298.37995668375964,293.14999999999998,2,298.37995668375964
3.33,298.37995668375964,293.14999999999998,2,298.37995668375964
3.34,298.37995668375964,293.14999999999998,2,298.37995668375964
3.35,298.37995668375964,293.14999999999998,2,298.37995668375964
3.36,298.37995668375964,293.14999999999998,2,298.37995668375964
3.37,298.37995668375964,293.14999999999998,2,298.37995668375964
3.38,298.37995668375964,293.14999999999998,2,298.37995668375964
3.39,298.37995668375964,293.14999999999998,2,298.37995668375964
3.4,298.37995668375964,293.14999999999998,2,298.37995668375964
3.41,298.37995668375964,293.14999999999998,2,298.37995668375964
3.42,298.37995668375964,293.14999999999998,2,298.37995668375964
3.43,298.37995668375964,293.14999999999998,2,298.37995668375964
3.44,298.37995668375964,293.14999999999998,2,298.37995668375964
3.45,298.37995668375964,293.14999999999998,2,298.37995668375964
3.46,298.37995668375964,293.14999999999998,2,298.37995668375964
3.47,298.37995668375964,293.14999999999998,2,298.37995668375964
3.48,298.37995668375964,293.14999999999998,2,298.37995668375964
3.49,298.37995668375964,293.14999999999998,2,298.37995668375964
3.5,298.37995668375964,293.14999999999998,2,298.37995668375964
3.51,298.37995668375964,293.14999999999998,2,298.37995668375964
3.52,298.37995668375964,293.14999999999998,2,298.37995668375964
3.53,298.37995668375964,293.14999999999998,2,298.37995668375964
3.54,298.37995668375964,293.14999999999998,2,298.37995668375964
3.55,298.37995668375964,293.14999999999998,2,298.37995668375964
3.56,298.37995668375964,293.14999999999998,2,298.37995668375964
3.57,298.37995668375964,293.14999999999998,2,298.37995668375964
3.58,298.37995668375964,293.14999999999998,2,298.37995668375964
3.59,298.37995668375964,293.14999999999998,2,298.37995668375964
3.6,298.37995668375964,293.14999999999998,2,298.37995668375964
3.61,298.37995668375964,293.14999999999998,2,298.37995668375964
3.62,298.37995668375964,293.14999999999998,2,298.37995668375964
3.63,298.37995668375964,293.14999999999998,2,298.37995668375964
3.64,298.37995668375964,293.14999999999998,2,298.37995668375964
3.65,298.37995668375964,293.14999999999998,2,298.37995668375964
3.66,298.37995668375964,293.14999999999998,2,298.37995668375964
3.67,298.37995668375964,293.14999999999998,2,298.37995668375964
3.68,298.37995668375964,293.14999999999998,2,298.37995668375964
3.69,298.37995668375964,293.14999999999998,2,298.37995668375964
3.7,298.37995668375964,293.14999999999998,2,298.37995668375964
3.71,298.37995668375964,293.14999999999998,2,298.37995668375964
3.72,298.37995668375964,293.14999999999998,2,298.37995668375964
3.73,298.37995668375964,293.14999999999998,2,298.37995668375964
3.74,298.37995668375964,293.14999999999998,2,298.37995668375964
3.75,298.37995668375964,293.14999999999998,2,298.37995668375964
3.76,298.37995668375964,293.14999999999998,2,298.37995668375964
3.77,298.37995668375964,293.14999999999998,2,298.37995668375964
3.78,298.37995668375964,293.14999999999998,2,298.37995668375964
3.79,298.37995668375964,293.14999999999998,2,298.37995668375964
3.8,298.37995668375964,293.14999999999998,2,298.37995668375964
3.81,298.37995668375964,293.14999999999998,2,298.37995668375964
3.82,298.37995668375964,293.14999999999998,2,298.37995668375964
3.83,298.37995668375964,293.14999999999998,2,298.37995668375964
3.84,298.37995668375964,293.14999999999998,2,298.37995668375964
3.85,298.37995668375964,293.14999999999998,2,298.37995668375964
3.86,298.37995668375964,293.14999999999998,2,298.37995668375964
3.87,298.37995668375964,293.14999999999998,2,298.37995668375964
3.88,298.37995668375964,293.14999999999998,2,298.37995668375964
3.89,298.37995668375964,293.14999999999998,2,298.37995668375964
3.9,298.37995668375964,293.14999999999998,2,298.37995668375964
3.91,298.37995668375964,293.14999999999998,2,298.37995668375964
3.92,298.37995668375964,293.14999999999998,2,298.37995668375964
3.93,298.37995668375964,293.14999999999998,2,298.37995668375964
3.94,298.37995668375964,293.14999999999998,2,298.37995668375964
3.95,298.37995668375964,293.14999999999998,2,298.37995668375964
3.96,298.37995668375964,293.14999999999998,2,298.37995668375964
3.97,298.37995668375964,293.14999999999998,2,298.37995668375964
3.98,298.37995668375964,293.14999999999998,2,298.37995668375964
3.99,298.37995668375964,293.14999999999998,2,298.37995668375964
4,298.37995668375964,293.14999999999998,2,298.37995668375964
4.01,298.37995668375964,293.14999999999998,2,298.37995668375964
4.02,298.37995668375964,293.14999999999998,2,298.37995668375964
4.03,298.37995668375964,293.14999999999998,2,298.37995668375964
4.04,298.37995668375964,293.14999999999998,2,298.37995668375964
4.05,298.37995668375964,293.14999999999998,2,298.37995668375964
4.06,298.37995668375964,293.14999999999998,2,298.37995668375964
4.07,298.37995668375964,293.14999999999998,2,298.37995668375964
4.08,298.37995668375964,293.14999999999998,2,298.37995668375964
4.09,298.37995668375964,293.14999999999998,2,298.37995668375964
4.1,298.37995668375964,293.14999999999998,2,298.37995668375964
4.11,298.37995668375964,293.14999999999998,2,298.37995668375964
4.12,298.37995668375964,293.14999999999998,2,298.37995668375964
4.13,298.37995668375964,293.14999999999998,2,298.37995668375964
4.14,298.37995668375964,293.14999999999998,2,298.37995668375964
4.15,298.37995668375964,293.14999999999998,2,298.37995668375964
4.16,298.37995668375964,293.14999999999998,2,298.37995668375964
4.17,298.37995668375964,293.14999999999998,2,298.37995668375964
4.18,298.37995668375964,293.14999999999998,2,298.37995668375964
4.19,298.37995668375964,293.14999999999998,2,298.37995668375964
4.2,298.37995668375964,293.14999999999998,2,298.37995668375964
4.21,298.37995668375964,293.14999999999998,2,298.37995668375964
4.22,298.37995668375964,293.14999999999998,2,298.37995668375964
4.23,298.37995668375964,293.14999999999998,2,298.37995668375964
4.24,298.37995668375964,293.14999999999998,2,298.37995668375964
4.25,298.37995668375964,293.14999999999998,2,298.37995668375964
4.26,298.37995668375964,293.14999999999998,2,298.37995668375964
4.27,298.37995668375964,293.14999999999998,2,298.37995668375964
4.28,298.37995668375964,293.14999999999998,2,298.37995668375964
4.29,298.37995668375964,293.14999999999998,2,298.37995668375964
4.3,298.37995668375964,293.14999999999998,2,298.37995668375964
4.31,298.37995668375964,293.14999999999998,2,298.37995668375964
4.32,298.37995668375964,293.14999999999998,2,298.37995668375964
4.33,298.37995668375964,293.14999999999998,2,298.37995668375964
4.34,298.37995668375964,293.14999999999998,2,298.37995668375964
4.35,298.37995668375964,293.14999999999998,2,298.37995668375964
4.36,298.37995668375964,293.14999999999998,2,298.37995668375964
4.37,298.37995668375964,293.14999999999998,2,298.37995668375964
4.38,298.37995668375964,293.14999999999998,2,298.37995668375964
4.39,298.37995668375964,293.14999999999998,2,298.37995668375964
4.4,298.37995668375964,293.14999999999998,2,298.37995668375964
4.41,298.37995668375964,293.14999999999998,2,298.37995668375964
4.42,298.37995668375964,293.14999999999998,2,298.37995668375964
4.43,298.37995668375964,293.14999999999998,2,298.37995668375964
4.44,298.37995668375964,293.14999999999998,2,298.37995668375964
4.45,298.37995668375964,293.14999999999998,2,298.37995668375964
4.46,298.37995668375964,293.14999999999998,2,298.37995668375964
4.47,298.37995668375964,293.14999999999998,2,298.37995668375964
4.48,298.37995668375964,293.14999999999998,2,298.37995668375964
4.49,298.37995668375964,293.14999999999998,2,298.37995668375964
4.5,298.37995668375964,293.14999999999998,2,298.37995668375964
4.51,298.37995668375964,293.14999999999998,2,298.37995668375964
4.52,298.37995668375964,293.14999999999998,2,298.37995668375964
4.53,298.37995668375964,293.14999999999998,2,298.37995668375964
4.54,298.37995668375964,293.14999999999998,2,298.37995668375964
4.55,298.37995668375964,293.14999999999998,2,298.37995668375964
4.56,298.37995668375964,293.14999999999998,2,298.37995668375964
4.57,298.37995668375964,293.14999999999998,2,298.37995668375964
4.58,298.37995668375964,293.14999999999998,2,298.37995668375964
4.59,298.37995668375964,293.14999999999998,2,298.37995668375964
4.6,298.37995668375964,293.14999999999998,2,298.37995668375964
4.61,298.37995668375964,293.14999999999998,2,298.37995668375964
4.62,298.37995668375964,293.14999999999998,2,298.37995668375964
4.63,298.37995668375964,293.14999999999998,2,298.37995668375964
4.64,298.37995668375964,293.14999999999998,2,298.37995668375964
