Time,TAmb,TDif,ground_p_v,ground_p_i,constantVoltage_V,constantVoltage_v,constantVoltage_i,constantVoltage_p_v,constantVoltage_p_i,constantVoltage_n_v,constantVoltage_n_i,heatCapacitor_C,heatCapacitor_T,der_heatCapacitor_T_,heatCapacitor_der_0T,heatCapacitor_port_T,heatCapacitor_port_Q_0flow,heatingResistor_R_0ref,heatingResistor_T_0ref,heatingResistor_alpha,heatingResistor_v,heatingResistor_i,heatingResistor_p_v,heatingResistor_p_i,heatingResistor_n_v,heatingResistor_n_i,heatingResistor_useHeatPort,heatingResistor_T,heatingResistor_heatPort_T,heatingResistor_heatPort_Q_0flow,heatingResistor_LossPower,heatingResistor_T_0heatPort,heatingResistor_R,fixedTemperature_T,fixedTemperature_port_T,fixedTemperature_port_Q_0flow,temperatureSensor_T,temperatureSensor_port_T,temperatureSensor_port_Q_0flow,thermalConductor_Q_0flow,thermalConductor_dT,thermalConductor_port_0a_T,thermalConductor_port_0a_Q_0flow,thermalConductor_port_0b_T,thermalConductor_port_0b_Q_0flow,thermalConductor_G,idealSwitch_v,idealSwitch_i,idealSwitch_p_v,idealSwitch_p_i,idealSwitch_n_v,idealSwitch_n_i,idealSwitch_Ron,idealSwitch_Goff,idealSwitch_useHeatPort,idealSwitch_T,idealSwitch_LossPower,idealSwitch_T_0heatPort,idealSwitch_control,idealSwitch_s,idealSwitch_unitVoltage,idealSwitch_unitCurrent,ramp_height,ramp_duration,ramp_offset,ramp_startTime,ramp_y,onOffController_reference,onOffController_u,onOffController_y,onOffController_bandwidth,onOffController_pre_0y_0start,logicalNot_u,logicalNot_y,TRes,heatCapacitor_0T,switch_0Controll,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
5.12,293.15,2,0,0,10,10,-0.9331,10,-0.9331,0,0.9331,1,311.432,7.50274,7.50274,311.432,7.50274,10,293.15,0.00392157,9.99999,0.9331,9.99999,0.9331,0,-0.9331,1,293.15,311.432,-9.33099,9.33099,311.432,10.717,293.15,293.15,1.82825,38.2825,311.432,0,1.82825,18.2825,311.432,1.82825,293.15,-1.82825,0.1,9.331e-006,0.9331,10,0.9331,9.99999,-0.9331,1e-005,1e-005,0,293.15,8.70675e-006,293.15,0,0.9331,1,1,25,6,25,2,38,38,38.2825,1,2,0,1,0,311.432,38.2825,0,0,1,1,6
5.14,293.15,2,0,0,10,10,-0.932588,10,-0.932588,0,0.932588,1,311.582,7.48263,7.48263,311.582,7.48263,10,293.15,0.00392157,9.99999,0.932588,9.99999,0.932588,0,-0.932588,1,293.15,311.582,-9.32587,9.32587,311.582,10.7228,293.15,293.15,1.84324,38.4324,311.582,0,1.84324,18.4324,311.582,1.84324,293.15,-1.84324,0.1,9.32588e-006,0.932588,10,0.932588,9.99999,-0.932588,1e-005,1e-005,0,293.15,8.6972e-006,293.15,0,0.932588,1,1,25,6,25,2,38.0833,38.0833,38.4324,1,2,0,1,0,311.582,38.4324,0,0,1,1,6
5.16,293.15,2,0,0,10,10,-0.932078,10,-0.932078,0,0.932078,1,311.732,7.46259,7.46259,311.732,7.46259,10,293.15,0.00392157,9.99999,0.932078,9.99999,0.932078,0,-0.932078,1,293.15,311.732,-9.32078,9.32078,311.732,10.7287,293.15,293.15,1.85819,38.5819,311.732,0,1.85819,18.5819,311.732,1.85819,293.15,-1.85819,0.1,9.32078e-006,0.932078,10,0.932078,9.99999,-0.932078,1e-005,1e-005,0,293.15,8.6877e-006,293.15,0,0.932078,1,1,25,6,25,2,38.1667,38.1667,38.5819,1,2,0,1,0,311.732,38.5819,0,0,1,1,6
5.18,293.15,2,0,0,10,10,-0.931571,10,-0.931571,0,0.931571,1,311.881,7.4426,7.4426,311.881,7.4426,10,293.15,0.00392157,9.99999,0.931571,9.99999,0.931571,0,-0.931571,1,293.15,311.881,-9.3157,9.3157,311.881,10.7345,293.15,293.15,1.8731,38.731,311.881,0,1.8731,18.731,311.881,1.8731,293.15,-1.8731,0.1,9.31571e-006,0.931571,10,0.931571,9.99999,-0.931571,1e-005,1e-005,0,293.15,8.67824e-006,293.15,0,0.931571,1,1,25,6,25,2,38.25,38.25,38.731,1,2,0,1,0,311.881,38.731,0,0,1,1,6
5.2,293.15,2,0,0,10,10,-0.931065,10,-0.931065,0,0.931065,1,312.03,7.42267,7.42267,312.03,7.42267,10,293.15,0.00392157,9.99999,0.931065,9.99999,0.931065,0,-0.931065,1,293.15,312.03,-9.31064,9.31064,312.03,10.7404,293.15,293.15,1.88797,38.8797,312.03,0,1.88797,18.8797,312.03,1.88797,293.15,-1.88797,0.1,9.31065e-006,0.931065,10,0.931065,9.99999,-0.931065,1e-005,1e-005,0,293.15,8.66882e-006,293.15,0,0.931065,1,1,25,6,25,2,38.3333,38.3333,38.8797,1,2,0,1,0,312.03,38.8797,0,0,1,1,6
5.22,293.15,2,0,0,10,10,-0.930561,10,-0.930561,0,0.930561,1,312.178,7.4028,7.4028,312.178,7.4028,10,293.15,0.00392157,9.99999,0.930561,9.99999,0.930561,0,-0.930561,1,293.15,312.178,-9.3056,9.3056,312.178,10.7462,293.15,293.15,1.9028,39.028,312.178,0,1.9028,19.028,312.178,1.9028,293.15,-1.9028,0.1,9.30561e-006,0.930561,10,0.930561,9.99999,-0.930561,1e-005,1e-005,0,293.15,8.65944e-006,293.15,0,0.930561,1,1,25,6,25,2,38.4167,38.4167,39.028,1,2,0,1,0,312.178,39.028,0,0,1,1,6
5.24,293.15,2,0,0,10,10,-0.930059,10,-0.930059,0,0.930059,1,312.326,7.383,7.383,312.326,7.383,10,293.15,0.00392157,9.99999,0.930059,9.99999,0.930059,0,-0.930059,1,293.15,312.326,-9.30058,9.30058,312.326,10.752,293.15,293.15,1.91759,39.1759,312.326,0,1.91759,19.1759,312.326,1.91759,293.15,-1.91759,0.1,9.30059e-006,0.930059,10,0.930059,9.99999,-0.930059,1e-005,1e-005,0,293.15,8.6501e-006,293.15,0,0.930059,1,1,25,6,25,2,38.5,38.5,39.1759,1,2,0,1,0,312.326,39.1759,0,0,1,1,6
5.26,293.15,2,0,0,10,10,-0.929559,10,-0.929559,0,0.929559,1,312.473,7.36325,7.36325,312.473,7.36325,10,293.15,0.00392157,9.99999,0.929559,9.99999,0.929559,0,-0.929559,1,293.15,312.473,-9.29558,9.29558,312.473,10.7578,293.15,293.15,1.93234,39.3234,312.473,0,1.93234,19.3234,312.473,1.93234,293.15,-1.93234,0.1,9.29559e-006,0.929559,10,0.929559,9.99999,-0.929559,1e-005,1e-005,0,293.15,8.6408e-006,293.15,0,0.929559,1,1,25,6,25,2,38.5833,38.5833,39.3234,1,2,0,1,0,312.473,39.3234,0,0,1,1,6
5.28,293.15,2,0,0,10,10,-0.929061,10,-0.929061,0,0.929061,1,312.62,7.34355,7.34355,312.62,7.34355,10,293.15,0.00392157,9.99999,0.929061,9.99999,0.929061,0,-0.929061,1,293.15,312.62,-9.2906,9.2906,312.62,10.7635,293.15,293.15,1.94705,39.4705,312.62,0,1.94705,19.4705,312.62,1.94705,293.15,-1.94705,0.1,9.29061e-006,0.929061,10,0.929061,9.99999,-0.929061,1e-005,1e-005,0,293.15,8.63154e-006,293.15,0,0.929061,1,1,25,6,25,2,38.6667,38.6667,39.4705,1,2,0,1,0,312.62,39.4705,0,0,1,1,6
5.3,293.15,2,0,0,10,10,-0.928564,10,-0.928564,0,0.928564,1,312.767,7.3239,7.3239,312.767,7.3239,10,293.15,0.00392157,9.99999,0.928564,9.99999,0.928564,0,-0.928564,1,293.15,312.767,-9.28563,9.28563,312.767,10.7693,293.15,293.15,1.96173,39.6173,312.767,0,1.96173,19.6173,312.767,1.96173,293.15,-1.96173,0.1,9.28564e-006,0.928564,10,0.928564,9.99999,-0.928564,1e-005,1e-005,0,293.15,8.62231e-006,293.15,0,0.928564,1,1,25,6,25,2,38.75,38.75,39.6173,1,2,0,1,0,312.767,39.6173,0,0,1,1,6
5.32,293.15,2,0,0,10,10,-0.928069,10,-0.928069,0,0.928069,1,312.914,7.30431,7.30431,312.914,7.30431,10,293.15,0.00392157,9.99999,0.928069,9.99999,0.928069,0,-0.928069,1,293.15,312.914,-9.28068,9.28068,312.914,10.775,293.15,293.15,1.97638,39.7638,312.914,0,1.97638,19.7638,312.914,1.97638,293.15,-1.97638,0.1,9.28069e-006,0.928069,10,0.928069,9.99999,-0.928069,1e-005,1e-005,0,293.15,8.61312e-006,293.15,0,0.928069,1,1,25,6,25,2,38.8333,38.8333,39.7638,1,2,0,1,0,312.914,39.7638,0,0,1,1,6
5.34,293.15,2,0,0,10,10,-0.927576,10,-0.927576,0,0.927576,1,313.06,7.28477,7.28477,313.06,7.28477,10,293.15,0.00392157,9.99999,0.927576,9.99999,0.927576,0,-0.927576,1,293.15,313.06,-9.27575,9.27575,313.06,10.7808,293.15,293.15,1.99098,39.9098,313.06,0,1.99098,19.9098,313.06,1.99098,293.15,-1.99098,0.1,9.27576e-006,0.927576,10,0.927576,9.99999,-0.927576,1e-005,1e-005,0,293.15,8.60397e-006,293.15,0,0.927576,1,1,25,6,25,2,38.9167,38.9167,39.9098,1,2,0,1,0,313.06,39.9098,0,0,1,1,6
5.34219,293.15,2,0,0,10,10,-0.927522,10,-0.927522,0,0.927522,1,313.076,7.28264,7.28264,313.076,7.28264,10,293.15,0.00392157,9.99999,0.927522,9.99999,0.927522,0,-0.927522,1,293.15,313.076,-9.27521,9.27521,313.076,10.7814,293.15,293.15,1.99258,39.9258,313.076,0,1.99258,19.9258,313.076,1.99258,293.15,-1.99258,0.1,9.27522e-006,0.927522,10,0.927522,9.99999,-0.927522,1e-005,1e-005,0,293.15,8.60297e-006,293.15,0,0.927522,1,1,25,6,25,2,38.9258,38.9258,39.9258,1,2,0,1,0,313.076,39.9258,0,0,1,1,6
5.34219,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,313.076,-1.99258,-1.99258,313.076,-1.99258,10,293.15,0.00392157,0.00107802,9.99892e-005,0.00107802,9.99892e-005,0,-9.99892e-005,1,293.15,313.076,-1.07791e-007,1.07791e-007,313.076,10.7814,293.15,293.15,1.99258,39.9258,313.076,0,1.99258,19.9258,313.076,1.99258,293.15,-1.99258,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107802,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999784,293.15,1,9.99892,1,1,25,6,25,2,38.9258,38.9258,39.9258,0,2,0,0,1,313.076,39.9258,1,0,1,1,6
5.36,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,313.04,-1.98903,-1.98903,313.04,-1.98903,10,293.15,0.00392157,0.00107789,9.99892e-005,0.00107789,9.99892e-005,0,-9.99892e-005,1,293.15,313.04,-1.07777e-007,1.07777e-007,313.04,10.78,293.15,293.15,1.98903,39.8903,313.04,0,1.98903,19.8903,313.04,1.98903,293.15,-1.98903,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107789,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999784,293.15,1,9.99892,1,1,25,6,25,2,39,39,39.8903,0,2,0,0,1,313.04,39.8903,1,0,1,1,6
5.38,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,313.001,-1.98506,-1.98506,313.001,-1.98506,10,293.15,0.00392157,0.00107773,9.99892e-005,0.00107773,9.99892e-005,0,-9.99892e-005,1,293.15,313.001,-1.07761e-007,1.07761e-007,313.001,10.7785,293.15,293.15,1.98506,39.8506,313.001,0,1.98506,19.8506,313.001,1.98506,293.15,-1.98506,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107773,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999784,293.15,1,9.99892,1,1,25,6,25,2,39.0833,39.0833,39.8506,0,2,0,0,1,313.001,39.8506,1,0,1,1,6
5.4,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.961,-1.98109,-1.98109,312.961,-1.98109,10,293.15,0.00392157,0.00107757,9.99892e-005,0.00107757,9.99892e-005,0,-9.99892e-005,1,293.15,312.961,-1.07746e-007,1.07746e-007,312.961,10.7769,293.15,293.15,1.98109,39.8109,312.961,0,1.98109,19.8109,312.961,1.98109,293.15,-1.98109,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107757,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999784,293.15,1,9.99892,1,1,25,6,25,2,39.1667,39.1667,39.8109,0,2,0,0,1,312.961,39.8109,1,0,1,1,6
5.42,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.921,-1.97713,-1.97713,312.921,-1.97713,10,293.15,0.00392157,0.00107742,9.99892e-005,0.00107742,9.99892e-005,0,-9.99892e-005,1,293.15,312.921,-1.0773e-007,1.0773e-007,312.921,10.7753,293.15,293.15,1.97713,39.7713,312.921,0,1.97713,19.7713,312.921,1.97713,293.15,-1.97713,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107742,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.25,39.25,39.7713,0,2,0,0,1,312.921,39.7713,1,0,1,1,6
5.44,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.882,-1.97318,-1.97318,312.882,-1.97318,10,293.15,0.00392157,0.00107726,9.99892e-005,0.00107726,9.99892e-005,0,-9.99892e-005,1,293.15,312.882,-1.07715e-007,1.07715e-007,312.882,10.7738,293.15,293.15,1.97318,39.7318,312.882,0,1.97318,19.7318,312.882,1.97318,293.15,-1.97318,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107726,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.3333,39.3333,39.7318,0,2,0,0,1,312.882,39.7318,1,0,1,1,6
5.46,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.842,-1.96924,-1.96924,312.842,-1.96924,10,293.15,0.00392157,0.00107711,9.99892e-005,0.00107711,9.99892e-005,0,-9.99892e-005,1,293.15,312.842,-1.07699e-007,1.07699e-007,312.842,10.7723,293.15,293.15,1.96924,39.6924,312.842,0,1.96924,19.6924,312.842,1.96924,293.15,-1.96924,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107711,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.4167,39.4167,39.6924,0,2,0,0,1,312.842,39.6924,1,0,1,1,6
5.48,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.803,-1.96531,-1.96531,312.803,-1.96531,10,293.15,0.00392157,0.00107695,9.99892e-005,0.00107695,9.99892e-005,0,-9.99892e-005,1,293.15,312.803,-1.07684e-007,1.07684e-007,312.803,10.7707,293.15,293.15,1.96531,39.6531,312.803,0,1.96531,19.6531,312.803,1.96531,293.15,-1.96531,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107695,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.5,39.5,39.6531,0,2,0,0,1,312.803,39.6531,1,0,1,1,6
5.5,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.764,-1.96138,-1.96138,312.764,-1.96138,10,293.15,0.00392157,0.0010768,9.99892e-005,0.0010768,9.99892e-005,0,-9.99892e-005,1,293.15,312.764,-1.07668e-007,1.07668e-007,312.764,10.7692,293.15,293.15,1.96138,39.6138,312.764,0,1.96138,19.6138,312.764,1.96138,293.15,-1.96138,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.0010768,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.5833,39.5833,39.6138,0,2,0,0,1,312.764,39.6138,1,0,1,1,6
5.52,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.725,-1.95746,-1.95746,312.725,-1.95746,10,293.15,0.00392157,0.00107665,9.99892e-005,0.00107665,9.99892e-005,0,-9.99892e-005,1,293.15,312.725,-1.07653e-007,1.07653e-007,312.725,10.7676,293.15,293.15,1.95746,39.5746,312.725,0,1.95746,19.5746,312.725,1.95746,293.15,-1.95746,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107665,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.6667,39.6667,39.5746,0,2,0,0,1,312.725,39.5746,1,0,1,1,6
5.54,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.685,-1.95355,-1.95355,312.685,-1.95355,10,293.15,0.00392157,0.00107649,9.99892e-005,0.00107649,9.99892e-005,0,-9.99892e-005,1,293.15,312.685,-1.07638e-007,1.07638e-007,312.685,10.7661,293.15,293.15,1.95355,39.5355,312.685,0,1.95355,19.5355,312.685,1.95355,293.15,-1.95355,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107649,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.75,39.75,39.5355,0,2,0,0,1,312.685,39.5355,1,0,1,1,6
5.56,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.646,-1.94965,-1.94965,312.646,-1.94965,10,293.15,0.00392157,0.00107634,9.99892e-005,0.00107634,9.99892e-005,0,-9.99892e-005,1,293.15,312.646,-1.07622e-007,1.07622e-007,312.646,10.7646,293.15,293.15,1.94965,39.4965,312.646,0,1.94965,19.4965,312.646,1.94965,293.15,-1.94965,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107634,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.8333,39.8333,39.4965,0,2,0,0,1,312.646,39.4965,1,0,1,1,6
5.58,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.608,-1.94575,-1.94575,312.608,-1.94575,10,293.15,0.00392157,0.00107619,9.99892e-005,0.00107619,9.99892e-005,0,-9.99892e-005,1,293.15,312.608,-1.07607e-007,1.07607e-007,312.608,10.763,293.15,293.15,1.94575,39.4575,312.608,0,1.94575,19.4575,312.608,1.94575,293.15,-1.94575,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107619,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,39.9167,39.9167,39.4575,0,2,0,0,1,312.608,39.4575,1,0,1,1,6
5.6,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.569,-1.94186,-1.94186,312.569,-1.94186,10,293.15,0.00392157,0.00107604,9.99892e-005,0.00107604,9.99892e-005,0,-9.99892e-005,1,293.15,312.569,-1.07592e-007,1.07592e-007,312.569,10.7615,293.15,293.15,1.94186,39.4186,312.569,0,1.94186,19.4186,312.569,1.94186,293.15,-1.94186,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107604,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40,40,39.4186,0,2,0,0,1,312.569,39.4186,1,0,1,1,6
5.62,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.53,-1.93798,-1.93798,312.53,-1.93798,10,293.15,0.00392157,0.00107588,9.99892e-005,0.00107588,9.99892e-005,0,-9.99892e-005,1,293.15,312.53,-1.07577e-007,1.07577e-007,312.53,10.76,293.15,293.15,1.93798,39.3798,312.53,0,1.93798,19.3798,312.53,1.93798,293.15,-1.93798,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107588,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.0833,40.0833,39.3798,0,2,0,0,1,312.53,39.3798,1,0,1,1,6
5.64,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.491,-1.93411,-1.93411,312.491,-1.93411,10,293.15,0.00392157,0.00107573,9.99892e-005,0.00107573,9.99892e-005,0,-9.99892e-005,1,293.15,312.491,-1.07562e-007,1.07562e-007,312.491,10.7585,293.15,293.15,1.93411,39.3411,312.491,0,1.93411,19.3411,312.491,1.93411,293.15,-1.93411,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107573,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.1667,40.1667,39.3411,0,2,0,0,1,312.491,39.3411,1,0,1,1,6
5.66,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.452,-1.93024,-1.93024,312.452,-1.93024,10,293.15,0.00392157,0.00107558,9.99892e-005,0.00107558,9.99892e-005,0,-9.99892e-005,1,293.15,312.452,-1.07546e-007,1.07546e-007,312.452,10.757,293.15,293.15,1.93025,39.3024,312.452,0,1.93025,19.3025,312.452,1.93025,293.15,-1.93025,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107558,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.25,40.25,39.3024,0,2,0,0,1,312.452,39.3024,1,0,1,1,6
5.6686,293.15,2,0,0,10,10,-9.99892e-005,10,-9.99892e-005,0,9.99892e-005,1,312.436,-1.92858,-1.92858,312.436,-1.92858,10,293.15,0.00392157,0.00107552,9.99892e-005,0.00107552,9.99892e-005,0,-9.99892e-005,1,293.15,312.436,-1.0754e-007,1.0754e-007,312.436,10.7563,293.15,293.15,1.92858,39.2858,312.436,0,1.92858,19.2858,312.436,1.92858,293.15,-1.92858,0.1,9.99892,9.99892e-005,10,9.99892e-005,0.00107552,-9.99892e-005,1e-005,1e-005,0,293.15,0.000999785,293.15,1,9.99892,1,1,25,6,25,2,40.2858,40.2858,39.2858,0,2,0,0,1,312.436,39.2858,1,0,1,1,6
5.6686,293.15,2,0,0,10,10,-0.929686,10,-0.929686,0,0.929686,1,312.436,7.36827,7.36827,312.436,7.36827,10,293.15,0.00392157,9.99999,0.929686,9.99999,0.929686,0,-0.929686,1,293.15,312.436,-9.29685,9.29685,312.436,10.7563,293.15,293.15,1.92858,39.2858,312.436,0,1.92858,19.2858,312.436,1.92858,293.15,-1.92858,0.1,9.29686e-006,0.929686,10,0.929686,9.99999,-0.929686,1e-005,1e-005,0,293.15,8.64316e-006,293.15,0,0.929686,1,1,25,6,25,2,40.2858,40.2858,39.2858,1,2,0,1,0,312.436,39.2858,0,0,1,1,6
5.68,293.15,2,0,0,10,10,-0.929402,10,-0.929402,0,0.929402,1,312.52,7.35703,7.35703,312.52,7.35703,10,293.15,0.00392157,9.99999,0.929402,9.99999,0.929402,0,-0.929402,1,293.15,312.52,-9.29401,9.29401,312.52,10.7596,293.15,293.15,1.93698,39.3698,312.52,0,1.93698,19.3698,312.52,1.93698,293.15,-1.93698,0.1,9.29402e-006,0.929402,10,0.929402,9.99999,-0.929402,1e-005,1e-005,0,293.15,8.63788e-006,293.15,0,0.929402,1,1,25,6,25,2,40.3333,40.3333,39.3698,1,2,0,1,0,312.52,39.3698,0,0,1,1,6
5.7,293.15,2,0,0,10,10,-0.928904,10,-0.928904,0,0.928904,1,312.667,7.33737,7.33737,312.667,7.33737,10,293.15,0.00392157,9.99999,0.928904,9.99999,0.928904,0,-0.928904,1,293.15,312.667,-9.28903,9.28903,312.667,10.7654,293.15,293.15,1.95167,39.5167,312.667,0,1.95167,19.5167,312.667,1.95167,293.15,-1.95167,0.1,9.28904e-006,0.928904,10,0.928904,9.99999,-0.928904,1e-005,1e-005,0,293.15,8.62863e-006,293.15,0,0.928904,1,1,25,6,25,2,40.4167,40.4167,39.5167,1,2,0,1,0,312.667,39.5167,0,0,1,1,6
5.72,293.15,2,0,0,10,10,-0.928409,10,-0.928409,0,0.928409,1,312.813,7.31775,7.31775,312.813,7.31775,10,293.15,0.00392157,9.99999,0.928409,9.99999,0.928409,0,-0.928409,1,293.15,312.813,-9.28408,9.28408,312.813,10.7711,293.15,293.15,1.96633,39.6633,312.813,0,1.96633,19.6633,312.813,1.96633,293.15,-1.96633,0.1,9.28409e-006,0.928409,10,0.928409,9.99999,-0.928409,1e-005,1e-005,0,293.15,8.61943e-006,293.15,0,0.928409,1,1,25,6,25,2,40.5,40.5,39.6633,1,2,0,1,0,312.813,39.6633,0,0,1,1,6
5.74,293.15,2,0,0,10,10,-0.927915,10,-0.927915,0,0.927915,1,312.959,7.2982,7.2982,312.959,7.2982,10,293.15,0.00392157,9.99999,0.927915,9.99999,0.927915,0,-0.927915,1,293.15,312.959,-9.27914,9.27914,312.959,10.7768,293.15,293.15,1.98094,39.8094,312.959,0,1.98094,19.8094,312.959,1.98094,293.15,-1.98094,0.1,9.27915e-006,0.927915,10,0.927915,9.99999,-0.927915,1e-005,1e-005,0,293.15,8.61026e-006,293.15,0,0.927915,1,1,25,6,25,2,40.5833,40.5833,39.8094,1,2,0,1,0,312.959,39.8094,0,0,1,1,6
5.76,293.15,2,0,0,10,10,-0.927423,10,-0.927423,0,0.927423,1,313.105,7.2787,7.2787,313.105,7.2787,10,293.15,0.00392157,9.99999,0.927423,9.99999,0.927423,0,-0.927423,1,293.15,313.105,-9.27422,9.27422,313.105,10.7826,293.15,293.15,1.99552,39.9552,313.105,0,1.99552,19.9552,313.105,1.99552,293.15,-1.99552,0.1,9.27423e-006,0.927423,10,0.927423,9.99999,-0.927423,1e-005,1e-005,0,293.15,8.60113e-006,293.15,0,0.927423,1,1,25,6,25,2,40.6667,40.6667,39.9552,1,2,0,1,0,313.105,39.9552,0,0,1,1,6
5.78,293.15,2,0,0,10,10,-0.926933,10,-0.926933,0,0.926933,1,313.251,7.25926,7.25926,313.251,7.25926,10,293.15,0.00392157,9.99999,0.926933,9.99999,0.926933,0,-0.926933,1,293.15,313.251,-9.26932,9.26932,313.251,10.7883,293.15,293.15,2.01006,40.1006,313.251,0,2.01006,20.1006,313.251,2.01006,293.15,-2.01006,0.1,9.26933e-006,0.926933,10,0.926933,9.99999,-0.926933,1e-005,1e-005,0,293.15,8.59205e-006,293.15,0,0.926933,1,1,25,6,25,2,40.75,40.75,40.1006,1,2,0,1,0,313.251,40.1006,0,0,1,1,6
5.8,293.15,2,0,0,10,10,-0.926445,10,-0.926445,0,0.926445,1,313.396,7.23988,7.23988,313.396,7.23988,10,293.15,0.00392157,9.99999,0.926445,9.99999,0.926445,0,-0.926445,1,293.15,313.396,-9.26444,9.26444,313.396,10.7939,293.15,293.15,2.02456,40.2456,313.396,0,2.02456,20.2456,313.396,2.02456,293.15,-2.02456,0.1,9.26445e-006,0.926445,10,0.926445,9.99999,-0.926445,1e-005,1e-005,0,293.15,8.583e-006,293.15,0,0.926445,1,1,25,6,25,2,40.8333,40.8333,40.2456,1,2,0,1,0,313.396,40.2456,0,0,1,1,6
5.82,293.15,2,0,0,10,10,-0.925958,10,-0.925958,0,0.925958,1,313.54,7.22055,7.22055,313.54,7.22055,10,293.15,0.00392157,9.99999,0.925958,9.99999,0.925958,0,-0.925958,1,293.15,313.54,-9.25957,9.25957,313.54,10.7996,293.15,293.15,2.03902,40.3902,313.54,0,2.03902,20.3902,313.54,2.03902,293.15,-2.03902,0.1,9.25958e-006,0.925958,10,0.925958,9.99999,-0.925958,1e-005,1e-005,0,293.15,8.57398e-006,293.15,0,0.925958,1,1,25,6,25,2,40.9167,40.9167,40.3902,1,2,0,1,0,313.54,40.3902,0,0,1,1,6
