"time","der_T","der_p"
0.0,0.0,0.0
2.00000009e-03,0.00000000e+00,0.00000000e+00
4.00000019e-03,0.00000000e+00,0.00000000e+00
6.00000005e-03,0.00000000e+00,0.00000000e+00
8.00000038e-03,0.00000000e+00,0.00000000e+00
9.99999978e-03,0.00000000e+00,0.00000000e+00
1.20000001e-02,0.00000000e+00,0.00000000e+00
1.40000004e-02,0.00000000e+00,0.00000000e+00
1.60000008e-02,0.00000000e+00,0.00000000e+00
1.79999992e-02,0.00000000e+00,0.00000000e+00
1.99999996e-02,0.00000000e+00,0.00000000e+00
2.19999999e-02,0.00000000e+00,0.00000000e+00
2.40000002e-02,0.00000000e+00,0.00000000e+00
2.60000005e-02,0.00000000e+00,0.00000000e+00
2.80000009e-02,0.00000000e+00,0.00000000e+00
2.99999993e-02,0.00000000e+00,0.00000000e+00
3.20000015e-02,0.00000000e+00,0.00000000e+00
3.40000018e-02,0.00000000e+00,0.00000000e+00
3.59999985e-02,0.00000000e+00,0.00000000e+00
3.79999988e-02,0.00000000e+00,0.00000000e+00
3.99999991e-02,0.00000000e+00,0.00000000e+00
4.19999994e-02,0.00000000e+00,0.00000000e+00
4.39999998e-02,0.00000000e+00,0.00000000e+00
4.60000001e-02,0.00000000e+00,0.00000000e+00
4.80000004e-02,0.00000000e+00,0.00000000e+00
5.00000007e-02,0.00000000e+00,0.00000000e+00
5.20000011e-02,0.00000000e+00,0.00000000e+00
5.40000014e-02,0.00000000e+00,0.00000000e+00
5.60000017e-02,0.00000000e+00,0.00000000e+00
5.79999983e-02,0.00000000e+00,0.00000000e+00
5.99999987e-02,0.00000000e+00,0.00000000e+00
6.19999990e-02,0.00000000e+00,0.00000000e+00
6.40000030e-02,0.00000000e+00,0.00000000e+00
6.59999996e-02,0.00000000e+00,0.00000000e+00
6.80000037e-02,0.00000000e+00,0.00000000e+00
7.00000003e-02,0.00000000e+00,0.00000000e+00
7.19999969e-02,0.00000000e+00,0.00000000e+00
7.40000010e-02,0.00000000e+00,0.00000000e+00
7.59999976e-02,0.00000000e+00,0.00000000e+00
7.80000016e-02,0.00000000e+00,0.00000000e+00
7.99999982e-02,0.00000000e+00,0.00000000e+00
8.20000023e-02,0.00000000e+00,0.00000000e+00
8.39999989e-02,0.00000000e+00,0.00000000e+00
8.60000029e-02,0.00000000e+00,0.00000000e+00
8.79999995e-02,0.00000000e+00,0.00000000e+00
9.00000036e-02,0.00000000e+00,0.00000000e+00
9.20000002e-02,0.00000000e+00,0.00000000e+00
9.39999968e-02,0.00000000e+00,0.00000000e+00
9.60000008e-02,0.00000000e+00,0.00000000e+00
9.79999974e-02,0.00000000e+00,0.00000000e+00
1.00000001e-01,0.00000000e+00,0.00000000e+00
1.01999998e-01,0.00000000e+00,0.00000000e+00
1.04000002e-01,0.00000000e+00,0.00000000e+00
1.05999999e-01,0.00000000e+00,0.00000000e+00
1.08000003e-01,0.00000000e+00,0.00000000e+00
1.09999999e-01,0.00000000e+00,0.00000000e+00
1.12000003e-01,0.00000000e+00,0.00000000e+00
1.14000000e-01,0.00000000e+00,0.00000000e+00
1.15999997e-01,0.00000000e+00,0.00000000e+00
1.18000001e-01,0.00000000e+00,0.00000000e+00
1.19999997e-01,0.00000000e+00,0.00000000e+00
1.22000001e-01,0.00000000e+00,0.00000000e+00
1.23999998e-01,0.00000000e+00,0.00000000e+00
1.26000002e-01,0.00000000e+00,0.00000000e+00
1.28000006e-01,0.00000000e+00,0.00000000e+00
1.29999995e-01,0.00000000e+00,0.00000000e+00
1.31999999e-01,0.00000000e+00,0.00000000e+00
1.34000003e-01,0.00000000e+00,0.00000000e+00
1.36000007e-01,0.00000000e+00,0.00000000e+00
1.37999997e-01,0.00000000e+00,0.00000000e+00
1.40000001e-01,0.00000000e+00,0.00000000e+00
1.42000005e-01,0.00000000e+00,0.00000000e+00
1.43999994e-01,0.00000000e+00,0.00000000e+00
1.45999998e-01,0.00000000e+00,0.00000000e+00
1.48000002e-01,0.00000000e+00,0.00000000e+00
1.50000006e-01,0.00000000e+00,0.00000000e+00
1.51999995e-01,0.00000000e+00,0.00000000e+00
1.53999999e-01,0.00000000e+00,0.00000000e+00
1.56000003e-01,0.00000000e+00,0.00000000e+00
1.58000007e-01,0.00000000e+00,0.00000000e+00
1.59999996e-01,0.00000000e+00,0.00000000e+00
1.62000000e-01,0.00000000e+00,0.00000000e+00
1.64000005e-01,0.00000000e+00,0.00000000e+00
1.65999994e-01,0.00000000e+00,0.00000000e+00
1.67999998e-01,0.00000000e+00,0.00000000e+00
1.70000002e-01,0.00000000e+00,0.00000000e+00
1.72000006e-01,0.00000000e+00,0.00000000e+00
1.73999995e-01,0.00000000e+00,0.00000000e+00
1.75999999e-01,0.00000000e+00,0.00000000e+00
1.78000003e-01,0.00000000e+00,0.00000000e+00
1.80000007e-01,0.00000000e+00,0.00000000e+00
1.81999996e-01,0.00000000e+00,0.00000000e+00
1.84000000e-01,0.00000000e+00,0.00000000e+00
1.86000004e-01,0.00000000e+00,0.00000000e+00
1.87999994e-01,0.00000000e+00,0.00000000e+00
1.89999998e-01,0.00000000e+00,0.00000000e+00
1.92000002e-01,0.00000000e+00,0.00000000e+00
1.94000006e-01,0.00000000e+00,0.00000000e+00
1.95999995e-01,0.00000000e+00,0.00000000e+00
1.97999999e-01,0.00000000e+00,0.00000000e+00
2.00000003e-01,0.00000000e+00,0.00000000e+00
2.02000007e-01,0.00000000e+00,0.00000000e+00
2.03999996e-01,0.00000000e+00,0.00000000e+00
2.06000000e-01,0.00000000e+00,0.00000000e+00
2.08000004e-01,0.00000000e+00,0.00000000e+00
2.09999993e-01,0.00000000e+00,0.00000000e+00
2.11999997e-01,0.00000000e+00,0.00000000e+00
2.14000002e-01,0.00000000e+00,0.00000000e+00
2.16000006e-01,0.00000000e+00,0.00000000e+00
2.17999995e-01,0.00000000e+00,0.00000000e+00
2.19999999e-01,0.00000000e+00,0.00000000e+00
2.22000003e-01,0.00000000e+00,0.00000000e+00
2.24000007e-01,0.00000000e+00,0.00000000e+00
2.25999996e-01,0.00000000e+00,0.00000000e+00
2.28000000e-01,0.00000000e+00,0.00000000e+00
2.30000004e-01,0.00000000e+00,0.00000000e+00
2.31999993e-01,0.00000000e+00,0.00000000e+00
2.33999997e-01,0.00000000e+00,0.00000000e+00
2.36000001e-01,0.00000000e+00,0.00000000e+00
2.38000005e-01,0.00000000e+00,0.00000000e+00
2.39999995e-01,0.00000000e+00,0.00000000e+00
2.41999999e-01,0.00000000e+00,0.00000000e+00
2.44000003e-01,0.00000000e+00,0.00000000e+00
2.46000007e-01,0.00000000e+00,0.00000000e+00
2.47999996e-01,0.00000000e+00,0.00000000e+00
2.50000000e-01,0.00000000e+00,0.00000000e+00
2.52000004e-01,0.00000000e+00,0.00000000e+00
2.54000008e-01,0.00000000e+00,0.00000000e+00
2.56000012e-01,0.00000000e+00,0.00000000e+00
2.57999986e-01,0.00000000e+00,0.00000000e+00
2.59999990e-01,0.00000000e+00,0.00000000e+00
2.61999995e-01,0.00000000e+00,0.00000000e+00
2.63999999e-01,0.00000000e+00,0.00000000e+00
2.66000003e-01,0.00000000e+00,0.00000000e+00
2.68000007e-01,0.00000000e+00,0.00000000e+00
2.70000011e-01,0.00000000e+00,0.00000000e+00
2.72000015e-01,0.00000000e+00,0.00000000e+00
2.73999989e-01,0.00000000e+00,0.00000000e+00
2.75999993e-01,0.00000000e+00,0.00000000e+00
2.77999997e-01,0.00000000e+00,0.00000000e+00
2.80000001e-01,0.00000000e+00,0.00000000e+00
2.82000005e-01,0.00000000e+00,0.00000000e+00
2.84000009e-01,0.00000000e+00,0.00000000e+00
2.86000013e-01,0.00000000e+00,0.00000000e+00
2.87999988e-01,0.00000000e+00,0.00000000e+00
2.89999992e-01,0.00000000e+00,0.00000000e+00
2.91999996e-01,0.00000000e+00,0.00000000e+00
2.94000000e-01,0.00000000e+00,0.00000000e+00
2.96000004e-01,0.00000000e+00,0.00000000e+00
2.98000008e-01,0.00000000e+00,0.00000000e+00
3.00000012e-01,-1.19904087e-14,-1.02318154e-12
3.01999986e-01,-1.13765799e-01,-8.97483349e+00
3.03999990e-01,-2.25689754e-01,-1.73003178e+01
3.05999994e-01,-3.35781336e-01,-2.49839725e+01
3.07999998e-01,-4.44049954e-01,-3.20333214e+01
3.10000002e-01,-5.50505042e-01,-3.84558792e+01
3.12000006e-01,-6.55156076e-01,-4.42591743e+01
3.14000010e-01,-7.58012414e-01,-4.94507217e+01
3.16000015e-01,-8.59083593e-01,-5.40380440e+01
3.17999989e-01,-9.58378971e-01,-5.80286636e+01
3.19999993e-01,-1.05590796e+00,-6.14300995e+01
3.21999997e-01,-1.15168023e+00,-6.42498703e+01
3.24000001e-01,-1.24570489e+00,-6.64954987e+01
3.26000005e-01,-1.33799148e+00,-6.81744995e+01
3.28000009e-01,-1.42854953e+00,-6.92944031e+01
3.30000013e-01,-1.51738834e+00,-6.98627243e+01
3.31999987e-01,-1.60451734e+00,-6.98869858e+01
3.33999991e-01,-1.68994606e+00,-6.93747025e+01
3.35999995e-01,-1.77368402e+00,-6.83333969e+01
3.38000000e-01,-1.85574043e+00,-6.67705841e+01
3.40000004e-01,-1.93612468e+00,-6.46938019e+01
3.42000008e-01,-2.01484632e+00,-6.21105499e+01
3.44000012e-01,-2.09191489e+00,-5.90283623e+01
3.45999986e-01,-2.16734004e+00,-5.54547729e+01
3.47999990e-01,-2.24113083e+00,-5.13972855e+01
3.49999994e-01,-2.31329679e+00,-4.68634148e+01
3.51999998e-01,-2.38384724e+00,-4.18606873e+01
3.54000002e-01,-2.45279169e+00,-3.63966179e+01
3.56000006e-01,-2.52013946e+00,-3.04787254e+01
3.58000010e-01,-2.58590007e+00,-2.41145344e+01
3.60000014e-01,-2.65008259e+00,-1.73115597e+01
3.61999989e-01,-2.71269703e+00,-1.00773230e+01
3.63999993e-01,-2.77375245e+00,-2.41934299e+00
3.65999997e-01,-2.83325839e+00,5.65486050e+00
3.68000001e-01,-2.89122391e+00,1.41377678e+01
3.70000005e-01,-2.94765902e+00,2.30218601e+01
3.72000009e-01,-3.00257254e+00,3.22996216e+01
3.74000013e-01,-3.05597425e+00,4.19635277e+01
3.75999987e-01,-3.10787344e+00,5.20060577e+01
3.77999991e-01,-3.15827966e+00,6.24197006e+01
3.79999995e-01,-3.20720220e+00,7.31969299e+01
3.81999999e-01,-3.25465035e+00,8.43302307e+01
3.84000003e-01,-3.30063367e+00,9.58120880e+01
3.86000007e-01,-3.34516144e+00,1.07634972e+02
3.88000011e-01,-3.38824320e+00,1.19791367e+02
3.89999986e-01,-3.42988849e+00,1.32273758e+02
3.91999990e-01,-3.47010636e+00,1.45074646e+02
3.93999994e-01,-3.50890636e+00,1.58186462e+02
3.95999998e-01,-3.54629803e+00,1.71601730e+02
3.98000002e-01,-3.58229065e+00,1.85312927e+02
4.00000006e-01,-3.61689377e+00,1.99312515e+02
4.02000010e-01,-3.65011644e+00,2.13592987e+02
4.04000014e-01,-3.68196821e+00,2.28146820e+02
4.05999988e-01,-3.71245885e+00,2.42966507e+02
4.07999992e-01,-3.74159718e+00,2.58044525e+02
4.09999996e-01,-3.76939297e+00,2.73373352e+02
4.12000000e-01,-3.79585552e+00,2.88945465e+02
4.14000005e-01,-3.82099414e+00,3.04753326e+02
4.16000009e-01,-3.84481835e+00,3.20789490e+02
4.18000013e-01,-3.86733770e+00,3.37046356e+02
4.19999987e-01,-3.88856101e+00,3.53516449e+02
4.21999991e-01,-3.90849829e+00,3.70192261e+02
4.23999995e-01,-3.92715859e+00,3.87066254e+02
4.25999999e-01,-3.94455123e+00,4.04130890e+02
4.28000003e-01,-3.96068597e+00,4.21378693e+02
4.30000007e-01,-3.97557211e+00,4.38802124e+02
4.32000011e-01,-3.98921871e+00,4.56393646e+02
4.33999985e-01,-4.00163507e+00,4.74145782e+02
4.35999990e-01,-4.01283121e+00,4.92050995e+02
4.37999994e-01,-4.02281618e+00,5.10101746e+02
4.39999998e-01,-4.03159952e+00,5.28290588e+02
4.42000002e-01,-4.03919029e+00,5.46609863e+02
4.44000006e-01,-4.04559803e+00,5.65052246e+02
4.46000010e-01,-4.05083179e+00,5.83610046e+02
4.48000014e-01,-4.05490160e+00,6.02275879e+02
4.49999988e-01,-4.05781651e+00,6.21042114e+02
4.51999992e-01,-4.05958605e+00,6.39901306e+02
4.53999996e-01,-4.06021929e+00,6.58845886e+02
4.56000000e-01,-4.05972576e+00,6.77868408e+02
4.58000004e-01,-4.05811453e+00,6.96961304e+02
4.60000008e-01,-4.05539560e+00,7.16117065e+02
4.62000012e-01,-4.05157852e+00,7.35328186e+02
4.63999987e-01,-4.04667139e+00,7.54587158e+02
4.65999991e-01,-4.04068470e+00,7.73886414e+02
4.67999995e-01,-4.03362751e+00,7.93218506e+02
4.69999999e-01,-4.02550936e+00,8.12575867e+02
4.72000003e-01,-4.01633930e+00,8.31950989e+02
4.74000007e-01,-4.00612688e+00,8.51336365e+02
4.76000011e-01,-3.99488139e+00,8.70724487e+02
4.77999985e-01,-3.98261237e+00,8.90107788e+02
4.79999989e-01,-3.96932912e+00,9.09478821e+02
4.81999993e-01,-3.95504069e+00,9.28830017e+02
4.83999997e-01,-3.93975687e+00,9.48153870e+02
4.86000001e-01,-3.92348671e+00,9.67442932e+02
4.88000005e-01,-3.90623999e+00,9.86689575e+02
4.90000010e-01,-3.88802552e+00,1.00588641e+03
4.92000014e-01,-3.86885309e+00,1.02502576e+03
4.93999988e-01,-3.84873199e+00,1.04410022e+03
4.95999992e-01,-3.82767129e+00,1.06310229e+03
4.97999996e-01,-3.80568075e+00,1.08202441e+03
5.00000000e-01,-3.78276968e+00,1.10085901e+03
5.01999974e-01,-3.75894713e+00,1.11959863e+03
5.04000008e-01,-3.73422265e+00,1.13823584e+03
5.05999982e-01,-3.70860553e+00,1.15676294e+03
5.08000016e-01,-3.68210530e+00,1.17517261e+03
5.09999990e-01,-3.65473127e+00,1.19345715e+03
5.12000024e-01,-3.62649250e+00,1.21160925e+03
5.13999999e-01,-3.59739876e+00,1.22962109e+03
5.15999973e-01,-3.56745911e+00,1.24748547e+03
5.18000007e-01,-3.53668308e+00,1.26519470e+03
5.19999981e-01,-3.50507975e+00,1.28274133e+03
5.22000015e-01,-3.47265887e+00,1.30011780e+03
5.23999989e-01,-3.43942952e+00,1.31731665e+03
5.26000023e-01,-3.40540099e+00,1.33433044e+03
5.27999997e-01,-3.37058306e+00,1.35115137e+03
5.29999971e-01,-3.33498454e+00,1.36777222e+03
5.32000005e-01,-3.29861522e+00,1.38418518e+03
5.33999979e-01,-3.26148391e+00,1.40038306e+03
5.36000013e-01,-3.22360039e+00,1.41635815e+03
5.37999988e-01,-3.18497396e+00,1.43210315e+03
5.40000021e-01,-3.14561391e+00,1.44761011e+03
5.41999996e-01,-3.10552955e+00,1.46287195e+03
5.44000030e-01,-3.06473017e+00,1.47788086e+03
5.46000004e-01,-3.02322531e+00,1.49262964e+03
5.47999978e-01,-2.98102379e+00,1.50711035e+03
5.50000012e-01,-2.93813586e+00,1.52131592e+03
5.51999986e-01,-2.89457011e+00,1.53523853e+03
5.54000020e-01,-2.85033607e+00,1.54887085e+03
5.55999994e-01,-2.80544305e+00,1.56220508e+03
5.58000028e-01,-2.75990057e+00,1.57523413e+03
5.60000002e-01,-2.71371770e+00,1.58795007e+03
5.61999977e-01,-2.66690397e+00,1.60034570e+03
5.64000010e-01,-2.61946869e+00,1.61241333e+03
5.65999985e-01,-2.57142115e+00,1.62414551e+03
5.68000019e-01,-2.52277064e+00,1.63553467e+03
5.69999993e-01,-2.47352672e+00,1.64657336e+03
5.72000027e-01,-2.42369819e+00,1.65725415e+03
5.74000001e-01,-2.37329507e+00,1.66756921e+03
5.75999975e-01,-2.32232618e+00,1.67751135e+03
5.78000009e-01,-2.27080107e+00,1.68707288e+03
5.79999983e-01,-2.21872902e+00,1.69624646e+03
5.82000017e-01,-2.16611910e+00,1.70502441e+03
5.83999991e-01,-2.11298108e+00,1.71339917e+03
5.86000025e-01,-2.05932426e+00,1.72136353e+03
5.88000000e-01,-2.00515747e+00,1.72890955e+03
5.89999974e-01,-1.95049059e+00,1.73603003e+03
5.92000008e-01,-1.89533257e+00,1.74271741e+03
5.93999982e-01,-1.83969295e+00,1.74896399e+03
5.96000016e-01,-1.78358090e+00,1.75476245e+03
5.97999990e-01,-1.72700584e+00,1.76010535e+03
6.00000024e-01,-1.66997695e+00,1.76498486e+03
6.01999998e-01,-1.61250377e+00,1.76939380e+03
6.03999972e-01,-1.55459547e+00,1.77332434e+03
6.06000006e-01,-1.49626136e+00,1.77676929e+03
6.07999980e-01,-1.43751085e+00,1.77972095e+03
6.10000014e-01,-1.37835324e+00,1.78217175e+03
6.11999989e-01,-1.31879759e+00,1.78411438e+03
6.14000022e-01,-1.25885355e+00,1.78554126e+03
6.15999997e-01,-1.19853032e+00,1.78644470e+03
6.17999971e-01,-1.13783705e+00,1.78681726e+03
6.20000005e-01,-1.07678342e+00,1.78665161e+03
6.21999979e-01,-1.01537836e+00,1.78594006e+03
6.24000013e-01,-9.53631341e-01,1.78467517e+03
6.25999987e-01,-8.91551673e-01,1.78284937e+03
6.28000021e-01,-8.29148650e-01,1.78045532e+03
6.29999995e-01,-7.66431570e-01,1.77748523e+03
6.32000029e-01,-7.03409731e-01,1.77393164e+03
6.34000003e-01,-6.40092492e-01,1.76978735e+03
6.35999978e-01,-5.76489091e-01,1.76504443e+03
6.38000011e-01,-5.12608826e-01,1.75969556e+03
6.39999986e-01,-4.48461086e-01,1.75373340e+03
6.42000020e-01,-3.84055078e-01,1.74715015e+03
6.43999994e-01,-3.19400162e-01,1.73993835e+03
6.46000028e-01,-2.54505605e-01,1.73209058e+03
6.48000002e-01,-1.89380705e-01,1.72359937e+03
6.49999976e-01,-1.24034792e-01,1.71445715e+03
6.52000010e-01,-5.84771261e-02,1.70465625e+03
6.53999984e-01,7.28297653e-03,1.69418945e+03
6.56000018e-01,7.32362196e-02,1.68304895e+03
6.57999992e-01,1.39373317e-01,1.67122742e+03
6.60000026e-01,2.05684975e-01,1.65871729e+03
6.62000000e-01,2.72161901e-01,1.64551099e+03
6.63999975e-01,3.38794768e-01,1.63160120e+03
6.66000009e-01,4.05574352e-01,1.61698022e+03
6.67999983e-01,4.72491294e-01,1.60164063e+03
6.70000017e-01,5.39536357e-01,1.58557495e+03
6.71999991e-01,6.06700242e-01,1.56877551e+03
6.74000025e-01,6.73973620e-01,1.55123486e+03
6.75999999e-01,7.41347253e-01,1.53294556e+03
6.77999973e-01,8.08811784e-01,1.51390015e+03
6.80000007e-01,8.76358032e-01,1.49409094e+03
6.81999981e-01,9.43976641e-01,1.47351062e+03
6.84000015e-01,1.01165843e+00,1.45215149e+03
6.85999990e-01,1.07939386e+00,1.43000610e+03
6.88000023e-01,1.14717388e+00,1.40706702e+03
6.89999998e-01,1.21498919e+00,1.38332666e+03
6.91999972e-01,1.28283048e+00,1.35877734e+03
6.94000006e-01,1.35068846e+00,1.33341187e+03
6.95999980e-01,1.41855383e+00,1.30722266e+03
6.98000014e-01,1.48641717e+00,1.28020215e+03
6.99999988e-01,1.55426955e+00,1.25234265e+03
7.02000022e-01,1.55421472e+00,1.25233936e+03
7.03999996e-01,1.55415976e+00,1.25233606e+03
7.05999970e-01,1.55410504e+00,1.25233289e+03
7.08000004e-01,1.55405009e+00,1.25232959e+03
7.09999979e-01,1.55399525e+00,1.25232629e+03
7.12000012e-01,1.55394042e+00,1.25232300e+03
7.13999987e-01,1.55388546e+00,1.25231970e+03
7.16000021e-01,1.55383074e+00,1.25231653e+03
7.17999995e-01,1.55377579e+00,1.25231323e+03
7.20000029e-01,1.55372095e+00,1.25230994e+03
7.22000003e-01,1.55366611e+00,1.25230664e+03
7.23999977e-01,1.55361128e+00,1.25230334e+03
7.26000011e-01,1.55355644e+00,1.25230005e+03
7.27999985e-01,1.55350161e+00,1.25229675e+03
7.30000019e-01,1.55344677e+00,1.25229346e+03
7.31999993e-01,1.55339193e+00,1.25229028e+03
7.34000027e-01,1.55333710e+00,1.25228699e+03
7.36000001e-01,1.55328226e+00,1.25228369e+03
7.37999976e-01,1.55322742e+00,1.25228040e+03
7.40000010e-01,1.55317259e+00,1.25227710e+03
7.41999984e-01,1.55311775e+00,1.25227393e+03
7.44000018e-01,1.55306304e+00,1.25227063e+03
7.45999992e-01,1.55300820e+00,1.25226733e+03
7.48000026e-01,1.55295336e+00,1.25226404e+03
7.50000000e-01,1.55289865e+00,1.25226074e+03
7.51999974e-01,1.55284381e+00,1.25225745e+03
7.54000008e-01,1.55278897e+00,1.25225415e+03
7.55999982e-01,1.55273426e+00,1.25225098e+03
7.58000016e-01,1.55267942e+00,1.25224768e+03
7.59999990e-01,1.55262458e+00,1.25224438e+03
7.62000024e-01,1.55256975e+00,1.25224109e+03
7.63999999e-01,1.55251503e+00,1.25223792e+03
7.65999973e-01,1.55246019e+00,1.25223462e+03
7.68000007e-01,1.55240548e+00,1.25223132e+03
7.69999981e-01,1.55235076e+00,1.25222803e+03
7.72000015e-01,1.55229592e+00,1.25222485e+03
7.73999989e-01,1.55224109e+00,1.25222156e+03
7.76000023e-01,1.55218637e+00,1.25221814e+03
7.77999997e-01,1.55213165e+00,1.25221484e+03
7.79999971e-01,1.55207694e+00,1.25221167e+03
7.82000005e-01,1.55202210e+00,1.25220837e+03
7.83999979e-01,1.55196726e+00,1.25220508e+03
7.86000013e-01,1.55191255e+00,1.25220190e+03
7.87999988e-01,1.55185783e+00,1.25219861e+03
7.90000021e-01,1.55180311e+00,1.25219531e+03
7.91999996e-01,1.55174839e+00,1.25219214e+03
7.94000030e-01,1.55169356e+00,1.25218884e+03
7.96000004e-01,1.55163884e+00,1.25218555e+03
7.97999978e-01,1.55158412e+00,1.25218225e+03
8.00000012e-01,1.55152941e+00,1.25217896e+03
8.01999986e-01,1.55147469e+00,1.25217566e+03
8.04000020e-01,1.55141997e+00,1.25217236e+03
8.05999994e-01,1.55136526e+00,1.25216919e+03
8.08000028e-01,1.55131054e+00,1.25216589e+03
8.10000002e-01,1.55125582e+00,1.25216260e+03
8.11999977e-01,1.55120111e+00,1.25215942e+03
8.14000010e-01,1.55114639e+00,1.25215613e+03
8.15999985e-01,1.55109167e+00,1.25215283e+03
8.18000019e-01,1.55103695e+00,1.25214954e+03
8.19999993e-01,1.55098236e+00,1.25214624e+03
8.22000027e-01,1.55092764e+00,1.25214294e+03
8.24000001e-01,1.55087292e+00,1.25213965e+03
