"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0,0,0,0,0,0
3.1554e-30,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1.3869,0.25334,0.029854,0.014376,0.035122,0.0034785
1.7739,0.42648,0.059613,0.027222,0.12468,0.014168
2.142,0.52667,0.094792,0.04315,0.23899,0.032051
2.5619,0.5788,0.14712,0.068871,0.37995,0.063615
3.0455,0.57947,0.22339,0.10986,0.52808,0.11748
3.6008,0.53532,0.32449,0.17087,0.65016,0.20414
4.252,0.46692,0.442,0.25648,0.70835,0.33431
4.9469,0.4144,0.53894,0.35506,0.67838,0.48675
5.697,0.4024,0.58759,0.45547,0.58394,0.62841
6.4164,0.42857,0.57715,0.53134,0.48829,0.7046
7.1601,0.47198,0.52656,0.57702,0.42896,0.70177
7.9522,0.50948,0.46335,0.5845,0.4279,0.61871
8.7551,0.52165,0.42457,0.55611,0.47545,0.49533
9.5628,0.50894,0.42858,0.50963,0.53365,0.39138
10.344,0.48697,0.4666,0.46893,0.56506,0.35269
11.207,0.47096,0.52014,0.44773,0.55435,0.39085
12.063,0.4747,0.55399,0.45684,0.5093,0.48034
12.915,0.49458,0.55203,0.48582,0.46205,0.56538
13.724,0.5161,0.52253,0.51497,0.44151,0.60104
14.609,0.52824,0.48172,0.53201,0.45635,0.57678
15.519,0.52164,0.45706,0.52661,0.49784,0.50884
16.42,0.50208,0.46286,0.50576,0.53579,0.44654
17.272,0.48404,0.48923,0.48576,0.54721,0.42651
18.224,0.47691,0.52097,0.47682,0.52755,0.45553
19.183,0.48645,0.53373,0.48548,0.4915,0.51096
20.109,0.50337,0.52196,0.50236,0.46682,0.54957
21.022,0.5157,0.49786,0.51507,0.46689,0.55037
22.075,0.51549,0.47685,0.51536,0.49199,0.51269
23.092,0.50326,0.47774,0.50342,0.51893,0.47174
24.045,0.49106,0.49429,0.49128,0.52735,0.45873
25.08,0.48688,0.5135,0.48704,0.51417,0.47851
26.152,0.49414,0.5188,0.49418,0.49115,0.51334
27.183,0.50477,0.50797,0.50474,0.47948,0.53106
28.222,0.50996,0.49246,0.50991,0.48593,0.5213
29.367,0.50561,0.4855,0.50558,0.50428,0.49349
30.495,0.49683,0.49329,0.49682,0.51532,0.47675
31.574,0.49251,0.50548,0.49252,0.51082,0.48359
32.774,0.49596,0.51091,0.49597,0.49638,0.5055
33.974,0.50292,0.50416,0.50293,0.48829,0.51779
35.116,0.50565,0.49472,0.50565,0.49318,0.51035
36.316,0.50232,0.49201,0.50232,0.50413,0.49373
37.516,0.49721,0.49799,0.49721,0.50884,0.48656
38.716,0.49589,0.50495,0.49589,0.50363,0.49449
39.916,0.49903,0.50556,0.49903,0.49563,0.50663
41.116,0.50259,0.50036,0.50259,0.49357,0.50976
42.316,0.50285,0.49573,0.50285,0.49849,0.5023
43.516,0.50013,0.49633,0.50013,0.50406,0.49383
44.716,0.49778,0.50058,0.49778,0.50445,0.49323
45.916,0.49813,0.50347,0.49813,0.50021,0.49969
47.116,0.50034,0.50227,0.50034,0.49652,0.50529
48.316,0.5018,0.49896,0.5018,0.49707,0.50444
49.516,0.50115,0.49732,0.50115,0.50053,0.49919
50.716,0.49944,0.49873,0.49944,0.50282,0.49572
51.916,0.49862,0.50119,0.49861,0.50179,0.49727
53.116,0.49936,0.50198,0.49936,0.49912,0.50134
54.316,0.50063,0.5006,0.50063,0.49783,0.50329
55.516,0.50102,0.49885,0.50102,0.49901,0.50151
56.716,0.50029,0.4986,0.50029,0.50099,0.4985
57.916,0.4994,0.49983,0.4994,0.50159,0.49758
59.116,0.49928,0.50101,0.49928,0.50046,0.49931
60,0.49972,0.50109,0.49972,0.49935,0.50099
