"time","revolute1.w","revolute2.w"
0,0,0
0.003,-0.0789174,0.10484
0.006,-0.154346,0.205031
0.009,-0.229762,0.305194
0.012,-0.305167,0.405327
0.015,-0.38056,0.505427
0.018,-0.455938,0.605488
0.021,-0.5313,0.705505
0.024,-0.606643,0.805467
0.027,-0.681963,0.905361
0.03,-0.757254,1.00517
0.033,-0.832512,1.10487
0.036,-0.907727,1.20444
0.039,-0.982891,1.30385
0.042,-1.05799,1.40306
0.045,-1.13302,1.50203
0.048,-1.20796,1.60071
0.051,-1.2828,1.69905
0.054,-1.35751,1.79698
0.057,-1.43208,1.89444
0.06,-1.50648,1.99135
0.063,-1.5807,2.08762
0.066,-1.6547,2.18318
0.069,-1.72845,2.27791
0.072,-1.80192,2.37171
0.075,-1.87509,2.46446
0.078,-1.9479,2.55605
0.081,-2.02033,2.64635
0.084,-2.09234,2.73522
0.087,-2.16388,2.82251
0.09,-2.23492,2.90809
0.093,-2.3054,2.99179
0.096,-2.37528,3.07347
0.099,-2.44452,3.15295
0.102,-2.51307,3.23008
0.105,-2.58088,3.30469
0.108,-2.6479,3.37662
0.111,-2.71409,3.4457
0.114,-2.7794,3.51177
0.117,-2.84379,3.57467
0.12,-2.90721,3.63423
0.123,-2.96963,3.69032
0.126,-3.031,3.74279
0.129,-3.09129,3.79149
0.132,-3.15045,3.8363
0.135,-3.20847,3.8771
0.138,-3.26531,3.91377
0.141,-3.32095,3.94622
0.144,-3.37536,3.97434
0.147,-3.42852,3.99807
0.15,-3.48042,4.01732
0.153,-3.53105,4.03204
0.156,-3.58039,4.04219
0.159,-3.62845,4.04771
0.162,-3.6752,4.04858
0.165,-3.72066,4.04478
0.168,-3.76482,4.0363
0.171,-3.80768,4.02314
0.174,-3.84925,4.00529
0.177,-3.88952,3.98277
0.18,-3.92852,3.9556
0.183,-3.96623,3.92379
0.186,-4.00267,3.88737
0.189,-4.03784,3.84636
0.192,-4.07174,3.80081
0.195,-4.10439,3.75074
0.198,-4.13579,3.69618
0.201,-4.16593,3.63719
0.204,-4.19481,3.57378
0.207,-4.22245,3.50599
0.21,-4.24883,3.43387
0.213,-4.27394,3.35744
0.216,-4.29779,3.27673
0.219,-4.32036,3.19179
0.222,-4.34164,3.10263
0.225,-4.36161,3.00929
0.228,-4.38026,2.91179
0.231,-4.39757,2.81014
0.234,-4.41351,2.70438
0.237,-4.42806,2.59452
0.24,-4.44119,2.48057
0.243,-4.45287,2.36254
0.246,-4.46306,2.24045
0.249,-4.47173,2.11429
0.252,-4.47883,1.98408
0.255,-4.48433,1.84982
0.258,-4.48818,1.7115
0.261,-4.49034,1.56913
0.264,-4.49075,1.42268
0.267,-4.48936,1.27217
0.27,-4.48612,1.11757
0.273,-4.48097,0.958878
0.276,-4.47386,0.796073
0.279,-4.46472,0.62914
0.282,-4.4535,0.458059
0.285,-4.44014,0.282808
0.288,-4.42457,0.103366
0.291,-4.40672,-0.080295
0.294,-4.38655,-0.268201
0.297,-4.36398,-0.460382
0.3,-4.33894,-0.656869
0.303,-4.31139,-0.857693
0.306,-4.28125,-1.06289
0.309,-4.24847,-1.27249
0.312,-4.21298,-1.48654
0.315,-4.17473,-1.70507
0.318,-4.13368,-1.92811
0.321,-4.08975,-2.1557
0.324,-4.04293,-2.38787
0.327,-3.99315,-2.62465
0.33,-3.94039,-2.86607
0.333,-3.88462,-3.11215
0.336,-3.82582,-3.36288
0.339,-3.76398,-3.61828
0.342,-3.6991,-3.87831
0.345,-3.6312,-4.14294
0.348,-3.56031,-4.4121
0.351,-3.48648,-4.68569
0.354,-3.40977,-4.96356
0.357,-3.33029,-5.24553
0.36,-3.24817,-5.53135
0.363,-3.16355,-5.82067
0.366,-3.07665,-6.11307
0.369,-2.98772,-6.40802
0.372,-2.89705,-6.70486
0.375,-2.80501,-7.00275
0.378,-2.71203,-7.3007
0.381,-2.61865,-7.59752
0.384,-2.52545,-7.89174
0.387,-2.43315,-8.18167
0.39,-2.34254,-8.46533
0.393,-2.25453,-8.74046
0.396,-2.17015,-9.0045
0.399,-2.09049,-9.2546
0.402,-2.01676,-9.48769
0.405,-1.95021,-9.7005
0.408,-1.89211,-9.8897
0.411,-1.84372,-10.052
0.414,-1.80624,-10.1841
0.417,-1.78071,-10.2833
0.42,-1.76802,-10.3473
0.423,-1.76881,-10.3742
0.426,-1.78346,-10.3631
0.429,-1.81202,-10.3138
0.432,-1.85425,-10.2268
0.435,-1.90965,-10.1035
0.438,-1.97746,-9.94591
0.441,-2.05668,-9.75658
0.444,-2.1462,-9.53842
0.447,-2.2448,-9.29456
0.45,-2.35123,-9.02825
0.453,-2.46425,-8.74265
0.456,-2.58264,-8.44078
0.459,-2.70528,-8.12546
0.462,-2.83113,-7.79925
0.465,-2.95924,-7.46442
0.468,-3.08878,-7.12296
0.471,-3.21901,-6.77658
0.474,-3.34928,-6.42674
0.477,-3.47905,-6.07465
0.48,-3.60784,-5.72133
0.483,-3.73525,-5.36761
0.486,-3.86096,-5.01416
0.489,-3.98468,-4.66153
0.492,-4.1062,-4.31013
0.495,-4.22532,-3.96031
0.498,-4.3419,-3.61233
0.501,-4.45583,-3.26637
0.504,-4.56703,-2.92259
0.507,-4.67543,-2.58109
0.51,-4.78099,-2.24195
0.513,-4.88371,-1.90521
0.516,-4.98356,-1.5709
0.519,-5.08057,-1.23905
0.522,-5.17475,-0.909662
0.525,-5.26614,-0.582741
0.528,-5.35478,-0.258287
0.531,-5.44073,0.0636966
0.534,-5.52402,0.383206
0.537,-5.60473,0.70023
0.54,-5.68293,1.01475
0.543,-5.75867,1.32675
0.546,-5.83202,1.63618
0.549,-5.90306,1.94298
0.552,-5.97185,2.2471
0.555,-6.03844,2.54844
0.558,-6.10291,2.84688
0.561,-6.1653,3.14229
0.564,-6.22565,3.4345
0.567,-6.28399,3.7233
0.57,-6.34035,4.00844
0.573,-6.39473,4.28964
0.576,-6.44711,4.56654
0.579,-6.49747,4.83874
0.582,-6.54574,5.10579
0.585,-6.59184,5.36714
0.588,-6.63567,5.62219
0.591,-6.67709,5.87023
0.594,-6.71593,6.1105
0.597,-6.75198,6.34211
0.6,-6.785,6.56413
0.603,-6.81474,6.77549
0.606,-6.84088,6.97507
0.609,-6.86309,7.16169
0.612,-6.88102,7.3341
0.615,-6.8943,7.49102
0.618,-6.90256,7.63119
0.621,-6.90542,7.75335
0.624,-6.90252,7.85635
0.627,-6.89354,7.93913
0.63,-6.87819,8.00079
0.633,-6.85627,8.04064
0.636,-6.82759,8.0582
0.639,-6.79211,8.0533
0.642,-6.74984,8.02602
0.645,-6.70088,7.97675
0.648,-6.64543,7.90614
0.651,-6.58375,7.81512
0.654,-6.5162,7.70485
0.657,-6.44319,7.57668
0.66,-6.36516,7.43212
0.663,-6.2826,7.27277
0.666,-6.196,7.10027
0.669,-6.10587,6.91629
0.672,-6.0127,6.72247
0.675,-5.91695,6.52038
0.678,-5.81908,6.31151
0.681,-5.71948,6.09725
0.684,-5.61852,5.87886
0.687,-5.51655,5.65749
0.69,-5.41386,5.43418
0.693,-5.3107,5.20983
0.696,-5.20729,4.98524
0.699,-5.10383,4.76109
0.702,-5.00048,4.53798
0.705,-4.89736,4.31639
0.708,-4.7946,4.09676
0.711,-4.69226,3.87943
0.714,-4.59043,3.66467
0.717,-4.48915,3.45271
0.72,-4.38846,3.24373
0.723,-4.2884,3.03787
0.726,-4.18898,2.83522
0.729,-4.0902,2.63585
0.732,-3.99208,2.43979
0.735,-3.89461,2.24706
0.738,-3.79779,2.05767
0.741,-3.7016,1.87158
0.744,-3.60603,1.68877
0.747,-3.51107,1.50919
0.75,-3.4167,1.33278
0.753,-3.3229,1.15948
0.756,-3.22966,0.989228
0.759,-3.13696,0.821934
0.762,-3.04477,0.657522
0.765,-2.95308,0.495908
0.768,-2.86186,0.337002
0.771,-2.7711,0.180714
0.774,-2.68078,0.0269501
0.777,-2.59088,-0.124384
0.78,-2.50138,-0.273385
0.783,-2.41226,-0.42015
0.786,-2.3235,-0.564779
0.789,-2.23509,-0.707369
0.792,-2.147,-0.848021
0.795,-2.05922,-0.986835
0.798,-1.97173,-1.12391
0.801,-1.88451,-1.25935
0.804,-1.79754,-1.39325
0.807,-1.71081,-1.52571
0.81,-1.62431,-1.65683
0.813,-1.538,-1.78672
0.816,-1.45188,-1.91546
0.819,-1.36593,-2.04317
0.822,-1.28013,-2.16992
0.825,-1.19447,-2.29583
0.828,-1.10893,-2.42097
0.831,-1.02349,-2.54545
0.834,-0.938148,-2.66936
0.837,-0.852878,-2.79277
0.84,-0.767671,-2.91578
0.843,-0.682514,-3.03846
0.846,-0.597395,-3.16089
0.849,-0.512304,-3.28314
0.852,-0.427232,-3.40527
0.855,-0.342173,-3.52734
0.858,-0.257122,-3.64941
0.861,-0.172076,-3.77152
0.864,-0.0870365,-3.89369
0.867,-0.00200649,-4.01595
0.87,0.0830065,-4.13832
0.873,0.167991,-4.26077
0.876,0.252932,-4.38331
0.879,0.337807,-4.50589
0.882,0.422591,-4.62846
0.885,0.507252,-4.75094
0.888,0.591751,-4.87325
0.891,0.676043,-4.99527
0.894,0.760074,-5.11686
0.897,0.843786,-5.23786
0.9,0.927109,-5.35808
0.903,1.00997,-5.47731
0.906,1.09229,-5.59531
0.909,1.17397,-5.71182
0.912,1.25491,-5.82656
0.915,1.33503,-5.93923
0.918,1.4142,-6.04949
0.921,1.49231,-6.15703
0.924,1.56926,-6.26149
0.927,1.64493,-6.36252
0.93,1.71921,-6.45978
0.933,1.79199,-6.55292
0.936,1.86316,-6.64163
0.939,1.93264,-6.72558
0.942,2.00033,-6.80451
0.945,2.06617,-6.87815
0.948,2.13009,-6.9463
0.951,2.19205,-7.00878
0.954,2.25201,-7.06547
0.957,2.30998,-7.11627
0.96,2.36594,-7.16115
0.963,2.41992,-7.20012
0.966,2.47195,-7.23322
0.969,2.52209,-7.26054
0.972,2.57039,-7.28221
0.975,2.61693,-7.29838
0.978,2.66178,-7.30924
0.981,2.70505,-7.315
0.984,2.74682,-7.31587
0.987,2.78721,-7.3121
0.99,2.82631,-7.30393
0.993,2.86422,-7.29159
0.996,2.90106,-7.27535
0.999,2.93693,-7.25543
1.002,2.97192,-7.23207
1.005,3.00614,-7.20549
1.008,3.03969,-7.17592
1.011,3.07264,-7.14354
1.014,3.10509,-7.10855
1.017,3.13712,-7.07112
1.02,3.1688,-7.0314
1.023,3.20021,-6.98954
1.026,3.23141,-6.94568
1.029,3.26246,-6.89991
1.032,3.29341,-6.85235
1.035,3.32432,-6.80308
1.038,3.35524,-6.75218
1.041,3.3862,-6.69972
1.044,3.41724,-6.64574
1.047,3.44841,-6.59029
1.05,3.47973,-6.53339
