time,clutch1.a_rel,clutch1.a_relfric,clutch1.f_normalized,clutch1.flange_a.phi,clutch1.flange_a.tau,clutch1.flange_b.phi,clutch1.flange_b.tau,clutch1.fn,clutch1.free,clutch1.locked,clutch1.lossPower,clutch1.mode,clutch1.mue0,clutch1.phi_rel,clutch1.sa,clutch1.startBackward,clutch1.startForward,clutch1.tau,clutch1.tau0,clutch1.tau0_max,clutch1.w_rel,clutch1.w_relfric,clutch2.a_rel,clutch2.a_relfric,clutch2.f_normalized,clutch2.flange_a.phi,clutch2.flange_a.tau,clutch2.flange_b.phi,clutch2.flange_b.tau,clutch2.fn,clutch2.free,clutch2.locked,clutch2.lossPower,clutch2.mode,clutch2.mue0,clutch2.phi_rel,clutch2.sa,clutch2.startBackward,clutch2.startForward,clutch2.tau,clutch2.tau0,clutch2.tau0_max,clutch2.w_rel,clutch2.w_relfric,clutch3.a_rel,clutch3.a_relfric,clutch3.f_normalized,clutch3.flange_a.phi,clutch3.flange_a.tau,clutch3.flange_b.phi,clutch3.flange_b.tau,clutch3.fn,clutch3.free,clutch3.locked,clutch3.lossPower,clutch3.mode,clutch3.mue0,clutch3.phi_rel,clutch3.sa,clutch3.startBackward,clutch3.startForward,clutch3.tau,clutch3.tau0,clutch3.tau0_max,clutch3.w_rel,clutch3.w_relfric,der(clutch1.phi_rel),der(clutch1.w_rel),der(clutch2.phi_rel),der(clutch2.w_rel),der(clutch3.phi_rel),der(clutch3.w_rel),der(J1.phi),der(J1.w),der(J2.phi),der(J2.w),der(J3.phi),der(J3.w),der(J4.phi),der(J4.w),fixed.flange.phi,fixed.flange.tau,J1.a,J1.flange_a.phi,J1.flange_a.tau,J1.flange_b.phi,J1.flange_b.tau,J1.phi,J1.w,J2.a,J2.flange_a.phi,J2.flange_a.tau,J2.flange_b.phi,J2.flange_b.tau,J2.phi,J2.w,J3.a,J3.flange_a.phi,J3.flange_a.tau,J3.flange_b.phi,J3.flange_b.tau,J3.phi,J3.w,J4.a,J4.flange_a.phi,J4.flange_a.tau,J4.flange_b.phi,J4.phi,J4.w,sin1.y,sin2.y,step1.y,step2.y,torque.flange.phi,torque.flange.tau,torque.phi_support,torque.support.phi,torque.support.tau,torque.tau
0.624000000000002,-2.67433196480421,-2.67433196480421,0.708556954724157,4.58287609257249,7.08556954724157,1.59868976914239,-7.08556954724157,14.1711390944831,0,0,7.64440902779272,-1,0.5,-2.98418632343009,-10.4684584667699,0,0,-7.08556954724157,7.08556954724157,7.79412650196573,-1.07887008614131,-1.07887008614131,12.9144304527584,12.9144304527584,1,1.59868976914239,10,0.250096500000004,-10,20,0,0,11.4618720997694,-1,0.5,-1.34859326914239,1.91443045275843,0,0,-10,10,11,-1.14618720997694,-1.14618720997694,-10,-10,0,0.250096500000004,-0,6.49480469405717E-015,0,0,1,0,-0,2,0.5,-0.250096499999998,-10,0,0,0,0,0,-2.23799999999997,-2.23799999999997,-1.07887008614131,-2.67433196480421,-1.14618720997694,12.9144304527584,-2.23799999999997,-10,4.46305729611825,-0.240098487954225,3.38418720997694,-2.91443045275843,2.23800000000001,10,3.37507799486048E-014,0,0,-6.84547105928734,-0.240098487954225,4.58287609257249,6.84547105928734,4.58287609257249,-7.08556954724157,4.58287609257249,4.46305729611825,-2.91443045275843,1.59868976914239,7.08556954724157,1.59868976914239,-10,1.59868976914239,3.38418720997694,10,0.250096500000004,10,0.250096500000004,0,0.250096500000004,2.23800000000001,0,6.49480469405717E-015,-0,6.49480469405717E-015,6.49480469405717E-015,3.37507799486048E-014,6.84547105928734,0.708556954724157,1,0,4.58287609257249,-6.84547105928734,0,0,6.84547105928734,6.84547105928734
0.627000000000002,-3.38327720746836,-3.38327720746836,0.705891674441829,4.59626504777978,7.05891674441829,1.60883049857382,-7.05891674441829,14.1178334888366,0,0,7.67915476464806,-1,0.5,-2.98743454920596,-11.1480856263285,0,0,-7.05891674441829,7.05891674441829,7.76480841886012,-1.08786589255642,-1.08786589255642,12.9410832555817,12.9410832555817,1,1.60883049857382,10,0.256851000000005,-10,20,0,0,11.0740796221169,-1,0.5,-1.35197949857382,1.94108325558171,0,0,-10,10,11,-1.10740796221169,-1.10740796221169,-10,-10,0,0.256851000000005,-0,6.99440505513849E-015,0,0,1,0,-0,2,0.5,-0.256850999999998,-10,0,0,0,0,0,-2.26799999999997,-2.26799999999997,-1.08786589255642,-3.38327720746836,-1.10740796221169,12.9410832555817,-2.26799999999997,-10,4.46327385476812,0.442193951886655,3.3754079622117,-2.94108325558171,2.26800000000001,10,3.28626015289046E-014,0,0,-7.50111069630495,0.442193951886655,4.59626504777978,7.50111069630495,4.59626504777978,-7.05891674441829,4.59626504777978,4.46327385476812,-2.94108325558171,1.60883049857382,7.05891674441829,1.60883049857382,-10,1.60883049857382,3.3754079622117,10,0.256851000000005,10,0.256851000000005,0,0.256851000000005,2.26800000000001,0,6.99440505513849E-015,-0,6.99440505513849E-015,6.99440505513849E-015,3.28626015289046E-014,7.50111069630495,0.705891674441829,1,0,4.59626504777978,-7.50111069630495,0,0,7.50111069630495,7.50111069630495
0.630000000000001,-4.02584270622346,-4.02584270622346,0.703216361876313,4.60965734579938,7.03216361876313,1.61894478220964,-7.03216361876313,14.0643272375263,0,0,7.72764665164849,-1,0.5,-2.99071256358974,-11.7612226868629,0,0,-7.03216361876313,7.03216361876313,7.73537998063944,-1.09890029165841,-1.09890029165841,12.9678363812369,12.9678363812369,1,1.61894478220964,10,0.263695500000005,-10,20,0,0,10.6854862050822,-1,0.5,-1.35524928220963,1.96783638123688,0,0,-10,10,11,-1.06854862050822,-1.06854862050822,-10,-10,0,0.263695500000005,-0,7.66053886991358E-015,0,0,1,0,-0,2,0.5,-0.263695499999998,-10,0,0,0,0,0,-2.29799999999998,-2.29799999999998,-1.09890029165841,-4.02584270622346,-1.06854862050822,12.9678363812369,-2.29799999999998,-10,4.46544891216665,1.05800632498658,3.36654862050823,-2.96783638123687,2.29800000000001,10,3.15303338993544E-014,1.77635683940025E-015,0,-8.09016994374971,1.05800632498658,4.60965734579938,8.09016994374971,4.60965734579938,-7.03216361876313,4.60965734579938,4.46544891216665,-2.96783638123687,1.61894478220964,7.03216361876313,1.61894478220964,-10,1.61894478220964,3.36654862050823,10,0.263695500000005,10,0.263695500000005,0,0.263695500000005,2.29800000000001,1.77635683940025E-015,7.66053886991358E-015,-0,7.66053886991358E-015,7.66053886991358E-015,3.15303338993544E-014,8.09016994374971,0.703216361876313,1,0,4.60965734579938,-8.09016994374971,0,0,8.09016994374971,8.09016994374971
0.633000000000001,-4.59679916904518,-4.59679916904518,0.700531055049721,4.62305858705388,7.00531055049721,1.62903237936214,-7.00531055049721,14.0106211009944,0,0,7.7882726213426,-1,0.5,-2.99402620769175,-12.3026407745921,0,0,-7.00531055049721,7.00531055049721,7.70584160554693,-1.11176693241527,-1.11176693241527,12.9946894495028,12.9946894495028,1,1.62903237936214,10,0.270630000000005,-10,20,0,0,10.2960888441099,-1,0.5,-1.35840237936213,1.99468944950279,0,0,-10,10,11,-1.02960888441099,-1.02960888441099,-10,-10,0,0.270630000000005,-0,7.60502771868232E-015,0,0,1,0,-0,2,0.5,-0.270629999999997,-10,0,0,0,0,0,-2.32799999999998,-2.32799999999998,-1.11176693241527,-4.59679916904518,-1.02960888441099,12.9946894495028,-2.32799999999998,-10,4.46937581682626,1.60210971954238,3.35760888441099,-2.99468944950279,2.32800000000001,10,2.88657986402541E-014,0,0,-8.60742027003959,1.60210971954238,4.62305858705388,8.60742027003959,4.62305858705388,-7.00531055049721,4.62305858705388,4.46937581682626,-2.99468944950279,1.62903237936214,7.00531055049721,1.62903237936214,-10,1.62903237936214,3.35760888441099,10,0.270630000000005,10,0.270630000000005,0,0.270630000000005,2.32800000000001,0,7.60502771868232E-015,-0,7.60502771868232E-015,7.60502771868232E-015,2.88657986402541E-014,8.60742027003959,0.700531055049721,1,0,4.62305858705388,-8.60742027003959,0,0,8.60742027003959,8.60742027003959
0.636000000000001,-5.09155468213613,-5.09155468213613,0.697835792126208,4.63647373150967,6.97835792126208,1.63909304844378,-6.97835792126208,13.9567158425242,0,0,7.85933810416587,-1,0.5,-2.99738068306589,-12.7677483955244,0,0,-6.97835792126208,6.97835792126208,7.67619371338828,-1.12624462557582,-1.12624462557582,13.0216420787379,13.0216420787379,1,1.63909304844378,10,0.277654500000005,-10,20,0,0,9.90588454607012,-1,0.5,-1.36143854844377,2.02164207873792,0,0,-10,10,11,-0.990588454607012,-0.990588454607012,-10,-10,0,0.277654500000005,-0,8.10462807976364E-015,0,0,1,0,-0,2,0.5,-0.277654499999997,-10,0,0,0,0,0,-2.35799999999998,-2.35799999999998,-1.12624462557582,-5.09155468213613,-0.990588454607012,13.0216420787379,-2.35799999999998,-10,4.47483308018284,2.06991260339821,3.34858845460702,-3.02164207873792,2.35800000000001,10,2.66453525910038E-014,-1.77635683940025E-015,0,-9.04827052466029,2.06991260339821,4.63647373150967,9.04827052466029,4.63647373150967,-6.97835792126208,4.63647373150967,4.47483308018284,-3.02164207873792,1.63909304844378,6.97835792126208,1.63909304844378,-10,1.63909304844378,3.34858845460702,10,0.277654500000005,10,0.277654500000005,0,0.277654500000005,2.35800000000001,-1.77635683940025E-015,8.10462807976364E-015,-0,8.10462807976364E-015,8.10462807976364E-015,2.66453525910038E-014,9.04827052466029,0.697835792126208,1,0,4.63647373150967,-9.04827052466029,0,0,9.04827052466029,9.04827052466029
0.639,-5.5061954613138,-5.5061954613138,0.695130611411425,4.6499070567928,6.95130611411425,1.64912654697063,-6.95130611411425,13.9026122282285,0,0,7.93908193228138,-1,0.5,-3.00078050982217,-13.1526321868395,0,0,-6.95130611411425,6.95130611411425,7.64643672552567,-1.14209931226615,-1.14209931226615,13.0486938858858,13.0486938858858,1,1.64912654697063,10,0.284769000000004,-10,20,0,0,9.51487032930168,-1,0.5,-1.36435754697063,2.04869388588575,0,0,-10,10,11,-0.951487032930168,-0.951487032930168,-10,-10,0,0.284769000000004,-0,7.16093850883226E-015,0,0,1,0,-0,2,0.5,-0.284768999999997,-10,0,0,0,0,0,-2.38799999999998,-2.38799999999998,-1.14209931226615,-5.5061954613138,-0.951487032930168,13.0486938858858,-2.38799999999998,-10,4.48158634519633,2.45750157542805,3.33948703293017,-3.04869388588575,2.38800000000001,10,2.66453525910038E-014,-1.77635683940025E-015,0,-9.40880768954229,2.45750157542805,4.6499070567928,9.40880768954229,4.6499070567928,-6.95130611411425,4.6499070567928,4.48158634519633,-3.04869388588575,1.64912654697063,6.95130611411425,1.64912654697063,-10,1.64912654697063,3.33948703293017,10,0.284769000000004,10,0.284769000000004,0,0.284769000000004,2.38800000000001,-1.77635683940025E-015,7.16093850883226E-015,-0,7.16093850883226E-015,7.16093850883226E-015,2.66453525910038E-014,9.40880768954229,0.695130611411425,1,0,4.6499070567928,-9.40880768954229,0,0,9.40880768954229,9.40880768954229
0.642,-5.83752058424674,-5.83752058424674,0.692415551351979,4.66336212236938,6.92415551351979,1.65913263156583,-6.92415551351979,13.8483110270396,0,0,8.02569273399124,-1,0.5,-3.00422949080355,-13.4540916491185,0,0,-6.92415551351979,6.92415551351979,7.61657106487176,-1.15908614679734,-1.15908614679734,13.0758444864802,13.0758444864802,1,1.65913263156583,10,0.291973500000005,-10,20,0,0,9.12304322365399,-1,0.5,-1.36715913156582,2.07584448648021,0,0,-10,10,11,-0.912304322365399,-0.912304322365399,-10,-10,0,0.291973500000005,-0,7.49400541621981E-015,0,0,1,0,-0,2,0.5,-0.291973499999997,-10,0,0,0,0,0,-2.41799999999998,-2.41799999999998,-1.15908614679734,-5.83752058424674,-0.912304322365399,13.0758444864802,-2.41799999999998,-10,4.48939046916275,2.76167609776652,3.3303043223654,-3.07584448648021,2.418,10,2.39808173319034E-014,-1.77635683940025E-015,0,-9.68583161128631,2.76167609776652,4.66336212236938,9.68583161128631,4.66336212236938,-6.92415551351979,4.66336212236938,4.48939046916275,-3.07584448648021,1.65913263156583,6.92415551351979,1.65913263156583,-10,1.65913263156583,3.3303043223654,10,0.291973500000005,10,0.291973500000005,0,0.291973500000005,2.418,-1.77635683940025E-015,7.49400541621981E-015,-0,7.49400541621981E-015,7.49400541621981E-015,2.39808173319034E-014,9.68583161128631,0.692415551351979,1,0,4.66336212236938,-9.68583161128631,0,0,9.68583161128631,9.68583161128631
0.645,-6.08307039525372,-6.08307039525372,0.689690650534882,4.67684174010821,6.89690650534882,1.669111057963,-6.89690650534882,13.7938130106976,0,0,8.11732566514978,-1,0.5,-3.00773068214521,-13.6696675511374,0,0,-6.89690650534882,6.89690650534882,7.5865971558837,-1.17695167519735,-1.17695167519735,13.1030934946512,13.1030934946512,1,1.669111057963,10,0.299268000000005,-10,20,0,0,8.73040027052941,-1,0.5,-1.36984305796299,2.10309349465118,0,0,-10,10,11,-0.873040027052941,-0.873040027052941,-10,-10,0,0.299268000000005,-0,7.54951656745106E-015,0,0,1,0,-0,2,0.5,-0.299267999999997,-10,0,0,0,0,0,-2.44799999999998,-2.44799999999998,-1.17695167519735,-6.08307039525372,-0.873040027052941,13.1030934946512,-2.44799999999998,-10,4.49799170225029,2.97997690060254,3.32104002705294,-3.10309349465118,2.448,10,2.1316282072803E-014,-1.77635683940025E-015,0,-9.87688340595136,2.97997690060254,4.67684174010821,9.87688340595136,4.67684174010821,-6.89690650534882,4.67684174010821,4.49799170225029,-3.10309349465118,1.669111057963,6.89690650534882,1.669111057963,-10,1.669111057963,3.32104002705294,10,0.299268000000005,10,0.299268000000005,0,0.299268000000005,2.448,-1.77635683940025E-015,7.54951656745106E-015,-0,7.54951656745106E-015,7.54951656745106E-015,2.1316282072803E-014,9.87688340595136,0.689690650534882,1,0,4.67684174010821,-9.87688340595136,0,0,9.87688340595136,9.87688340595136
0.647999999999999,-6.24114833054254,-6.24114833054254,0.686955947687008,4.69034795148717,6.86955947687008,1.67906158100977,-6.86955947687008,13.7391189537402,0,0,8.21211932194587,-1,0.5,-3.0112863704774,-13.7976637550996,0,0,-6.86955947687008,6.86955947687008,7.55651542455709,-1.19543609013012,-1.19543609013012,13.1304405231299,13.1304405231299,1,1.67906158100977,10,0.306652500000006,-10,20,0,0,8.33693852292534,-1,0.5,-1.37240908100977,2.13044052312992,0,0,-10,10,11,-0.833693852292534,-0.833693852292534,-10,-10,0,0.306652500000006,-0,8.60422844084496E-015,0,0,1,0,-0,2,0.5,-0.306652499999997,-10,0,0,0,0,0,-2.47799999999998,-2.47799999999998,-1.19543609013012,-6.24114833054254,-0.833693852292534,13.1304405231299,-2.47799999999998,-10,4.50712994242266,3.11070780741262,3.31169385229254,-3.13044052312992,2.478,10,2.04281036531029E-014,0,0,-9.9802672842827,3.11070780741262,4.69034795148717,9.9802672842827,4.69034795148717,-6.86955947687008,4.69034795148717,4.50712994242266,-3.13044052312992,1.67906158100977,6.86955947687008,1.67906158100977,-10,1.67906158100977,3.31169385229254,10,0.306652500000006,10,0.306652500000006,0,0.306652500000006,2.478,0,8.60422844084496E-015,-0,8.60422844084496E-015,8.60422844084496E-015,2.04281036531029E-014,9.9802672842827,0.686955947687008,1,0,4.69034795148717,-9.9802672842827,0,0,9.9802672842827,9.9802672842827
0.650999999999999,-6.3108359701666,-6.3108359701666,0.684211481674536,4.70388201164535,6.84211481674537,1.68898395467124,-6.84211481674537,13.6842296334907,0,0,8.30821267880997,-1,0.5,-3.01489805697411,-13.8371622685865,0,0,-6.84211481674537,6.84211481674537,7.5263262984199,-1.21427554218712,-1.21427554218712,13.1578851832546,13.1578851832546,1,1.68898395467124,10,0.314127000000005,-10,20,0,0,7.94265504547602,-1,0.5,-1.37485695467123,2.15788518325463,0,0,-10,10,11,-0.794265504547602,-0.794265504547602,-10,-10,0,0.314127000000005,-0,8.04911692853238E-015,0,0,1,0,-0,2,0.5,-0.314126999999997,-10,0,0,0,0,0,-2.50799999999998,-2.50799999999998,-1.21427554218712,-6.3108359701666,-0.794265504547602,13.1578851832546,-2.50799999999998,-10,4.51654104673472,3.15295078691196,3.3022655045476,-3.15788518325464,2.508,10,1.86517468137026E-014,1.77635683940025E-015,0,-9.99506560365733,3.15295078691196,4.70388201164535,9.99506560365733,4.70388201164535,-6.84211481674537,4.70388201164535,4.51654104673472,-3.15788518325464,1.68898395467124,6.84211481674537,1.68898395467124,-10,1.68898395467124,3.3022655045476,10,0.314127000000005,10,0.314127000000005,0,0.314127000000005,2.508,1.77635683940025E-015,8.04911692853238E-015,-0,8.04911692853238E-015,8.04911692853238E-015,1.86517468137026E-014,9.99506560365733,0.684211481674536,1,0,4.70388201164535,-9.99506560365733,0,0,9.99506560365733,9.99506560365733
0.653999999999999,-6.29200118309674,-6.29200118309674,0.681457291502404,4.71744438042272,6.81457291502404,1.69887793203346,-6.81457291502404,13.6291458300481,0,0,8.40376189604084,-1,0.5,-3.01856644838925,-13.7880313896232,0,0,-6.81457291502404,6.81457291502404,7.49603020652645,-1.23320448703588,-1.23320448703588,13.185427084976,13.185427084976,1,1.69887793203346,10,0.321691500000005,-10,20,0,0,7.54754691449433,-1,0.5,-1.37718643203346,2.18542708497596,0,0,-10,10,11,-0.754754691449433,-0.754754691449433,-10,-10,0,0.321691500000005,-0,8.32667268468867E-015,0,0,1,0,-0,2,0.5,-0.321691499999997,-10,0,0,0,0,0,-2.53799999999999,-2.53799999999999,-1.23320448703588,-6.29200118309674,-0.754754691449433,13.185427084976,-2.53799999999999,-10,4.52595917848532,3.10657409812079,3.29275469144944,-3.18542708497596,2.538,10,1.77635683940025E-014,0,0,-9.92114701314483,3.10657409812079,4.71744438042272,9.92114701314483,4.71744438042272,-6.81457291502404,4.71744438042272,4.52595917848532,-3.18542708497596,1.69887793203346,6.81457291502404,1.69887793203346,-10,1.69887793203346,3.29275469144944,10,0.321691500000005,10,0.321691500000005,0,0.321691500000005,2.538,0,8.32667268468867E-015,-0,8.32667268468867E-015,8.32667268468867E-015,1.77635683940025E-014,9.92114701314483,0.681457291502404,1,0,4.71744438042272,-9.92114701314483,0,0,9.92114701314483,9.92114701314483
0.656999999999998,-6.18529929311257,-6.18529929311257,0.678693416313751,4.73103472046664,6.78693416313751,1.70874326530698,-6.78693416313751,13.573868326275,0,0,8.49695684401845,-1,0.5,-3.02229145515967,-13.6509268725638,0,0,-6.78693416313751,6.78693416313751,7.46562757945126,-1.2519580475922,-1.2519580475922,13.2130658368625,13.2130658368625,1,1.70874326530698,10,0.329346000000006,-10,20,0,0,7.15161121801326,-1,0.5,-1.37939726530697,2.21306583686249,0,0,-10,10,11,-0.715161121801326,-0.715161121801326,-10,-10,0,0.329346000000006,-0,8.65973959207622E-015,0,0,1,0,-0,2,0.5,-0.329345999999997,-10,0,0,0,0,0,-2.56799999999999,-2.56799999999999,-1.2519580475922,-6.18529929311257,-0.715161121801326,13.2130658368625,-2.56799999999999,-10,4.53511916939353,2.97223345625008,3.28316112180133,-3.21306583686249,2.568,10,1.77635683940025E-014,0,0,-9.75916761938759,2.97223345625008,4.73103472046664,9.75916761938759,4.73103472046664,-6.78693416313751,4.73103472046664,4.53511916939353,-3.21306583686249,1.70874326530698,6.78693416313751,1.70874326530698,-10,1.70874326530698,3.28316112180133,10,0.329346000000006,10,0.329346000000006,0,0.329346000000006,2.568,0,8.65973959207622E-015,-0,8.65973959207622E-015,8.65973959207622E-015,1.77635683940025E-014,9.75916761938759,0.678693416313751,1,0,4.73103472046664,-9.75916761938759,0,0,9.75916761938759,9.75916761938759
0.659999999999998,-5.99216725516452,-5.99216725516452,0.67591989538936,4.74465190242216,6.7591989538936,1.71857970583031,-6.7591989538936,13.5183979077872,0,0,8.5860371945445,-1,0.5,-3.02607219659185,-13.4272861044475,0,0,-6.7591989538936,6.7591989538936,7.43511884928296,-1.27027437024894,-1.27027437024894,13.2408010461064,13.2408010461064,1,1.71857970583031,10,0.337090500000006,-10,20,0,0,6.75484505582738,-1,0.5,-1.3814892058303,2.24080104610639,0,0,-10,10,11,-0.675484505582738,-0.675484505582738,-10,-10,0,0.337090500000006,-0,9.38138455808257E-015,0,0,1,0,-0,2,0.5,-0.337090499999997,-10,0,0,0,0,0,-2.59799999999999,-2.59799999999999,-1.27027437024894,-5.99216725516452,-0.675484505582738,13.2408010461064,-2.59799999999999,-10,4.54375887583168,2.75136620905812,3.27348450558274,-3.2408010461064,2.598,10,1.59872115546023E-014,-1.77635683940025E-015,0,-9.51056516295172,2.75136620905812,4.74465190242216,9.51056516295172,4.74465190242216,-6.7591989538936,4.74465190242216,4.54375887583168,-3.2408010461064,1.71857970583031,6.7591989538936,1.71857970583031,-10,1.71857970583031,3.27348450558274,10,0.337090500000006,10,0.337090500000006,0,0.337090500000006,2.598,-1.77635683940025E-015,9.38138455808257E-015,-0,9.38138455808257E-015,9.38138455808257E-015,1.59872115546023E-014,9.51056516295172,0.67591989538936,1,0,4.74465190242216,-9.51056516295172,0,0,9.51056516295172,9.51056516295172
0.662999999999998,-5.71481089389803,-5.71481089389803,0.673136768147104,4.75829401715976,6.73136768147104,1.72838700407353,-6.73136768147104,13.4627353629421,0,0,8.66930793488621,-1,0.5,-3.02990701308623,-13.1193153435162,0,0,-6.73136768147104,6.73136768147104,7.40450444961814,-1.28789695424744,-1.28789695424744,13.268632318529,13.268632318529,1,1.72838700407353,10,0.344925000000007,-10,20,0,0,6.35724553953399,-1,0.5,-1.38346200407352,2.26863231852896,0,0,-10,10,11,-0.635724553953399,-0.635724553953399,-10,-10,0,0.344925000000007,-0,1.0547118733939E-014,0,0,1,0,-0,2,0.5,-0.344924999999997,-10,0,0,0,0,0,-2.62799999999999,-2.62799999999999,-1.28789695424744,-5.71481089389803,-0.635724553953399,13.268632318529,-2.62799999999999,-10,4.55162150820084,2.44617857536907,3.2637245539534,-3.26863231852896,2.628,10,1.59872115546023E-014,-1.77635683940025E-015,0,-9.17754625684011,2.44617857536907,4.75829401715976,9.17754625684011,4.75829401715976,-6.73136768147104,4.75829401715976,4.55162150820084,-3.26863231852896,1.72838700407353,6.73136768147104,1.72838700407353,-10,1.72838700407353,3.2637245539534,10,0.344925000000007,10,0.344925000000007,0,0.344925000000007,2.628,-1.77635683940025E-015,1.0547118733939E-014,-0,1.0547118733939E-014,1.0547118733939E-014,1.59872115546023E-014,9.17754625684011,0.673136768147104,1,0,4.75829401715976,-9.17754625684011,0,0,9.17754625684011,9.17754625684011
0.665999999999997,-5.35618531761143,-5.35618531761143,0.67034407414138,4.77195839493231,6.7034407414138,1.73816490964176,-6.7034407414138,13.4068814828276,0,0,8.74515416643807,-1,0.5,-3.03379348529055,-12.7299701331666,0,0,-6.7034407414138,6.7034407414138,7.37378481555518,-1.30457693351574,-1.30457693351574,13.2965592585862,13.2965592585862,1,1.73816490964176,10,0.352849500000007,-10,20,0,0,5.95880979257419,-1,0.5,-1.38531540964175,2.2965592585862,0,0,-10,10,11,-0.595880979257419,-0.595880979257419,-10,-10,0,0.352849500000007,-0,1.02140518265514E-014,0,0,1,0,-0,2,0.5,-0.352849499999997,-10,0,0,0,0,0,-2.65799999999999,-2.65799999999999,-1.30457693351574,-5.35618531761143,-0.595880979257419,13.2965592585862,-2.65799999999999,-10,4.55845791277316,2.05962605902524,3.25388097925742,-3.2965592585862,2.65800000000001,10,1.55431223447522E-014,1.77635683940025E-015,0,-8.76306680043904,2.05962605902524,4.77195839493231,8.76306680043904,4.77195839493231,-6.7034407414138,4.77195839493231,4.55845791277316,-3.2965592585862,1.73816490964176,6.7034407414138,1.73816490964176,-10,1.73816490964176,3.25388097925742,10,0.352849500000007,10,0.352849500000007,0,0.352849500000007,2.65800000000001,1.77635683940025E-015,1.02140518265514E-014,-0,1.02140518265514E-014,1.02140518265514E-014,1.55431223447522E-014,8.76306680043904,0.67034407414138,1,0,4.77195839493231,-8.76306680043904,0,0,8.76306680043904,8.76306680043904
0.668999999999997,-4.91996868149509,-4.91996868149509,0.667541853062553,4.78564163129085,6.67541853062553,1.74791317127879,-6.67541853062553,13.3508370612511,0,0,8.81205505749155,-1,0.5,-3.03772846001206,-12.2629290651832,0,0,-6.67541853062553,6.67541853062553,7.34296038368808,-1.32007529071976,-1.32007529071976,13.3245814693745,13.3245814693745,1,1.74791317127879,10,0.360864000000008,-10,20,0,0,5.55953495027379,-1,0.5,-1.38704917127878,2.32458146937447,0,0,-10,10,11,-0.555953495027379,-0.555953495027379,-10,-10,0,0.360864000000008,-0,1.07136521876328E-014,0,0,1,0,-0,2,0.5,-0.360863999999997,-10,0,0,0,0,0,-2.68799999999999,-2.68799999999999,-1.32007529071976,-4.91996868149509,-0.555953495027379,13.3245814693745,-2.68799999999999,-10,4.56402878574714,1.59538721212062,3.24395349502739,-3.32458146937447,2.68800000000001,10,1.50990331349021E-014,1.77635683940025E-015,0,-8.27080574274614,1.59538721212062,4.78564163129085,8.27080574274614,4.78564163129085,-6.67541853062553,4.78564163129085,4.56402878574714,-3.32458146937447,1.74791317127879,6.67541853062553,1.74791317127879,-10,1.74791317127879,3.24395349502739,10,0.360864000000008,10,0.360864000000008,0,0.360864000000008,2.68800000000001,1.77635683940025E-015,1.07136521876328E-014,-0,1.07136521876328E-014,1.07136521876328E-014,1.50990331349021E-014,8.27080574274614,0.667541853062553,1,0,4.78564163129085,-8.27080574274614,0,0,8.27080574274614,8.27080574274614
0.671999999999997,-4.41052953303083,-4.41052953303083,0.664730144736386,4.79933961952935,6.64730144736386,1.75763153687059,-6.64730144736386,13.2946028947277,0,0,8.868596828337,-1,0.5,-3.04170808265875,-11.7225611251311,0,0,-6.64730144736386,6.64730144736386,7.31203159210025,-1.33416498387538,-1.33416498387538,13.3526985526361,13.3526985526361,1,1.75763153687059,10,0.368968500000009,-10,20,0,0,5.159418159884,-1,0.5,-1.38866303687058,2.35269855263614,0,0,-10,10,11,-0.5159418159884,-0.5159418159884,-10,-10,0,0.368968500000009,-0,1.21014309684142E-014,0,0,1,0,-0,2,0.5,-0.368968499999997,-10,0,0,0,0,0,-2.71799999999999,-2.71799999999999,-1.33416498387538,-4.41052953303083,-0.5159418159884,13.3526985526361,-2.71799999999999,-10,4.56810679986379,1.05783098039469,3.23394181598841,-3.35269855263614,2.71800000000001,10,1.33226762955019E-014,1.77635683940025E-015,0,-7.70513242775855,1.05783098039469,4.79933961952935,7.70513242775855,4.79933961952935,-6.64730144736386,4.79933961952935,4.56810679986379,-3.35269855263614,1.75763153687059,6.64730144736386,1.75763153687059,-10,1.75763153687059,3.23394181598841,10,0.368968500000009,10,0.368968500000009,0,0.368968500000009,2.71800000000001,1.77635683940025E-015,1.21014309684142E-014,-0,1.21014309684142E-014,1.21014309684142E-014,1.33226762955019E-014,7.70513242775855,0.664730144736386,1,0,4.79933961952935,-7.70513242775855,0,0,7.70513242775855,7.70513242775855
