time,TRes
0.0,293.15
0.001,293.159998588
0.002,293.169995784
0.003,293.179991589
0.004,293.189986003
0.005,293.199979025
0.006,293.209970657
0.007,293.219960898
0.008,293.229949749
0.009,293.239937209
0.01,293.24992328
0.011,293.259907961
0.012,293.269891253
0.013,293.279873155
0.014,293.289853668
0.015,293.299832792
0.016,293.309810528
0.017,293.319786876
0.018,293.329761835
0.019,293.339735406
0.02,293.34970759
0.021,293.359678386
0.022,293.369647795
0.023,293.379615817
0.024,293.389582453
0.025,293.399547701
0.026,293.409511564
0.027,293.41947404
0.028,293.42943513
0.029,293.439394835
0.03,293.449353154
0.031,293.459310088
0.032,293.469265637
0.033,293.479219801
0.034,293.48917258
0.035,293.499123976
0.036,293.509073987
0.037,293.519022614
0.038,293.528969858
0.039,293.538915718
0.04,293.548860195
0.041,293.558803289
0.042,293.568745
0.043,293.578685328
0.044,293.588624274
0.045,293.598561839
0.046,293.608498021
0.047,293.618432821
0.048,293.62836624
0.049,293.638298278
0.05,293.648228935
0.051,293.658158211
0.052,293.668086107
0.053,293.678012622
0.054,293.687937757
0.055,293.697861513
0.056,293.707783888
0.057,293.717704884
0.058,293.727624501
0.059,293.737542739
0.06,293.747459598
0.061,293.757375079
0.062,293.767289181
0.063,293.777201905
0.064,293.787113251
0.065,293.79702322
0.066,293.806931811
0.067,293.816839025
0.068,293.826744862
0.069,293.836649322
0.07,293.846552405
0.071,293.856454112
0.072,293.866354443
0.073,293.876253398
0.074,293.886150978
0.075,293.896047182
0.076,293.905942011
0.077,293.915835464
0.078,293.925727543
0.079,293.935618248
0.08,293.945507578
0.081,293.955395534
0.082,293.965282115
0.083,293.975167324
0.084,293.985051159
0.085,293.99493362
0.086,294.004814709
0.087,294.014694424
0.088,294.024572767
0.089,294.034449738
0.09,294.044325337
0.091,294.054199563
0.092,294.064072418
0.093,294.073943902
0.094,294.083814014
0.095,294.093682755
0.096,294.103550126
0.097,294.113416125
0.098,294.123280755
0.099,294.133144014
0.1,294.143005903
0.101,294.152866422
0.102,294.162725572
0.103,294.172583353
0.104,294.182439765
0.105,294.192294807
0.106,294.202148482
0.107,294.212000787
0.108,294.221851725
0.109,294.231701294
0.11,294.241549496
0.111,294.251396331
0.112,294.261241798
0.113,294.271085897
0.114,294.28092863
0.115,294.290769997
0.116,294.300609997
0.117,294.31044863
0.118,294.320285898
0.119,294.3301218
0.12,294.339956336
0.121,294.349789507
0.122,294.359621313
0.123,294.369451754
0.124,294.37928083
0.125,294.389108542
0.126,294.39893489
0.127,294.408759873
0.128,294.418583493
0.129,294.428405749
0.13,294.438226642
0.131,294.448046172
0.132,294.457864338
0.133,294.467681142
0.134,294.477496584
0.135,294.487310663
0.136,294.49712338
0.137,294.506934735
0.138,294.516744729
0.139,294.526553361
0.14,294.536360632
0.141,294.546166542
0.142,294.555971092
0.143,294.56577428
0.144,294.575576109
0.145,294.585376577
0.146,294.595175686
0.147,294.604973435
0.148,294.614769824
0.149,294.624564854
0.15,294.634358525
0.151,294.644150838
0.152,294.653941791
0.153,294.663731387
0.154,294.673519624
0.155,294.683306503
0.156,294.693092025
0.157,294.702876189
0.158,294.712658996
0.159,294.722440446
0.16,294.732220539
0.161,294.741999275
0.162,294.751776655
0.163,294.761552678
0.164,294.771327346
0.165,294.781100658
0.166,294.790872615
0.167,294.800643216
0.168,294.810412462
0.169,294.820180353
0.17,294.82994689
0.171,294.839712072
0.172,294.849475899
0.173,294.859238373
0.174,294.868999493
0.175,294.878759259
0.176,294.888517672
0.177,294.898274732
0.178,294.908030439
0.179,294.917784793
0.18,294.927537795
0.181,294.937289444
0.182,294.947039742
0.183,294.956788687
0.184,294.966536281
0.185,294.976282523
0.186,294.986027415
0.187,294.995770955
0.188,295.005513144
0.189,295.015253983
0.19,295.024993472
0.191,295.03473161
0.192,295.044468398
0.193,295.054203837
0.194,295.063937926
0.195,295.073670666
0.196,295.083402057
0.197,295.093132099
0.198,295.102860793
0.199,295.112588138
0.2,295.122314135
0.201,295.132038784
0.202,295.141762085
0.203,295.151484039
0.204,295.161204645
0.205,295.170923904
0.206,295.180641816
0.207,295.190358382
0.208,295.200073601
0.209,295.209787474
0.21,295.219500001
0.211,295.229211181
0.212,295.238921017
0.213,295.248629507
0.214,295.258336652
0.215,295.268042451
0.216,295.277746906
0.217,295.287450017
0.218,295.297151783
0.219,295.306852205
0.22,295.316551284
0.221,295.326249018
0.222,295.335945409
0.223,295.345640457
0.224,295.355334162
0.225,295.365026524
0.226,295.374717543
0.227,295.38440722
0.228,295.394095555
0.229,295.403782547
0.23,295.413468198
0.231,295.423152508
0.232,295.432835476
0.233,295.442517103
0.234,295.452197389
0.235,295.461876335
0.236,295.47155394
0.237,295.481230205
0.238,295.490905129
0.239,295.500578714
0.24,295.510250959
0.241,295.519921865
0.242,295.529591432
0.243,295.53925966
0.244,295.548926549
0.245,295.558592099
0.246,295.568256311
0.247,295.577919185
0.248,295.587580721
0.249,295.597240919
0.25,295.60689978
0.251,295.616557304
0.252,295.62621349
0.253,295.63586834
0.254,295.645521853
0.255,295.65517403
0.256,295.66482487
0.257,295.674474374
0.258,295.684122543
0.259,295.693769376
0.26,295.703414874
0.261,295.713059037
0.262,295.722701864
0.263,295.732343357
0.264,295.741983516
0.265,295.75162234
0.266,295.76125983
0.267,295.770895986
0.268,295.780530809
0.269,295.790164298
0.27,295.799796454
0.271,295.809427276
0.272,295.819056766
0.273,295.828684924
0.274,295.838311749
0.275,295.847937242
0.276,295.857561403
0.277,295.867184232
0.278,295.87680573
0.279,295.886425896
0.28,295.896044731
0.281,295.905662236
0.282,295.915278409
0.283,295.924893252
0.284,295.934506765
0.285,295.944118948
0.286,295.953729801
0.287,295.963339325
0.288,295.972947519
0.289,295.982554383
0.29,295.992159919
0.291,296.001764126
0.292,296.011367005
0.293,296.020968555
0.294,296.030568777
0.295,296.040167671
0.296,296.049765237
0.297,296.059361475
0.298,296.068956387
0.299,296.078549971
0.3,296.088142229
0.301,296.097733159
0.302,296.107322764
0.303,296.116911042
0.304,296.126497994
0.305,296.13608362
0.306,296.145667921
0.307,296.155250896
0.308,296.164832546
0.309,296.174412871
0.31,296.183991871
0.311,296.193569546
0.312,296.203145898
0.313,296.212720925
0.314,296.222294628
0.315,296.231867007
0.316,296.241438063
0.317,296.251007796
0.318,296.260576206
0.319,296.270143292
0.32,296.279709056
0.321,296.289273498
0.322,296.298836617
0.323,296.308398414
0.324,296.31795889
0.325,296.327518043
0.326,296.337075876
0.327,296.346632387
0.328,296.356187577
0.329,296.365741446
0.33,296.375293995
0.331,296.384845223
0.332,296.394395132
0.333,296.40394372
0.334,296.413490989
0.335,296.423036938
0.336,296.432581567
0.337,296.442124878
0.338,296.45166687
0.339,296.461207543
0.34,296.470746897
0.341,296.480284933
0.342,296.489821651
0.343,296.499357052
0.344,296.508891134
0.345,296.5184239
0.346,296.527955348
0.347,296.537485479
0.348,296.547014293
0.349,296.55654179
0.35,296.566067972
0.351,296.575592837
0.352,296.585116386
0.353,296.594638619
0.354,296.604159537
0.355,296.613679139
0.356,296.623197426
0.357,296.632714398
0.358,296.642230056
0.359,296.651744399
0.36,296.661257428
0.361,296.670769142
0.362,296.680279543
0.363,296.68978863
0.364,296.699296403
0.365,296.708802864
0.366,296.718308011
0.367,296.727811845
0.368,296.737314367
0.369,296.746815576
0.37,296.756315473
0.371,296.765814058
0.372,296.775311332
0.373,296.784807293
0.374,296.794301943
0.375,296.803795283
0.376,296.813287311
0.377,296.822778028
0.378,296.832267435
0.379,296.841755531
0.38,296.851242317
0.381,296.860727793
0.382,296.87021196
0.383,296.879694817
0.384,296.889176364
0.385,296.898656603
0.386,296.908135533
0.387,296.917613154
0.388,296.927089466
0.389,296.93656447
0.39,296.946038166
0.391,296.955510554
0.392,296.964981635
0.393,296.974451408
0.394,296.983919874
0.395,296.993387033
0.396,297.002852885
0.397,297.01231743
0.398,297.021780669
0.399,297.031242601
0.4,297.040703228
0.401,297.050162549
0.402,297.059620564
0.403,297.069077274
0.404,297.078532679
0.405,297.087986778
0.406,297.097439573
0.407,297.106891064
0.408,297.11634125
0.409,297.125790132
0.41,297.135237709
0.411,297.144683984
0.412,297.154128954
0.413,297.163572621
0.414,297.173014986
0.415,297.182456047
0.416,297.191895805
0.417,297.201334261
0.418,297.210771415
0.419,297.220207267
0.42,297.229641816
0.421,297.239075065
0.422,297.248507011
0.423,297.257937656
0.424,297.267367001
0.425,297.276795044
0.426,297.286221787
0.427,297.295647229
0.428,297.305071371
0.429,297.314494213
0.43,297.323915755
0.431,297.333335998
0.432,297.342754941
0.433,297.352172585
0.434,297.36158893
0.435,297.371003976
0.436,297.380417723
