"time","qINJ01","sacpINJ01","x1INJ01","volumeINJ01","paDVALV01","lcaPUMP01","p1PUMP01","qinjexpseu_"
0.00248,-9.82801e-009,50,1e-009,-4.06522e-013,9.97434,0.000349433,2.58802,-4.06522e-007
0.00249,-9.82799e-009,50,1e-009,-4.0816e-013,9.97465,0.000352213,2.58843,-4.0816e-007
0.0025,-9.82799e-009,50,1e-009,-4.09798e-013,9.97497,0.000355,2.58882,-4.09798e-007
0.00251,-9.82801e-009,50,1e-009,-4.11436e-013,9.97529,0.000357793,2.58923,-4.11436e-007
0.00252,-9.82805e-009,50,1e-009,-4.13074e-013,9.97562,0.000360593,2.58972,-4.13074e-007
0.00253,-9.82812e-009,50,1e-009,-4.14712e-013,9.97595,0.000363402,2.59033,-4.14712e-007
0.00254,-9.82821e-009,50,1e-009,-4.1635e-013,9.97628,0.000366221,2.59103,-4.1635e-007
0.00255,-9.82832e-009,50,1e-009,-4.17988e-013,9.97662,0.000369053,2.59184,-4.17988e-007
0.00256,-9.82847e-009,50,1e-009,-4.19626e-013,9.97697,0.000371898,2.59275,-4.19626e-007
0.00257,-9.82864e-009,50,1e-009,-4.21264e-013,9.97732,0.000374758,2.59377,-4.21264e-007
0.00258,-9.82884e-009,50,1e-009,-4.22902e-013,9.97766,0.000377635,2.5949,-4.22902e-007
0.00259,-9.82905e-009,50,1e-009,-4.2454e-013,9.97802,0.00038053,2.59615,-4.2454e-007
0.0026,-9.8293e-009,50,1e-009,-4.26178e-013,9.97837,0.000383445,2.5975,-4.26178e-007
0.00261,-9.82957e-009,50,1e-009,-4.27817e-013,9.97872,0.000386382,2.59897,-4.27817e-007
0.00262,-9.82986e-009,50,1e-009,-4.29455e-013,9.97907,0.000389341,2.60055,-4.29455e-007
0.00263,-9.83018e-009,50,1e-009,-4.31093e-013,9.97941,0.000392325,2.60226,-4.31093e-007
0.00264,-9.83051e-009,50,1e-009,-4.32732e-013,9.97976,0.000395336,2.60408,-4.32732e-007
0.00265,-9.83087e-009,50,1e-009,-4.3437e-013,9.9801,0.000398373,2.60593,-4.3437e-007
0.00266,-9.83124e-009,50,1e-009,-4.36009e-013,9.98043,0.000401437,2.60772,-4.36009e-007
0.00267,-9.83164e-009,50,1e-009,-4.37647e-013,9.98076,0.000404525,2.60942,-4.37647e-007
0.00268,-9.83204e-009,50,1e-009,-4.39286e-013,9.98108,0.000407636,2.61104,-4.39286e-007
0.00269,-9.83246e-009,50,1e-009,-4.40925e-013,9.9814,0.00041077,2.61258,-4.40925e-007
0.0027,-9.83289e-009,50,1e-009,-4.42563e-013,9.98171,0.000413924,2.61402,-4.42563e-007
0.00271,-9.83332e-009,50,1e-009,-4.44202e-013,9.98201,0.000417096,2.61538,-4.44202e-007
0.00272,-9.83377e-009,50,1e-009,-4.45841e-013,9.9823,0.000420287,2.61664,-4.45841e-007
0.00273,-9.83421e-009,50,1e-009,-4.4748e-013,9.98259,0.000423494,2.61781,-4.4748e-007
0.00274,-9.83467e-009,50,1e-009,-4.49119e-013,9.98287,0.000426716,2.61888,-4.49119e-007
0.00275,-9.83512e-009,50,1e-009,-4.50759e-013,9.98313,0.000429952,2.61985,-4.50759e-007
0.00276,-9.83557e-009,50,1e-009,-4.52398e-013,9.9834,0.0004332,2.62073,-4.52398e-007
0.00277,-9.83602e-009,50,1e-009,-4.54037e-013,9.98365,0.000436459,2.6215,-4.54037e-007
0.00278,-9.83647e-009,50,1e-009,-4.55676e-013,9.9839,0.000439727,2.62218,-4.55676e-007
0.00279,-9.8369e-009,50,1e-009,-4.57316e-013,9.98414,0.000443004,2.62279,-4.57316e-007
0.0028,-9.83733e-009,50,1e-009,-4.58955e-013,9.98438,0.000446288,2.62336,-4.58955e-007
0.00281,-9.83775e-009,50,1e-009,-4.60595e-013,9.98461,0.000449579,2.62389,-4.60595e-007
0.00282,-9.83815e-009,50,1e-009,-4.62235e-013,9.98484,0.000452878,2.62439,-4.62235e-007
0.00283,-9.83856e-009,50,1e-009,-4.63875e-013,9.98506,0.000456182,2.62484,-4.63875e-007
0.00284,-9.83893e-009,50,1e-009,-4.65514e-013,9.98528,0.000459492,2.62525,-4.65514e-007
0.00285,-9.8393e-009,50,1e-009,-4.67154e-013,9.9855,0.000462807,2.62563,-4.67154e-007
0.00286,-9.83964e-009,50,1e-009,-4.68794e-013,9.98572,0.000466127,2.62597,-4.68794e-007
0.00287,-9.83998e-009,50,1e-009,-4.70434e-013,9.98594,0.000469451,2.62626,-4.70434e-007
0.00288,-9.84028e-009,50,1e-009,-4.72074e-013,9.98617,0.000472778,2.62652,-4.72074e-007
0.00289,-9.84057e-009,50,1e-009,-4.73714e-013,9.98639,0.000476108,2.62674,-4.73714e-007
0.0029,-9.84085e-009,50,1e-009,-4.75354e-013,9.98662,0.000479441,2.62691,-4.75354e-007
0.00291,-9.8411e-009,50,1e-009,-4.76995e-013,9.98685,0.000482776,2.62705,-4.76995e-007
0.00292,-9.84132e-009,50,1e-009,-4.78635e-013,9.98708,0.000486112,2.62716,-4.78635e-007
0.00293,-9.84153e-009,50,1e-009,-4.80275e-013,9.98732,0.00048945,2.6273,-4.80275e-007
0.00294,-9.84171e-009,50,1e-009,-4.81915e-013,9.98757,0.00049279,2.62754,-4.81915e-007
0.00295,-9.84188e-009,50,1e-009,-4.83556e-013,9.98783,0.000496135,2.62787,-4.83556e-007
0.00296,-9.84202e-009,50,1e-009,-4.85196e-013,9.98809,0.000499485,2.6283,-4.85196e-007
0.00297,-9.84213e-009,50,1e-009,-4.86836e-013,9.98835,0.000502841,2.62882,-4.86836e-007
0.00298,-9.84223e-009,50,1e-009,-4.88477e-013,9.98863,0.000506205,2.62944,-4.88477e-007
0.00299,-9.84231e-009,50,1e-009,-4.90117e-013,9.98892,0.000509578,2.63016,-4.90117e-007
0.003,-9.84236e-009,50,1e-009,-4.91757e-013,9.98921,0.000512961,2.63098,-4.91757e-007
0.00301,-9.84239e-009,50,1e-009,-4.93398e-013,9.98951,0.000516356,2.6319,-4.93398e-007
0.00302,-9.84241e-009,50,1e-009,-4.95038e-013,9.98983,0.000519763,2.63292,-4.95038e-007
0.00303,-9.84241e-009,50,1e-009,-4.96679e-013,9.99015,0.000523184,2.63403,-4.96679e-007
0.00304,-9.84239e-009,50,1e-009,-4.98319e-013,9.99048,0.000526621,2.63526,-4.98319e-007
0.00305,-9.84236e-009,50,1e-009,-4.99959e-013,9.99082,0.000530074,2.63658,-4.99959e-007
0.00306,-9.84231e-009,50,1e-009,-5.016e-013,9.99116,0.000533545,2.638,-5.016e-007
0.00307,-9.84225e-009,50,1e-009,-5.0324e-013,9.99152,0.000537034,2.63947,-5.0324e-007
0.00308,-9.84217e-009,50,1e-009,-5.04881e-013,9.99188,0.000540542,2.64094,-5.04881e-007
0.00309,-9.84209e-009,50,1e-009,-5.06521e-013,9.99226,0.000544068,2.64242,-5.06521e-007
0.0031,-9.84199e-009,50,1e-009,-5.08161e-013,9.99264,0.000547612,2.64392,-5.08161e-007
0.00311,-9.84188e-009,50,1e-009,-5.09802e-013,9.99302,0.000551175,2.64541,-5.09802e-007
0.00312,-9.84179e-009,50,1e-009,-5.11442e-013,9.99342,0.000554757,2.64692,-5.11442e-007
0.00313,-9.84167e-009,50,1e-009,-5.13082e-013,9.99382,0.000558357,2.64844,-5.13082e-007
0.00314,-9.84156e-009,50,1e-009,-5.14722e-013,9.99422,0.000561975,2.64996,-5.14722e-007
0.00315,-9.84144e-009,50,1e-009,-5.16363e-013,9.99463,0.000565612,2.65149,-5.16363e-007
0.00316,-9.84132e-009,50,1e-009,-5.18003e-013,9.99504,0.000569268,2.65303,-5.18003e-007
0.00317,-9.84121e-009,50,1e-009,-5.19643e-013,9.99546,0.000572942,2.65458,-5.19643e-007
0.00318,-9.8411e-009,50,1e-009,-5.21283e-013,9.99588,0.000576634,2.65614,-5.21283e-007
0.00319,-9.841e-009,50,1e-009,-5.22923e-013,9.9963,0.000580345,2.65771,-5.22923e-007
0.0032,-9.8409e-009,50,1e-009,-5.24564e-013,9.99672,0.000584074,2.65926,-5.24564e-007
0.00321,-9.84081e-009,50,1e-009,-5.26204e-013,9.99714,0.000587821,2.66075,-5.26204e-007
0.00322,-9.8407e-009,50,1e-009,-5.27844e-013,9.99756,0.000591585,2.66214,-5.27844e-007
0.00323,-9.84063e-009,50,1e-009,-5.29484e-013,9.99798,0.000595364,2.66343,-5.29484e-007
0.00324,-9.84055e-009,50,1e-009,-5.31124e-013,9.9984,0.000599157,2.66461,-5.31124e-007
0.00325,-9.84048e-009,50,1e-009,-5.32764e-013,9.99881,0.000602962,2.66568,-5.32764e-007
0.00326,-9.84042e-009,50,1e-009,-5.34404e-013,9.99922,0.00060678,2.66665,-5.34404e-007
0.00327,-9.84036e-009,50,1e-009,-5.36044e-013,9.99962,0.000610607,2.66751,-5.36044e-007
0.00328,-9.84031e-009,50,1e-009,-5.37684e-013,10,0.000614443,2.66826,-5.37684e-007
0.00329,-9.84027e-009,50,1e-009,-5.39324e-013,10.0004,0.000618287,2.6689,-5.39324e-007
0.0033,-9.84022e-009,50,1e-009,-5.40964e-013,10.0008,0.000622137,2.66943,-5.40964e-007
0.00331,-9.84019e-009,50,1e-009,-5.42604e-013,10.0011,0.000625992,2.66985,-5.42604e-007
0.00332,-9.84016e-009,50,1e-009,-5.44244e-013,10.0015,0.000629851,2.67016,-5.44244e-007
0.00333,-9.84014e-009,50,1e-009,-5.45884e-013,10.0018,0.000633712,2.67036,-5.45884e-007
0.00334,-9.84012e-009,50,1e-009,-5.47525e-013,10.0022,0.000637575,2.67047,-5.47525e-007
0.00335,-9.84009e-009,50,1e-009,-5.49165e-013,10.0025,0.00064144,2.67059,-5.49165e-007
0.00336,-9.84008e-009,50,1e-009,-5.50805e-013,10.0028,0.000645305,2.67077,-5.50805e-007
0.00337,-9.84007e-009,50,1e-009,-5.52445e-013,10.003,0.000649174,2.671,-5.52445e-007
0.00338,-9.84004e-009,50,1e-009,-5.54085e-013,10.0033,0.000653045,2.67128,-5.54085e-007
0.00339,-9.84003e-009,50,1e-009,-5.55725e-013,10.0035,0.000656921,2.67162,-5.55725e-007
0.0034,-9.84e-009,50,1e-009,-5.57365e-013,10.0037,0.0006608,2.67201,-5.57365e-007
0.00341,-9.83996e-009,50,1e-009,-5.59005e-013,10.0038,0.000664684,2.67246,-5.59005e-007
0.00342,-9.83993e-009,50,1e-009,-5.60645e-013,10.004,0.000668574,2.67296,-5.60645e-007
0.00343,-9.83989e-009,50,1e-009,-5.62285e-013,10.0041,0.00067247,2.67351,-5.62285e-007
0.00344,-9.83985e-009,50,1e-009,-5.63925e-013,10.0042,0.000676372,2.67412,-5.63925e-007
0.00345,-9.83979e-009,50,1e-009,-5.65564e-013,10.0042,0.000680282,2.67479,-5.65564e-007
0.00346,-9.83973e-009,50,1e-009,-5.67204e-013,10.0042,0.0006842,2.67551,-5.67204e-007
0.00347,-9.83967e-009,50,1e-009,-5.68844e-013,10.0042,0.000688126,2.67628,-5.68844e-007
0.00348,-9.83959e-009,50,1e-009,-5.70484e-013,10.0042,0.000692062,2.67713,-5.70484e-007
0.00349,-9.83952e-009,50,1e-009,-5.72124e-013,10.0041,0.000696007,2.67806,-5.72124e-007
0.0035,-9.83942e-009,50,1e-009,-5.73764e-013,10.0039,0.000699964,2.67909,-5.73764e-007
0.00351,-9.83932e-009,50,1e-009,-5.75404e-013,10.0038,0.000703933,2.68023,-5.75404e-007
0.00352,-9.83922e-009,50,1e-009,-5.77044e-013,10.0036,0.000707915,2.68147,-5.77044e-007
0.00353,-9.83912e-009,50,1e-009,-5.78684e-013,10.0033,0.000711912,2.6828,-5.78684e-007
0.00354,-9.83901e-009,50,1e-009,-5.80324e-013,10.003,0.000715924,2.68426,-5.80324e-007
0.00355,-9.83889e-009,50,1e-009,-5.81963e-013,10.0027,0.000719953,2.68581,-5.81963e-007
0.00356,-9.83877e-009,50,1e-009,-5.83603e-013,10.0024,0.000724,2.68746,-5.83603e-007
0.00357,-9.83865e-009,50,1e-009,-5.85243e-013,10.002,0.000728065,2.68923,-5.85243e-007
0.00358,-9.83852e-009,50,1e-009,-5.86883e-013,10.0016,0.000732151,2.69111,-5.86883e-007
0.00359,-9.83839e-009,50,1e-009,-5.88523e-013,10.0011,0.000736257,2.6931,-5.88523e-007
0.0036,-9.83827e-009,50,1e-009,-5.90162e-013,10.0006,0.000740386,2.6952,-5.90162e-007
0.00361,-9.83814e-009,50,1e-009,-5.91802e-013,10.0001,0.000744537,2.69742,-5.91802e-007
0.00362,-9.83802e-009,50,1e-009,-5.93442e-013,9.99949,0.000748713,2.69972,-5.93442e-007
0.00363,-9.8379e-009,50,1e-009,-5.95081e-013,9.99888,0.000752913,2.70199,-5.95081e-007
0.00364,-9.83778e-009,50,1e-009,-5.96721e-013,9.99824,0.000757136,2.70424,-5.96721e-007
0.00365,-9.83767e-009,50,1e-009,-5.98361e-013,9.99758,0.000761382,2.70645,-5.98361e-007
0.00366,-9.83757e-009,50,1e-009,-6e-013,9.99689,0.000765651,2.70863,-6e-007
0.00367,-9.83748e-009,50,1e-009,-6.0164e-013,9.99618,0.000769941,2.71077,-6.0164e-007
0.00368,-9.83739e-009,50,1e-009,-6.03279e-013,9.99544,0.000774253,2.71287,-6.03279e-007
0.00369,-9.8373e-009,50,1e-009,-6.04919e-013,9.99469,0.000778587,2.71494,-6.04919e-007
0.0037,-9.83722e-009,50,1e-009,-6.06558e-013,9.99393,0.00078294,2.71697,-6.06558e-007
0.00371,-9.83715e-009,50,1e-009,-6.08198e-013,9.99315,0.000787314,2.71896,-6.08198e-007
0.00372,-9.8371e-009,50,1e-009,-6.09837e-013,9.99236,0.000791707,2.7209,-6.09837e-007
0.00373,-9.83704e-009,50,1e-009,-6.11477e-013,9.99156,0.00079612,2.72281,-6.11477e-007
0.00374,-9.837e-009,50,1e-009,-6.13116e-013,9.99075,0.000800551,2.72468,-6.13116e-007
0.00375,-9.83697e-009,50,1e-009,-6.14756e-013,9.98994,0.000805,2.7265,-6.14756e-007
0.00376,-9.83694e-009,50,1e-009,-6.16395e-013,9.98913,0.000809467,2.72825,-6.16395e-007
0.00377,-9.83692e-009,50,1e-009,-6.18035e-013,9.98833,0.000813949,2.72989,-6.18035e-007
0.00378,-9.8369e-009,50,1e-009,-6.19674e-013,9.98752,0.000818447,2.73139,-6.19674e-007
0.00379,-9.83689e-009,50,1e-009,-6.21314e-013,9.98672,0.000822958,2.73274,-6.21314e-007
0.0038,-9.83688e-009,50,1e-009,-6.22953e-013,9.98592,0.000827482,2.73396,-6.22953e-007
0.00381,-9.83687e-009,50,1e-009,-6.24593e-013,9.98514,0.000832016,2.73504,-6.24593e-007
0.00382,-9.83688e-009,50,1e-009,-6.26232e-013,9.98437,0.000836559,2.73597,-6.26232e-007
0.00383,-9.83687e-009,50,1e-009,-6.27872e-013,9.98361,0.00084111,2.73677,-6.27872e-007
0.00384,-9.83688e-009,50,1e-009,-6.29511e-013,9.98286,0.000845668,2.73742,-6.29511e-007
0.00385,-9.83688e-009,50,1e-009,-6.31151e-013,9.98213,0.000850231,2.73793,-6.31151e-007
0.00386,-9.83688e-009,50,1e-009,-6.3279e-013,9.98142,0.000854798,2.73829,-6.3279e-007
0.00387,-9.83688e-009,50,1e-009,-6.3443e-013,9.98073,0.000859367,2.73851,-6.3443e-007
0.00388,-9.83688e-009,50,1e-009,-6.36069e-013,9.98007,0.000863938,2.73859,-6.36069e-007
0.00389,-9.83685e-009,50,1e-009,-6.37709e-013,9.97942,0.000868508,2.73853,-6.37709e-007
0.0039,-9.83685e-009,50,1e-009,-6.39348e-013,9.9788,0.000873077,2.73845,-6.39348e-007
0.00391,-9.83683e-009,50,1e-009,-6.40988e-013,9.9782,0.000877646,2.73848,-6.40988e-007
0.00392,-9.83681e-009,50,1e-009,-6.42627e-013,9.97763,0.000882216,2.73869,-6.42627e-007
0.00393,-9.83678e-009,50,1e-009,-6.44267e-013,9.97708,0.00088679,2.73906,-6.44267e-007
0.00394,-9.83674e-009,50,1e-009,-6.45906e-013,9.97656,0.000891369,2.73959,-6.45906e-007
0.00395,-9.83669e-009,50,1e-009,-6.47545e-013,9.97606,0.000895954,2.74028,-6.47545e-007
0.00396,-9.83663e-009,50,1e-009,-6.49185e-013,9.97559,0.000900547,2.74114,-6.49185e-007
0.00397,-9.83656e-009,50,1e-009,-6.50824e-013,9.97515,0.000905149,2.74216,-6.50824e-007
0.00398,-9.83649e-009,50,1e-009,-6.52464e-013,9.97472,0.000909762,2.74334,-6.52464e-007
0.00399,-9.8364e-009,50,1e-009,-6.54103e-013,9.97433,0.000914387,2.74468,-6.54103e-007
0.004,-9.83631e-009,50,1e-009,-6.55743e-013,9.97396,0.000919027,2.74619,-6.55743e-007
0.00401,-9.8362e-009,50,1e-009,-6.57382e-013,9.97361,0.000923682,2.74787,-6.57382e-007
0.00402,-9.83609e-009,50,1e-009,-6.59021e-013,9.97328,0.000928354,2.74972,-6.59021e-007
0.00403,-9.83597e-009,50,1e-009,-6.60661e-013,9.97297,0.000933044,2.75174,-6.60661e-007
0.00404,-9.83583e-009,50,1e-009,-6.623e-013,9.9727,0.000937754,2.75384,-6.623e-007
0.00405,-9.83568e-009,50,1e-009,-6.63939e-013,9.97244,0.000942483,2.75593,-6.63939e-007
0.00406,-9.83553e-009,50,1e-009,-6.65578e-013,9.97219,0.000947232,2.75799,-6.65578e-007
0.00407,-9.83537e-009,50,1e-009,-6.67218e-013,9.97197,0.000951999,2.76003,-6.67218e-007
0.00408,-9.8352e-009,50,1e-009,-6.68857e-013,9.97176,0.000956785,2.76205,-6.68857e-007
0.00409,-9.83502e-009,50,1e-009,-6.70496e-013,9.97156,0.00096159,2.76405,-6.70496e-007
0.0041,-9.83485e-009,50,1e-009,-6.72135e-013,9.97138,0.000966412,2.76603,-6.72135e-007
0.00411,-9.83465e-009,50,1e-009,-6.73774e-013,9.97121,0.000971252,2.76798,-6.73774e-007
0.00412,-9.83445e-009,50,1e-009,-6.75413e-013,9.97106,0.000976109,2.7699,-6.75413e-007
0.00413,-9.83426e-009,50,1e-009,-6.77052e-013,9.97091,0.000980984,2.77181,-6.77052e-007
0.00414,-9.83405e-009,50,1e-009,-6.78691e-013,9.97077,0.000985875,2.77368,-6.78691e-007
0.00415,-9.83384e-009,50,1e-009,-6.8033e-013,9.97065,0.000990784,2.77554,-6.8033e-007
0.00416,-9.83362e-009,50,1e-009,-6.81969e-013,9.97053,0.000995708,2.77737,-6.81969e-007
0.00417,-9.8334e-009,50,1e-009,-6.83608e-013,9.97042,0.00100065,2.77917,-6.83608e-007
0.00418,-9.83317e-009,50,1e-009,-6.85247e-013,9.97032,0.0010056,2.78094,-6.85247e-007
0.00419,-9.83295e-009,50,1e-009,-6.86886e-013,9.97023,0.00101058,2.78266,-6.86886e-007
0.0042,-9.83271e-009,50,1e-009,-6.88525e-013,9.97015,0.00101556,2.78435,-6.88525e-007
0.00421,-9.83249e-009,50,1e-009,-6.90164e-013,9.97007,0.00102056,2.78599,-6.90164e-007
0.00422,-9.83225e-009,50,1e-009,-6.91802e-013,9.97,0.00102558,2.78759,-6.91802e-007
0.00423,-9.83202e-009,50,1e-009,-6.93441e-013,9.96993,0.00103061,2.78914,-6.93441e-007
0.00424,-9.83178e-009,50,1e-009,-6.9508e-013,9.96987,0.00103565,2.79066,-6.9508e-007
0.00425,-9.83154e-009,50,1e-009,-6.96718e-013,9.96982,0.0010407,2.79212,-6.96718e-007
0.00426,-9.8313e-009,50,1e-009,-6.98357e-013,9.96977,0.00104577,2.79355,-6.98357e-007
0.00427,-9.83106e-009,50,1e-009,-6.99995e-013,9.96973,0.00105085,2.79492,-6.99995e-007
0.00428,-9.83083e-009,50,1e-009,-7.01634e-013,9.9697,0.00105594,2.79626,-7.01634e-007
0.00429,-9.83059e-009,50,1e-009,-7.03272e-013,9.96967,0.00106104,2.79754,-7.03272e-007
0.0043,-9.83035e-009,50,1e-009,-7.04911e-013,9.96965,0.00106616,2.79878,-7.04911e-007
0.00431,-9.83011e-009,50,1e-009,-7.06549e-013,9.96963,0.00107128,2.79998,-7.06549e-007
0.00432,-9.82988e-009,50,1e-009,-7.08187e-013,9.96963,0.00107641,2.80114,-7.08187e-007
0.00433,-9.82966e-009,50,1e-009,-7.09826e-013,9.96963,0.00108155,2.80227,-7.09826e-007
0.00434,-9.82944e-009,50,1e-009,-7.11464e-013,9.96964,0.0010867,2.80336,-7.11464e-007
0.00435,-9.82923e-009,50,1e-009,-7.13102e-013,9.96965,0.00109187,2.80442,-7.13102e-007
0.00436,-9.82903e-009,50,1e-009,-7.1474e-013,9.96967,0.00109704,2.80545,-7.1474e-007
0.00437,-9.82882e-009,50,1e-009,-7.16378e-013,9.96971,0.00110221,2.80645,-7.16378e-007
0.00438,-9.82863e-009,50,1e-009,-7.18016e-013,9.96974,0.0011074,2.80742,-7.18016e-007
0.00439,-9.82844e-009,50,1e-009,-7.19654e-013,9.96979,0.00111259,2.80835,-7.19654e-007
0.0044,-9.82826e-009,50,1e-009,-7.21293e-013,9.96985,0.0011178,2.80925,-7.21293e-007
0.00441,-9.8281e-009,50,1e-009,-7.22931e-013,9.96991,0.001123,2.81012,-7.22931e-007
0.00442,-9.82795e-009,50,1e-009,-7.24569e-013,9.96998,0.00112822,2.81095,-7.24569e-007
0.00443,-9.82782e-009,50,1e-009,-7.26207e-013,9.97006,0.00113344,2.81175,-7.26207e-007
0.00444,-9.82768e-009,50,1e-009,-7.27844e-013,9.97015,0.00113867,2.81252,-7.27844e-007
0.00445,-9.82759e-009,50,1e-009,-7.29482e-013,9.97024,0.00114391,2.81329,-7.29482e-007
0.00446,-9.82749e-009,50,1e-009,-7.3112e-013,9.97034,0.00114915,2.81416,-7.3112e-007
0.00447,-9.82741e-009,50,1e-009,-7.32758e-013,9.97045,0.0011544,2.8152,-7.32758e-007
0.00448,-9.82734e-009,50,1e-009,-7.34396e-013,9.97056,0.00115966,2.81645,-7.34396e-007
0.00449,-9.8273e-009,50,1e-009,-7.36034e-013,9.97068,0.00116494,2.81788,-7.36034e-007
0.0045,-9.82727e-009,50,1e-009,-7.37672e-013,9.97081,0.00117022,2.81951,-7.37672e-007
0.00451,-9.82727e-009,50,1e-009,-7.3931e-013,9.97094,0.00117553,2.82134,-7.3931e-007
0.00452,-9.82728e-009,50,1e-009,-7.40948e-013,9.97108,0.00118084,2.82338,-7.40948e-007
0.00453,-9.82732e-009,50,1e-009,-7.42586e-013,9.97122,0.00118618,2.82559,-7.42586e-007
0.00454,-9.82738e-009,50,1e-009,-7.44223e-013,9.97137,0.00119153,2.82799,-7.44223e-007
0.00455,-9.82745e-009,50,1e-009,-7.45861e-013,9.97152,0.00119691,2.83061,-7.45861e-007
0.00456,-9.82754e-009,50,1e-009,-7.47499e-013,9.97167,0.00120231,2.83342,-7.47499e-007
0.00457,-9.82766e-009,50,1e-009,-7.49137e-013,9.97183,0.00120773,2.83645,-7.49137e-007
0.00458,-9.82779e-009,50,1e-009,-7.50775e-013,9.97199,0.00121318,2.83968,-7.50775e-007
0.00459,-9.82795e-009,50,1e-009,-7.52413e-013,9.97215,0.00121865,2.84308,-7.52413e-007
0.0046,-9.82813e-009,50,1e-009,-7.54051e-013,9.97231,0.00122416,2.84642,-7.54051e-007
0.00461,-9.82831e-009,50,1e-009,-7.55689e-013,9.97247,0.00122968,2.84958,-7.55689e-007
0.00462,-9.82854e-009,50,1e-009,-7.57327e-013,9.97263,0.00123524,2.85256,-7.57327e-007
0.00463,-9.82875e-009,50,1e-009,-7.58965e-013,9.97278,0.00124081,2.85536,-7.58965e-007
0.00464,-9.829e-009,50,1e-009,-7.60603e-013,9.97294,0.0012464,2.85798,-7.60603e-007
0.00465,-9.82926e-009,50,1e-009,-7.62242e-013,9.97309,0.00125202,2.86042,-7.62242e-007
0.00466,-9.82953e-009,50,1e-009,-7.6388e-013,9.97325,0.00125765,2.86268,-7.6388e-007
0.00467,-9.82981e-009,50,1e-009,-7.65518e-013,9.97339,0.0012633,2.86474,-7.65518e-007
0.00468,-9.83011e-009,50,1e-009,-7.67157e-013,9.97354,0.00126896,2.86662,-7.67157e-007
0.00469,-9.83041e-009,50,1e-009,-7.68795e-013,9.97368,0.00127464,2.86831,-7.68795e-007
0.0047,-9.83072e-009,50,1e-009,-7.70433e-013,9.97382,0.00128033,2.86981,-7.70433e-007
0.00471,-9.83104e-009,50,1e-009,-7.72072e-013,9.97396,0.00128602,2.87111,-7.72072e-007
0.00472,-9.83136e-009,50,1e-009,-7.7371e-013,9.97409,0.00129173,2.87222,-7.7371e-007
0.00473,-9.83169e-009,50,1e-009,-7.75349e-013,9.97422,0.00129745,2.87317,-7.75349e-007
0.00474,-9.83202e-009,50,1e-009,-7.76988e-013,9.97435,0.00130317,2.87407,-7.76988e-007
0.00475,-9.83234e-009,50,1e-009,-7.78626e-013,9.97448,0.00130889,2.87497,-7.78626e-007
0.00476,-9.83267e-009,50,1e-009,-7.80265e-013,9.97461,0.00131463,2.87587,-7.80265e-007
0.00477,-9.83299e-009,50,1e-009,-7.81904e-013,9.97474,0.00132037,2.87676,-7.81904e-007
0.00478,-9.8333e-009,50,1e-009,-7.83543e-013,9.97487,0.00132612,2.87766,-7.83543e-007
0.00479,-9.83361e-009,50,1e-009,-7.85182e-013,9.975,0.00133188,2.87855,-7.85182e-007
0.0048,-9.83391e-009,50,1e-009,-7.86821e-013,9.97513,0.00133764,2.87945,-7.86821e-007
0.00481,-9.8342e-009,50,1e-009,-7.8846e-013,9.97527,0.00134341,2.88034,-7.8846e-007
0.00482,-9.83448e-009,50,1e-009,-7.90099e-013,9.97541,0.00134918,2.88123,-7.90099e-007
0.00483,-9.83475e-009,50,1e-009,-7.91738e-013,9.97556,0.00135497,2.88211,-7.91738e-007
0.00484,-9.83501e-009,50,1e-009,-7.93377e-013,9.97571,0.00136076,2.883,-7.93377e-007
0.00485,-9.83525e-009,50,1e-009,-7.95016e-013,9.97587,0.00136655,2.88388,-7.95016e-007
0.00486,-9.83549e-009,50,1e-009,-7.96655e-013,9.97604,0.00137235,2.88477,-7.96655e-007
0.00487,-9.83573e-009,50,1e-009,-7.98295e-013,9.97621,0.00137816,2.88571,-7.98295e-007
0.00488,-9.83593e-009,50,1e-009,-7.99934e-013,9.9764,0.00138398,2.88681,-7.99934e-007
0.00489,-9.83613e-009,50,1e-009,-8.01573e-013,9.9766,0.00138981,2.88811,-8.01573e-007
0.0049,-9.83632e-009,50,1e-009,-8.03213e-013,9.9768,0.00139565,2.88965,-8.03213e-007
0.00491,-9.83651e-009,50,1e-009,-8.04852e-013,9.97702,0.0014015,2.89139,-8.04852e-007
0.00492,-9.83667e-009,50,1e-009,-8.06492e-013,9.97726,0.00140736,2.89336,-8.06492e-007
0.00493,-9.83683e-009,50,1e-009,-8.08131e-013,9.9775,0.00141325,2.89554,-8.08131e-007
0.00494,-9.83697e-009,50,1e-009,-8.09771e-013,9.97777,0.00141915,2.89794,-8.09771e-007
0.00495,-9.83711e-009,50,1e-009,-8.1141e-013,9.97805,0.00142506,2.90057,-8.1141e-007
0.00496,-9.83723e-009,50,1e-009,-8.1305e-013,9.97834,0.001431,2.90341,-8.1305e-007
0.00497,-9.83734e-009,50,1e-009,-8.14689e-013,9.97865,0.00143697,2.90649,-8.14689e-007
0.00498,-9.83745e-009,50,1e-009,-8.16329e-013,9.97898,0.00144295,2.90979,-8.16329e-007
0.00499,-9.83755e-009,50,1e-009,-8.17968e-013,9.97933,0.00144896,2.91333,-8.17968e-007
0.005,-9.83764e-009,50,1e-009,-8.19608e-013,9.9797,0.001455,2.91709,-8.19608e-007
