"time","volume@INJ01","q@INJ01"
0,0,0
1.6E-05,-2.85052E-15,-9.8317E-09
3.2E-05,-6.22604E-15,-9.83159E-09
4.8E-05,-8.19236E-15,-9.83162E-09
6.4E-05,-1.04864E-14,-9.83161E-09
8E-05,-1.31082E-14,-9.83166E-09
9.6E-05,-1.60576E-14,-9.83161E-09
0.000112,-1.93349E-14,-9.83161E-09
0.000128,-2.13012E-14,-9.83188E-09
0.000144,-2.35952E-14,-9.83162E-09
0.00016,-2.6217E-14,-9.83162E-09
0.000176,-2.91665E-14,-9.83159E-09
0.000192,-3.24437E-14,-9.83161E-09
0.000208,-3.441E-14,-9.83162E-09
0.000224,-3.6704E-14,-9.83162E-09
0.00024,-3.93258E-14,-9.83164E-09
0.000256,-4.22753E-14,-9.8316E-09
0.000272,-4.55525E-14,-9.83162E-09
0.000288,-4.75188E-14,-9.83161E-09
0.000304,-4.98128E-14,-9.83162E-09
0.00032,-5.24346E-14,-9.83162E-09
0.000336,-5.53841E-14,-9.83161E-09
0.000352,-5.86613E-14,-9.83161E-09
0.000368,-6.06276E-14,-9.83162E-09
0.000384,-6.29217E-14,-9.83162E-09
0.0004,-6.55434E-14,-9.83162E-09
0.000416,-6.84929E-14,-9.83162E-09
0.000432,-7.17701E-14,-9.83164E-09
0.000448,-7.37364E-14,-9.83164E-09
0.000464,-7.60305E-14,-9.83166E-09
0.00048,-7.86523E-14,-9.83169E-09
0.000496,-8.16018E-14,-9.83172E-09
0.000512,-8.4879E-14,-9.8318E-09
0.000528,-8.68454E-14,-9.83185E-09
0.000544,-8.91395E-14,-9.83193E-09
0.00056,-9.17614E-14,-9.83204E-09
0.000576,-9.4711E-14,-9.8322E-09
0.000592,-9.79885E-14,-9.83244E-09
0.000608,-9.9955E-14,-9.83261E-09
0.000624,-1.02249E-13,-9.83285E-09
0.00064,-1.04871E-13,-9.83317E-09
0.000656,-1.07822E-13,-9.83359E-09
0.000672,-1.11099E-13,-9.83415E-09
0.000688,-1.13066E-13,-9.83454E-09
0.000704,-1.15361E-13,-9.83503E-09
0.00072,-1.17984E-13,-9.83566E-09
0.000736,-1.20935E-13,-9.83644E-09
0.000752,-1.24214E-13,-9.83739E-09
0.000768,-1.26181E-13,-9.83801E-09
0.000784,-1.28477E-13,-9.83875E-09
0.0008,-1.31101E-13,-9.83963E-09
0.000816,-1.34053E-13,-9.84065E-09
0.000832,-1.37333E-13,-9.84179E-09
0.000848,-1.39302E-13,-9.84247E-09
0.000864,-1.41599E-13,-9.84324E-09
0.00088,-1.44224E-13,-9.84408E-09
0.000896,-1.47177E-13,-9.84495E-09
0.000912,-1.50459E-13,-9.84582E-09
0.000928,-1.52428E-13,-9.84626E-09
0.000944,-1.54726E-13,-9.8467E-09
0.00096,-1.57352E-13,-9.8471E-09
0.000976,-1.60306E-13,-9.8474E-09
0.000992,-1.63588E-13,-9.84754E-09
0.001008,-1.65558E-13,-9.84753E-09
0.001024,-1.67855E-13,-9.84742E-09
0.00104,-1.70481E-13,-9.84718E-09
0.001056,-1.73435E-13,-9.84675E-09
0.001072,-1.76718E-13,-9.84613E-09
0.001088,-1.78687E-13,-9.8457E-09
0.001104,-1.80984E-13,-9.84514E-09
0.00112,-1.83609E-13,-9.84445E-09
0.001136,-1.86562E-13,-9.84362E-09
0.001152,-1.89843E-13,-9.84268E-09
0.001168,-1.91812E-13,-9.84212E-09
0.001184,-1.94108E-13,-9.84149E-09
0.0012,-1.96733E-13,-9.8408E-09
0.001216,-1.99685E-13,-9.84008E-09
0.001232,-2.02964E-13,-9.83938E-09
0.001248,-2.04932E-13,-9.83901E-09
0.001264,-2.07228E-13,-9.83865E-09
0.00128,-2.09852E-13,-9.83829E-09
0.001296,-2.12803E-13,-9.83799E-09
0.001312,-2.16082E-13,-9.83776E-09
0.001328,-2.1805E-13,-9.83766E-09
0.001344,-2.20345E-13,-9.83759E-09
0.00136,-2.22969E-13,-9.83753E-09
0.001376,-2.2592E-13,-9.83752E-09
0.001392,-2.29199E-13,-9.83752E-09
0.001408,-2.31167E-13,-9.83752E-09
0.001424,-2.33462E-13,-9.83752E-09
0.00144,-2.36085E-13,-9.8375E-09
0.001456,-2.39037E-13,-9.83744E-09
0.001472,-2.42316E-13,-9.83732E-09
0.001488,-2.44283E-13,-9.83722E-09
0.001504,-2.46578E-13,-9.83708E-09
0.00152,-2.49202E-13,-9.83688E-09
0.001536,-2.52153E-13,-9.83661E-09
0.001552,-2.55431E-13,-9.83629E-09
0.001568,-2.57399E-13,-9.83608E-09
0.001584,-2.59694E-13,-9.83581E-09
0.0016,-2.62317E-13,-9.83552E-09
