Time,_dummy,_derdummy,EventIndicator_0_,EventIndicator_1_,EventIndicator_2_,EventIndicator_3_,EventIndicator_4_,EventIndicator_5_,EventIndicator_6_,EventIndicator_7_,EventIndicator_8_,EventIndicator_9_,EventIndicator_10_,SineWave1_0Amp,SineWave1_0Bias,SineWave1_0Freq,SineWave1_0Phase,Gain1_0Gain_0_,Gain1_0Gain_1_,Gain_0Gain,SineWave2_0Amp,SineWave2_0Bias,SineWave2_0Freq,SineWave2_0Phase,DeadZone_0Start,DeadZone_0End,SineWave5_0Amp,SineWave5_0Bias,SineWave5_0Freq,SineWave5_0Phase,SineWave3_0Amp,SineWave3_0Bias,SineWave3_0Freq,SineWave3_0Phase,SineWave4_0Amp,SineWave4_0Bias,SineWave4_0Freq,SineWave4_0Phase,Step_0Time,Step_0Y0,Step_0YFinal,HitCrossing_0Offset,SineWave6_0Amp,SineWave6_0Bias,SineWave6_0Freq,SineWave6_0Phase,Quantizer_0Interval,SineWave7_0Amp,SineWave7_0Bias,SineWave7_0Freq,SineWave7_0Phase,Relay_0OnVal,Relay_0OffVal,Relay_0YOn,Relay_0YOff,SineWave10_0Amp,SineWave10_0Bias,SineWave10_0Freq,SineWave10_0Phase,Saturation_0UpperSat,Saturation_0LowerSat,Step2_0Time,Step2_0Y0,Step2_0YFinal,SineWave11_0Amp,SineWave11_0Bias,SineWave11_0Freq,SineWave11_0Phase,Step3_0Time,Step3_0Y0,Step3_0YFinal,Constant_0Value,SineWave12_0Amp,SineWave12_0Bias,SineWave12_0Freq,SineWave12_0Phase,FixPtSwitch_0Threshold,Out1_1_,Out1_2_,Out2,Out3,Out4,Out5,Out6,Out7,Out8,Out9,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
0,1,0,0,0.5,-0.5,-1,0,-0.5,-0.5,0.5,-5,-0.1,-5,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,0,0,0,0,0,0,-12,0,0,0,0,1,0,12
0.00795858,1,0,0.015917,0.515917,-0.484083,-0.992041,0,-0.468166,-0.468166,0.531834,-4.99204,4.94049e-015,-4.99204,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.01592,3.01592,0,0.0135294,0,0,-12,0.031834,0.1,0.1,0,1,0,12
0.00795858,1,0,0.015917,0.515917,-0.484083,-0.992041,0,-0.468166,-0.468166,0.531834,-4.99204,4.94049e-015,-4.99204,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.01592,3.01592,0,0.0135294,0,0,-12,0.031834,0.1,0.1,0,1,0,12
0.02,1,0,0.0399973,0.539997,-0.460003,-0.98,0,-0.420005,-0.420005,0.579995,-4.98,0.151162,-4.98,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.04,3.04,0,0.0339977,0,0,-12,0.0799947,0.1,0.251162,0,1,0,12
0.04,1,0,0.0799787,0.579979,-0.420021,-0.96,0,-0.340043,-0.340043,0.659957,-4.96,0.401333,-4.96,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.07998,3.07998,0,0.0679819,0,0,-12,0.159957,0.1,0.501333,0,1,0,12
0.06,1,0,0.119928,0.619928,-0.380072,-0.94,0,-0.260144,-0.260144,0.739856,-4.94,0.649525,-4.94,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.11993,3.11993,0,0.101939,0,0,-12,0.239856,0.1,0.749525,0,1,0,12
0.08,1,0,0.159829,0.659829,-0.340171,-0.92,0,-0.180341,-0.180341,0.819659,-4.92,0.89476,-4.92,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.15983,3.15983,0,0.135855,0,0.5,-12,0.319659,0.1,0.99476,0,1,0,12
0.1,1,0,0.199667,0.699667,-0.300333,-0.9,0,-0.100666,-0.100666,0.899334,-4.9,1.13607,-4.9,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.19967,3.19967,0,0.169717,0,0.5,-12,0.399334,0.1,1.23607,0,1,0,12
0.12,1,0,0.239424,0.739424,-0.260576,-0.88,0,-0.0211512,-0.0211512,0.978849,-4.88,1.3725,-4.88,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.23942,3.23942,0,0.203511,0,0.5,-12,0.478849,0.1,1.4725,0,1,0,12
0.12,1,0,0.239424,0.739424,-0.260576,-0.88,0,0.978849,-0.0211512,0.978849,-4.88,1.3725,-4.88,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.23942,3.23942,0,0.203511,0,0.5,12,0.5,0.1,1.4725,0,1,0,12
0.12,1,0,0.239424,0.739424,-0.260576,-0.88,0,0.978849,-0.0211512,0.978849,-4.88,1.3725,-4.88,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.23942,3.23942,0,0.203511,0,0.5,12,0.478849,0.1,1.4725,0,1,0,12
0.125328,1,0,0.25,0.75,-0.25,-0.874672,0,1,7.58282e-014,1,-4.87467,1.43454,-4.87467,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.25,3.25,0,0.2125,0,0.5,12,0.5,0.1,1.53454,0,1,0,12
0.125328,1,0,0.25,0.75,-0.25,-0.874672,0,1,7.58282e-014,1,-4.87467,1.43454,-4.87467,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.25,3.25,0,0.2125,0,0.5,12,0.5,0.1,1.53454,0,1,0,12
0.14,1,0,0.279086,0.779086,-0.220914,-0.86,0,1.05817,0.0581725,1.05817,-4.86,1.60312,-4.86,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.27909,3.27909,0,0.237223,0,0.5,12,0.5,0.1,1.70312,0,1,0,12
0.16,1,0,0.318636,0.818636,-0.181364,-0.84,0,1.13727,0.137273,1.13727,-4.84,1.82701,-4.84,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.31864,3.31864,0,0.270841,0,0.5,12,0.5,0.1,1.92701,0,1,0,12
0.18,1,0,0.358059,0.858059,-0.141941,-0.82,0,1.21612,0.216118,1.21612,-4.82,2.04331,-4.82,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.35806,3.35806,0,0.30435,0,0.5,12,0.5,0.1,2.14331,0,1,0,12
0.2,1,0,0.397339,0.897339,-0.102661,-0.8,0,1.29468,0.294677,1.29468,-4.8,2.25114,-4.8,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.39734,3.39734,0,0.337738,0,1,12,0.5,0.1,2.35114,0,1,0,12
0.22,1,0,0.436459,0.936459,-0.0635408,-0.78,0,1.37292,0.372918,1.37292,-4.78,2.4497,-4.78,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.43646,3.43646,0,0.37099,0,1,12,0.5,0.1,2.5497,0,1,0,12
0.24,1,0,0.475405,0.975405,-0.0245947,-0.76,0,1.45081,0.45081,1.45081,-4.76,2.63819,-4.76,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.47541,3.47541,0,0.404094,0,1,12,0.5,0.1,2.73819,0,1,0,12
0.25268,1,0,0.5,1,9.09162e-013,-0.74732,0,1.5,0.5,1.5,-4.74732,2.75214,-4.74732,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.5,3.5,9.09162e-013,0.425,0,1,12,0.5,0.1,2.85214,0,1,0,12
0.25268,1,0,0.5,1,9.09162e-013,-0.74732,0,1.5,0.5,1.5,-4.74732,2.75214,-4.74732,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.5,3.5,9.09162e-013,0.425,0,1,12,0.5,0.1,2.85214,0,1,0,12
0.26,1,0,0.514161,1.01416,0.0141611,-0.74,0,1.52832,0.528322,1.52832,-4.74,2.81587,-4.74,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.51416,3.51416,0.0141611,0.437037,0,1,12,0.5,0.1,2.91587,0,1,0,12
0.28,1,0,0.552711,1.05271,0.0527113,-0.72,0,1.60542,0.605423,1.60542,-4.72,2.98205,-4.72,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.55271,3.55271,0.0527113,0.469805,0,1,12,0.5,0.1,0,0,1,0,12
0.3,1,0,0.59104,1.09104,0.0910404,-0.7,0,1.68208,0.682081,1.68208,-4.7,3.13607,-4.7,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.59104,3.59104,0.0910404,0.502384,0,1,12,0.5,0.1,0,0,1,0,12
0.32,1,0,0.629133,1.12913,0.129133,-0.68,0,1.75827,0.758266,1.75827,-4.68,3.27731,-4.68,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.62913,3.62913,0.129133,0.534763,0,1.5,12,0.5,0.1,0,0,1,0,12
0.34,1,0,0.666974,1.16697,0.166974,-0.66,0,1.83395,0.833948,1.83395,-4.66,3.40523,-4.66,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.66697,3.66697,0.166974,0.566928,0,1.5,12,0.5,0.1,0,0,1,0,12
0.36,1,0,0.704548,1.20455,0.204548,-0.64,0,1.9091,0.909097,1.9091,-4.64,3.51931,-4.64,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.70455,3.70455,0.204548,0.598866,0,1.5,12,0.5,0.1,0,0,1,0,12
0.38,1,0,0.741841,1.24184,0.241841,-0.62,0,1.98368,0.983682,1.98368,-4.62,3.61911,-4.62,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.74184,3.74184,0.241841,0.630565,0,1.5,12,0.5,0.1,0,0,1,0,12
0.4,1,0,0.778837,1.27884,0.278837,-0.6,0,2.05767,1.05767,2.05767,-4.6,3.70423,-4.6,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.77884,3.77884,0.278837,0.662011,0,1.5,12,0.5,0.1,0,0,1,0,12
0.42,1,0,0.815521,1.31552,0.315521,-0.58,0,2.13104,1.13104,2.13104,-4.58,3.77433,-4.58,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.81552,3.81552,0.315521,0.693193,0,1.5,12,0.5,0.1,0,0,1,0,12
0.44,1,0,0.851879,1.35188,0.351879,-0.56,0,2.20376,1.20376,2.20376,-4.56,3.82915,-4.56,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.85188,3.85188,0.351879,0.724097,0,1.5,12,0.5,0.1,0,0,1,0,12
0.46,1,0,0.887896,1.3879,0.387896,-0.54,0,2.27579,1.27579,2.27579,-4.54,3.86846,-4.54,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.8879,3.8879,0.387896,0.754712,0,2,12,0.5,0.1,0,0,1,0,12
0.48,1,0,0.923558,1.42356,0.423558,-0.52,0,2.34712,1.34712,2.34712,-4.52,3.89211,-4.52,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.92356,3.92356,0.423558,0.785025,0,2,12,0.5,0.1,0,0,1,0,12
0.5,1,0,0.958851,1.45885,0.458851,-0.5,0,2.4177,1.4177,2.4177,-4.5,3.9,-4.5,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.95885,3.95885,0.458851,0.815023,0,2,12,0.5,0.1,0,0,1,0,12
0.52,1,0,0.99376,1.49376,0.49376,-0.48,0,2.48752,1.48752,2.48752,-4.48,3.89211,-4.48,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.99376,3.99376,0.49376,0.844696,0,2,12,0.5,0.1,0,0,1,0,12
0.54,1,0,1.02827,1.52827,0.528272,-0.46,0,2.55654,1.55654,2.55654,-4.46,3.86846,-4.46,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.02827,4.02827,0.528272,0.874031,0,2,12,0.5,0.1,0,0,1,0,12
0.56,1,0,1.06237,1.56237,0.562372,-0.44,0,2.62474,1.62474,2.62474,-4.44,3.82915,-4.44,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.06237,4.06237,0.562372,0.903017,0,2,12,0.5,0.1,0,0,1,0,12
0.58,1,0,1.09605,1.59605,0.596048,-0.42,0,2.6921,1.6921,2.6921,-4.42,3.77433,-4.42,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.09605,4.09605,0.596048,0.931641,0,2,12,0.5,0.1,0,0,1,0,12
0.6,1,0,1.12928,1.62928,0.629285,-0.4,0,2.75857,1.75857,2.75857,-4.4,3.70423,-4.4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.12928,4.12928,0.629285,0.959892,0,2.5,12,0.5,0.1,0,0,1,0,12
0.62,1,0,1.16207,1.66207,0.66207,-0.38,0,2.82414,1.82414,2.82414,-4.38,3.61911,-4.38,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.16207,4.16207,0.66207,0.98776,0,2.5,12,0.5,0.1,0,0,1,0,12
0.64,1,0,1.19439,1.69439,0.694391,-0.36,0,2.88878,1.88878,2.88878,-4.36,3.51931,-4.36,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.19439,4.19439,0.694391,1.01523,0,2.5,12,0.5,0.1,0,0,1,0,12
0.66,1,0,1.22623,1.72623,0.726234,-0.34,0,2.95247,1.95247,2.95247,-4.34,3.40523,-4.34,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.22623,4.22623,0.726234,1.0423,0,2.5,12,0.5,0.1,0,0,1,0,12
0.68,1,0,1.25759,1.75759,0.757586,-0.32,0,3.01517,2.01517,3.01517,-4.32,3.27731,-4.32,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.25759,4.25759,0.757586,1.06895,0,2.5,12,0.5,0.1,0,0,1,0,12
0.7,1,0,1.28844,1.78844,0.788435,-0.3,0,3.07687,2.07687,3.07687,-4.3,3.13607,-4.3,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.28844,4.28844,0.788435,1.09517,0,2.5,12,0.5,0.1,0,0,1,0,12
0.72,1,0,1.31877,1.81877,0.818769,-0.28,0,3.13754,2.13754,3.13754,-4.28,2.98205,-4.28,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.31877,4.31877,0.818769,1.12095,0,2.5,12,0.5,0.1,0,0,1,0,12
0.74,1,0,1.34858,1.84858,0.848576,-0.26,0,3.19715,2.19715,3.19715,-4.26,2.81587,-4.26,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.34858,4.34858,0.848576,1.14629,0,2.5,12,0.5,0.1,2.91587,0,1,0,12
0.76,1,0,1.37784,1.87784,0.877843,-0.24,0,3.25569,2.25569,3.25569,-4.24,2.63819,-4.24,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.37784,4.37784,0.877843,1.17117,0,3,12,0.5,0.1,2.73819,0,1,0,12
