Time,_dummy,_derdummy,EventIndicator_0_,EventIndicator_1_,EventIndicator_2_,EventIndicator_3_,EventIndicator_4_,EventIndicator_5_,EventIndicator_6_,EventIndicator_7_,EventIndicator_8_,EventIndicator_9_,EventIndicator_10_,SineWave1_0Amp,SineWave1_0Bias,SineWave1_0Freq,SineWave1_0Phase,Gain1_0Gain_0_,Gain1_0Gain_1_,Gain_0Gain,SineWave2_0Amp,SineWave2_0Bias,SineWave2_0Freq,SineWave2_0Phase,DeadZone_0Start,DeadZone_0End,SineWave5_0Amp,SineWave5_0Bias,SineWave5_0Freq,SineWave5_0Phase,SineWave3_0Amp,SineWave3_0Bias,SineWave3_0Freq,SineWave3_0Phase,SineWave4_0Amp,SineWave4_0Bias,SineWave4_0Freq,SineWave4_0Phase,Step_0Time,Step_0Y0,Step_0YFinal,HitCrossing_0Offset,SineWave6_0Amp,SineWave6_0Bias,SineWave6_0Freq,SineWave6_0Phase,Quantizer_0Interval,SineWave7_0Amp,SineWave7_0Bias,SineWave7_0Freq,SineWave7_0Phase,Relay_0OnVal,Relay_0OffVal,Relay_0YOn,Relay_0YOff,SineWave10_0Amp,SineWave10_0Bias,SineWave10_0Freq,SineWave10_0Phase,Saturation_0UpperSat,Saturation_0LowerSat,Step2_0Time,Step2_0Y0,Step2_0YFinal,SineWave11_0Amp,SineWave11_0Bias,SineWave11_0Freq,SineWave11_0Phase,Step3_0Time,Step3_0Y0,Step3_0YFinal,Constant_0Value,SineWave12_0Amp,SineWave12_0Bias,SineWave12_0Freq,SineWave12_0Phase,FixPtSwitch_0Threshold,Out1_1_,Out1_2_,Out2,Out3,Out4,Out5,Out6,Out7,Out8,Out9,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
2.38,1,0,1.38015,1.88015,0.88015,1.38,0,3.2603,2.2603,3.2603,-2.62,3.61911,-2.62,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.38015,4.38015,0.88015,1.17313,1,3,12,0.5,0.1,0,0,1,0,12
2.4,1,0,1.35093,1.85093,0.850926,1.4,0,3.20185,2.20185,3.20185,-2.6,3.70423,-2.6,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.35093,4.35093,0.850926,1.14829,1,2.5,12,0.5,0.1,0,0,1,0,12
2.42,1,0,1.32116,1.82116,0.821162,1.42,0,3.14232,2.14232,3.14232,-2.58,3.77433,-2.58,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.32116,4.32116,0.821162,1.12299,1,2.5,12,0.5,0.1,0,0,1,0,12
2.44,1,0,1.29087,1.79087,0.79087,1.44,0,3.08174,2.08174,3.08174,-2.56,3.82915,-2.56,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.29087,4.29087,0.79087,1.09724,1,2.5,12,0.5,0.1,0,0,1,0,12
2.46,1,0,1.26006,1.76006,0.760061,1.46,0,3.02012,2.02012,3.02012,-2.54,3.86846,-2.54,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.26006,4.26006,0.760061,1.07105,1,2.5,12,0.5,0.1,0,0,1,0,12
2.48,1,0,1.22875,1.72875,0.728749,1.48,0,2.9575,1.9575,2.9575,-2.52,3.89211,-2.52,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.22875,4.22875,0.728749,1.04444,1,2.5,12,0.5,0.1,0,0,1,0,12
2.5,1,0,1.19694,1.69694,0.696944,1.5,0,2.89389,1.89389,2.89389,-2.5,3.9,-2.5,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.19694,4.19694,0.696944,1.0174,1,2.5,12,0.5,0.1,0,0,1,0,12
2.52,1,0,1.16466,1.66466,0.664661,1.52,0,2.82932,1.82932,2.82932,-2.48,3.89211,-2.48,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.16466,4.16466,0.664661,0.989962,1,2.5,12,0.5,0.1,0,0,1,0,12
2.54,1,0,1.13191,1.63191,0.631912,1.54,0,2.76382,1.76382,2.76382,-2.46,3.86846,-2.46,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.13191,4.13191,0.631912,0.962126,1,2.5,12,0.5,0.1,0,0,1,0,12
2.56,1,0,1.09871,1.59871,0.598711,1.56,0,2.69742,1.69742,2.69742,-2.44,3.82915,-2.44,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.09871,4.09871,0.598711,0.933904,1,2,12,0.5,0.1,0,0,1,0,12
2.58,1,0,1.06507,1.56507,0.56507,1.58,0,2.63014,1.63014,2.63014,-2.42,3.77433,-2.42,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.06507,4.06507,0.56507,0.905309,1,2,12,0.5,0.1,0,0,1,0,12
2.6,1,0,1.031,1.531,0.531003,1.6,0,2.56201,1.56201,2.56201,-2.4,3.70423,-2.4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,2.031,4.031,0.531003,0.876352,1,2,12,0.5,0.1,0,0,1,0,12
2.62,1,0,0.996523,1.49652,0.496523,1.62,0,2.49305,1.49305,2.49305,-2.38,3.61911,-2.38,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.99652,3.99652,0.496523,0.847045,1,2,12,0.5,0.1,0,0,1,0,12
2.64,1,0,0.961645,1.46165,0.461645,1.64,0,2.42329,1.42329,2.42329,-2.36,3.51931,-2.36,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.96165,3.96165,0.461645,0.817398,1,2,12,0.5,0.1,0,0,1,0,12
2.66,1,0,0.926383,1.42638,0.426383,1.66,0,2.35277,1.35277,2.35277,-2.34,3.40523,-2.34,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.92638,3.92638,0.426383,0.787425,1,2,12,0.5,0.1,0,0,1,0,12
2.68,1,0,0.890749,1.39075,0.390749,1.68,0,2.2815,1.2815,2.2815,-2.32,3.27731,-2.32,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.89075,3.89075,0.390749,0.757137,1,2,12,0.5,0.1,0,0,1,0,12
2.7,1,0,0.85476,1.35476,0.35476,1.7,0,2.20952,1.20952,2.20952,-2.3,3.13607,-2.3,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.85476,3.85476,0.35476,0.726546,1,1.5,12,0.5,0.1,0,0,1,0,12
2.72,1,0,0.818428,1.31843,0.318428,1.72,0,2.13686,1.13686,2.13686,-2.28,2.98205,-2.28,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.81843,3.81843,0.318428,0.695664,1,1.5,12,0.5,0.1,0,0,1,0,12
2.74,1,0,0.78177,1.28177,0.28177,1.74,0,2.06354,1.06354,2.06354,-2.26,2.81587,-2.26,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.78177,3.78177,0.28177,0.664504,1,1.5,12,0.5,0.1,2.91587,0,1,0,12
2.76,1,0,0.744798,1.2448,0.244798,1.76,0,1.9896,0.989596,1.9896,-2.24,2.63819,-2.24,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.7448,3.7448,0.244798,0.633078,1,1.5,12,0.5,0.1,2.73819,0,1,0,12
2.78,1,0,0.707529,1.20753,0.207529,1.78,0,1.91506,0.915057,1.91506,-2.22,2.4497,-2.22,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.70753,3.70753,0.207529,0.601399,1,1.5,12,0.5,0.1,2.5497,0,1,0,12
2.8,1,0,0.669976,1.16998,0.169976,1.8,0,1.83995,0.839953,1.83995,-2.2,2.25114,-2.2,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.66998,3.66998,0.169976,0.56948,1,1.5,12,0.5,0.1,2.35114,0,1,0,12
2.82,1,0,0.632156,1.13216,0.132156,1.82,0,1.76431,0.764312,1.76431,-2.18,2.04331,-2.18,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.63216,3.63216,0.132156,0.537333,1,1.5,12,0.5,0.1,2.14331,0,1,0,12
2.84,1,0,0.594083,1.09408,0.0940827,1.84,0,1.68817,0.688165,1.68817,-2.16,1.82701,-2.16,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.59408,3.59408,0.0940827,0.50497,1,1,12,0.5,0.1,1.92701,0,1,0,12
2.86,1,0,0.555772,1.05577,0.0557719,1.86,0,1.61154,0.611544,1.61154,-2.14,1.60312,-2.14,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.55577,3.55577,0.0557719,0.472406,1,1,12,0.5,0.1,1.70312,0,1,0,12
2.88,1,0,0.517239,1.01724,0.0172387,1.88,0,1.53448,0.534477,1.53448,-2.12,1.3725,-2.12,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.51724,3.51724,0.0172387,0.439653,1,1,12,0.5,0.1,1.4725,0,1,0,12
2.88891,1,0,0.5,1,-2.84939e-012,1.88891,0,1.5,0.5,1.5,-2.11109,1.2678,-2.11109,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.5,3.5,0,0.425,1,1,12,0.5,0.1,1.3678,0,1,0,12
2.88891,1,0,0.5,1,-2.84939e-012,1.88891,0,1.5,0.5,1.5,-2.11109,1.2678,-2.11109,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.5,3.5,0,0.425,1,1,12,0.5,0.1,1.3678,0,1,0,12
2.9,1,0,0.478499,0.978499,-0.0215013,1.9,0,1.457,0.456997,1.457,-2.1,1.13607,-2.1,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.4785,3.4785,0,0.406724,1,1,12,0.5,0.1,1.23607,0,1,0,12
2.92,1,0,0.439567,0.939567,-0.0604328,1.92,0,1.37913,0.379134,1.37913,-2.08,0.89476,-2.08,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.43957,3.43957,0,0.373632,1,1,12,0.5,0.1,0.99476,0,1,0,12
2.94,1,0,0.40046,0.90046,-0.09954,1.94,0,1.30092,0.30092,1.30092,-2.06,0.649525,-2.06,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.40046,3.40046,0,0.340391,1,1,12,0.5,0.1,0.749525,0,1,0,12
2.96,1,0,0.361193,0.861193,-0.138807,1.96,0,1.22239,0.222385,1.22239,-2.04,0.401333,-2.04,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.36119,3.36119,0,0.307014,1,0.5,12,0.5,0.1,0.501333,0,1,0,12
2.98,1,0,0.321781,0.821781,-0.178219,1.98,0,1.14356,0.143561,1.14356,-2.02,0.151162,-2.02,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.32178,3.32178,0,0.273514,1,0.5,12,0.5,0.1,0.251162,0,1,0,12
2.99204,1,0,0.297989,0.797989,-0.202011,1.99204,0,1.09598,0.0959775,1.09598,-2.00796,-1.87142e-011,-2.00796,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.29799,3.29799,0,0.25329,1,0.5,12,0.5,0.1,0.1,0,1,0,12
2.99204,1,0,0.297989,0.797989,-0.202011,1.99204,0,1.09598,0.0959775,1.09598,-2.00796,-1.87142e-011,-2.00796,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.29799,3.29799,0,0.25329,1,0.5,12,0.5,0.1,0.1,0,1,0,12
3,1,0,0.28224,0.78224,-0.21776,2,0,1.06448,0.06448,1.06448,-2,-0.1,-2,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.28224,3.28224,0,0.239904,1,0.5,12,0.5,1.46958e-015,1.46958e-015,0,1,0,12
3.00796,1,0,0.266473,0.766473,-0.233527,2.00796,0,1.03295,0.0329468,1.03295,-1.99204,-0.2,-1.99204,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.26647,3.26647,0,0.226502,1,0.5,12,0.5,-0.1,-0.1,0,1,0,12
3.00796,1,0,0.266473,0.766473,-0.233527,2.00796,0,1.03295,0.0329468,1.03295,-1.99204,-0.2,-1.99204,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.26647,3.26647,0,0.226502,1,0.5,12,0.5,-0.1,-0.1,0,1,0,12
3.01626,1,0,0.25,0.75,-0.25,2.01626,0,1,-3.17518e-012,1,-1.98374,-0.304301,-1.98374,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.25,3.25,0,0.2125,1,0.5,12,0.5,-0.1,-0.204301,0,1,0,12
3.01626,1,0,0.25,0.75,-0.25,2.01626,0,1,-3.17518e-012,1,-1.98374,-0.304301,-1.98374,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.25,3.25,0,0.2125,1,0.5,12,0.5,-0.1,-0.204301,0,1,0,12
3.02,1,0,0.242587,0.742586,-0.257413,2.02,0,0.985173,-0.014827,0.985173,-1.98,-0.351162,-1.98,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.24259,3.24259,0,0.206199,1,0.5,12,0.485173,-0.1,-0.251162,0,1,0,12
3.04,1,0,0.202836,0.702836,-0.297164,2.04,0,0.905672,-0.0943281,0.905672,-1.96,-0.601333,-1.96,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.20284,3.20284,0,0.172411,1,0.5,12,0.405672,-0.1,-0.501333,0,1,0,12
3.06,1,0,0.163004,0.663004,-0.336996,2.06,0,0.826009,-0.173991,0.826009,-1.94,-0.849525,-1.94,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.163,3.163,0,0.138554,1,0.5,12,0.326009,-0.1,-0.749525,0,1,0,12
3.08,1,0,0.123107,0.623107,-0.376893,2.08,0,0.746215,-0.253785,0.746215,-1.92,-1.09476,-1.92,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.12311,3.12311,0,0.104641,1,0,12,0.246215,-0.1,-0.99476,0,1,0,12
3.1,1,0,0.0831613,0.583161,-0.416839,2.1,0,0.666323,-0.333677,0.666323,-1.9,-1.33607,-1.9,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.08316,3.08316,0,0.0706871,1,0,12,0.166323,-0.1,-1.23607,0,1,0,12
3.12,1,0,0.043182,0.543182,-0.456818,2.12,0,0.586364,-0.413636,0.586364,-1.88,-1.5725,-1.88,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.04318,3.04318,0,0.0367047,1,0,12,0.0863639,-0.1,-1.4725,0,1,0,12
3.14,1,0,0.00318531,0.503185,-0.496815,2.14,0,0.506371,-0.493629,0.506371,-1.86,-1.80312,-1.86,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.14159,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.14159,0,5,-0.1,-0.3,0,4,0,3.14159,0,3,1.00319,3.00319,0,0.00270751,1,0,12,0.00637061,-0.1,-1.70312,0,1,0,12
