"Time","SignalOutput1"
0.000000000000000E+00,0.000000000000000E+00
1.000000000000000E-03,0.000000000000000E+00
2.000000000000000E-03,0.000000000000000E+00
3.000000000000000E-03,0.000000000000000E+00
4.000000000000000E-03,0.000000000000000E+00
5.000000000000000E-03,0.000000000000000E+00
6.000000000000000E-03,0.000000000000000E+00
7.000000000000000E-03,0.000000000000000E+00
8.000000000000000E-03,0.000000000000000E+00
8.999999999999999E-03,0.000000000000000E+00
1.000000000000000E-02,0.000000000000000E+00
1.100000000000000E-02,0.000000000000000E+00
1.200000000000000E-02,0.000000000000000E+00
1.300000000000000E-02,0.000000000000000E+00
1.400000000000000E-02,0.000000000000000E+00
1.500000000000000E-02,0.000000000000000E+00
1.600000000000000E-02,0.000000000000000E+00
1.700000000000000E-02,0.000000000000000E+00
1.800000000000000E-02,0.000000000000000E+00
1.900000000000000E-02,0.000000000000000E+00
2.000000000000000E-02,2.727821627161400E-07
2.100000000000000E-02,3.325178421795700E-06
2.200000000000000E-02,1.380134237036100E-05
2.300000000000000E-02,3.688345033178300E-05
2.400000000000000E-02,7.693524896485099E-05
2.500000000000000E-02,1.365161574082800E-04
2.600000000000000E-02,2.163936378919700E-04
2.700000000000000E-02,3.161117962663300E-04
2.800000000000000E-02,4.344462934582300E-04
2.900000000000000E-02,5.695768691513800E-04
3.000000000000000E-02,7.191447966541100E-04
3.100000000000000E-02,8.802906911895000E-04
3.200000000000000E-02,1.049695891305200E-03
3.300000000000000E-02,1.223648134684300E-03
3.400000000000000E-02,1.398147731383300E-03
3.500000000000000E-02,1.569060827996700E-03
3.600000000000000E-02,1.732315483829800E-03
3.700000000000000E-02,1.884127158729400E-03
3.800000000000000E-02,2.021234648476900E-03
3.900000000000000E-02,2.141126201202400E-03
4.000000000000000E-02,2.242237479534000E-03
4.100000000000000E-02,2.324103199929500E-03
4.200000000000000E-02,2.387395617388400E-03
4.300000000000000E-02,2.433768304921800E-03
4.400000000000000E-02,2.465641214426600E-03
4.500000000000000E-02,2.486171235674700E-03
4.600000000000000E-02,2.499542068405100E-03
4.700000000000000E-02,2.511497637960600E-03
4.800000000000000E-02,2.529627809891300E-03
4.900000000000000E-02,2.562495836697600E-03
5.000000000000000E-02,2.617533825526100E-03
5.100000000000000E-02,2.699448426729900E-03
5.200000000000000E-02,2.810231729183300E-03
5.300000000000000E-02,2.949667831445500E-03
5.400000000000000E-02,3.115543484314700E-03
5.500000000000000E-02,3.303866265259600E-03
5.600000000000000E-02,3.509214967529500E-03
5.700000000000000E-02,3.725190084815600E-03
5.800000000000000E-02,3.944920290248200E-03
5.900000000000000E-02,4.161577821557500E-03
6.000000000000000E-02,4.368858165348100E-03
6.100000000000000E-02,4.561386797675600E-03
6.200000000000000E-02,4.735026533570300E-03
6.300000000000000E-02,4.887071602272600E-03
6.400000000000000E-02,5.016326979213000E-03
6.500000000000000E-02,5.123082169494400E-03
6.600000000000000E-02,5.208995121829200E-03
6.700000000000000E-02,5.276871808875700E-03
6.800000000000000E-02,5.330324898500600E-03
6.900000000000001E-02,5.373494796117600E-03
7.000000000000001E-02,5.410982228760100E-03
7.099999999999999E-02,5.447879395272800E-03
7.199999999999999E-02,5.489639389805800E-03
7.300000000000000E-02,5.541603520621200E-03
7.400000000000000E-02,5.608328449336100E-03
7.500000000000000E-02,5.693101102509300E-03
7.600000000000000E-02,5.797819362842600E-03
7.700000000000000E-02,5.923028998429300E-03
7.800000000000000E-02,6.067935930545300E-03
7.900000000000000E-02,6.230458865538200E-03
8.000000000000000E-02,6.407369193863400E-03
8.100000000000000E-02,6.594515864461800E-03
8.200000000000000E-02,6.787121987067100E-03
8.300000000000000E-02,6.980131166943000E-03
8.400000000000001E-02,7.168574910021900E-03
8.500000000000001E-02,7.347929197732100E-03
8.599999999999999E-02,7.514429111772200E-03
8.699999999999999E-02,7.665315032232400E-03
8.799999999999999E-02,7.798991685212800E-03
8.900000000000000E-02,7.915090895654500E-03
9.000000000000000E-02,8.014438855392500E-03
9.100000000000000E-02,8.098935780361600E-03
9.200000000000000E-02,8.171348837170500E-03
9.300000000000000E-02,8.235052115439999E-03
9.400000000000000E-02,8.293795650066800E-03
9.500000000000000E-02,8.351514116019700E-03
9.600000000000000E-02,8.412115422835899E-03
