"time","axis4_w","axis5_w","axis1_w","axis6_w","axis2_w","axis3_w"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-0.00000000000000E+00,-0.00000000000000E+00
2.00000000000000E-03,0.00000000000000E+00,1.00832390938512E-04,4.27036936543658E-06,0.00000000000000E+00,-3.91178122048004E-05,3.46298255573872E-05
4.00000000000000E-03,0.00000000000000E+00,1.61424521709379E-02,2.05980500338160E-04,0.00000000000000E+00,-1.34137326513275E-03,-1.53659121831071E-03
6.00000000000000E-03,4.57605595510902E-03,4.96000490252594E-02,1.16620552713056E-03,1.35291895169405E-02,-3.81921636687029E-03,-5.27417295937717E-03
8.00000000000000E-03,1.34434667172375E-02,9.39985968587800E-02,3.66035957567885E-03,2.94154321384460E-02,-7.27571037566932E-03,-1.11846805526202E-02
1.00000000000000E-02,2.50015962458039E-02,1.45768271072441E-01,8.17378330917378E-03,4.14001237957069E-02,-1.16706485327427E-02,-1.94855176904647E-02
1.20000000000000E-02,3.87483486988407E-02,2.02936348658312E-01,1.50268931405227E-02,5.03816987279033E-02,-1.70436211346331E-02,-3.02218353445614E-02
1.40000000000000E-02,5.41998376290592E-02,2.64020919585566E-01,2.44388186265345E-02,5.70885771461446E-02,-2.35710197511312E-02,-4.31797306525228E-02
1.60000000000000E-02,7.09023144460287E-02,3.27894660825973E-01,3.65336744510284E-02,6.21304734644145E-02,-3.15145539140230E-02,-5.79645271087641E-02
1.80000000000000E-02,8.84423434519773E-02,3.93694516467352E-01,5.13542274741513E-02,6.60262661365618E-02,-4.11652608707397E-02,-7.41034145899359E-02
2.00000000000000E-02,1.06453266368657E-01,4.60757571274679E-01,6.88774411178594E-02,6.92179491610175E-02,-5.27933392726017E-02,-9.11421162489218E-02
2.20000000000000E-02,1.24618281672693E-01,5.28572895380112E-01,8.90293486393285E-02,7.20777169907480E-02,-6.66094633925716E-02,-1.08719777297676E-01
2.40000000000000E-02,1.42671357966375E-01,5.96744538681393E-01,1.11698100164342E-01,7.49162625804293E-02,-8.27399237304083E-02,-1.26615617013143E-01
2.60000000000000E-02,1.60396164528261E-01,6.64962297473595E-01,1.36744899985644E-01,7.79885810185136E-02,-1.01215703922967E-01,-1.44766919395708E-01
2.80000000000000E-02,1.77623431066851E-01,7.32978644688457E-01,1.64012851723305E-01,8.14968773818448E-02,-1.21973907173625E-01,-1.63261991559319E-01
3.00000000000000E-02,1.94227623135561E-01,8.00591535511772E-01,1.93333806673708E-01,8.55966696202054E-02,-1.44868826173124E-01,-1.82314131503095E-01
3.20000000000000E-02,2.10122819684597E-01,8.67631936106150E-01,2.24533547805593E-01,9.04024766835533E-02,-1.69689569604768E-01,-2.02223511544759E-01
3.40000000000000E-02,2.25257824898846E-01,9.33955164018202E-01,2.57435655014733E-01,9.59909833480598E-02,-1.96181099532272E-01,-2.23333835348512E-01
3.60000000000000E-02,2.39611248788296E-01,9.99435931419946E-01,2.91864275831601E-01,1.02407145169320E-01,-2.24065750741583E-01,-2.45989877903753E-01
