    "time","spring.w_rel",  "PI.I.y","inertia1.phi","spring.phi_rel","integrator.y","inertia1.w"
      3.26,8.8248772e-008,0.080614965, 1.7991716,0.0011333335,-1.0859369e-015,0.21623864
      3.27,-3.0205618e-007,0.07461492, 1.8013006,0.0011333324,-1.0859369e-015,0.20957224
      3.28,-9.7863014e-007,0.068615067,  1.803363,0.0011333265,-1.0859369e-015,0.20290602
      3.29,3.8814495e-008,0.06261509, 1.8053587,0.0011333219,-1.0859369e-015,0.19623868
       3.3,2.6167752e-006,0.056614456, 1.8072878,0.0011333332,-1.0859369e-015,0.18957029
      3.31,2.0711784e-007,0.050614147, 1.8091502,0.0011333462,-1.0859369e-015,0.18290523
      3.32,-2.2056487e-006,0.044614831, 1.8109459,0.0011333412,-1.0859369e-015,0.17624017
      3.33,-1.3103642e-006,0.038615569, 1.8126749,0.0011333249,-1.0859369e-015,0.16957291
      3.34,9.0484162e-007,0.032615347, 1.8143373,0.0011333184,-1.0859369e-015,0.16290477
      3.35,1.5144731e-006,0.026614543,  1.815933,0.0011333275,-1.0859369e-015,0.15623769
      3.36,3.573089e-007,0.020614206, 1.8174621,0.0011333391,-1.0859369e-015, 0.1495718
      3.37,-7.464728e-007,0.014614609, 1.8189245,0.0011333406,-1.0859369e-015,0.14290587
      3.38,-6.5785502e-007,0.0086151129, 1.8203202,0.001133334,-1.0859369e-015,0.13623914
      3.39,1.0341834e-007,0.0026151462, 1.8216493,0.0011333289,-1.0859369e-015,0.12957197
       3.4,4.9165968e-007,-0.0033851752, 1.8229116,0.0011333303,-1.0859369e-015,0.12290504
      3.41,2.2361902e-007,-0.009385387, 1.8241074,0.0011333344,-1.0859369e-015,0.11623855
      3.42,-1.9024906e-007,-0.015385295, 1.8252364,0.001133336,-1.0859369e-015,0.10957216
      3.43,-2.6165263e-007,-0.021385097, 1.8262988,0.0011333342,-1.0859369e-015,0.10290554
      3.44,-8.1460865e-008,-0.027385047, 1.8272945,0.0011333325,-1.0859369e-015,0.096238756
      3.45,6.9580434e-008,-0.033385116, 1.8282236,0.0011333323,-1.0859369e-015,0.089571989
      3.46,8.1024456e-008,-0.039385186,  1.829086,0.001133333,-1.0859369e-015,0.082905315
      3.47,1.9954479e-008,-0.045385201, 1.8298817,0.0011333336,-1.0859369e-015,0.076238689
      3.48,-1.4086935e-008,-0.051385186, 1.8306063,0.0011333336,-1.0859369e-015,0.069572045
      3.49,-1.7433635e-008,-0.057385169, 1.8312576,0.0011333335,-1.0859369e-015,0.06290538
       3.5,-8.0039271e-005,-0.063278378, 1.8318507,0.0011331547,-1.0859369e-015,0.056329302
      3.51,-0.0003850174,-0.068599028, 1.8323828,0.0011308849,-1.0859369e-015,0.050135341
      3.52,-0.00067207879,-0.073316359, 1.8328545,0.0011255427,-1.0859369e-015,0.044266444
      3.53,-0.00086515791,-0.077464281, 1.8332693,0.0011177758,-1.0859369e-015,0.038756643
      3.54,-0.00097392973,-0.08108159,  1.833631,0.0011085303,-1.0859369e-015,0.033666354
      3.55,-0.001016154,-0.084212399, 1.8339441,0.0010985437,-1.0859369e-015,0.029029973
      3.56,-0.0010108395,-0.086903022, 1.8342132,0.0010883763,-1.0859369e-015,0.024860218
      3.57,-0.00097441757,-0.089199831, 1.8344429,0.0010784337,-1.0859369e-015,0.021152531
      3.58,-0.00091670389,-0.091148197, 1.8346377,0.0010689623,-1.0859369e-015,0.01788573
      3.59,-0.0008472775,-0.092790782,  1.834802,0.0010601388,-1.0859369e-015,0.015033111
       3.6,-0.00077065661,-0.094167472, 1.8349396,0.0010520399,-1.0859369e-015,0.012559782
      3.61,-0.00069261169,-0.095314293, 1.8350543,0.0010447181,-1.0859369e-015,0.010431832
      3.62,-0.0006161643,-0.096264003, 1.8351493,0.0010381759,-1.0859369e-015,0.0086133929
      3.63,-0.000542792,-0.09704557, 1.8352274,0.0010323832,-1.0859369e-015,0.0070689602
      3.64,-0.00047406877,-0.097685367, 1.8352914,0.0010273031,-1.0859369e-015,0.0057649933
      3.65,-0.00041076519,-0.098205228, 1.8353434,0.0010228826,-1.0859369e-015,0.0046711224
      3.66,-0.00035339186,-0.098624875, 1.8353854,0.0010190655,-1.0859369e-015,0.0037589118
      3.67,-0.00030213527,-0.098961498,  1.835419,0.0010157925,-1.0859369e-015,0.0030023842
      3.68,-0.00025674369,-0.099229527, 1.8354458,0.0010130034,-1.0859369e-015,0.0023785264
      3.69,-0.00021680769,-0.099441054,  1.835467,0.0010106407,-1.0859369e-015,0.0018672196
       3.7,-0.00018194203,-0.099606322, 1.8354835,0.0010086512,-1.0859369e-015,0.0014508998
      3.71,-0.00015176751,-0.099734021, 1.8354963,0.0010069864,-1.0859369e-015,0.0011142358
      3.72,-0.00012585913,-0.099831456,  1.835506,0.0010056016,-1.0859369e-015,0.00084391761
      3.73,-0.00010375742,-0.099904693, 1.8355134,0.0010044565,-1.0859369e-015,0.00062850481
      3.74,-8.5012282e-005,-0.099958726, 1.8355188,0.0010035153,-1.0859369e-015,0.00045826384
      3.75,-6.9208672e-005,-0.099997643, 1.8355227,0.0010027464,-1.0859369e-015,0.00032497219
      3.76,-5.5967494e-005,-0.10002477, 1.8355254,0.0010021225,-1.0859369e-015,0.00022172477
      3.77,-4.4941015e-005,-0.10004282, 1.8355272,0.0010016196,-1.0859369e-015,0.00014274011
      3.78,-3.5812626e-005,-0.10005397, 1.8355283,0.0010012173,-1.0859369e-015,8.3191365e-005
      3.79,-2.8299976e-005,-0.10005996, 1.8355289,0.001000898,-1.0859369e-015,3.9083309e-005
       3.8,-2.2155533e-005,-0.10006218, 1.8355291,0.0010006468,-1.0859369e-015,7.1406817e-006
      3.81,-1.7163125e-005,-0.1000617, 1.8355291,0.0010004511,-1.0859369e-015,-1.5302738e-005
      3.82,-1.3134107e-005,-0.10005936, 1.8355288,0.0010003003,-1.0859369e-015,-3.0408418e-005
      3.83,-9.9053853e-006,-0.1000558, 1.8355285,0.0010001857,-1.0859369e-015,-3.9920234e-005
      3.84,-7.3379292e-006,-0.10005151,  1.835528, 0.0010001,-1.0859369e-015,-4.5234418e-005
      3.85,-5.3141127e-006,-0.10004685, 1.8355276,0.0010000372,-1.0859369e-015,-4.7458579e-005
      3.86,-3.7343505e-006,-0.10004209, 1.8355271,0.00099999227,-1.0859369e-015,-4.7462012e-005
      3.87,-2.514549e-006,-0.10003741, 1.8355266,0.0009999613,-1.0859369e-015,-4.5920574e-005
      3.88,-1.584493e-006,-0.10003294, 1.8355262,0.00099994102,-1.0859369e-015,-4.3354736e-005
      3.89,-8.8620482e-007,-0.10002876, 1.8355258,0.00099992884,-1.0859369e-015,-4.0160214e-005
       3.9,-3.7193661e-007,-0.10002491, 1.8355254,0.00099992269,-1.0859369e-015,-3.6632715e-005
      3.91,-2.353206e-009,-0.10002143,  1.835525,0.00099992093,-1.0859369e-015,-3.2988515e-005
      3.92,2.5471481e-007,-0.10001831, 1.8355247,0.00099992227,-1.0859369e-015,-2.9381652e-005
      3.93,4.2522652e-007,-0.10001555, 1.8355244,0.00099992574,-1.0859369e-015,-2.5918005e-005
      3.94,5.2995033e-007,-0.10001312, 1.8355242,0.00099993056,-1.0859369e-015,-2.2666595e-005
      3.95,5.8548358e-007,-0.10001101,  1.835524,0.00099993618,-1.0859369e-015,-1.9668561e-005
      3.96,6.0503598e-007,-0.10000918, 1.8355238,0.00099994216,-1.0859369e-015,-1.694426e-005
      3.97,5.9897146e-007,-0.10000761, 1.8355237,0.00099994819,-1.0859369e-015,-1.4498901e-005
      3.98,5.752854e-007,-0.10000627, 1.8355235,0.00099995408,-1.0859369e-015,-1.2327009e-005
      3.99,5.4009148e-007,-0.10000514, 1.8355234,0.00099995966,-1.0859369e-015,-1.0415893e-005
         4,4.9803866e-007,-0.10000418, 1.8355233,0.00099996486,-1.0859369e-015,-8.7482756e-006
