"Time","step","y","y2","y3","y1","y4","y5","y6","Q","QI"
0.000000000000000E+00,0,0,1,0,0,1,0,0,1,0
1.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
2.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
3.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
4.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
5.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
6.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
7.000000000000001E-02,0,0,1,0,0,1,0,0,1,0
8.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
9.000000000000000E-02,0,0,1,0,0,1,0,0,1,0
1.000000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.100000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.200000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.300000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.400000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.500000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.600000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.700000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.800000000000000E-01,0,0,1,0,0,1,0,0,1,0
1.900000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.000000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.100000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.200000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.300000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.400000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.500000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.600000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.700000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.800000000000000E-01,0,0,1,0,0,1,0,0,1,0
2.900000000000000E-01,0,0,1,0,0,1,0,0,1,0
3.000000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.100000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.200000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.300000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.400000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.500000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.600000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.700000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.800000000000000E-01,0,0,1,0,0,1,0,0,0,1
3.900000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.000000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.100000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.200000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.300000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.400000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.500000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.600000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.700000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.800000000000000E-01,0,0,1,0,0,1,0,0,0,1
4.900000000000000E-01,0,0,1,0,0,1,0,0,0,1
5.000000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.100000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.200000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.300000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.400000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.500000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.600000000000001E-01,0,0,1,0,0,1,0,0,1,0
5.700000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.800000000000000E-01,0,0,1,0,0,1,0,0,1,0
5.900000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.000000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.100000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.200000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.300000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.400000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.500000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.600000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.700000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.800000000000000E-01,0,0,1,0,0,1,0,0,1,0
6.899999999999999E-01,0,0,1,0,0,1,0,0,1,0
7.000000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.100000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.200000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.300000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.400000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.500000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.600000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.700000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.800000000000000E-01,0,0,1,0,0,1,0,0,1,0
7.900000000000000E-01,0,0,1,0,0,1,0,0,1,0
8.000000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.100000000000001E-01,0,0,0,0,2,1,1,0,0,1
8.200000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.300000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.400000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.500000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.600000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.700000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.800000000000000E-01,0,0,0,0,2,1,1,0,0,1
8.900000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.000000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.100000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.200000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.300000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.399999999999999E-01,0,0,0,0,2,1,1,0,0,1
9.500000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.600000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.700000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.800000000000000E-01,0,0,0,0,2,1,1,0,0,1
9.900000000000000E-01,0,0,0,0,2,1,1,0,0,1
1.000000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.010000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.020000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.030000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.040000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.050000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.060000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.070000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.080000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.090000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.100000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.110000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.120000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.130000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.140000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.150000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.160000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.170000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.180000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.190000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.200000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.210000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.220000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.230000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.240000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.250000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.260000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.270000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.280000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.290000000000000E+00,0,0,1,0,4,1,0,0,1,0
1.300000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.310000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.320000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.330000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.340000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.350000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.360000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.370000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.380000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.390000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.400000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.410000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.420000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.430000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.440000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.450000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.460000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.470000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.480000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.490000000000000E+00,0,0,1,0,4,1,0,0,0,1
1.500000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.510000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.520000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.530000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.540000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.550000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.560000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.570000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.580000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.590000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.600000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.610000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.620000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.630000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.640000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.650000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.660000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.670000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.680000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.690000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.700000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.710000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.720000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.730000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.740000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.750000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.760000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.770000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.780000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.790000000000000E+00,1,0,1,0,4,1,0,0,1,0
1.800000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.810000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.820000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.830000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.840000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.850000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.860000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.870000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.880000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.890000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.900000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.910000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.920000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.930000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.940000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.950000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.960000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.970000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.980000000000000E+00,1,0,0,0,6,1,1,0,0,1
1.990000000000000E+00,1,0,0,0,6,1,1,0,0,1
2.000000000000000E+00,1,1,1,0,8,1,0,0,1,0
