"time","axis1_w"
0.328,5.91117E-17
0.33,6.6261E-17
0.332,8.22093E-17
0.334,6.93943E-17
0.336,7.09149E-17
0.338,7.52628E-17
0.34,6.77635E-17
0.342,5.61227E-17
0.344,5.1417E-17
0.346,4.62824E-17
0.348,3.36878E-17
0.35,2.50918E-17
0.352,2.51391E-17
0.354,6.96144E-18
0.356,1.51678E-17
0.358,-1.79235E-17
0.36,-3.64915E-17
0.362,-4.23608E-17
0.364,-6.81965E-17
0.366,-7.68145E-17
0.368,-7.80895E-17
0.37,-7.98012E-17
0.372,-9.00911E-17
0.374,-8.94894E-17
0.376,-8.07276E-17
0.378,-9.26701E-17
0.38,-6.37294E-17
0.382,-7.15603E-17
0.384,-5.434E-17
0.386,-3.39305E-17
0.388,-2.25941E-17
0.39,-2.08353E-17
0.392,5.78881E-18
0.394,2.89527E-17
0.396,3.62078E-17
0.398,3.29564E-17
0.4,5.08916E-17
0.402,4.73722E-17
0.404,6.10561E-17
0.406,6.0032E-17
0.408,7.35892E-17
0.41,6.72114E-17
0.412,6.66986E-17
0.414,7.16843E-17
0.416,8.05324E-17
0.418,7.03094E-17
0.42,7.52516E-17
0.422,5.85744E-17
0.424,4.63793E-17
0.426,2.86533E-17
0.428,2.55967E-17
0.43,1.48654E-17
0.432,5.4755E-18
0.434,-2.34504E-18
0.436,-8.06878E-18
0.438,-1.94628E-17
0.44,-4.81248E-17
0.442,-5.03122E-17
0.444,-8.89263E-17
0.446,-9.08065E-17
0.448,-1.02211E-16
0.45,-1.11226E-16
0.452,-1.26914E-16
0.454,-1.3406E-16
0.456,-1.42315E-16
0.458,-1.13929E-16
0.46,-1.08115E-16
0.462,-8.45444E-17
0.464,-6.55604E-17
0.466,-4.35051E-17
0.468,-1.7581E-17
0.47,-1.6962E-17
0.472,2.05315E-17
0.474,9.37831E-18
0.476,2.25756E-17
0.478,3.76049E-17
0.48,5.47184E-17
0.482,6.15289E-17
0.484,8.43647E-17
0.486,7.79499E-17
0.488,1.02471E-16
0.49,1.09857E-16
0.492,1.30462E-16
0.494,1.19425E-16
0.496,1.25277E-16
0.498,1.00652E-16
0.5,7.87098E-17
0.502,8.33399E-17
0.504,7.16727E-17
0.506,7.01432E-17
0.508,3.83535E-17
0.51,4.11341E-17
0.512,3.75783E-17
0.514,7.51818E-18
0.516,-8.24226E-18
0.518,-1.06779E-17
0.52,-3.83864E-17
0.522,-4.25722E-17
0.524,-8.53458E-17
0.526,-9.61185E-17
0.528,-1.0582E-16
0.53,-1.44786E-16
0.532,-1.47138E-16
0.534,-1.47721E-16
0.536,-1.35354E-16
0.538,-1.55415E-16
0.54,-1.24533E-16
0.542,-9.98287E-17
0.544,-6.87754E-17
0.546,-5.97633E-17
0.548,-2.752E-17
0.55,-3.13544E-17
0.552,2.56107E-18
0.554,-5.21566E-18
0.556,9.31021E-18
0.558,4.09837E-17
0.56,5.13995E-17
0.562,5.86437E-17
0.564,6.9424E-17
0.566,7.74701E-17
0.568,8.12222E-17
0.57,1.076E-16
0.572,7.53387E-17
0.574,1.05312E-16
0.576,1.07582E-16
0.578,1.10762E-16
0.58,1.01761E-16
0.582,1.036E-16
0.584,8.07518E-17
0.586,9.19683E-17
0.588,7.72753E-17
0.59,3.8993E-17
0.592,2.03405E-17
0.594,-1.45281E-17
0.596,-3.24759E-17
0.598,-8.42867E-17
0.6,-8.87685E-17
0.602,-1.18579E-16
0.604,-1.18332E-16
0.606,-1.48736E-16
0.608,-1.54891E-16
0.61,-1.3939E-16
0.612,-1.65265E-16
0.614,-1.47262E-16
0.616,-1.17662E-16
0.618,-8.36629E-17
0.62,-8.92588E-17
0.622,-5.0295E-17
0.624,-5.00233E-17
0.626,-3.65828E-17
0.628,-2.80335E-17
0.63,2.96382E-17
0.632,3.15472E-17
0.634,4.86722E-17
0.636,7.5696E-17
0.638,7.0886E-17
0.64,1.02012E-16
0.642,1.21093E-16
0.644,1.16911E-16
0.646,1.27923E-16
0.648,1.24756E-16
0.65,1.03834E-16
0.652,1.24481E-16
0.654,1.05661E-16
0.656,9.63656E-17
0.658,9.98116E-17
0.66,7.90993E-17
0.662,7.90652E-17
0.664,3.31279E-17
0.666,2.64715E-17
0.668,-2.08523E-17
0.67,-1.27157E-17
0.672,-3.39475E-17
0.674,-4.35642E-17
0.676,-9.4902E-17
0.678,-1.10549E-16
0.68,-1.1192E-16
0.682,-1.62891E-16
0.684,-1.75857E-16
0.686,-1.80516E-16
0.688,-1.75736E-16
0.69,-1.92406E-16
0.692,-1.87988E-16
0.694,-1.54933E-16
0.696,-1.29591E-16
0.698,-1.2376E-16
0.7,-1.12656E-16
0.702,-7.79275E-17
0.704,-4.64737E-17
0.706,2.80803E-18
0.708,2.41606E-17
0.71,6.78987E-17
0.712,6.84053E-17
0.714,1.09756E-16
0.716,1.59579E-16
0.718,1.93484E-16
0.72,1.79586E-16
0.722,1.91645E-16
0.724,2.09635E-16
0.726,2.05823E-16
0.728,1.82592E-16
0.73,1.7701E-16
0.732,1.63038E-16
0.734,1.52286E-16
0.736,1.37051E-16
0.738,1.27421E-16
0.74,6.58645E-17
0.742,1.45874E-17
0.744,-3.18394E-17
0.746,-4.19836E-17
0.748,-1.02007E-16
0.75,-1.10867E-16
0.752,-1.97483E-16
0.754,-2.03704E-16
0.756,-2.32753E-16
0.758,-2.44797E-16
0.76,-2.19899E-16
0.762,-2.17676E-16
0.764,-2.09648E-16
0.766,-1.80248E-16
0.768,-1.95385E-16
0.77,-1.62727E-16
0.772,-1.10687E-16
0.774,-5.8659E-17
0.776,-5.72332E-17
0.778,-1.19617E-17
0.78,-3.85912E-18
0.782,9.42926E-17
0.784,7.95156E-17
0.786,1.01705E-16
0.788,1.27435E-16
0.79,1.56373E-16
0.792,1.30348E-16
0.794,1.60476E-16
0.796,1.96412E-16
0.798,1.70987E-16
0.8,2.27559E-16
0.802,2.22281E-16
0.804,1.94977E-16
0.806,1.55788E-16
0.808,1.58939E-16
0.81,1.11909E-16
0.812,9.88283E-17
0.814,6.74035E-17
0.816,1.24802E-17
0.818,1.42354E-17
0.82,-8.61624E-18
0.822,-2.0301E-17
0.824,-8.79877E-17
0.826,-1.21699E-16
0.828,-1.34297E-16
0.83,-1.89715E-16
0.832,-1.88457E-16
0.834,-2.31937E-16
0.836,-2.78503E-16
0.838,-2.58946E-16
0.84,-2.95594E-16
0.842,-2.50893E-16
0.844,-2.80444E-16
0.846,-2.1541E-16
0.848,-1.72064E-16
0.85,-1.93134E-16
0.852,-1.0685E-16
0.854,-1.31917E-16
0.856,-3.61809E-17
0.858,-7.83256E-17
0.86,7.84371E-18
0.862,3.69401E-17
0.864,2.9711E-17
0.866,4.23529E-17
0.868,1.0687E-16
0.87,1.50526E-16
0.872,1.64543E-16
0.874,2.1703E-16
0.876,2.30631E-16
0.878,2.54817E-16
0.88,2.80583E-16
0.882,3.21928E-16
0.884,3.02974E-16
0.886,3.00356E-16
0.888,2.765E-16
0.89,2.54445E-16
0.892,2.53606E-16
0.894,2.24352E-16
0.896,2.04985E-16
0.898,1.22607E-16
0.9,2.46636E-17
0.902,-5.82238E-17
0.904,-8.77868E-17
0.906,-1.36702E-16
0.908,-2.06052E-16
0.91,-2.58303E-16
0.912,-3.4066E-16
0.914,-3.30085E-16
0.916,-4.0243E-16
0.918,-3.78049E-16
0.92,-4.25058E-16
0.922,-4.63261E-16
0.924,-3.94508E-16
0.926,-3.75245E-16
0.928,-3.12525E-16
0.93,-2.60975E-16
0.932,-1.91599E-16
0.934,-1.18782E-16
0.936,-8.37793E-17
0.938,-1.58971E-17
0.94,1.86548E-17
0.942,7.48131E-17
0.944,9.34353E-17
0.946,1.52274E-16
0.948,1.60199E-16
0.95,2.48381E-16
0.952,2.50557E-16
0.954,3.92458E-16
0.956,3.25657E-16
0.958,3.45404E-16
0.96,3.19702E-16
0.962,3.61484E-16
0.964,3.54159E-16
0.966,3.15089E-16
0.968,3.24968E-16
0.97,2.84714E-16
0.972,2.75802E-16
0.974,2.42149E-16
0.976,2.0793E-16
0.978,2.14715E-16
0.98,1.44612E-16
0.982,4.39701E-17
0.984,-3.06571E-17
0.986,-9.7078E-17
0.988,-1.58823E-16
0.99,-2.06458E-16
0.992,-2.4535E-16
0.994,-3.58071E-16
0.996,-3.90094E-16
0.998,-3.93641E-16
1,-3.91222E-16
1.002,-4.42397E-16
1.004,-4.30873E-16
1.006,-3.90458E-16
1.008,-3.88143E-16
1.01,-3.40457E-16
1.012,-3.09517E-16
1.014,-2.43697E-16
1.016,-1.81062E-16
1.018,-8.13147E-17
1.02,-1.1589E-16
1.022,-5.49789E-17
1.024,-5.0316E-17
1.026,3.38364E-17
1.028,6.42434E-17
1.03,1.70817E-16
1.032,2.82685E-16
1.034,2.69154E-16
1.036,3.00003E-16
1.038,3.32118E-16
1.04,4.32228E-16
1.042,4.46738E-16
1.044,5.15842E-16
1.046,4.96291E-16
1.048,4.65137E-16
1.05,4.87543E-16
1.052,4.39176E-16
1.054,3.34091E-16
1.056,2.48885E-16
1.058,2.28706E-16
1.06,1.20317E-16
1.062,7.33458E-17
1.064,-3.8036E-17
1.066,-1.28529E-16
1.068,-2.13516E-16
1.07,-2.66243E-16
1.072,-3.7696E-16
1.074,-4.11586E-16
1.076,-4.5916E-16
1.078,-5.16302E-16
1.08,-4.9567E-16
1.082,-5.18708E-16
1.084,-4.73734E-16
1.086,-5.34961E-16
1.088,-4.32387E-16
1.09,-4.64521E-16
1.092,-3.7141E-16
1.094,-3.76032E-16
1.096,-3.07318E-16
1.098,-1.92903E-16
1.1,-2.02764E-16
1.102,-1.1182E-16
1.104,-1.20263E-17
1.106,-1.88544E-17
1.108,1.08737E-16
1.11,1.22437E-16
1.112,2.25877E-16
1.114,2.79755E-16
1.116,3.30202E-16
1.118,3.87261E-16
1.12,4.27119E-16
1.122,4.51469E-16
1.124,4.99938E-16
1.126,4.61504E-16
1.128,4.47864E-16
1.13,4.33996E-16
1.132,4.22814E-16
1.134,2.84092E-16
1.136,2.51844E-16
1.138,1.97972E-16
1.14,1.97642E-16
1.142,3.10192E-17
1.144,3.66955E-17
1.146,-1.47688E-17
1.148,-4.16828E-17
1.15,-2.35334E-16
1.152,-3.01438E-16
1.154,-3.44167E-16
1.156,-3.58334E-16
1.158,-4.06734E-16
1.16,-4.25782E-16
1.162,-4.83418E-16
1.164,-4.32128E-16
1.166,-4.82546E-16
1.168,-4.78612E-16
1.17,-4.53124E-16
1.172,-3.73716E-16
1.174,-3.23888E-16
1.176,-3.04039E-16
1.178,-2.18736E-16
1.18,-1.40883E-16
1.182,2.58579E-17
1.184,-1.78708E-17
1.186,1.75746E-16
1.188,3.64575E-17
1.19,1.10519E-16
1.192,1.40512E-16
1.194,2.15717E-16
1.196,3.30938E-16
1.198,3.11137E-16
1.2,4.13991E-16
1.202,3.07531E-16
1.204,3.94495E-16
1.206,4.31676E-16
1.208,4.03145E-16
1.21,3.81724E-16
1.212,4.01002E-16
1.214,3.88664E-16
1.216,3.21684E-16
1.218,3.32522E-16
1.22,3.16509E-16
1.222,2.88895E-16
1.224,2.05767E-16
1.226,1.58427E-16
1.228,5.70845E-17
1.23,5.3978E-17
1.232,2.92218E-17
1.234,-1.17004E-16
1.236,-1.86528E-16
1.238,-2.55927E-16
1.24,-3.13709E-16
1.242,-3.15804E-16
1.244,-3.90094E-16
1.246,-4.31303E-16
1.248,-4.33076E-16
1.25,-5.47238E-16
1.252,-4.1268E-16
1.254,-5.11196E-16
1.256,-4.17918E-16
1.258,-4.90568E-16
1.26,-4.38967E-16
1.262,-4.54491E-16
1.264,-3.03058E-16
1.266,-1.6383E-16
1.268,-1.11534E-16
1.27,-5.60085E-17
1.272,9.8617E-17
1.274,1.94409E-16
1.276,3.01679E-16
1.278,4.42439E-16
1.28,3.84564E-16
1.282,5.29478E-16
1.284,5.07579E-16
1.286,6.29722E-16
1.288,5.01922E-16
1.29,5.38673E-16
1.292,5.94957E-16
1.294,4.35318E-16
1.296,5.07079E-16
1.298,4.38585E-16
1.3,4.20026E-16
1.302,4.35914E-16
1.304,3.18029E-16
1.306,1.99246E-16
1.308,1.13468E-16
1.31,2.60161E-17
1.312,-1.62966E-16
1.314,-1.77617E-16
1.316,-3.39933E-16
1.318,-2.80615E-16
1.32,-3.88112E-16
1.322,-4.2348E-16
1.324,-5.76504E-16
1.326,-5.40908E-16
1.328,-5.3657E-16
1.33,-4.66203E-16
1.332,-5.46163E-16
1.334,-5.44215E-16
1.336,-5.3957E-16
1.338,-4.6451E-16
1.34,-4.94062E-16
1.342,-4.64945E-16
1.344,-4.06016E-16
1.346,-4.38519E-16
1.348,-3.18951E-16
1.35,-2.45834E-16
1.352,-1.55976E-16
1.354,-6.77015E-17
1.356,-3.76239E-18
1.358,1.45979E-16
1.36,2.88716E-16
1.362,3.05118E-16
1.364,3.96479E-16
1.366,4.49849E-16
1.368,4.80579E-16
1.37,4.53685E-16
1.372,5.13712E-16
1.374,6.27784E-16
1.376,6.05806E-16
1.378,6.5069E-16
1.38,5.89066E-16
1.382,5.86404E-16
1.384,5.15151E-16
1.386,5.23453E-16
1.388,5.30182E-16
1.39,3.70062E-16
1.392,3.43506E-16
1.394,1.46314E-16
1.396,8.51653E-17
1.398,-8.69345E-17
1.4,-9.15021E-17
1.402,-1.92656E-16
1.404,-2.10388E-16
1.406,-2.86338E-16
1.408,-3.48133E-16
1.41,-4.79751E-16
1.412,-5.21278E-16
1.414,-5.61771E-16
1.416,-5.91104E-16
1.418,-6.01126E-16
1.42,-5.96744E-16
1.422,-5.59931E-16
1.424,-5.76518E-16
1.426,-4.94771E-16
1.428,-3.99081E-16
1.43,-5.0266E-16
1.432,-4.42892E-16
1.434,-4.46318E-16
1.436,-4.45805E-16
1.438,-2.79135E-16
1.44,-1.57956E-16
1.442,2.62054E-17
1.444,-1.277E-17
1.446,2.37112E-16
1.448,3.37327E-16
1.45,4.3866E-16
1.452,3.79463E-16
1.454,4.289E-16
1.456,5.37702E-16
1.458,5.11083E-16
1.46,4.69125E-16
1.462,6.26268E-16
1.464,6.14038E-16
1.466,5.27359E-16
1.468,5.35116E-16
1.47,5.64846E-16
1.472,6.30144E-16
1.474,3.86326E-16
1.476,4.13796E-16
1.478,3.95325E-16
1.48,3.07349E-16
1.482,1.45892E-16
1.484,-4.6444E-17
1.486,-5.31711E-17
1.488,-2.85926E-16
1.49,-3.35649E-16
1.492,-4.93348E-16
1.494,-6.55812E-16
1.496,-5.44214E-16
1.498,-7.73259E-16
1.5,-8.18311E-16
1.502,-8.24336E-16
1.504,-7.88146E-16
1.506,-7.54992E-16
1.508,-6.76024E-16
1.51,-5.69554E-16
1.512,-5.32139E-16
1.514,-4.21522E-16
1.516,-2.24703E-16
1.518,-2.5064E-16
1.52,-1.43723E-16
1.522,-1.02417E-16
1.524,9.74644E-18
1.526,1.35439E-16
1.528,1.94489E-16
1.53,2.12214E-16
1.532,2.82834E-16
1.534,5.15859E-16
1.536,4.28519E-16
1.538,7.21919E-16
1.54,7.49894E-16
1.542,7.19048E-16
1.544,8.5863E-16
1.546,8.89408E-16
1.548,7.62436E-16
1.55,6.58325E-16
1.552,5.62502E-16
1.554,5.9963E-16
1.556,5.50523E-16
1.558,4.01552E-16
1.56,2.23142E-16
1.562,1.33748E-16
1.564,-1.15769E-17
1.566,-6.69342E-18
1.568,-2.44764E-16
1.57,-4.86582E-16
1.572,-4.62477E-16
1.574,-6.72285E-16
1.576,-7.18614E-16
1.578,-8.15729E-16
1.58,-8.45766E-16
1.582,-8.38342E-16
1.584,-8.75322E-16
1.586,-8.32096E-16
1.588,-7.32182E-16
1.59,-8.54718E-16
1.592,-6.90819E-16
1.594,-5.49262E-16
1.596,-5.25822E-16
1.598,-4.27916E-16
1.6,-1.87862E-16
1.602,-2.54475E-16
1.604,-1.41942E-16
1.606,1.39509E-18
1.608,1.46587E-16
1.61,3.0791E-16
1.612,6.10131E-16
1.614,6.73027E-16
1.616,8.06643E-16
1.618,8.44096E-16
1.62,1.0242E-15
1.622,8.92708E-16
1.624,9.24232E-16
1.626,6.28295E-16
1.628,8.63606E-16
1.63,5.22615E-16
1.632,6.66388E-16
1.634,6.72444E-16
1.636,4.89089E-16
1.638,4.45776E-16
1.64,1.96027E-16
1.642,7.69251E-17
1.644,-1.02304E-16
1.646,-4.71869E-16
1.648,-2.96034E-16
1.65,-4.63463E-16
1.652,-7.1921E-16
1.654,-8.85891E-16
1.656,-9.63363E-16
1.658,-1.00979E-15
1.66,-9.84033E-16
1.662,-9.85116E-16
1.664,-1.02347E-15
1.666,-9.16953E-16
1.668,-8.16648E-16
1.67,-6.84504E-16
1.672,-5.17014E-16
1.674,-3.82211E-16
1.676,-5.05869E-16
1.678,-4.01485E-16
1.68,-2.87249E-16
1.682,-2.14064E-16
1.684,-1.85632E-16
1.686,-7.47131E-17
1.688,2.44724E-16
1.69,4.14776E-16
1.692,4.92546E-16
1.694,5.85759E-16
1.696,6.8816E-16
1.698,8.11729E-16
1.7,9.54652E-16
1.702,1.04878E-15
1.704,1.0837E-15
1.706,9.12831E-16
1.708,9.93304E-16
1.71,8.46498E-16
1.712,6.91596E-16
1.714,7.0161E-16
1.716,4.30004E-16
1.718,4.67722E-16
1.72,2.35987E-16
1.722,7.96533E-17
1.724,1.7237E-16
1.726,-1.04522E-16
1.728,-1.82354E-16
1.73,-4.46691E-16
1.732,-3.27431E-16
1.734,-6.14312E-16
1.736,-7.57249E-16
1.738,-7.47265E-16
1.74,-8.17041E-16
1.742,-8.48257E-16
1.744,-9.48931E-16
1.746,-7.68266E-16
1.748,-7.17993E-16
1.75,-5.25815E-16
1.752,-5.8092E-16
1.754,-3.97442E-16
1.756,-5.35712E-16
1.758,-2.32816E-16
1.76,-2.24234E-16
1.762,-2.49035E-16
1.764,-3.92675E-17
1.766,7.86629E-18
1.768,2.07525E-16
1.77,1.97872E-16
1.772,1.67696E-16
1.774,2.81685E-16
1.776,3.52457E-16
1.778,5.51126E-16
1.78,6.94815E-16
1.782,8.23088E-16
1.784,6.43217E-16
1.786,8.41973E-16
1.788,7.13837E-16
1.79,7.98791E-16
1.792,5.51215E-16
1.794,4.49587E-16
1.796,2.84051E-16
1.798,3.64243E-16
1.8,2.10527E-16
1.802,1.99476E-16
1.804,2.4692E-17
1.806,-1.46397E-16
1.808,-1.35667E-16
1.81,-2.86841E-16
1.812,-3.93725E-16
1.814,-4.5331E-16
1.816,-5.55551E-16
1.818,-4.31629E-16
1.82,-5.5999E-16
1.822,-4.00263E-16
1.824,-5.99155E-16
1.826,-4.99612E-16
1.828,-6.5615E-16
1.83,-4.17399E-16
1.832,-3.77046E-16
1.834,-2.39621E-16
1.836,-2.18332E-16
1.838,-3.2584E-17
1.84,-2.27396E-16
1.842,-1.49941E-16
1.844,-1.56217E-16
1.846,-3.66818E-17
1.848,-2.96321E-19
1.85,5.49329E-17
1.852,8.23899E-17
1.854,1.84484E-16
1.856,3.28211E-16
1.858,2.37529E-16
1.86,4.50655E-16
1.862,6.63071E-16
1.864,7.36586E-16
1.866,8.54092E-16
1.868,7.12436E-16
1.87,7.23029E-16
1.872,5.03772E-16
1.874,4.4245E-16
1.876,4.20619E-16
1.878,5.05783E-16
1.88,3.83168E-16
1.882,3.88063E-16
1.884,4.80324E-16
1.886,4.12938E-16
1.888,1.24976E-16
1.89,-1.55479E-16
1.892,-1.56996E-16
1.894,-2.45153E-16
1.896,-5.25213E-16
1.898,-5.22852E-16
1.9,-6.97927E-16
1.902,-1.01503E-15
1.904,-1.25556E-15
1.906,-1.06259E-15
1.908,-1.27857E-15
1.91,-1.01536E-15
1.912,-1.05732E-15
1.914,-1.1123E-15
1.916,-8.99959E-16
1.918,-8.48455E-16
1.92,-6.39597E-16
1.922,-3.29999E-16
1.924,-2.00813E-16
1.926,1.90564E-17
1.928,1.69013E-16
1.93,2.95381E-16
1.932,3.33098E-16
1.934,6.93473E-16
1.936,9.98205E-16
1.938,1.19584E-15
1.94,1.39905E-15
1.942,1.20639E-15
1.944,1.31316E-15
1.946,1.18773E-15
1.948,1.34427E-15
1.95,1.21926E-15
1.952,1.13182E-15
1.954,1.19765E-15
1.956,9.40416E-16
1.958,9.02318E-16
1.96,6.7848E-16
1.962,4.27948E-16
1.964,2.3372E-16
1.966,2.72355E-16
1.968,-2.22944E-16
1.97,-2.89527E-16
1.972,-4.86159E-16
1.974,-7.35865E-16
1.976,-9.10315E-16
1.978,-1.12144E-15
1.98,-9.50217E-16
1.982,-1.21221E-15
1.984,-1.40949E-15
1.986,-1.52265E-15
1.988,-1.4897E-15
1.99,-1.35155E-15
1.992,-1.09155E-15
1.994,-9.42138E-16
1.996,-1.04053E-15
1.998,-9.2089E-16
2,-9.25595E-16
